SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
111,0,3,11,64,401,283,375,373,80,97,91,125,45,21,49,2024,60,21,57,47,147,33,41,21,7,0,3,10,0,0,20,469,3,9,16,32,24,19,59,28,10,27,14,13,13,0,7,265,4,4,32,139,167,272,486,187,57,60,53,79,52,5,23,1617,0,8,11,23,57,58,135,50,14,6,4,21,11,7,14,418,0,0,0,0,5,21,37,32,11,6,18,9,4,0,6,147,0,0,5,16,30,77,219,218,41,31,48,45,16,8,17,766,397,1147,2642,1573,1285,863,1740,900,142,117,117,165,88,46,347,11570,5,17,55,120,118,176,331,228,39,38,56,70,53,34,19,1367,0,0,6,77,72,43,133,189,51,52,28,41,32,0,47,770,254,367,754,747,663,804,1357,909,397,307,406,504,171,47,275,7964,1390,3246,5563,4692,4983,4432,8772,6184,1609,1728,1805,2010,819,294,1416,48930
112,0,0,14,47,186,135,257,249,54,59,61,77,15,7,48,1216,7,17,9,8,64,11,18,13,3,0,0,4,4,0,4,170,6,4,17,34,18,19,19,15,9,9,0,5,3,5,3,166,6,20,68,150,203,174,289,119,23,17,22,30,34,15,20,1187,0,5,15,12,16,28,25,9,4,4,3,5,3,0,6,131,0,0,0,5,4,5,17,23,4,4,11,8,0,0,0,78,0,0,0,17,44,70,173,103,31,17,35,26,17,8,19,566,328,1132,2745,1637,1199,994,1578,685,128,93,114,141,76,30,514,11398,6,18,100,168,174,186,299,182,33,23,54,42,64,13,35,1391,0,0,0,17,18,14,36,54,14,7,14,8,10,0,10,212,106,294,528,626,608,483,1060,877,266,244,298,382,183,32,195,6192,744,2447,4568,4228,4480,3676,6094,3700,881,775,957,1126,604,162,1353,35793
113,0,0,5,7,79,67,200,382,74,98,103,148,39,19,25,1249,6,0,0,3,9,0,0,8,0,0,3,0,0,0,4,35,0,3,3,8,4,4,19,6,0,0,3,0,0,0,0,57,0,4,17,14,17,58,264,87,24,27,21,46,21,28,15,640,0,3,0,8,13,18,55,76,10,10,23,16,7,0,5,247,0,0,0,0,0,3,12,41,9,24,45,64,13,0,3,223,0,0,0,9,4,13,75,45,10,13,17,17,6,5,8,230,99,312,667,331,195,149,237,131,21,16,24,45,19,8,109,2358,0,0,10,28,30,32,60,33,15,9,0,9,11,5,11,262,0,0,0,8,24,6,22,28,10,11,7,17,11,0,14,143,38,94,179,147,203,263,594,460,119,118,147,209,90,60,114,2829,359,1134,1408,953,1068,1333,3314,2940,926,1094,1312,1778,617,260,736,19228
114,0,0,4,36,128,90,113,183,58,42,41,56,45,0,26,826,11,19,25,24,69,7,12,9,0,3,0,0,0,0,6,189,3,7,18,24,15,13,23,9,3,0,0,0,3,0,0,123,4,18,42,93,83,103,185,50,14,6,16,19,16,7,7,657,0,0,10,10,13,15,11,38,3,3,5,13,5,4,0,138,0,0,0,0,9,19,28,11,9,0,0,0,0,0,0,80,0,0,0,4,29,31,97,68,19,13,11,9,7,3,23,319,365,1121,2741,1610,951,553,851,319,39,44,32,69,31,8,421,9136,9,8,53,103,80,91,137,76,15,11,21,18,16,9,24,674,0,0,0,13,18,13,23,22,11,5,7,17,0,0,17,150,140,411,592,676,346,244,292,170,42,45,55,77,37,12,149,3291,807,2568,4628,3666,2714,1821,2912,1766,424,390,471,573,287,59,1021,24099
115,0,0,43,385,1154,709,680,392,73,103,85,109,61,10,48,3839,7,22,30,57,279,79,56,37,3,0,3,3,0,0,14,589,0,8,29,94,193,140,331,141,44,38,32,21,22,7,14,1114,0,11,33,173,284,663,1222,562,203,197,199,231,125,38,48,3988,0,7,54,138,848,1020,1109,414,65,64,60,85,21,14,35,3939,0,0,4,16,209,267,186,61,17,13,17,12,7,3,15,822,0,0,4,16,54,84,152,129,32,14,35,17,5,4,10,547,204,588,1743,1173,1208,910,1603,834,133,122,98,95,68,24,229,9037,4,11,47,75,105,136,301,192,43,61,67,110,54,19,20,1250,0,0,8,259,271,97,118,72,29,21,28,23,18,0,13,954,216,490,979,1346,1478,1454,1823,889,265,290,252,262,129,57,204,10131,783,2478,5301,6358,13515,16087,25578,12646,2888,2824,2516,2736,1337,478,1618,97138
116,0,3,47,867,5800,5630,5779,3308,697,620,804,1018,369,55,395,25390,80,31,63,79,351,141,77,30,7,3,3,5,0,0,9,883,0,6,10,46,112,85,178,128,45,45,34,29,12,8,0,747,0,3,21,103,311,368,659,257,93,89,74,115,45,10,21,2171,0,0,43,94,625,1178,2199,1240,204,174,151,192,62,22,88,6256,0,0,0,6,54,101,74,69,11,22,21,39,5,0,15,410,0,0,0,13,101,149,305,157,30,31,25,33,7,4,27,891,110,487,1693,930,713,431,741,421,91,60,61,53,24,10,162,5977,4,6,17,53,62,118,253,183,40,49,46,53,26,8,25,926,0,0,3,206,392,197,192,130,26,46,30,31,16,7,59,1329,225,779,1984,2459,3364,4625,5474,2731,840,881,685,618,253,93,800,25806,707,2320,6214,7626,19477,27506,50540,28948,7055,6908,7234,7615,2621,627,3433,178836
117,0,0,21,218,859,713,683,614,195,194,218,337,103,26,85,4267,8,25,20,66,237,75,139,146,32,49,51,69,22,10,23,977,3,12,33,106,178,241,360,192,54,63,83,70,67,26,34,1516,0,12,40,179,328,498,580,236,68,59,68,91,63,33,14,2270,0,0,28,48,145,162,168,83,15,22,26,32,17,6,16,773,0,0,3,23,173,209,291,305,89,93,116,154,55,11,36,1551,0,0,10,40,256,464,1942,2018,736,516,451,581,155,25,229,7417,105,394,1226,1210,1516,1922,3287,2923,800,784,894,1053,375,138,272,16902,6,12,71,181,253,394,696,655,204,200,240,313,227,79,57,3602,0,3,9,640,1132,635,562,599,190,288,254,248,117,26,153,4864,146,422,1386,2559,2531,3250,3791,4197,1704,2002,2430,3250,1161,240,586,29648,479,2146,6392,8683,14108,17257,26676,25181,8227,9125,10107,12738,5142,1342,3307,150908
118,0,0,35,142,347,252,400,321,100,86,124,166,57,13,59,2096,76,93,68,84,287,95,123,109,43,29,23,37,12,3,44,1132,0,27,62,124,151,127,199,135,60,38,62,48,41,23,24,1121,3,17,62,561,1507,2085,1735,471,133,110,115,131,99,31,119,7201,4,6,13,56,92,68,64,25,4,16,19,12,9,5,3,390,0,0,4,14,136,121,103,55,23,12,21,27,10,4,6,523,0,0,17,39,119,140,267,158,61,32,29,59,19,6,20,989,244,432,1316,1354,1496,1876,3687,3432,937,979,1123,1260,559,109,434,19237,8,17,89,186,219,347,750,570,184,175,231,308,186,67,85,3422,3,3,16,207,177,85,114,105,21,49,41,61,28,12,36,962,503,1076,1316,2627,2450,2841,3629,3309,1201,1384,1716,2046,796,156,629,25672,1372,3405,5799,8138,11756,12942,17801,13746,4075,4463,5444,6613,2949,713,2542,101760
119,0,7,64,402,1744,1508,1857,1498,406,383,554,683,178,41,195,9525,35,34,53,82,277,114,127,124,44,21,25,13,4,0,43,993,0,7,37,106,191,150,279,141,37,28,20,27,9,8,21,1063,0,5,42,169,294,229,276,109,38,34,49,22,20,0,23,1312,0,15,37,70,187,169,169,102,21,16,28,32,17,14,26,901,0,0,0,21,212,275,247,271,72,70,56,55,16,0,45,1334,0,0,15,53,283,457,989,636,163,94,84,109,42,6,107,3027,196,477,1458,929,808,589,1042,657,149,114,117,100,52,19,264,6957,5,6,36,77,113,159,273,246,51,54,64,55,40,11,37,1236,5,3,37,2337,6081,4041,3232,2613,663,632,558,642,295,115,785,22034,357,996,2902,5299,5330,5987,6208,5152,1852,1906,1977,2065,610,106,1126,41864,1219,6733,20379,24653,38740,39839,52576,33919,9240,11083,12449,12228,3774,923,8252,276008
120,0,0,33,235,758,583,656,550,154,201,255,378,110,21,97,4021,25,37,39,60,218,76,94,63,21,14,21,11,3,0,10,684,0,12,28,94,171,136,215,112,28,43,38,39,24,21,20,971,0,11,51,162,233,263,312,138,36,53,37,30,8,16,19,1377,3,3,33,148,664,492,354,220,35,37,45,55,13,10,68,2166,0,0,3,27,184,191,213,311,97,104,103,112,34,0,27,1401,0,0,3,39,172,249,580,495,152,86,74,65,23,8,70,2013,121,404,1182,1162,1202,1399,2314,1319,235,210,211,173,84,41,182,10240,0,8,69,144,165,254,362,315,80,97,80,110,67,22,37,1822,0,0,14,1062,1098,459,410,464,168,162,193,219,79,8,123,4455,229,497,1448,2314,2035,1834,2211,1779,657,767,812,828,237,46,317,16011,815,4589,9523,10298,15674,15952,24046,17017,5217,6338,7913,7707,2435,601,3092,131221
121,0,0,52,300,730,581,1000,851,289,278,291,366,123,45,79,4974,35,52,54,106,409,127,205,150,25,44,47,41,11,8,13,1316,12,34,82,216,367,317,619,323,76,98,113,93,75,38,30,2499,9,31,156,550,1168,1546,2105,842,267,247,299,291,141,82,94,7821,6,25,52,201,435,420,429,174,39,24,55,42,23,9,20,1941,0,0,8,41,616,815,498,308,72,67,89,98,56,16,35,2730,0,3,15,84,166,224,703,473,112,111,91,104,59,6,47,2188,483,1067,2837,2651,2787,3048,5525,3019,513,531,460,448,251,111,403,24141,21,28,176,331,402,562,969,680,133,165,197,238,176,86,88,4246,0,11,25,500,401,201,264,217,54,54,67,82,38,17,45,1975,417,622,1274,2017,2217,2582,4288,3117,963,957,917,970,399,141,289,21173,1678,3748,8225,12300,23044,26191,41600,25264,6278,6578,6762,7415,3640,1385,2660,176754
122,0,0,26,113,351,316,371,264,51,68,82,118,23,10,36,1831,10,11,11,37,185,64,96,78,20,31,15,14,7,0,11,600,3,16,24,68,61,90,145,92,33,18,16,22,30,14,18,639,8,15,71,266,441,770,1231,523,138,108,142,156,97,16,37,4009,9,0,26,41,41,26,25,11,0,0,3,0,0,0,3,183,0,0,0,3,75,56,38,21,11,6,0,3,0,0,0,221,0,0,7,38,71,140,264,142,25,22,21,22,11,3,34,804,333,893,2590,2201,2542,3074,6321,3326,587,493,477,520,266,93,434,24147,10,20,119,191,289,379,668,435,134,149,141,178,136,51,52,2958,0,0,6,89,122,86,73,61,12,11,24,34,8,0,13,536,172,350,971,1185,1377,2038,3263,2360,790,832,755,873,343,74,227,15621,962,2839,6535,6634,9429,10945,18136,10460,2550,2462,2588,2962,1333,360,1487,79681
123,0,3,19,190,1377,1220,1238,791,179,144,146,223,78,9,92,5709,15,18,23,47,350,93,72,22,4,0,6,0,0,0,9,662,0,4,13,31,40,22,45,28,18,8,5,6,0,0,4,231,3,3,26,165,361,248,330,97,13,35,32,38,14,8,11,1389,0,5,18,41,141,124,207,129,28,31,32,42,30,20,17,859,0,0,0,0,25,34,29,15,7,6,7,10,0,0,0,139,0,0,0,29,189,197,332,147,35,25,32,31,5,6,24,1055,176,821,2760,1885,1281,540,742,383,54,51,45,18,30,21,279,9086,3,8,40,55,59,100,151,76,29,8,19,36,19,7,14,624,0,3,5,142,361,223,274,204,45,40,28,35,18,5,59,1443,133,392,1117,2274,3101,2771,2513,1455,330,328,286,269,126,34,424,15563,574,2230,5830,6919,11464,12421,19435,10338,1988,1867,1820,1889,809,276,1930,79795
