SA4_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,..,2670,2151,475,511,684,496,181,54,7218,..,605,1783,1404,1983,4152,5332,4737,2759,22755,533,1174,648,338,291,365,304,142,94,3896,31642,22450,24959,23708,23661,23343,20371,12430,4735,187305,..,513,14203,25899,25793,25626,23520,12839,2557,130944,..,4313,13676,7194,5444,3851,1818,595,78,36973,..,384,2239,4261,5312,2882,1431,1079,768,18356,64039,..,..,..,..,..,..,..,..,64039,..,16275,..,..,..,..,..,..,..,16275,..,12388,5941,2269,1688,1093,207,12,0,23591,..,1845,1283,461,644,1151,1242,888,469,7976,..,1495,1462,472,425,290,170,48,20,4377,..,5104,5083,1281,1232,1502,1043,385,87,15719,..,1249,3921,3517,4737,7765,8657,6756,3717,40327,1094,2075,1418,789,692,663,577,267,127,7689,65135,45635,49229,46139,45967,44819,38662,22871,7818,366274
112,..,701,1279,476,524,912,632,233,55,4808,..,222,658,725,1492,3422,4326,3417,1988,16246,245,400,316,211,246,375,335,128,79,2340,19186,11199,12316,14469,16024,18029,16512,9179,3671,120586,..,217,5899,13408,15090,17321,17758,9458,2154,81301,..,1705,6380,5293,4656,4032,2418,630,85,25201,..,244,1346,2845,3652,2003,1051,757,602,12498,39021,..,..,..,..,..,..,..,..,39021,..,8822,..,..,..,..,..,..,..,8822,..,7510,3302,1516,1178,857,190,5,0,14561,..,894,589,274,424,856,1080,598,423,5140,..,941,1176,581,442,436,238,78,13,3900,..,1254,2582,1053,1172,1804,1400,490,105,9862,..,489,1365,1779,3202,6336,7416,5099,2712,28399,508,773,641,486,552,686,625,219,116,4607,39527,22842,23291,27242,30369,34334,32167,17334,6208,233315
113,..,604,509,126,158,211,139,44,13,1815,..,380,744,519,857,1613,1930,1837,1103,8978,198,286,216,78,110,152,159,98,47,1346,14551,8663,9586,8911,9098,9509,7777,4709,1817,74619,..,353,6570,10173,10421,11371,9568,5046,1019,54524,..,2013,4592,2286,1904,1485,686,201,27,13203,..,334,1218,1633,1702,892,479,330,252,6849,29313,..,..,..,..,..,..,..,..,29313,..,5858,..,..,..,..,..,..,..,5858,..,5236,2022,746,539,355,68,0,0,8965,..,744,430,205,251,437,468,293,152,2980,..,472,454,183,154,135,42,13,3,1459,..,1110,1289,429,403,466,316,110,27,4156,..,774,1715,1352,2037,3198,3425,2725,1477,16704,397,545,505,248,249,309,286,165,67,2778,29711,17432,18800,17269,17656,18655,15338,8892,3029,146780
114,..,231,243,124,189,330,299,164,41,1618,..,131,357,346,767,1914,2836,2422,1160,9931,189,257,170,112,152,221,208,110,59,1472,11986,6751,7317,7828,9230,11379,12051,7069,2247,75848,..,171,4835,8539,9720,12535,14539,8117,1490,59937,..,1308,3693,2360,2360,2229,1462,454,65,13925,..,184,882,1449,1866,1074,563,480,341,6832,24096,..,..,..,..,..,..,..,..,24096,..,5457,..,..,..,..,..,..,..,5457,..,4657,2184,874,725,495,99,4,0,9035,..,556,357,151,229,490,560,443,279,3060,..,430,469,184,171,144,99,41,17,1549,..,442,644,310,388,660,625,315,78,3457,..,298,878,902,1825,3532,4661,3664,1666,17424,380,467,369,285,324,408,418,230,82,2963,24477,13970,14306,15056,17596,21566,23016,13732,4013,147735
115,..,288,314,115,114,177,131,71,21,1231,..,112,396,382,496,994,1705,1753,796,6641,159,267,184,93,99,132,132,73,34,1177,25422,15804,12793,19959,18908,15431,12094,6301,1944,128668,..,260,10334,30455,28814,23336,17525,7948,1375,120041,..,977,3536,2357,2264,1419,652,186,35,11428,..,84,474,1570,2489,1574,655,473,236,7548,52437,..,..,..,..,..,..,..,..,52437,..,19302,..,..,..,..,..,..,..,19302,..,9965,7334,1719,906,402,54,5,0,20383,..,766,672,312,347,878,1235,920,599,5727,..,483,633,273,243,209,134,53,12,2040,..,556,750,290,295,342,310,135,34,2712,..,236,878,921,1191,1807,2548,2335,1098,11009,321,506,375,236,217,256,224,119,48,2301,52755,33134,24985,38143,36756,30217,23342,12164,3429,254931
116,..,579,856,330,345,443,277,98,12,2940,..,314,905,806,1134,1878,2538,1823,698,10111,333,352,366,193,158,190,220,107,55,1977,42147,23222,29304,32350,22814,18674,13770,6119,1846,190252,..,1021,24802,47877,30660,23466,16291,6052,956,151135,..,2325,7260,4194,3203,1839,654,191,13,19675,..,587,2457,3886,4446,3051,1547,939,446,17360,85819,..,..,..,..,..,..,..,..,85819,..,22937,..,..,..,..,..,..,..,22937,..,14419,11381,3155,1684,708,127,8,0,31484,..,2655,2746,1028,1026,2013,2269,1259,538,13529,..,1343,1926,756,481,310,164,41,7,5033,..,1668,2685,1026,935,960,635,204,34,8145,..,662,2264,2289,2805,3791,4029,2651,994,19487,731,689,790,517,371,348,323,158,74,3992,86547,48303,56312,64734,45619,36490,26026,11511,3064,378604
117,..,5335,9079,1755,629,443,312,116,33,17713,..,1852,6413,4784,3259,3483,3268,2064,902,26027,251,1090,1216,513,304,261,230,101,57,4023,15027,18408,43277,25511,16383,12737,9344,5013,1765,147475,..,406,14604,21429,14169,10919,8081,4180,937,74729,..,4519,27679,12426,6053,3333,1377,339,33,55751,..,78,572,1810,2776,1847,865,615,346,8913,30464,..,..,..,..,..,..,..,..,30464,..,7773,..,..,..,..,..,..,..,7773,..,3474,3286,1303,1053,442,73,4,0,9636,..,2105,2297,693,453,705,746,499,297,7785,..,1625,3829,982,334,198,86,41,12,7107,..,10410,19671,4414,1755,1215,801,273,55,38607,..,3564,13209,10510,7718,7474,5875,3351,1279,52978,487,1812,2224,1042,669,557,397,172,72,7437,30951,35753,87369,54603,34982,26695,18302,9479,3045,301183
118,..,2138,5610,981,310,311,251,110,56,9774,..,528,2860,2548,2034,2511,3264,2865,1537,18149,242,706,729,353,232,200,172,94,56,2790,18615,12902,24620,19196,16529,12980,10552,6933,2783,125112,..,130,7324,19004,18514,14219,11058,6456,1603,78301,..,1377,15300,7386,3868,2249,1198,439,53,31864,..,50,347,1497,2936,1825,731,597,453,8433,37359,..,..,..,..,..,..,..,..,37359,..,12374,..,..,..,..,..,..,..,12374,..,4017,3527,1053,893,555,99,4,0,10140,..,829,1007,305,272,504,617,542,387,4465,..,468,1541,342,170,154,69,32,12,2783,..,3799,10520,1940,727,681,564,238,88,18552,..,1006,5169,4869,3954,4519,5040,3992,2062,30605,520,1220,1278,647,437,355,272,152,81,4955,37874,25264,46013,37038,31768,25056,19648,12446,4736,239841
119,..,1462,2518,842,731,921,607,192,45,7309,..,613,2470,2077,2406,4235,5144,4644,2782,24367,479,532,738,387,351,412,344,228,170,3633,49820,34599,44576,39886,36567,33641,24945,14826,6388,285254,..,2523,33771,50333,43996,40187,29593,15651,4108,220169,..,2244,11515,6379,4464,3109,1311,355,55,29435,..,289,2296,5052,7193,5428,2719,1988,1439,26398,102130,..,..,..,..,..,..,..,..,102130,..,34711,..,..,..,..,..,..,..,34711,..,19392,19130,5859,3931,1910,350,14,0,50586,..,3824,4134,1533,1648,3028,3018,2253,1387,20818,..,2772,4436,1698,1201,929,418,87,21,11569,..,4411,8438,2884,2041,2149,1367,441,98,21825,..,1330,5395,4947,5414,8063,8472,6650,3808,44073,954,990,1454,878,748,728,581,355,217,6912,103086,72478,90562,79560,70639,65523,47827,27809,11133,568624
120,..,2338,3603,836,478,435,334,121,39,8196,..,689,2726,2218,2199,2882,3332,2513,1388,17945,258,431,510,327,258,228,186,104,83,2381,21744,16610,27130,22443,19969,16913,12766,7163,2994,147735,..,790,15856,26196,22216,18579,13647,7017,1814,106115,..,2016,12274,6136,3924,2683,1389,333,38,28802,..,49,443,1904,3381,2418,1042,825,639,10700,43542,..,..,..,..,..,..,..,..,43542,..,14594,..,..,..,..,..,..,..,14594,..,5691,6015,1815,1427,807,147,3,0,15907,..,1887,1990,562,545,918,1088,836,564,8385,..,1664,2478,670,395,257,108,43,13,5636,..,5378,8496,2010,1094,951,714,280,79,19003,..,1298,5395,4413,4136,4933,5026,3531,1860,30595,532,699,972,601,467,439,300,145,100,4254,44072,34061,53913,44312,37581,31993,23455,13026,5102,287518
121,..,1033,2173,667,366,401,314,144,48,5147,..,627,3091,3012,2701,3517,4670,4452,2540,24618,378,586,610,379,302,272,258,128,91,3010,35867,21714,26274,33863,30806,24234,19673,12050,4749,209234,..,338,15769,43665,40595,31142,24173,13460,3199,172330,..,1801,12700,6551,4304,2962,1519,532,76,30439,..,46,487,2867,4777,3008,1156,757,660,13763,73024,..,..,..,..,..,..,..,..,73024,..,27727,..,..,..,..,..,..,..,27727,..,8146,6897,2068,1359,720,160,3,0,19358,..,1459,1424,515,496,1034,1306,976,606,7812,..,726,1290,498,305,251,133,46,18,3265,..,2109,4596,1412,854,854,667,301,90,10885,..,1244,5815,5738,5140,5938,6759,5960,3338,39933,793,1110,1051,684,578,517,438,198,127,5510,73821,44714,50029,63995,58397,46421,36311,22227,8120,404033
122,..,559,1358,349,261,300,242,107,42,3223,..,196,801,1014,1148,2076,2732,2910,1793,12668,238,332,288,183,178,204,165,95,48,1729,22891,13829,14140,17817,19871,15737,12080,8240,3218,127823,..,210,7336,21908,26174,20297,14866,9103,2025,101919,..,1061,8350,5439,4045,2616,1208,404,53,23170,..,41,327,1457,3154,1910,742,543,411,8584,46649,..,..,..,..,..,..,..,..,46649,..,16348,..,..,..,..,..,..,..,16348,..,7691,4521,1226,925,536,100,8,0,15006,..,691,647,240,299,549,780,710,414,4330,..,654,1164,461,348,317,170,43,9,3160,..,1145,2943,835,601,650,497,230,63,6968,..,418,1640,2112,2540,3757,4181,4033,2385,21056,489,608,581,391,355,384,289,157,63,3322,47137,28868,27511,34068,38436,31010,22834,15235,5420,250519
123,..,296,353,152,260,346,275,89,20,1776,..,241,732,650,942,1962,2530,1745,717,9528,403,357,319,164,136,158,164,83,53,1834,30921,17531,20523,21023,17785,16148,12182,5484,1614,143205,..,591,16000,27141,22323,19916,14860,5765,834,107431,..,2299,7403,4292,3342,2086,849,226,24,20527,..,472,2199,3511,3762,2308,1191,621,295,14358,62538,..,..,..,..,..,..,..,..,62538,..,15657,..,..,..,..,..,..,..,15657,..,12766,7815,2328,1119,482,80,3,0,24598,..,1611,1329,640,741,1329,1430,902,423,8407,..,795,890,437,355,240,119,49,6,2897,..,613,976,526,632,725,579,206,41,4290,..,539,1799,1849,2391,3541,3947,2550,961,17574,822,698,684,383,332,282,272,119,60,3658,63362,36047,39098,41106,34999,30906,23333,10444,2650,281940
124,..,495,684,296,383,484,371,122,33,2866,..,461,1208,1045,1621,3009,3789,2807,1104,15058,440,455,372,225,180,205,193,92,47,2200,30876,18787,22098,22073,20621,19311,15508,7531,2289,159098,..,656,15543,25854,23596,22123,17928,7417,1205,114320,..,3321,9891,5815,4459,2985,1318,361,42,28195,..,474,2499,3823,4409,2613,1402,795,446,16472,62784,..,..,..,..,..,..,..,..,62784,..,15816,..,..,..,..,..,..,..,15816,..,13155,7384,2362,1370,639,131,5,0,25061,..,1571,1259,593,739,1259,1442,883,446,8192,..,941,975,461,357,292,151,45,10,3241,..,1035,1660,764,910,1072,796,277,59,6584,..,875,2744,2840,3826,5594,6033,4046,1516,27478,858,842,799,518,426,402,314,147,64,4377,63642,38684,42760,43045,40099,36983,29519,13989,3786,312517
