SA4_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
111,475,10348,625,11440,617,11964,812,13392,1611,22783,1401,25795,2405,20190,1204,23791,3320,19172,1085,23587,3929,17932,1009,22868,2777,16084,980,19845,1378,9333,832,11539,408,3013,572,3991,16914,130815,8528,156252,559,9863,597,11018,820,11524,673,13019,2514,22496,1194,26202,3991,19729,1028,24749,5488,18218,898,24609,6278,17389,892,24563,3936,16809,1081,21827,1612,10986,1180,13781,318,5391,1175,6888,25517,132411,8712,166643,1035,20205,1216,22461,1436,23485,1487,26409,4119,45282,2597,51995,6399,39912,2232,48540,8812,37395,1986,48194,10211,35318,1896,47431,6715,32893,2064,41675,2984,20321,2012,25316,722,8404,1749,10881,42428,263226,17241,322898
112,296,6071,698,7067,326,4841,519,5689,820,10169,1210,12195,1374,11485,1328,14186,2120,12375,1331,15829,2773,13816,1342,17933,2061,14012,1217,17291,988,7252,767,9007,316,2444,464,3212,11072,82465,8872,102417,346,5698,627,6668,419,4654,512,5582,1339,10999,1234,13567,2495,12004,1312,15808,3634,12469,1244,17344,4702,13609,1261,19570,3041,13754,1151,17945,1231,8013,970,10213,247,3995,879,5124,17442,85185,9196,111823,637,11764,1333,13741,746,9494,1036,11273,2153,21166,2444,25763,3864,23488,2639,29993,5756,24845,2574,33175,7473,27420,2610,37504,5102,27769,2362,35234,2215,15264,1739,19222,559,6438,1343,8337,28517,167652,18069,214236
113,236,4630,526,5390,242,4273,586,5102,637,8784,1145,10566,911,7510,1038,9448,1230,7406,962,9598,1462,7869,777,10113,998,6816,667,8481,538,3745,484,4772,134,1241,222,1594,6385,52273,6401,65059,311,4336,433,5079,367,4177,386,4933,1095,8558,740,10387,1575,7345,682,9604,2101,7001,651,9751,2402,7235,678,10311,1428,6489,636,8555,561,4207,559,5323,112,2149,394,2660,9952,51491,5156,66604,541,8962,956,10463,612,8448,968,10028,1731,17344,1886,20957,2482,14860,1717,19057,3328,14411,1610,19343,3868,15110,1452,20423,2428,13302,1298,17036,1105,7949,1045,10095,247,3390,614,4250,16331,103764,11559,131660
114,205,3789,348,4342,204,3065,335,3604,520,6573,794,7883,790,6510,772,8073,1250,7221,733,9197,1673,8742,685,11094,1434,9838,649,11921,850,5916,508,7274,218,1678,272,2168,7137,53324,5095,65553,227,3523,326,4072,227,2823,237,3294,850,6502,513,7874,1394,6464,517,8377,2048,7221,551,9816,2766,8812,600,12184,2064,10234,624,12922,929,6173,614,7720,167,2466,453,3093,10675,54235,4449,69352,425,7308,679,8411,433,5889,569,6898,1373,13075,1309,15749,2179,12978,1289,16449,3294,14441,1286,19016,4434,17555,1289,23275,3501,20072,1276,24844,1778,12091,1123,14997,385,4145,726,5266,17814,107556,9541,134907
115,408,8823,311,9541,426,7565,278,8268,689,11452,498,12638,1685,16391,662,18740,2221,15609,566,18399,2109,12734,414,15257,1279,10073,384,11728,616,5327,338,6282,165,1516,323,2000,9600,89488,3776,102863,387,8099,251,8733,451,6761,206,7423,1084,11628,528,13243,2554,17256,661,20478,3451,15407,507,19362,3226,12216,443,15885,1836,10309,402,12546,697,5714,433,6844,129,2378,512,3020,13813,89773,3945,107538,788,16920,564,18272,880,14325,484,15695,1771,23077,1031,25876,4244,33649,1326,39217,5675,31013,1075,37757,5336,24955,858,31141,3111,20383,785,24274,1311,11040,772,13127,296,3892,835,5023,23409,179261,7723,210397
116,515,11301,898,12713,692,12068,1248,14003,1721,24646,2873,29238,2990,28850,2526,34363,2632,19898,1590,24114,2042,15574,1065,18686,1269,10876,701,12850,583,4820,442,5840,132,1244,192,1569,12572,129265,11537,153377,617,10402,774,11798,824,10984,869,12680,2728,25988,2268,30979,4350,27468,2146,33967,3907,18627,1296,23831,3092,15386,938,19412,1746,11848,808,14402,578,5577,538,6700,91,2320,370,2770,17929,128602,10009,156538,1135,21704,1673,24508,1513,23048,2119,26679,4445,50635,5136,60222,7338,56317,4672,68328,6533,38522,2888,47949,5139,30956,2004,38101,3015,22727,1510,27249,1162,10393,983,12543,214,3565,560,4339,30507,257867,21538,309913
117,202,4449,334,4990,515,13316,1289,15119,1595,43371,3770,48734,1948,27570,2209,31732,2256,16845,1463,20560,1895,12535,1192,15617,930,8357,827,10108,438,4132,566,5139,122,1199,243,1566,9901,131773,11894,153568,226,4622,340,5183,544,14284,1209,16034,1942,41842,3298,47081,2406,23306,1721,27437,2921,13640,987,17551,2516,10355,803,13673,1397,8072,643,10113,566,4456,562,5585,87,1755,453,2297,12604,122334,10012,144949,430,9068,677,10170,1062,27598,2495,31157,3536,85216,7069,95819,4354,50878,3931,59167,5175,30479,2451,38106,4405,22893,1997,29296,2324,16425,1469,20220,1006,8586,1127,10722,214,2957,693,3864,22503,254107,21911,298518
118,273,5735,381,6387,379,6733,594,7711,896,20865,1950,23714,1423,16666,1413,19508,2103,13380,1051,16525,2174,10172,781,13135,1093,8278,593,9967,596,5060,556,6207,221,1819,508,2553,9168,88706,7834,105703,251,5496,308,6050,464,7406,497,8369,1224,23744,1658,26626,2114,17273,1091,20477,3230,13477,789,17501,3191,9984,574,13750,1730,8954,610,11289,872,6021,744,7641,187,2796,997,3986,13265,95147,7275,115684,525,11225,688,12440,839,14141,1096,16077,2121,44605,3602,50336,3541,33937,2503,39986,5331,26858,1836,34027,5368,20158,1361,26890,2824,17226,1207,21255,1467,11083,1297,13846,412,4622,1508,6538,22433,183858,15107,221391
119,798,15571,1169,17534,1124,19489,1798,22407,2738,42032,4286,49056,4001,34992,3217,42209,4973,28713,2297,35979,4583,27025,2018,33625,2508,20302,1494,24305,1356,11602,1312,14268,502,4516,942,5962,22584,204235,18536,245348,829,14245,1060,16132,1348,17526,1452,20323,3815,39920,3689,47425,6054,33272,2893,42217,7410,28632,2305,38350,6728,26501,1881,35109,3635,21084,1520,26240,1663,13175,1511,16349,363,6656,1818,8839,31839,201013,18127,250979,1621,29815,2228,33668,2473,37011,3248,42735,6554,81955,7972,96482,10053,68265,6109,84427,12386,57339,4608,74330,11313,53525,3903,68740,6142,41390,3012,50540,3012,24776,2822,30611,873,11170,2763,14802,54421,405246,36666,496332
120,303,6289,280,6876,490,10273,868,11632,1197,25334,1939,28465,1864,19898,1263,23027,2436,15322,797,18562,2452,12844,695,15994,1242,9755,549,11551,633,5438,435,6502,231,2154,314,2701,10856,107312,7133,125306,300,6076,281,6655,581,9619,633,10827,1588,25366,1741,28691,2582,19752,1125,23454,3999,16012,772,20774,3729,13218,665,17608,2050,10832,571,13458,841,6503,560,7902,185,3431,682,4294,15846,110804,7018,133677,593,12367,565,13528,1072,19890,1495,22463,2779,50697,3678,57158,4451,39649,2388,46480,6433,31332,1569,39339,6186,26063,1356,33603,3294,20594,1119,25007,1477,11941,990,14410,422,5586,996,7002,26702,218122,14153,258984
121,497,11711,341,12543,603,10353,421,11377,1115,22666,1128,24907,2432,27768,1171,31365,3421,24404,865,28692,3545,19003,701,23257,2116,14956,607,17682,1209,9290,493,11000,423,3370,370,4163,15356,143536,6103,164993,514,10886,334,11740,613,9957,353,10928,1475,24831,1123,27434,3604,30282,1202,35097,5563,25428,920,31910,5406,19141,711,25256,3215,16771,731,20721,1545,10846,705,13097,359,5443,875,6679,22295,153606,6965,182860,1006,22601,676,24286,1214,20317,774,22306,2592,47498,2253,52341,6038,58050,2376,66457,8983,49838,1783,60609,8949,38144,1412,48514,5329,31729,1344,38403,2752,20146,1204,24095,779,8811,1245,10839,37646,297135,13066,347853
122,298,7872,285,8455,321,6588,267,7175,661,12692,678,14025,1243,15015,725,16976,2181,16541,652,19374,2484,12977,581,16041,1343,9722,450,11509,743,6438,379,7559,250,2196,301,2746,9526,90024,4317,103861,311,7257,243,7811,399,5919,248,6568,903,13235,715,14847,1965,15883,683,18526,3740,16236,657,20634,3819,12109,506,16436,1969,10294,440,12706,944,7438,559,8939,222,3600,683,4499,14270,91967,4722,110961,612,15127,531,16263,721,12500,516,13740,1565,25928,1394,28875,3203,30894,1407,35504,5921,32770,1305,40004,6303,25090,1086,32479,3308,20019,888,24219,1689,13875,938,16501,476,5793,975,7243,23792,181990,9041,214822
123,383,8914,624,9924,496,8448,587,9528,1302,17071,1227,19609,2242,17663,1302,21206,2203,14936,994,18125,1861,12864,721,15445,1272,9836,602,11703,582,4313,523,5419,123,964,221,1305,10458,95002,6798,112256,521,8290,570,9383,617,7896,511,9020,2309,17964,1328,21602,3604,17231,1258,22092,3648,14040,876,18559,3206,12881,721,16806,1777,10281,697,12758,594,4835,671,6100,77,1703,591,2372,16355,95117,7222,118690,905,17207,1195,19300,1109,16342,1096,18548,3612,35039,2561,41205,5851,34892,2556,43295,5850,28973,1865,36693,5066,25739,1442,32242,3051,20114,1298,24464,1179,9147,1197,11516,195,2667,810,3676,26810,190121,14014,230946
124,464,9410,668,10537,524,9339,730,10590,1369,19212,1677,22259,2240,18612,1579,22427,2598,16857,1241,20695,2428,15282,902,18613,1686,12406,711,14801,754,5758,536,7046,182,1429,251,1858,12251,108307,8281,128840,523,8818,539,9883,689,8645,655,9985,2301,19625,1619,23544,3651,18279,1384,23317,4322,16182,1106,21612,4171,15183,793,20148,2277,13209,765,16254,776,6806,720,8305,132,2607,638,3370,18851,109353,8225,136424,987,18227,1205,20422,1212,17989,1378,20581,3673,38835,3295,45804,5896,36886,2963,45750,6920,33039,2343,42308,6603,30462,1691,38760,3959,25614,1478,31058,1533,12565,1260,15357,313,4035,883,5235,31102,217661,16504,265262
125,550,11567,956,13071,865,16524,1944,19333,2339,40561,5139,48038,3403,34627,3946,41971,3092,22515,2350,27963,2772,19433,1694,23899,1579,14005,1121,16706,875,7369,708,8948,275,2432,488,3190,15752,169030,18336,203119,645,10582,879,12104,1033,14361,1321,16711,3193,37392,3741,44316,4635,30314,2926,37869,4728,21157,1772,27662,4070,19171,1455,24695,2315,14437,1063,17808,957,8235,869,10057,180,3749,749,4676,21747,159395,14760,195903,1191,22150,1835,25171,1897,30888,3263,36044,5528,77953,8882,92360,8038,64936,6864,79837,7827,43677,4121,55620,6839,38604,3153,48592,3897,28442,2179,34513,1825,15605,1574,19004,452,6186,1232,7867,37496,328431,33095,399020
126,234,4918,170,5321,335,6002,287,6629,734,14146,884,15762,1266,13623,740,15631,1573,9999,458,12028,1654,8745,428,10826,992,6923,300,8217,463,3635,296,4394,190,1500,271,1960,7444,69491,3829,80762,207,4649,145,5009,323,5717,285,6330,984,14780,832,16598,1794,13873,679,16348,2287,10202,406,12897,2425,9092,387,11905,1425,7435,366,9222,590,4400,387,5375,149,2442,577,3173,10178,72599,4070,86849,444,9562,318,10329,660,11716,576,12954,1717,28921,1715,32358,3055,27502,1422,31980,3859,20197,859,24919,4080,17839,813,22731,2412,14359,664,17441,1054,8036,679,9771,342,3946,851,5131,17622,142094,7902,167614
127,668,14754,1163,16584,977,14575,1155,16709,2585,28131,2456,33171,3358,26031,2395,31785,3536,23552,1870,28957,2989,22364,1797,27154,1679,15074,1168,17915,755,7100,885,8733,203,2111,553,2865,16741,153686,13444,183872,820,13701,1013,15533,1161,13799,1012,15974,3646,28727,2466,34839,5246,26139,2296,33683,5691,23086,1777,30555,4892,21098,1582,27572,2525,15618,1197,19334,828,7903,1013,9739,154,3290,882,4325,24963,153359,13241,191563,1494,28452,2176,32117,2143,28373,2170,32683,6228,56857,4923,68011,8604,52174,4690,65464,9228,46636,3652,59513,7878,43468,3379,54724,4198,30685,2364,37252,1582,15005,1898,18477,356,5399,1437,7189,41702,307041,26686,375436
128,307,6709,223,7231,300,6111,213,6626,728,11581,577,12886,1266,12798,572,14641,2000,12862,550,15403,2390,10997,443,13833,1372,9194,365,10933,675,5282,362,6318,253,1881,307,2445,9289,77414,3619,90325,330,6241,198,6769,405,5714,175,6287,973,11942,539,13459,2095,13220,545,15853,3344,12592,476,16407,3539,10734,362,14640,1907,9641,399,11948,762,6237,522,7521,190,3019,776,3988,13543,79334,3997,96867,634,12945,424,14006,705,11821,390,12920,1703,23526,1116,26347,3354,26020,1114,30496,5344,25448,1026,31812,5930,21738,802,28471,3280,18838,768,22879,1442,11517,886,13841,449,4896,1083,6432,22830,156752,7615,187196
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,11,151,97,253,20,255,135,411,51,689,423,1164,72,541,491,1108,67,500,442,1010,84,544,317,949,54,465,138,648,15,122,40,166,0,11,4,19,372,3273,2085,5734,17,172,90,279,18,265,132,418,76,616,339,1022,70,392,285,749,93,365,210,666,95,464,147,698,41,301,59,404,8,77,22,104,0,19,12,32,417,2663,1300,4381,28,326,184,532,34,518,274,829,124,1303,757,2187,143,933,782,1859,156,872,646,1678,181,1005,463,1648,92,760,194,1055,19,193,58,277,3,25,16,49,787,5945,3382,10112
