SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
10304,0,0,0,12,30,29,74,90,11,10,19,33,7,0,15,340,12,4,5,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,3,8,4,0,6,0,0,7,0,3,43,0,0,7,10,17,30,84,46,8,9,3,11,15,0,9,236,0,0,0,0,4,9,18,9,3,13,6,3,0,0,0,66,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,27,0,0,0,0,6,9,34,28,5,4,4,10,0,0,5,101,51,140,348,163,93,93,139,93,11,13,4,12,3,3,39,1216,0,3,12,12,10,23,28,25,6,0,0,0,8,0,0,128,0,0,0,6,0,6,10,15,0,3,4,0,3,0,0,51,30,39,60,70,77,62,181,139,38,24,38,32,22,7,20,835,166,355,647,487,508,482,1025,875,195,220,213,211,116,13,162,5691
10401,0,0,0,3,27,26,43,52,10,8,10,15,0,3,16,216,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,15,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,22,0,0,9,10,16,16,41,7,7,0,0,3,3,0,3,122,0,0,3,0,11,0,5,3,0,0,0,0,0,0,0,28,0,0,0,0,9,5,0,3,0,0,3,5,0,0,6,28,0,0,0,4,3,3,20,13,0,8,0,6,3,0,4,69,59,214,498,258,127,63,112,75,3,7,9,9,3,0,89,1514,0,0,11,23,14,15,27,17,5,7,0,3,5,5,9,140,0,0,0,0,0,0,6,3,0,0,10,0,0,0,12,38,13,45,92,79,64,37,98,47,3,9,12,12,13,0,67,596,126,434,762,618,523,277,576,343,88,86,70,75,52,20,375,4421
10402,0,0,3,15,68,51,79,86,44,33,22,15,6,0,17,449,4,0,6,11,25,5,12,0,0,0,0,0,0,0,0,67,0,0,8,5,3,8,9,4,0,0,0,0,0,0,5,44,0,3,26,55,65,61,163,35,25,4,18,12,17,3,5,486,0,0,8,7,7,3,7,7,4,0,0,0,0,0,0,48,0,0,0,0,0,13,10,5,8,9,17,26,5,0,5,96,0,0,0,7,19,11,47,39,16,16,12,13,9,0,19,204,139,419,1031,547,377,260,463,218,19,41,25,29,21,8,150,3737,0,8,21,57,57,41,80,45,7,7,7,12,6,4,7,342,0,0,0,8,8,3,8,21,4,3,9,13,4,0,0,89,41,123,198,203,172,170,452,391,102,127,136,268,68,78,90,2610,289,937,1734,1461,1438,1059,2299,1517,418,524,599,829,259,114,497,13968
10501,0,0,0,0,4,10,8,11,8,5,14,15,9,5,3,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,19,13,0,0,3,0,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,9,10,0,0,0,0,0,5,4,27,13,26,49,23,14,15,15,13,0,4,0,6,6,0,12,192,0,0,0,9,0,0,5,3,0,0,6,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,51,24,16,15,36,24,11,8,6,12,7,0,12,252,27,73,146,96,109,102,218,149,44,56,75,76,48,28,60,1299
10502,0,0,0,0,24,21,19,47,13,11,23,22,10,7,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,16,10,33,51,31,16,3,20,5,7,0,0,0,4,0,7,191,0,0,0,0,6,3,6,6,0,5,0,7,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,5,23,14,14,13,16,19,19,7,0,10,0,3,0,0,144,18,93,111,87,108,76,134,121,34,36,51,62,34,16,27,999
10503,0,0,3,4,27,28,81,104,17,23,51,63,21,3,17,444,0,0,4,0,8,0,3,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,17,3,0,6,7,13,20,51,31,0,4,18,0,7,6,0,171,0,0,0,4,11,8,51,54,7,6,19,12,10,0,4,189,0,0,0,0,0,0,3,11,0,3,8,3,0,0,6,41,0,0,0,0,0,4,15,13,4,5,0,8,4,5,10,69,52,112,282,136,77,39,59,70,14,12,8,19,8,6,53,958,0,0,10,17,6,15,24,6,0,5,5,3,3,5,0,100,0,0,0,4,4,11,8,19,5,0,0,0,6,0,18,75,16,35,64,53,44,31,134,95,30,17,36,57,16,23,55,714,113,308,518,378,408,309,1039,1109,350,373,371,344,132,95,344,6185
10601,0,0,0,8,82,50,85,148,25,15,32,30,14,3,21,523,0,8,0,3,10,0,0,0,0,0,0,0,0,0,4,30,0,0,4,8,6,5,5,0,0,0,0,0,0,0,0,21,0,9,0,14,19,40,148,35,13,4,17,8,13,0,6,330,0,0,0,4,3,3,12,12,0,0,0,3,0,0,0,40,0,0,0,0,0,5,3,6,0,0,9,7,0,0,0,28,0,0,0,0,8,17,65,47,18,3,6,5,5,0,6,180,78,257,558,358,253,176,280,108,17,6,9,10,11,8,109,2236,6,0,8,19,23,32,48,26,3,3,0,3,5,3,13,182,0,0,0,6,6,0,34,16,9,0,7,34,9,0,18,134,28,70,102,92,103,62,127,73,13,10,14,20,11,0,85,808,183,564,882,851,874,651,1281,711,139,112,157,179,89,50,471,7195
10602,0,0,8,9,89,80,122,131,20,17,34,16,6,4,8,548,15,0,11,7,13,3,3,6,0,0,0,0,0,0,0,57,0,0,6,0,3,0,5,0,0,7,0,0,0,0,0,30,0,0,8,11,21,44,158,77,0,9,13,22,4,3,7,375,0,0,0,3,6,6,25,24,3,3,0,0,0,0,0,77,0,0,0,0,0,3,13,13,0,4,5,13,0,0,7,62,0,0,0,0,7,10,29,34,11,15,10,7,8,0,5,138,65,199,446,271,250,151,323,151,26,7,15,17,10,0,45,1974,0,5,7,17,21,22,50,26,5,0,11,5,6,0,3,180,0,0,0,6,8,3,22,38,0,6,9,5,0,0,0,97,25,51,89,106,122,83,286,137,42,28,19,36,16,7,18,1069,220,453,747,684,862,736,1833,1305,236,185,242,243,95,33,172,8045
10603,0,0,0,14,73,34,57,51,5,11,18,18,14,0,10,308,7,3,3,7,29,8,10,3,0,0,0,0,0,0,0,73,0,0,3,16,5,4,0,3,0,0,0,0,5,0,0,46,0,3,19,51,52,42,109,42,3,4,4,9,0,7,7,360,0,0,0,3,11,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,13,0,0,0,0,11,17,51,36,11,13,12,9,5,4,3,179,145,401,1018,580,445,231,413,223,13,18,27,31,40,24,115,3725,4,4,5,23,38,31,54,32,8,5,13,11,16,3,9,245,0,0,0,5,10,3,7,10,0,4,5,3,4,4,3,67,48,105,231,231,133,88,144,88,15,24,22,17,11,3,45,1200,358,903,1727,1368,1229,738,1241,700,132,160,185,176,122,55,325,9410
10604,0,0,0,4,23,18,37,70,15,18,13,18,4,0,4,216,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,41,22,0,4,4,5,0,0,0,97,0,0,0,0,5,0,0,14,4,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,5,16,9,0,0,0,8,0,5,12,61,13,54,155,90,63,39,39,49,12,5,3,19,9,0,20,564,0,5,0,4,6,4,11,8,0,0,0,0,0,0,6,51,0,0,0,0,0,3,0,0,0,0,0,0,5,0,17,28,0,13,23,26,24,18,78,44,10,6,14,80,15,22,18,401,28,135,247,237,243,207,440,379,89,94,124,239,66,40,136,2695
10701,0,0,0,37,182,87,98,85,13,18,24,21,11,0,13,592,10,8,13,17,42,21,12,0,0,0,0,5,0,0,8,133,0,0,0,4,5,8,9,3,0,3,6,0,0,0,0,32,0,5,10,10,11,28,45,22,10,6,3,8,6,0,0,160,0,0,4,4,17,6,23,17,0,0,0,0,0,0,4,72,0,0,0,0,0,10,4,5,0,0,0,3,0,0,0,22,0,0,0,0,7,27,63,37,4,6,13,15,9,0,8,186,106,555,1462,668,358,136,205,137,16,8,13,6,4,0,154,3827,0,3,5,24,12,18,56,37,7,8,4,4,4,0,3,187,0,0,0,71,57,18,44,29,4,8,10,4,3,0,9,265,41,308,670,951,397,340,393,331,76,41,88,64,13,13,110,3841,251,1728,3645,2954,1681,1264,1783,1299,232,175,247,229,87,29,571,16180
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,40,121,58,86,60,19,28,24,21,4,0,20,488,3,6,7,17,62,12,7,4,0,0,0,0,0,0,3,135,0,3,3,10,13,3,16,10,4,4,0,0,3,0,3,71,0,0,13,42,47,43,123,60,5,0,5,15,11,4,3,370,0,0,3,3,14,12,3,6,0,4,0,3,0,0,3,38,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,21,0,0,0,3,12,22,79,55,16,7,11,17,3,0,0,225,133,572,2076,901,433,233,484,198,22,30,31,37,20,3,165,5354,0,5,13,43,26,29,53,40,6,15,12,14,6,0,7,269,0,0,0,38,42,13,15,24,7,0,4,10,0,0,5,160,66,323,750,723,309,249,254,152,37,31,30,29,22,5,83,3052,330,1642,3937,2637,1583,1155,1797,1112,199,215,200,219,95,31,459,15620
10704,0,0,0,42,160,117,115,128,21,23,50,41,20,8,17,743,15,7,11,33,76,23,24,6,0,0,0,4,0,0,10,211,3,3,10,20,3,7,29,26,9,0,7,0,0,5,0,116,0,5,19,51,88,112,184,56,14,18,17,23,8,9,5,592,0,0,9,22,25,18,24,26,19,18,23,17,16,0,4,229,0,0,0,0,9,21,11,20,3,6,6,9,6,0,0,82,0,0,0,14,26,44,197,141,55,25,21,29,8,9,4,565,160,601,1552,943,634,466,849,469,72,57,66,60,32,13,177,6141,5,3,23,70,60,79,154,105,24,29,15,33,29,14,13,643,0,0,0,120,128,67,65,99,30,40,56,59,12,4,21,701,57,287,529,875,510,652,854,608,257,152,220,265,95,14,132,5513,463,2234,3825,3326,2660,2730,4321,3324,997,939,1115,1390,702,112,763,28904
