SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
21002,3963,147,12,11,5,4138,5353,101,10,0,3,5465,631,155,20,0,4,809,25,20,5,0,0,45,8,23,4,0,0,40,329,55,0,0,0,388,26,3,0,11,0,40,4,0,0,0,0,4,1031,261,28,7,4,1335,141,12,0,0,0,149,131,0,0,0,4,135,10616,525,49,22,15,11227
21003,7367,1392,167,13,7,8948,6435,3265,284,15,9,10001,2830,3853,625,26,9,7342,301,244,82,0,0,635,28,27,16,0,0,70,809,434,80,10,0,1345,169,81,13,3,0,266,29,19,3,0,0,51,4165,4664,823,38,13,9711,257,135,26,3,0,418,302,135,19,0,0,459,18529,9587,1322,65,32,29537
21004,4341,217,261,4,0,4819,7477,169,207,0,0,7849,1900,262,392,0,0,2564,67,13,47,0,0,121,17,12,16,0,0,44,455,25,70,0,0,551,26,0,4,0,0,31,11,0,3,0,0,17,2476,308,533,0,0,3318,107,23,17,0,0,147,154,13,21,0,0,186,14551,733,1033,0,7,16329
21005,13121,773,140,6,9,14049,26931,2009,259,0,12,29215,8135,2396,411,0,14,10961,983,283,176,0,3,1439,107,39,49,0,0,197,2092,353,87,7,6,2546,645,106,32,93,6,883,101,16,5,5,5,125,12060,3184,759,104,36,16150,596,127,17,0,0,747,1007,149,27,7,5,1186,53718,6248,1210,122,61,61344
21101,17445,1957,257,10,7,19677,20687,2426,432,8,7,23563,6701,1949,429,15,0,9103,506,257,153,0,0,925,63,85,92,0,3,249,1378,267,87,6,3,1743,83,51,4,0,0,142,34,18,4,0,0,54,8775,2629,769,24,13,12211,465,777,42,6,5,1291,496,163,29,0,3,693,47865,7959,1531,47,37,57431
21102,3696,131,52,0,0,3880,3450,108,39,0,3,3602,569,70,36,0,0,673,15,14,0,0,0,34,0,0,0,0,0,0,160,12,7,0,0,180,8,0,0,0,0,16,0,0,0,0,0,0,753,102,44,0,0,900,94,80,4,0,0,178,61,12,0,0,0,76,8065,434,136,5,5,8641
21103,13074,774,250,0,7,14107,15572,1188,540,0,12,17319,5932,1103,677,11,12,7735,487,217,79,0,0,786,104,112,45,0,4,258,1230,173,75,9,3,1492,85,17,7,0,0,117,22,13,8,0,0,35,7859,1641,890,15,18,10415,496,63,8,0,0,568,354,72,22,0,0,448,37348,3734,1711,23,40,42858
21104,7200,1395,141,0,0,8738,6353,1538,210,0,4,8103,2161,1565,258,5,0,3991,141,280,0,0,0,417,34,66,0,0,0,101,476,244,46,4,0,762,67,28,8,0,0,102,18,18,3,0,0,34,2885,2196,317,5,7,5407,209,230,34,0,0,478,138,150,6,0,0,298,16795,5508,697,8,14,23020
21105,18432,852,81,115,18,19501,25974,694,64,11,21,26767,4267,714,48,8,11,5049,260,155,10,0,0,424,85,39,18,0,0,146,1696,136,17,5,10,1864,162,11,4,62,3,242,33,9,4,0,0,47,6511,1058,96,75,27,7770,576,263,60,9,5,903,546,45,7,3,4,606,52046,2919,313,210,71,55559
21201,8449,697,91,65,10,9316,19129,672,46,8,16,19866,6134,981,116,0,6,7247,154,68,36,0,0,256,24,36,3,0,0,63,1183,98,19,5,3,1304,131,18,0,51,0,206,37,8,4,0,0,43,7667,1204,178,58,11,9117,400,374,25,0,0,802,483,82,9,0,0,582,36125,3028,340,140,37,39673
21202,11886,1282,56,18,0,13254,17863,1532,113,3,5,19510,6482,1136,104,5,8,7736,602,187,23,0,0,813,42,46,8,0,0,91,1296,187,31,0,3,1515,241,35,3,77,3,354,48,7,0,0,0,61,8707,1600,165,87,15,10576,364,298,10,0,5,668,551,130,9,0,4,696,39362,4838,358,110,28,44695
21203,11129,997,157,3,8,12296,36438,2036,110,0,18,38614,10645,1403,173,0,20,12238,444,86,38,0,0,567,83,27,24,0,0,129,2063,181,19,0,5,2275,379,41,6,0,0,427,76,12,0,0,0,86,13683,1747,265,4,23,15721,624,278,105,0,4,1010,910,105,12,0,5,1028,62780,5159,653,12,60,68665
21204,17737,2012,702,56,8,20516,15837,3194,1184,11,7,20231,7254,4388,2784,13,31,14461,900,688,325,0,0,1914,126,104,95,0,4,327,2240,672,318,11,11,3255,627,211,88,138,7,1077,80,39,25,3,5,151,11222,6094,3645,165,52,21183,639,233,198,7,0,1074,837,258,155,15,3,1269,46276,11801,5881,245,69,64274
21205,19469,1931,1850,4,9,23263,14280,2820,2141,0,11,19256,7256,3460,3885,19,18,14641,444,186,390,0,0,1018,69,46,194,0,0,308,1681,598,499,6,3,2788,191,74,77,4,4,347,36,18,23,0,0,83,9679,4383,5066,21,35,19184,573,361,549,3,4,1494,552,150,138,0,3,842,44568,9647,9745,30,50,64036
21301,19512,1694,380,9,9,21606,17022,2653,475,4,8,20162,6663,2710,1186,12,18,10590,793,265,168,0,0,1231,147,92,108,0,0,348,2669,606,213,13,9,3514,619,146,62,36,10,863,102,31,19,0,0,158,10992,3843,1759,66,40,16699,745,171,41,4,0,963,1102,197,74,3,4,1381,49382,8557,2726,87,62,60809
21302,9194,1873,339,5,9,11425,8163,2740,473,13,8,11394,3556,2387,964,35,12,6952,204,296,234,0,0,734,60,65,67,0,0,193,802,305,120,6,3,1234,95,39,12,0,5,153,30,14,8,0,0,50,4741,3104,1405,42,19,9318,240,105,35,0,0,386,268,93,41,0,4,404,22603,7913,2305,62,42,32922
21303,5216,1172,690,29,5,7110,6251,2797,2149,37,3,11243,3344,2489,4579,78,20,10506,404,820,307,0,4,1530,66,63,154,0,0,280,875,471,458,32,0,1829,83,58,64,20,3,228,27,16,22,0,0,68,4801,3912,5579,123,31,14440,233,117,72,5,0,421,235,117,125,4,3,485,16731,8118,8613,197,42,33695
21304,12902,1078,93,54,12,14135,30504,1417,130,8,30,32079,8934,1506,149,9,12,10614,342,157,36,0,0,535,85,121,4,0,0,212,1743,232,44,6,0,2031,225,65,11,73,5,378,61,23,0,3,0,90,11398,2106,248,91,21,13858,542,232,9,4,5,786,856,126,4,8,3,993,56202,4956,482,158,59,61861
21305,14712,1426,404,33,8,16584,40242,3161,386,0,20,43807,19771,3125,868,8,17,23784,511,111,62,0,0,691,130,58,31,0,0,219,2587,393,100,13,0,3085,478,49,12,25,3,571,116,15,3,0,0,142,23601,3755,1074,44,18,28494,734,238,192,3,4,1165,1298,162,37,6,4,1513,80583,8741,2089,98,50,91560
21401,12510,1865,127,60,14,14579,19217,2476,190,11,8,21907,7091,2978,642,17,18,10746,708,367,76,0,3,1154,112,116,33,3,3,273,1580,498,85,13,0,2179,167,67,20,181,0,435,40,29,15,7,0,83,9696,4061,867,214,26,14866,332,520,56,4,0,923,526,175,34,10,3,745,42288,9090,1284,307,50,53019
21402,23554,2584,725,290,17,27174,20826,1362,298,11,7,22504,6118,1578,484,26,9,8216,529,213,115,0,0,858,55,49,0,0,0,108,1877,289,109,14,6,2299,343,49,9,80,3,485,61,13,3,3,0,81,8982,2198,722,124,18,12048,1041,724,96,13,3,1879,800,194,40,13,5,1048,55205,7055,1886,450,52,64650
21501,10899,200,87,70,16,11271,6697,42,18,15,5,6777,2068,345,247,16,4,2683,347,160,70,0,0,573,48,28,48,0,0,126,1190,66,47,10,0,1312,252,16,23,22,0,316,25,9,7,0,0,40,3924,621,449,50,12,5057,666,52,17,3,6,742,417,29,23,8,0,480,22599,956,587,145,43,24334
21502,6433,351,141,136,16,7085,6612,162,59,4,0,6840,2419,622,470,8,7,3526,386,203,112,0,0,698,62,42,75,0,0,176,1199,150,94,13,10,1470,248,18,30,77,5,381,46,16,19,16,0,96,4357,1046,803,114,32,6347,378,47,63,9,8,511,389,52,41,11,0,495,18178,1662,1106,281,57,21283
21503,6210,185,48,71,18,6530,3813,42,16,16,5,3890,892,226,210,4,0,1334,278,77,101,0,0,452,51,13,22,0,0,94,935,74,26,14,3,1051,292,28,0,69,14,412,32,6,6,0,0,39,2484,416,371,87,28,3394,408,13,4,13,9,445,297,18,19,33,7,375,13215,676,454,225,70,14635
21601,5915,267,5,103,10,6305,4693,82,0,17,6,4792,1193,417,27,0,4,1628,295,189,4,0,0,492,40,43,0,0,0,85,764,89,0,11,9,875,141,13,4,54,4,209,15,10,0,0,0,27,2441,768,33,68,7,3320,307,44,0,5,0,360,287,58,0,11,0,362,13638,1224,37,200,31,15130
21602,4925,239,6,99,9,5277,3489,81,4,9,5,3585,989,323,14,5,0,1330,153,102,0,0,0,254,16,29,0,0,0,44,586,62,4,5,0,660,121,11,0,32,0,160,10,8,0,0,0,21,1877,526,18,46,5,2467,279,13,0,6,4,296,234,40,0,10,0,290,10801,890,30,176,17,11917
21603,7836,411,9,233,6,8491,8040,157,3,19,13,8233,2859,1002,16,10,5,3889,606,226,10,4,0,843,119,64,25,14,0,224,1265,145,3,26,3,1441,256,59,0,88,4,407,58,24,0,5,0,84,5164,1515,53,146,18,6900,373,83,0,94,0,553,429,83,0,42,5,552,21839,2241,66,528,44,24727
21701,6701,158,29,53,9,6945,4383,58,12,7,3,4456,975,238,94,9,0,1315,282,102,24,0,0,411,36,30,3,0,0,75,816,63,11,6,8,901,138,30,7,31,0,200,18,20,0,0,0,41,2266,482,137,49,3,2942,408,24,7,3,6,444,247,24,0,4,0,273,14000,739,185,111,25,15056
21703,6490,193,10,26,8,6731,4522,58,7,12,12,4613,1077,292,9,7,0,1383,201,125,4,0,0,329,32,31,5,0,0,64,833,72,10,8,6,926,209,25,0,33,10,277,24,12,0,0,0,31,2369,549,35,48,11,3013,462,23,3,5,4,498,273,45,3,7,0,328,14116,878,51,106,35,15185
21704,7444,443,72,57,15,8034,6291,218,63,19,3,6601,1882,635,228,26,3,2768,392,149,73,0,0,619,57,39,42,0,0,138,921,148,55,3,3,1143,171,18,18,9,0,228,19,0,8,0,0,33,3452,989,429,38,12,4920,417,79,43,7,3,543,277,34,14,0,4,330,17872,1762,626,132,33,20425
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,7705,735,133,83,5,8656,10569,682,123,4,5,11383,2527,777,209,3,3,3519,354,335,111,0,4,801,45,73,21,0,0,143,779,187,54,4,5,1033,50,103,29,21,0,205,10,6,9,0,0,30,3770,1489,438,25,18,5732,146,148,38,0,3,332,201,44,15,4,0,267,22381,3097,752,114,27,26373
30102,10521,980,564,29,14,12104,12302,530,263,5,4,13101,4089,828,362,0,6,5290,168,177,230,0,0,574,38,59,66,0,0,171,1194,220,139,11,15,1582,85,240,45,0,0,379,27,13,8,0,0,52,5602,1542,857,16,13,8042,339,582,93,0,5,1020,372,94,35,0,0,506,29133,3729,1823,54,43,34786
30103,6365,626,364,88,6,7450,9748,1138,236,3,4,11131,3376,1188,632,3,5,5212,317,345,242,0,0,902,34,41,20,0,0,98,698,252,123,13,0,1089,54,246,37,11,3,349,6,17,14,0,0,37,4500,2094,1065,27,12,7691,154,174,22,3,0,349,191,57,22,0,6,272,20948,4078,1713,120,23,26887
30201,4755,437,83,0,3,5275,5637,686,112,0,0,6435,1710,1154,375,0,4,3249,69,70,32,0,0,169,5,22,0,0,0,31,405,187,64,0,0,654,143,222,49,0,0,415,4,13,0,0,0,21,2329,1666,528,0,9,4535,80,105,9,0,0,198,118,43,5,0,0,166,12919,2938,735,3,16,16610
30202,6254,685,643,12,0,7590,8093,708,855,0,0,9659,3606,968,3179,3,7,7767,593,287,409,0,0,1287,32,31,68,0,0,143,853,227,450,0,3,1524,56,99,114,148,0,425,17,17,26,3,0,62,5155,1636,4247,155,19,11207,179,260,309,0,0,753,182,64,85,10,3,344,19856,3358,6143,175,27,29556
30203,2970,241,583,9,0,3799,4412,636,1036,0,5,6088,1719,850,2780,3,6,5359,78,198,277,0,0,557,17,44,82,0,0,147,481,96,364,3,0,949,34,46,56,0,0,133,12,9,20,0,0,37,2335,1246,3582,8,8,7180,101,27,136,0,0,264,66,29,66,0,3,169,9889,2173,5400,15,17,17496
30204,5363,689,173,3,6,6225,7699,767,267,0,0,8733,2858,989,1011,17,11,4888,430,213,331,0,4,983,48,43,67,0,0,152,662,181,139,8,0,988,56,199,50,0,9,317,16,10,10,0,0,35,4067,1634,1611,22,23,7362,222,240,42,0,0,500,191,87,96,109,0,483,17540,3410,2182,140,32,23305
30301,5118,721,233,94,0,6170,6030,1288,360,9,7,7686,2092,1433,705,4,5,4244,320,152,70,0,3,547,26,18,6,0,0,56,467,241,79,5,4,785,42,92,19,12,0,165,9,9,0,0,0,15,2950,1943,886,13,12,5813,121,61,77,0,0,262,132,49,77,3,6,266,14353,4057,1629,125,29,20194
30302,4586,340,1384,5,3,6322,6386,914,2329,5,8,9637,2869,1315,6985,10,21,11205,261,258,992,0,0,1512,17,31,162,0,0,207,943,238,1134,0,9,2333,58,23,182,0,0,267,16,7,33,0,0,53,4159,1868,9490,10,41,15572,237,31,376,0,4,648,141,23,209,0,11,376,15510,3182,13791,20,62,32556
30303,7071,563,311,39,0,7978,7919,1062,527,6,3,9513,3110,1241,1354,16,8,5735,438,97,295,0,0,834,48,37,62,0,0,151,933,250,243,4,8,1432,117,248,132,263,15,771,23,17,10,6,0,56,4665,1893,2099,290,34,8980,242,101,64,0,0,408,225,65,59,10,3,362,20127,3688,3051,337,43,27243
30304,3646,173,137,0,6,3966,4647,387,240,0,7,5279,1781,564,755,4,14,3118,179,159,188,0,3,526,26,14,67,0,0,111,699,102,148,0,3,956,64,81,31,0,3,176,17,5,9,0,0,26,2765,926,1198,0,24,4920,112,74,31,0,0,219,98,27,22,0,0,140,11268,1590,1624,3,33,14522
30305,4705,384,23,20,0,5132,8398,1041,38,4,5,9488,3082,1487,100,0,21,4690,367,86,15,0,6,470,42,29,0,0,0,73,663,215,16,3,4,903,105,260,3,17,0,389,20,17,0,0,0,37,4283,2086,144,19,28,6565,159,84,4,0,0,246,216,62,5,0,4,282,17758,3651,216,42,42,21711
30306,4759,449,11,12,0,5234,4177,776,15,0,0,4965,2429,967,4,4,4,3414,180,56,9,0,0,242,40,27,6,0,0,69,774,238,10,0,4,1030,130,298,0,55,3,495,23,16,0,0,0,44,3573,1610,30,66,8,5290,168,108,22,0,0,303,209,38,7,5,0,262,12884,2981,87,82,11,16042
30401,3888,252,41,0,0,4179,4754,243,3,0,0,5000,1296,189,3,0,0,1490,26,0,0,0,0,26,4,0,6,0,0,8,307,69,3,0,0,381,26,52,4,0,0,73,3,0,0,0,0,3,1665,308,19,0,0,2001,89,5,90,0,0,183,70,4,8,0,0,78,10464,819,156,4,0,11444
30402,5660,248,60,0,3,5977,7176,124,33,0,0,7337,1398,116,14,0,4,1537,16,0,0,0,0,14,16,4,6,0,0,25,419,21,14,0,0,456,31,5,0,0,0,33,10,3,0,0,0,13,1889,142,35,0,3,2076,131,58,23,0,0,211,87,16,0,0,0,108,14949,595,149,3,8,15706
30403,3922,355,1507,0,8,5797,3680,450,1430,5,3,5573,1497,587,4182,5,21,6290,24,105,167,0,3,304,4,3,33,0,0,45,452,106,792,5,5,1365,38,35,117,3,10,197,10,3,15,0,0,20,2028,838,5314,10,38,8226,116,45,205,0,4,364,67,14,71,0,0,159,9813,1709,8526,13,58,20114
30404,4997,251,299,0,0,5547,6855,312,370,0,9,7542,2222,374,776,0,0,3372,448,47,367,0,0,860,14,23,85,0,0,124,506,63,147,0,3,717,501,96,96,0,8,699,13,0,6,0,0,15,3706,596,1476,0,12,5791,112,163,51,0,0,333,111,18,23,0,0,157,15784,1345,2217,0,24,19370
30501,1679,195,4411,25,11,6327,1496,243,5186,6,18,6951,1155,482,17035,22,82,18792,13,83,836,0,3,934,5,5,377,0,8,395,471,109,3201,13,39,3837,43,21,857,4,14,939,7,3,94,0,5,103,1699,706,22405,34,151,24993,66,12,346,0,5,423,65,11,383,0,22,488,5008,1172,32726,63,210,39182
30502,2617,397,665,4,4,3677,4165,969,1010,0,10,6148,1649,1206,2584,0,18,5458,81,153,336,0,0,574,6,8,37,0,0,51,383,162,392,0,10,945,32,25,54,0,0,115,7,0,13,0,0,22,2151,1556,3420,0,24,7159,62,20,37,0,0,112,82,25,60,0,6,171,9074,2956,5192,4,40,17266
30503,5209,524,2590,3,19,8355,6519,772,3961,5,14,11276,2646,1278,13386,12,65,17386,49,82,713,0,0,850,15,12,325,0,5,358,763,266,1951,5,19,3004,39,34,408,0,4,489,17,0,58,0,0,76,3532,1679,16835,17,98,22160,188,40,343,0,8,583,120,40,269,0,11,439,15567,3059,24007,24,149,42816
30504,4323,278,1229,7,7,5837,5646,302,1425,3,5,7376,2223,422,4757,16,42,7464,31,57,112,0,0,192,18,0,66,0,0,84,650,91,946,7,12,1707,35,8,116,0,5,162,9,4,15,0,0,24,2968,578,6010,22,61,9631,108,21,119,0,5,254,91,20,67,0,8,184,13132,1189,8846,32,83,23286
30601,5140,329,437,75,40,6022,7877,381,415,7,20,8704,2528,704,832,3,59,4131,133,33,44,0,0,214,13,29,4,0,4,52,815,218,223,5,19,1282,113,49,108,27,23,321,27,3,5,0,0,42,3633,1039,1224,38,102,6033,143,5,20,8,13,181,161,23,23,6,9,227,16950,1787,2115,126,184,21166
30602,7492,561,1075,112,38,9274,10828,493,1063,11,16,12410,3689,1611,3348,16,44,8714,812,417,517,4,5,1751,128,117,127,3,4,379,1756,505,747,26,16,3053,276,129,234,109,19,759,44,26,35,5,0,114,6703,2804,5009,165,93,14773,276,209,60,0,9,557,412,133,169,19,48,777,25713,4191,7372,309,201,37788
30603,4748,79,52,150,26,5058,2976,38,21,13,6,3058,1099,361,259,25,5,1745,207,84,34,0,0,322,346,26,62,0,0,434,907,94,66,15,6,1093,236,33,34,37,0,345,18,3,3,0,0,33,2820,610,455,80,14,3969,271,25,6,23,8,328,291,24,29,31,15,395,11108,777,561,301,67,12813
30604,1293,121,81,52,22,1568,1179,117,61,19,6,1386,301,198,214,5,11,728,78,13,32,0,0,122,25,7,7,0,0,38,263,58,54,9,7,392,39,13,27,16,11,100,3,3,0,0,0,12,710,297,331,27,27,1396,68,0,3,5,6,89,66,10,13,5,0,89,3312,552,493,112,69,4533
30605,6418,79,66,158,42,6763,4247,27,19,35,18,4343,1235,106,249,10,8,1617,269,60,103,0,3,431,105,21,75,3,5,212,1243,69,86,9,14,1417,197,22,21,64,13,317,46,0,8,0,0,62,3103,278,540,97,40,4056,360,6,5,9,6,386,326,25,30,68,6,457,14452,414,656,362,119,16007
30701,5219,108,6,95,24,5452,3767,56,3,21,13,3866,1803,534,119,10,0,2464,275,109,21,0,0,399,94,65,17,0,0,176,1223,78,10,10,11,1332,590,65,14,29,23,723,24,14,5,0,0,43,4008,863,177,48,40,5136,837,56,9,9,24,931,301,37,8,7,9,362,14131,1126,204,189,98,15743
30702,5594,75,0,80,20,5776,4567,29,0,20,7,4624,1792,358,8,3,0,2169,127,44,0,3,0,183,27,53,0,0,0,84,1158,37,7,7,7,1218,324,16,6,42,0,381,19,13,0,4,0,40,3449,521,24,62,10,4072,529,22,0,5,4,567,273,18,0,14,3,312,14416,669,28,187,53,15344
30703,6435,165,14,55,11,6684,4604,48,3,15,13,4687,1679,423,91,6,3,2207,100,75,6,0,0,186,20,31,7,0,0,62,991,72,26,9,14,1109,190,15,7,19,12,249,27,14,4,4,0,42,3008,634,139,41,27,3856,346,53,0,3,8,411,261,24,6,3,12,323,14659,927,166,124,75,15952
30801,1933,23,19,50,35,2062,2564,65,24,12,18,2681,1306,318,256,0,5,1890,389,22,99,0,3,514,43,3,16,0,0,59,531,53,41,5,9,642,770,74,70,13,20,951,10,8,0,0,0,14,3059,471,478,24,33,4071,448,15,10,34,26,540,168,8,8,15,5,200,8173,590,538,136,119,9557
30803,13094,332,352,134,38,13949,15152,203,217,21,14,15614,5520,1154,842,13,13,7544,672,323,211,0,3,1207,166,134,93,0,0,398,2449,204,190,14,6,2862,262,51,71,64,14,460,51,27,16,0,0,89,9112,1896,1429,92,37,12562,610,84,75,11,19,799,585,98,52,29,10,776,38552,2615,2110,293,124,43693
30804,1615,0,0,25,10,1653,1364,6,0,3,6,1379,454,36,61,0,0,555,153,26,14,0,0,191,14,8,4,0,0,24,403,8,19,0,0,437,197,17,47,4,0,268,20,0,5,0,0,22,1245,95,145,14,5,1499,295,0,7,3,0,307,133,4,4,9,0,147,4648,114,161,53,16,4995
30805,5824,181,172,136,25,6330,8115,195,118,18,10,8455,3541,723,999,0,6,5271,412,96,155,0,0,660,87,73,23,0,0,185,1143,56,83,3,6,1287,157,25,31,55,11,283,16,11,7,0,0,45,5362,974,1308,66,23,7731,243,16,21,5,7,292,270,28,18,48,9,369,19810,1397,1639,273,66,23181
30901,4905,1428,2329,57,23,8743,4762,1632,1827,3,8,8239,1400,1372,3233,0,20,6038,23,57,155,0,0,235,3,13,36,0,0,56,500,497,870,5,7,1877,57,144,221,42,4,471,10,12,20,0,6,41,1991,2102,4545,54,39,8726,121,70,138,0,0,329,155,102,142,7,18,429,11934,5331,8984,120,90,26463
30902,4175,1162,1905,79,17,7327,4994,1332,1308,3,7,7646,1029,925,2253,10,11,4227,119,172,272,0,0,562,7,15,46,0,0,69,492,392,664,4,9,1564,34,135,119,9,0,299,15,7,15,0,0,43,1698,1650,3361,27,17,6761,98,64,99,0,0,265,143,69,114,0,8,327,11109,4272,6792,112,50,22328
30903,4923,2536,2118,185,32,9801,4405,2570,1182,12,16,8183,1662,2382,2387,3,21,6450,89,408,251,0,5,750,7,94,50,0,3,154,542,726,595,9,7,1880,102,388,283,30,6,814,10,23,31,0,0,68,2412,4022,3604,49,34,10115,136,193,68,3,5,405,179,168,129,12,0,489,12052,9489,7102,262,93,28995
30904,2451,95,9,32,11,2593,3193,15,3,6,5,3229,424,23,14,9,4,472,4,0,0,0,0,4,0,0,0,0,0,0,310,12,11,7,5,339,56,6,0,21,0,81,5,0,0,0,0,5,800,31,22,36,7,909,111,0,0,0,0,112,101,0,0,4,0,110,6658,152,41,78,28,6954
30905,2932,314,13,6,3,3273,5117,700,22,3,4,5847,679,438,28,0,0,1156,48,39,0,0,0,79,3,4,0,0,0,5,373,130,18,0,0,528,60,111,0,20,0,197,8,4,0,0,0,13,1176,735,50,21,4,1983,91,27,4,0,0,122,95,18,0,5,4,117,9409,1783,94,31,21,11348
30906,4898,980,392,130,6,6410,9231,1287,316,7,4,10852,1832,1332,346,10,0,3519,277,132,62,0,0,477,21,20,90,0,0,135,667,389,90,4,0,1157,88,415,63,232,6,802,18,17,11,5,0,52,2909,2313,659,257,3,6145,126,99,200,5,0,429,209,85,56,20,0,372,17370,4760,1628,416,20,24204
30907,8609,1301,457,183,30,10583,19299,2173,279,15,46,21823,10420,3348,504,8,48,14336,165,83,0,0,0,247,60,66,0,0,0,129,1287,489,109,14,18,1912,219,369,52,8,3,657,42,24,4,0,0,74,12188,4386,671,35,74,17355,309,111,113,13,4,547,471,114,24,9,8,628,40884,8086,1546,259,161,50934
30908,3461,1425,638,0,4,5527,4202,2033,536,0,6,6772,1638,1824,1274,0,3,4737,139,106,17,0,0,260,16,18,33,0,0,70,374,463,332,0,0,1174,41,433,263,0,0,739,10,14,14,0,0,36,2220,2863,1927,0,8,7024,93,119,62,0,6,265,123,81,63,0,9,269,10095,6522,3222,0,27,19866
30909,3254,1016,1467,11,18,5772,4405,1056,1028,0,5,6493,1950,1464,4096,12,25,7543,315,259,381,0,0,957,21,48,167,0,0,237,687,389,845,5,7,1928,81,188,528,4,36,841,14,8,57,0,0,85,3063,2360,6079,20,71,11594,127,198,198,0,0,525,147,85,177,0,3,416,10993,4718,8941,42,98,24799
30910,1951,724,3123,47,30,5881,1803,563,1935,14,21,4334,536,514,4167,7,63,5293,4,0,10,0,0,14,0,7,71,0,0,83,157,189,1185,4,13,1541,21,115,479,0,8,623,0,0,45,0,3,55,724,825,5955,15,87,7604,54,68,156,3,3,283,71,38,234,0,14,356,4605,2226,11400,80,152,18462
31001,4948,291,65,20,9,5331,7994,522,41,0,8,8562,3641,2196,104,3,27,5971,1440,266,103,0,0,1815,58,78,15,0,4,157,1170,227,42,0,3,1448,336,400,15,78,7,824,38,30,7,4,0,83,6695,3198,276,87,39,10299,226,299,53,0,9,590,334,113,27,0,5,484,20196,4429,459,107,68,25266
31002,8277,81,5,113,23,8498,9056,46,9,17,9,9134,2760,192,16,7,6,2982,57,20,0,0,0,83,7,21,0,0,0,34,1293,17,3,5,3,1325,228,11,4,101,18,359,32,7,0,0,0,40,4386,277,25,110,32,4826,383,50,0,5,3,452,410,33,3,14,45,511,22521,484,37,263,113,23419
31003,9683,417,88,19,8,10215,15282,279,64,19,7,15649,8062,2018,433,8,8,10535,872,357,179,0,0,1417,103,116,75,0,0,301,1799,263,61,0,6,2134,722,185,34,22,4,976,56,19,7,0,0,81,11613,2965,803,36,26,15442,270,55,33,0,8,364,453,75,40,3,5,579,37299,3795,1027,77,49,42244
