SA3_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
20301,2396,4783,63,360,335,1554,78,353,1729,6902,2208,9166,173,732,246,835,551,1797,969,3361,3177,12526,15,54,52,177,19,77,246,637,326,938,34,113,57,126,262,579,360,815,685,1756,34,76,6290,19140
20302,21613,43302,344,1936,2063,9598,492,2265,13070,50532,15963,64333,1138,4820,1948,6702,4154,13441,7238,24959,23203,89297,128,593,711,2393,326,1159,3445,9002,4617,13147,424,1359,941,2128,3577,7900,4950,11383,9561,24535,913,1883,55293,159018
20303,12079,24020,131,719,1105,5007,203,912,6231,24465,7669,31106,441,1825,914,3082,1598,4983,2950,9892,10622,41003,39,184,286,903,72,245,1168,3039,1561,4370,128,390,348,753,1085,2324,1562,3467,3121,7838,254,518,26068,73380
20401,7699,15331,117,659,509,2318,149,665,3006,11860,3782,15497,279,1148,409,1351,1166,3646,1852,6148,5638,21644,28,113,169,584,74,262,852,2280,1120,3239,86,259,206,459,1065,2286,1353,3002,2476,6237,190,401,16000,43616
20402,6299,12555,67,373,492,2247,109,485,2437,9636,3103,12752,226,943,350,1134,942,2937,1519,5019,4620,17764,38,162,154,537,93,324,781,2071,1059,3094,47,154,182,390,780,1663,1009,2210,2075,5305,167,327,13151,35953
20403,9202,18317,135,752,801,3763,198,893,4544,17823,5685,23230,340,1403,573,1877,1333,4207,2253,7489,7931,30721,45,216,242,839,110,410,1363,3607,1762,5071,111,364,296,641,1054,2206,1458,3209,3220,8279,239,496,20592,57808
20501,6909,13844,141,796,619,2959,172,801,3484,13807,4418,18372,299,1298,473,1572,1235,3939,2008,6813,6425,25188,52,221,181,646,77,276,934,2593,1243,3732,89,269,233,506,794,1738,1120,2514,2358,6244,184,383,15877,45662
20502,7117,14168,85,468,360,1646,144,661,2178,8601,2771,11383,161,660,273,885,922,2939,1354,4474,4118,15856,21,88,124,428,83,292,758,2090,979,2891,53,171,161,329,727,1554,942,2055,1924,4945,151,307,13314,35274
20503,9933,19754,113,635,697,3223,175,794,3513,14010,4502,18667,260,1078,522,1702,1325,4134,2105,6919,6605,25581,38,172,182,631,84,305,1056,2784,1365,3899,95,286,219,477,1042,2215,1352,2986,2722,6883,193,402,19452,52624
20504,8442,16839,151,844,683,3187,220,989,3956,15433,5009,20449,357,1504,493,1659,1594,5052,2448,8214,7458,28667,59,289,235,841,161,613,1682,4570,2144,6310,130,428,308,663,1459,3150,1900,4238,4044,10551,284,598,20220,56652
20505,5673,11294,85,456,409,1949,149,678,2345,9341,2993,12412,202,827,348,1129,815,2561,1362,4518,4357,16934,20,86,126,448,76,278,692,1859,911,2675,66,215,137,288,644,1366,842,1867,1755,4545,163,337,11945,33109
20601,9911,19830,86,480,713,3175,60,268,5230,19319,6083,23244,415,1745,861,3023,1364,4507,2633,9270,8719,32520,15,72,139,425,27,84,891,2050,1068,2629,116,398,379,865,1249,2783,1742,4038,2815,6667,608,1253,22045,60267
20602,5422,10842,43,224,565,2521,45,181,3441,12819,4088,15753,278,1160,727,2567,799,2625,1802,6353,5893,22109,10,35,130,397,17,70,560,1277,719,1778,63,208,253,554,707,1522,1024,2282,1745,4064,236,494,13288,37514
20603,6928,13862,72,401,715,3258,55,263,4241,16039,5090,19959,510,2267,951,3393,1271,4151,2728,9819,7819,29773,24,89,175,568,33,102,763,1838,992,2597,108,343,326,715,923,2010,1355,3059,2350,5659,422,886,17516,50177
20604,19259,38361,39,249,381,1747,34,156,4781,16452,5242,18603,158,668,593,1943,610,1883,1365,4493,6605,23098,12,86,169,551,40,121,1145,2605,1365,3365,103,318,645,1396,950,1993,1702,3704,3071,7070,1749,3619,30685,72138
20605,12949,25665,43,251,631,2814,54,236,5036,18292,5765,21585,237,963,949,3205,796,2486,1983,6657,7751,28247,14,58,165,508,44,142,1178,2612,1401,3318,97,282,544,1151,966,2001,1607,3441,3005,6754,544,1119,24252,61790
20606,8499,16887,19,124,343,1514,25,102,2366,8519,2755,10258,202,829,549,1860,545,1721,1299,4409,4058,14663,4,30,110,354,15,55,526,1197,659,1634,65,196,308,687,606,1254,979,2136,1636,3773,451,909,14644,36235
20607,11638,23169,19,89,478,2108,48,227,4111,14976,4656,17399,232,956,725,2474,749,2369,1707,5799,6358,23196,15,81,164,543,40,158,957,2310,1187,3094,84,258,370,821,975,2086,1435,3171,2618,6265,625,1291,21241,53913
20701,16248,32454,136,754,2912,13117,159,641,10362,39950,13565,54465,1477,6277,3750,13481,3285,10539,8514,30295,22080,84767,27,113,558,1771,51,167,1685,4014,2325,6066,291,896,1189,2735,1740,3702,3210,7333,5540,13401,748,1560,44611,132174
20702,10508,21177,98,529,1219,5493,134,582,6599,25121,8058,31727,836,3614,1622,5783,2973,9757,5437,19148,13497,50872,22,104,274,899,58,189,1091,2766,1447,3956,239,777,625,1449,1669,3719,2530,5942,3978,9900,433,905,28416,82855
20703,10312,20777,113,601,1370,6062,124,539,6783,25600,8391,32804,793,3329,1884,6747,2031,6541,4705,16618,13096,49424,23,117,295,924,57,191,1121,2763,1501,3995,215,686,797,1801,1571,3371,2583,5858,4088,9853,620,1304,28112,81366
20801,10418,20770,119,626,1698,7572,103,448,6808,26382,8730,35025,867,3660,2221,7940,1989,6384,5078,17983,13810,53007,22,79,306,908,36,98,1039,2450,1400,3540,172,516,717,1633,1201,2588,2091,4731,3486,8273,250,524,27964,82564
20802,15490,31040,155,867,2255,10282,171,768,11169,42579,13755,54489,1055,4465,2527,9055,2703,8712,6286,22232,20043,76722,32,145,404,1245,66,228,1718,4050,2228,5668,259,828,957,2151,1966,4227,3188,7211,5414,12881,715,1512,41657,122146
20803,12236,24594,161,843,1536,6864,188,840,8944,33882,10827,42425,888,3742,1691,5961,2579,8379,5158,18084,15983,60512,36,150,334,1034,92,300,1651,3965,2112,5448,265,814,750,1668,2107,4556,3127,7036,5239,12490,436,916,33904,98510
20804,4203,8420,30,162,605,2736,17,87,2604,9967,3259,12947,313,1335,879,3206,676,2186,1867,6727,5125,19673,5,30,89,272,9,34,400,914,501,1254,66,204,248,587,479,1027,799,1817,1297,3075,220,458,10847,31620
20901,12696,25465,163,926,1505,6859,205,908,9075,34780,10944,43469,959,4111,1646,5920,2919,9465,5516,19498,16457,62966,48,223,333,1076,69,224,1592,3892,2041,5419,251,827,664,1497,2159,4707,3078,7028,5120,12455,503,1061,34785,101952
20902,9355,18868,108,627,856,3889,132,623,5946,22175,7047,27319,566,2476,876,3140,1864,6234,3310,11855,10352,39167,28,149,206,694,69,252,1213,3034,1518,4127,164,561,424,957,1903,4303,2496,5821,4017,9949,709,1509,24430,69498
20903,6575,13192,161,877,1042,4748,161,712,4717,18552,6077,24893,800,3419,1091,3918,2273,7455,4165,14799,10243,39688,26,101,154,488,55,175,636,1592,869,2352,174,534,296,684,881,1960,1345,3173,2218,5529,141,291,19170,58695
20904,20046,40654,567,3285,3378,15990,773,3616,20616,80225,25331,103122,1980,8677,2384,8532,6499,21770,10867,38985,36196,142107,160,772,802,2858,370,1398,3692,10094,5021,15118,619,2089,1072,2515,4571,10480,6266,15079,11285,30196,1026,2203,68557,215161
21001,6006,12092,76,438,863,3912,98,430,4168,16078,5205,20861,564,2443,836,3071,1838,6088,3236,11601,8441,32468,24,93,161,532,55,195,678,1708,926,2522,158,534,290,686,1273,2836,1727,4047,2652,6574,282,592,17375,51723
21002,3600,7197,57,329,493,2295,92,446,2450,9756,3095,12825,270,1127,445,1570,764,2448,1473,5150,4574,17976,14,67,96,323,35,107,377,1032,520,1530,56,176,116,265,367,791,539,1233,1056,2764,62,127,9292,28062
21003,7336,14832,165,1000,861,4174,148,702,5807,22211,6976,28083,502,2220,638,2256,1500,5076,2653,9552,9629,37634,32,159,204,682,74,242,1008,2537,1311,3616,184,618,319,761,1534,3427,2033,4805,3344,8414,476,1024,20785,61904
21004,4420,8899,100,528,532,2422,154,705,3206,12318,3987,15976,363,1536,449,1563,1203,3963,2015,7057,6002,23032,36,149,126,444,60,189,742,1985,973,2770,114,360,201,450,826,1832,1137,2637,2104,5408,167,355,12699,37697
21005,12913,26357,827,5153,3013,15238,724,3631,16309,65216,20871,89236,1864,8558,1740,6339,5362,18619,8964,33511,29835,122750,206,1062,632,2460,300,1181,2733,7903,3871,12613,548,1940,731,1758,3725,8910,4994,12614,8866,25224,826,1813,52443,176140
21101,15738,31751,253,1395,1966,8878,353,1629,10816,41376,13389,53280,1497,6460,2236,7993,4898,16053,8632,30506,22019,83789,73,323,455,1535,162,577,1937,5018,2630,7454,370,1179,843,1931,2954,6584,4164,9696,6796,17145,605,1275,45157,133962
21102,2580,5165,57,328,487,2254,56,250,1593,6374,2202,9207,345,1487,592,2159,871,2901,1813,6545,4016,15752,4,19,82,256,22,57,185,470,293,806,53,172,107,256,299,657,456,1078,742,1890,38,79,7377,22888
21103,11318,22747,183,1048,1394,6433,225,1033,8369,32035,10180,40549,916,3952,1277,4508,2713,8854,4904,17315,15087,57866,44,213,335,1088,117,398,1509,3741,2000,5449,292,917,622,1384,1988,4312,2899,6618,4902,12060,407,860,31712,93533
21104,6192,12501,73,406,831,3702,82,357,4743,18043,5735,22503,518,2216,1000,3609,1393,4541,2908,10365,8645,32874,15,61,167,549,41,139,599,1460,822,2210,137,439,359,850,1012,2233,1512,3526,2331,5735,277,594,17442,51701
21105,16405,32930,339,1889,1882,8740,500,2315,10615,41424,13334,54367,1295,5587,1505,5217,4338,14136,7134,24944,20469,79312,72,286,451,1504,200,687,2061,5245,2779,7721,380,1239,632,1424,2647,5852,3660,8507,6442,16230,447,934,43759,129401
21201,10631,21502,316,1862,1579,7452,407,1882,9519,37447,11818,48644,825,3534,1048,3675,2402,7933,4277,15142,16091,63786,90,456,365,1365,157,570,1988,5439,2609,7834,283,939,444,992,1664,3732,2394,5667,5001,13503,386,810,32116,99600
21202,11407,23089,422,2633,2144,10256,460,2221,9311,36483,12330,51592,1324,5850,1798,6404,3981,13319,7105,25576,19437,77164,93,447,373,1318,167,650,1803,4932,2435,7344,307,1060,552,1293,2312,5272,3180,7616,5613,14957,480,1028,36943,116241
21203,15621,31902,855,5381,3674,17790,822,4024,20897,81962,26257,109167,1718,7672,2304,8159,4831,16222,8853,32048,35110,141213,218,1137,624,2280,334,1292,3379,9346,4555,14052,477,1660,760,1779,3045,7046,4283,10488,8841,24539,826,1790,60392,199449
21204,15571,31973,454,2763,2260,10883,495,2359,12052,46951,15248,62952,1382,6161,2110,7501,5051,16982,8546,30644,23791,93595,135,699,570,2139,234,933,2517,6887,3461,10660,514,1809,1000,2382,4118,9534,5625,13726,9090,24381,1229,2732,49677,152683
21205,17130,34632,170,931,2416,10695,226,1009,11995,45367,14804,58004,1370,5846,3045,10765,4382,14286,8793,30902,23599,88903,42,201,487,1606,96,312,1765,4506,2387,6626,357,1158,1157,2676,2793,6195,4303,10025,6693,16649,1031,2196,48458,142387
21301,14546,29877,440,2721,2107,10216,550,2730,10603,41822,13703,57492,1480,6564,1944,7036,5630,19046,9053,32649,22758,90139,187,974,704,2624,310,1215,2968,8290,4171,13099,585,2037,995,2429,4334,10171,5916,14635,10091,27734,1147,2534,48534,150285
21302,8514,17073,137,757,962,4382,160,755,6496,24662,7754,30551,532,2256,1006,3569,1898,6185,3439,12005,11191,42558,34,142,247,824,82,280,1221,3012,1583,4263,165,536,421,946,1557,3441,2144,4915,3721,9173,415,874,23840,69679
21303,8587,17289,58,341,713,3240,80,407,5747,21328,6608,25315,384,1651,810,2821,1244,4089,2438,8562,9039,33875,28,124,210,714,89,328,1091,2661,1416,3838,148,499,388,891,1378,3083,1911,4467,3329,8302,661,1408,21616,60879
21304,13865,28181,574,3504,3017,14413,683,3310,16594,65458,20869,86684,1498,6593,1956,7051,4307,14507,7762,28153,28629,114834,210,1093,753,2809,328,1232,3427,9738,4720,14872,458,1556,753,1753,2855,6535,4061,9841,8782,24711,662,1450,51937,169178
21305,20151,41088,742,4633,3977,19089,747,3668,30040,115429,35500,142821,1653,7279,2802,9763,4753,15821,9211,32866,44713,175686,233,1320,880,3409,366,1458,4483,12593,5959,18779,574,2017,1077,2520,3536,8051,5183,12586,11145,31364,1277,2825,77283,250962
21401,13185,26569,238,1327,1464,6695,377,1746,9024,34551,11100,44320,804,3415,1216,4202,3121,10160,5145,17776,16241,62097,94,441,532,1771,251,879,2736,7085,3614,10179,351,1125,709,1593,2911,6428,3974,9146,7587,19326,570,1196,37590,109189
21402,21049,42114,268,1426,1841,8417,420,1859,9401,36821,11928,48520,1022,4304,1672,5739,3546,11298,6240,21335,18170,69854,84,345,524,1698,209,731,2348,6025,3166,8801,288,907,749,1681,2726,5874,3766,8459,6932,17260,473,974,46625,130203
21501,7582,15079,88,494,576,2661,145,651,3030,12118,3838,15921,226,922,394,1258,1134,3517,1753,5696,5591,21617,24,104,161,556,94,335,927,2587,1208,3582,74,221,173,371,868,1854,1120,2449,2324,6036,240,503,15745,43237
21502,6124,12242,117,653,585,2769,190,877,3046,12076,3934,16370,246,1032,350,1129,1133,3589,1728,5747,5667,22119,33,168,201,724,126,478,1115,3077,1480,4441,88,297,196,441,929,2043,1222,2783,2703,7219,239,509,14729,42097
21503,4648,9289,73,420,362,1735,87,422,1941,7840,2461,10414,142,576,281,897,703,2232,1120,3704,3583,14114,21,115,102,377,47,183,578,1623,753,2296,19,65,85,191,514,1096,619,1352,1367,3641,178,381,9783,27430
21601,4902,9768,75,382,402,1959,117,550,1914,7648,2512,10549,191,810,264,873,836,2642,1291,4326,3800,14870,18,89,127,444,69,251,652,1825,872,2611,57,183,121,265,618,1331,797,1777,1666,4390,131,267,10501,29296
21602,4049,8066,70,393,284,1356,99,469,1425,5743,1883,7960,147,637,182,609,574,1806,902,3051,2783,11014,18,65,76,271,46,157,516,1400,657,1890,41,130,86,185,474,1020,603,1336,1255,3224,76,163,8172,22463
21603,6939,13886,164,1003,748,3616,221,1074,3860,15502,4998,21202,361,1545,483,1609,1380,4439,2227,7599,7224,28805,59,273,256,901,141,503,1250,3491,1698,5171,117,364,208,464,1032,2245,1356,3068,3052,8240,247,527,17470,51458
21701,4859,9669,56,320,330,1525,89,401,1840,7304,2310,9556,133,550,281,887,764,2370,1173,3803,3491,13359,22,94,116,380,58,220,549,1480,747,2174,40,118,125,257,533,1133,695,1508,1446,3684,128,260,9914,26969
21703,4765,9474,98,532,413,1959,94,481,1902,7678,2509,10652,196,813,275,861,738,2335,1204,4018,3716,14669,26,117,84,309,42,143,527,1456,677,2024,55,172,103,223,592,1299,752,1688,1428,3714,159,336,10072,28189
21704,6132,12246,125,673,555,2581,157,716,2992,11844,3826,15806,270,1121,443,1463,1070,3412,1779,5996,5600,21807,29,130,152,523,83,287,885,2299,1150,3236,87,258,172,356,828,1821,1085,2435,2234,5662,220,463,14192,40177
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,7987,16088,138,782,924,4295,246,1117,4791,18636,6101,24825,513,2177,842,2938,1903,6131,3262,11244,9359,36072,41,191,245,837,119,457,1221,3188,1629,4668,146,461,358,810,1333,2935,1835,4197,3468,8863,276,592,21089,61613
30102,11469,22984,217,1171,1125,5125,303,1356,5591,21721,7235,29373,631,2658,1085,3703,2249,7151,3970,13513,11209,42885,59,252,282,932,132,498,1412,3776,1886,5457,169,535,381,838,1425,3089,1979,4462,3860,9925,272,563,26809,76359
30103,7241,14531,117,618,943,4275,189,837,5625,21405,6870,27133,394,1657,905,3152,1483,4777,2791,9587,9662,36718,30,114,259,827,72,254,1338,3371,1700,4563,124,404,336,762,1204,2613,1663,3772,3361,8333,320,656,20577,60241
30201,4823,9678,84,491,664,2973,111,524,3547,13455,4405,17443,336,1402,622,2171,993,3164,1946,6734,6353,24182,16,70,124,429,43,155,671,1681,852,2333,80,263,209,480,652,1447,948,2188,1800,4527,207,435,13179,38826
30202,7753,15541,99,573,811,3648,117,518,5183,19576,6210,24314,393,1693,848,2968,1117,3593,2362,8259,8573,32575,35,186,191,610,93,308,1111,2747,1428,3858,118,360,383,848,1165,2537,1663,3739,3086,7598,512,1056,19931,56769
30203,4835,9737,39,222,352,1606,66,321,2891,10794,3350,12943,190,805,349,1205,681,2193,1224,4200,4575,17144,14,79,101,349,31,107,643,1529,793,2065,65,203,197,425,608,1315,870,1942,1659,4008,306,629,11384,31520
30204,6046,12190,105,597,665,2988,137,616,4433,16751,5336,20950,303,1313,629,2143,1126,3644,2056,7095,7395,28042,42,225,219,708,83,325,1129,2905,1476,4163,109,330,295,633,1103,2390,1502,3353,2984,7520,326,687,16753,48434
30301,5537,11122,69,396,684,3069,111,496,4132,15730,4996,19687,380,1619,797,2858,1085,3471,2263,7954,7258,27643,20,83,110,359,44,162,760,1887,942,2484,90,270,277,608,740,1595,1105,2461,2040,4948,287,606,15128,44318
30302,8508,17018,58,334,725,3261,90,375,4804,18013,5678,21973,358,1520,888,3185,851,2714,2102,7422,7776,29393,21,74,146,418,40,145,944,2210,1149,2852,97,300,357,774,873,1853,1335,2930,2485,5775,656,1366,19425,53558
30303,7209,14606,133,772,1153,5302,159,709,5916,22632,7365,29411,496,2120,1058,3716,1547,5038,3094,10876,10458,40287,30,148,249,840,70,255,1086,2827,1436,4070,157,519,396,928,1138,2483,1694,3928,3129,8005,443,945,21243,63851
30304,3735,7536,50,295,453,2062,63,271,2993,11393,3550,14022,210,881,427,1532,646,2050,1281,4465,4832,18484,17,66,101,331,31,100,555,1392,699,1894,61,200,169,360,560,1229,790,1789,1486,3689,292,619,10345,30332
30305,5637,11429,169,1038,933,4389,195,926,5748,22231,7042,28577,414,1811,713,2503,1594,5212,2722,9523,9758,38109,63,344,219,752,106,405,1119,3049,1514,4563,131,447,299,692,1001,2293,1429,3428,2942,7985,271,593,18610,58119
30306,4433,9009,121,778,565,2726,117,582,3475,13434,4279,17514,340,1506,551,1933,1203,3925,2098,7364,6379,24882,43,222,143,546,65,254,677,1895,921,2915,103,366,229,541,762,1743,1101,2653,2018,5570,277,617,13106,40074
30401,3557,7153,53,295,517,2332,67,283,2460,9561,3093,12467,250,1053,595,2078,854,2723,1700,5849,4793,18321,13,64,92,297,27,84,396,1015,524,1472,57,189,178,399,447,981,685,1568,1209,3040,98,210,9655,28723
30402,4590,9198,65,348,983,4498,92,387,3860,15195,4999,20423,411,1726,999,3544,1066,3351,2480,8625,7477,29051,20,82,161,526,38,121,489,1232,706,1965,77,241,253,592,428,941,754,1777,1461,3741,115,240,13643,42227
30403,5059,10110,38,230,695,3150,50,218,3558,13567,4346,17159,281,1164,759,2630,627,1962,1666,5754,6010,22914,4,26,163,500,34,106,621,1474,827,2108,66,210,322,710,475,981,862,1897,1691,4005,405,840,13168,37868
30404,5173,10311,94,501,805,3639,112,519,4280,16542,5294,21199,342,1423,733,2571,952,3051,2020,7040,7315,28242,31,131,210,672,50,154,850,2099,1136,3056,117,371,293,665,705,1534,1122,2560,2260,5621,203,405,14941,44581
30501,11238,22280,25,129,459,2030,48,200,3099,10878,3625,13234,156,665,637,2130,561,1743,1357,4543,4987,17775,4,24,160,492,18,73,863,1960,1051,2545,62,182,425,897,627,1291,1107,2375,2163,4919,611,1256,18992,46226
30502,4650,9272,37,181,495,2217,38,183,3234,12189,3805,14762,207,863,633,2211,522,1649,1359,4729,5164,19501,10,37,138,411,25,73,683,1566,858,2087,62,176,215,475,464,981,742,1631,1599,3719,249,515,11659,32999
30503,11710,23335,63,344,929,4169,74,321,5596,21054,6665,25895,384,1611,1153,4088,1007,3202,2548,8898,9214,34793,11,43,199,601,45,146,1154,2603,1401,3384,129,376,511,1124,901,1902,1537,3408,2940,6792,718,1478,24575,66397
30504,5980,11879,41,224,835,3835,45,207,3959,15296,4891,19566,312,1296,908,3214,740,2320,1955,6828,6842,26392,9,28,135,401,23,71,643,1470,803,1968,78,238,329,728,467,973,871,1936,1674,3901,416,872,14915,43037
30601,6535,12961,103,577,702,3119,181,846,3880,14705,4870,19239,255,1014,543,1768,908,2794,1705,5573,6575,24812,31,143,243,794,91,303,1146,2873,1511,4110,82,253,257,546,759,1617,1101,2410,2613,6526,178,361,15901,44658
30602,9836,19601,189,1127,958,4480,347,1680,5550,21313,7042,28602,334,1390,726,2302,1472,4646,2533,8339,9577,36940,112,531,419,1444,249,955,2580,7088,3356,10018,156,511,484,1056,1675,3746,2320,5309,5676,15328,502,1072,25591,72934
30603,4186,8310,72,441,293,1393,142,739,1685,6684,2190,9254,92,396,196,618,651,2104,947,3119,3133,12372,29,182,114,434,112,492,663,2004,926,3115,34,112,97,231,554,1240,688,1580,1609,4691,163,358,9093,25729
30604,1592,3153,9,62,87,409,29,125,566,2179,694,2769,39,153,58,168,170,538,268,860,966,3632,3,31,32,104,26,87,180,477,244,702,7,26,27,68,139,297,170,385,417,1087,51,99,3022,7971
30605,5456,10783,91,523,403,1861,128,569,1934,7743,2553,10695,123,493,250,798,752,2320,1125,3607,3676,14304,37,186,151,532,100,376,775,2188,1058,3275,41,122,130,280,700,1520,869,1915,1929,5193,175,374,11234,30654
30701,4672,9166,84,430,465,1975,151,691,2646,10525,3352,13626,129,467,275,764,657,1964,1059,3196,4415,16817,20,91,106,392,89,351,807,2340,1022,3172,33,108,91,188,508,1065,633,1358,1657,4533,165,345,10907,30859
30702,5012,9913,125,666,477,2185,148,686,2294,9369,3044,12910,154,624,293,905,805,2492,1247,4018,4288,16926,24,138,117,446,90,330,818,2415,1051,3331,45,158,104,229,585,1277,739,1663,1790,4988,177,377,11265,32209
30703,5572,11079,71,404,400,1943,125,600,1922,7729,2522,10682,163,669,243,768,831,2573,1238,4003,3762,14689,20,80,122,452,88,336,761,2111,992,2982,41,131,120,259,625,1335,785,1720,1776,4704,138,297,11244,30765
30801,2629,5101,44,234,358,1599,115,483,2037,8179,2551,10499,86,329,185,545,395,1199,670,2078,3218,12574,14,76,77,298,55,232,546,1571,695,2182,23,75,61,134,268,564,350,771,1048,2949,102,209,6990,20836
30803,12912,25399,230,1270,1251,5634,491,2256,6914,26748,8884,35904,504,2003,801,2492,2234,6859,3537,11356,12421,47258,103,464,413,1489,277,1044,2559,7022,3347,10016,157,507,392,844,1925,4183,2472,5534,5821,15550,513,1075,31670,89279
30804,1537,3021,30,152,155,661,49,218,939,3808,1178,4837,48,181,91,258,251,764,384,1201,1557,6037,10,26,37,120,17,48,195,534,248,726,9,35,18,46,145,300,171,377,421,1108,48,108,3569,10273
30805,6829,13431,130,729,766,3489,238,1066,4113,16169,5242,21456,245,995,529,1630,997,3039,1773,5665,7021,27122,41,197,233,850,120,454,1385,3832,1782,5321,62,193,208,433,749,1573,1020,2201,2798,7524,202,412,16846,48482
30901,7973,15901,61,327,566,2506,123,546,3691,13931,4441,17307,288,1194,575,1963,1042,3273,1901,6429,6342,23734,17,81,158,512,60,211,958,2259,1201,3062,90,288,336,735,1057,2240,1481,3256,2677,6319,301,618,17296,46572
30902,6449,12891,74,399,546,2437,166,740,3444,13093,4226,16666,267,1115,474,1595,1072,3419,1814,6130,6044,22797,29,131,151,466,87,315,938,2307,1205,3218,102,311,279,628,999,2157,1371,3096,2578,6316,227,459,15298,42460
30903,9114,18234,77,404,488,2210,135,635,3265,12072,3961,15327,277,1122,556,1881,1213,3808,2041,6816,6001,22137,34,180,192,631,116,389,1267,3190,1614,4390,111,360,366,807,1415,3013,1898,4182,3513,8570,346,712,18969,49651
30904,2575,5137,50,265,237,1072,88,398,1173,4651,1539,6388,99,404,220,720,514,1615,835,2742,2374,9130,6,35,57,185,20,80,254,645,336,945,21,60,67,140,299,647,385,854,718,1800,47,92,5710,16155
30905,3282,6608,86,457,582,2694,129,602,2749,10884,3549,14637,264,1119,469,1614,883,2822,1614,5560,5161,20197,16,76,145,484,45,143,591,1574,794,2275,72,241,159,371,473,1030,705,1639,1500,3916,88,182,10032,30901
30906,6953,14072,145,806,894,4110,262,1207,4661,18094,5964,24222,395,1671,732,2496,1733,5590,2862,9757,8819,33972,52,243,260,853,146,515,1270,3327,1728,4942,163,511,277,626,1299,2890,1734,4025,3469,8966,260,533,19499,57549
30907,14877,29994,380,2162,2149,10030,767,3556,11967,46514,15261,62264,949,4036,1590,5399,3216,10393,5758,19826,21015,82093,148,683,577,2051,317,1177,3399,9280,4435,13180,293,950,632,1424,2090,4669,3002,7040,7439,20222,484,1032,43820,133337
30908,5674,11420,61,336,601,2670,133,577,3363,12621,4153,16199,271,1148,601,2012,1085,3470,1958,6625,6112,22823,27,102,221,697,65,217,1054,2651,1367,3673,117,358,348,785,981,2151,1446,3288,2814,6961,215,452,14816,41657
30909,6697,13464,69,404,509,2295,139,665,3025,11280,3743,14645,254,1062,559,1867,1045,3340,1857,6271,5600,20915,28,121,193,654,100,351,1132,2866,1451,3992,127,399,369,826,1245,2702,1738,3929,3193,7920,381,807,15874,43102
30910,5998,11944,36,208,342,1520,62,271,1800,6680,2240,8673,129,527,433,1442,567,1768,1129,3738,3367,12409,7,26,90,261,32,115,569,1379,693,1784,45,134,204,461,588,1246,839,1838,1534,3623,204,421,11104,28399
31001,5817,11842,236,1547,865,4248,258,1299,4940,19548,6307,26642,465,2049,749,2597,1474,4888,2691,9536,8995,36182,94,503,330,1286,171,663,1636,4565,2229,7013,212,741,382,904,1495,3436,2090,5079,4318,12098,452,984,19584,61104
31002,8033,16119,172,967,751,3523,321,1507,3502,13915,4751,19910,307,1305,476,1546,1463,4636,2249,7484,7000,27392,48,233,196,754,167,630,1232,3540,1645,5157,100,321,181,406,1045,2290,1325,3020,2971,8179,212,440,18209,52130
