SA3_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
31105,0,0,0,0,8,23,101,239,41,42,14,44,19,4,11,550,0,0,0,0,0,0,6,7,3,0,0,0,0,0,0,19,0,0,9,7,17,19,22,14,0,5,0,0,0,0,0,100,0,10,6,10,23,34,149,66,9,13,12,44,9,0,28,419,0,7,18,5,0,4,9,0,0,0,0,0,0,0,0,45,0,4,6,0,0,4,6,3,0,0,0,6,0,0,0,27,0,0,3,13,80,84,100,36,8,7,0,0,0,0,10,355,28,55,33,26,50,29,31,10,4,0,0,3,0,0,12,272,0,6,16,6,10,0,5,0,0,0,0,0,0,0,4,48,0,3,0,5,14,14,27,6,3,0,0,3,0,0,3,83,0,3,10,13,25,29,291,221,47,54,43,79,28,7,11,865,0,6,0,13,11,23,25,12,3,0,11,6,0,0,5,122,0,0,0,0,0,11,14,70
31106,0,0,0,0,7,35,172,411,47,36,15,38,35,10,18,823,0,0,0,0,0,6,27,19,9,9,3,4,0,0,3,83,0,0,8,8,20,5,37,18,0,6,0,0,0,0,0,113,3,10,13,7,71,81,357,149,36,39,29,54,17,0,16,883,0,4,39,12,9,57,10,4,0,0,0,0,0,0,6,145,0,5,5,4,7,5,23,13,0,0,0,0,0,0,5,69,0,3,16,30,121,122,171,51,15,11,11,10,3,0,6,586,41,46,37,26,25,20,28,12,4,0,0,0,0,0,10,245,3,11,22,7,6,9,0,4,0,4,0,0,0,0,0,68,0,0,3,16,77,82,70,38,3,4,5,7,4,0,10,333,0,3,13,19,18,55,687,366,63,59,113,121,33,14,32,1597,4,11,6,8,28,24,60,31,5,9,10,8,0,0,7,194,0,0,0,0,13,10,26,168
31201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,3,5,0,4,0,0,3,0,0,0,47,0,0,5,0,0,3,19,13,0,3,8,21,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,8,4,4,15,7,0,0,0,4,0,0,0,43,7,16,7,3,5,0,11,8,0,0,0,5,3,0,3,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,28,28,12,13,5,0,3,0,6,103,0,0,0,0,0,0,12,8,0,5,4,9,7,0,4,52,0,0,0,0,0,0,6,0
31202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,13,6,7,0,0,0,0,0,66,0,0,13,10,13,24,37,31,8,16,3,7,3,0,0,172,0,6,3,6,13,14,130,53,9,21,4,31,4,0,3,290,0,3,8,0,0,5,0,3,0,0,0,0,0,0,0,24,0,0,3,0,3,0,0,0,0,0,0,11,5,0,0,31,0,0,8,14,15,13,60,42,5,8,4,0,0,0,4,168,19,64,52,17,33,20,58,19,6,3,0,4,9,0,6,300,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,9,6,0,8,0,0,0,0,0,0,0,22,0,3,9,4,4,20,240,163,49,51,46,74,26,6,12,698,0,4,7,0,0,10,25,24,5,0,4,3,3,0,4,88,0,0,0,0,0,0,6,16
31203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,4,5,9,17,16,12,9,5,6,0,0,0,72,0,0,0,0,0,0,10,12,6,8,6,27,3,0,0,73,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,16,9,18,9,0,16,9,20,16,0,0,8,10,4,0,3,127,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,7,10,7,0,0,0,0,0,0,0,23,0,0,5,0,4,3,21,30,9,6,7,11,6,0,5,103,0,0,0,0,0,4,10,14,0,3,3,0,0,0,0,40,0,0,0,0,0,0,0,0
31301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,16,6,26,7,0,3,0,0,0,0,0,85,5,3,0,0,6,8,16,6,0,6,4,7,0,0,0,68,0,4,16,0,0,0,3,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,10,6,5,0,0,0,0,0,0,0,0,3,31,47,69,25,23,26,9,15,10,3,0,0,3,0,0,5,233,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,22,0,0,7,6,0,0,4,4,0,0,0,4,0,0,0,27,4,0,16,3,9,8,6,9,0,3,0,0,0,0,4,59,3,10,3,0,5,0,8,3,0,6,0,0,0,0,0,37,0,0,3,0,0,0,0,4
31302,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,19,0,0,12,14,18,15,18,18,3,0,5,4,0,0,3,113,8,3,0,3,7,9,63,37,6,5,20,31,7,0,5,206,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,6,0,3,0,0,0,0,0,0,4,22,0,0,3,7,54,38,61,30,3,3,5,9,0,3,7,231,31,66,40,22,49,16,35,8,3,0,3,11,4,0,7,288,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,23,0,0,4,4,11,10,9,15,3,0,10,8,0,0,0,79,4,0,6,4,6,5,125,102,26,14,13,21,13,8,10,357,0,4,5,4,8,14,21,10,4,9,3,8,9,0,4,108,0,0,0,0,0,0,9,4
31303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,4,0,0,6,3,5,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,4,6,5,7,10,3,5,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,8,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0
31304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,14,19,18,14,36,19,5,4,0,0,5,3,4,136,0,3,4,4,9,8,41,26,5,7,3,8,0,0,0,121,0,3,17,3,0,4,0,0,0,0,0,0,0,0,0,31,4,9,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,4,3,14,34,51,48,13,6,5,7,5,3,3,6,209,24,45,35,22,48,24,30,8,0,0,0,3,4,0,5,248,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,4,0,5,6,0,0,0,4,5,0,0,35,3,0,9,11,14,14,85,38,14,5,9,8,5,0,9,225,0,5,4,4,10,0,10,4,4,0,0,4,0,0,0,45,0,0,0,0,6,0,0,10
31305,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,26,17,44,21,0,0,9,6,6,0,0,161,6,5,8,3,15,15,47,41,18,5,13,15,9,0,0,201,0,0,18,7,4,7,0,0,0,0,3,0,0,0,0,50,4,6,12,6,0,6,3,8,0,0,0,0,0,0,0,40,0,0,7,19,57,38,49,7,0,3,0,6,0,0,9,198,37,56,43,26,32,15,55,26,0,0,4,0,0,4,12,309,0,11,5,12,0,0,0,0,0,0,3,0,0,0,0,39,0,5,0,10,9,10,4,4,0,0,0,0,0,4,0,49,6,7,15,16,14,7,82,42,0,8,5,10,0,0,9,217,0,11,5,0,3,13,4,7,3,0,0,0,0,0,5,55,0,0,0,0,7,0,11,9
31401,0,0,0,0,0,9,5,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,17,0,0,7,22,27,40,79,26,4,0,5,0,3,0,0,230,0,0,0,7,20,22,72,49,11,9,9,11,4,0,9,216,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,25,0,5,6,3,5,5,21,6,0,3,0,0,0,4,0,52,0,0,11,22,62,78,69,19,0,8,8,6,4,0,3,290,45,32,31,29,63,43,94,44,6,9,4,3,4,0,3,406,0,7,8,3,3,8,0,0,3,0,0,0,0,0,0,26,0,3,0,4,14,9,17,10,4,0,4,0,7,0,0,84,0,4,19,19,34,44,282,134,15,10,11,19,3,0,3,590,0,8,8,5,8,17,28,6,0,0,4,0,0,0,0,85,0,0,0,0,4,3,36,44
31402,0,0,0,0,0,3,12,9,0,4,0,0,0,0,0,30,0,0,0,0,0,6,53,17,4,0,6,0,0,0,0,84,0,0,4,10,14,19,46,32,5,0,15,5,10,3,3,165,0,0,3,5,7,26,212,107,35,25,20,30,8,3,4,495,0,0,14,5,3,6,0,5,0,0,0,0,0,0,0,30,0,3,7,0,0,9,15,10,3,3,0,0,0,0,0,52,0,0,9,15,72,117,158,93,13,11,17,16,8,5,11,537,15,39,28,24,34,17,45,22,3,3,0,9,4,0,6,260,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,9,15,21,21,14,6,5,3,0,0,0,0,97,0,0,18,21,23,60,1322,840,162,185,175,207,68,18,35,3122,0,5,0,4,6,24,40,22,6,0,10,5,0,0,0,126,0,0,0,4,9,5,40,71
31403,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,10,11,19,10,0,0,0,0,0,0,4,51,0,0,0,0,10,10,54,39,8,7,10,10,5,6,3,154,0,4,0,5,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,11,0,0,0,3,52,45,38,38,0,5,9,3,0,3,5,203,9,25,9,6,14,8,19,6,0,4,0,0,0,0,0,104,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,10,8,4,0,3,0,0,5,8,0,4,49,5,5,8,17,10,13,193,104,31,36,28,30,5,0,11,489,0,4,4,4,4,6,17,8,0,0,0,0,0,0,0,47,0,0,3,0,0,0,6,12
31501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,7,5,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,3,0,0,0,9,3,0,3,24,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,10,5,0,8,4,9,0,3,3,66,0,12,5,6,13,0,19,8,0,0,0,4,0,0,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,10,11,0,3,0,3,4,0,6,49,0,0,0,0,3,3,4,0,0,0,4,6,0,0,0,36,0,0,0,0,0,0,0,0
31502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,4,0,4,8,13,0,3,0,0,6,0,5,46,0,0,0,0,0,3,11,11,4,5,3,20,0,0,0,63,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,3,11,12,34,22,0,3,9,15,3,0,7,121,0,7,8,0,6,10,3,6,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,4,0,0,0,68,59,11,15,12,16,3,11,6,207,0,0,0,0,0,0,5,9,0,0,0,5,0,0,4,31,0,0,0,0,0,0,3,0
31503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,13,4,6,5,5,0,3,5,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,10,3,0,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
31601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,17,25,26,20,77,43,0,8,17,12,6,0,0,249,4,3,0,3,14,15,54,56,10,14,16,24,12,0,7,227,0,9,13,0,0,3,4,0,3,0,0,0,0,0,0,41,0,5,6,3,0,5,0,3,0,0,0,6,0,0,0,28,5,0,0,5,9,11,18,3,0,0,0,0,0,0,0,59,25,69,47,30,49,31,37,13,3,5,6,3,6,4,5,311,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,9,9,6,10,7,0,8,9,3,0,0,69,0,0,9,12,3,13,100,150,35,32,36,50,22,0,12,476,0,0,7,10,3,12,19,7,8,4,6,5,0,0,0,78,0,0,0,3,0,0,3,29
31602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,19,30,33,30,71,83,14,19,20,25,21,0,8,388,0,0,13,10,5,15,50,44,8,8,8,21,0,0,10,190,0,10,23,6,3,6,0,0,0,0,0,0,0,0,6,45,3,12,5,0,0,0,8,0,0,0,0,0,0,0,0,35,0,3,5,18,23,17,24,8,0,8,0,0,0,0,0,125,34,104,68,31,65,31,85,24,10,6,5,8,0,0,11,496,0,11,11,5,0,0,5,0,0,0,0,0,0,0,0,36,0,0,4,3,8,9,9,22,3,4,5,6,0,0,0,72,8,5,16,14,3,16,245,183,37,84,51,58,22,4,9,759,7,10,4,3,10,7,27,12,0,0,0,0,0,0,0,86,0,0,3,0,0,5,11,16
31603,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,7,13,39,37,40,64,54,7,18,12,17,16,4,8,323,5,0,0,5,6,8,33,35,12,8,12,28,0,0,4,160,0,6,16,5,0,7,0,0,0,0,0,0,3,0,0,39,5,0,5,0,4,0,0,10,0,0,0,0,0,0,0,35,0,5,5,11,10,9,19,9,0,0,0,0,5,0,4,70,34,61,35,25,53,39,50,36,11,19,7,15,4,3,11,394,0,10,8,4,0,0,0,0,0,0,0,0,0,0,0,34,3,0,4,3,5,3,8,4,5,3,0,4,0,0,0,60,6,4,8,12,6,10,102,158,37,61,67,52,18,5,17,548,0,7,11,0,5,3,20,12,5,6,0,3,0,0,0,76,0,0,0,0,0,4,4,4
31605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,15,26,22,27,55,64,9,17,6,8,9,0,3,246,0,0,4,0,6,7,15,16,4,4,0,0,0,0,0,74,0,3,6,9,3,0,5,0,0,0,0,0,0,0,4,32,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,19,0,6,9,0,9,0,3,4,0,0,3,0,0,0,0,40,28,70,51,25,58,48,78,31,0,5,4,11,12,0,8,431,0,7,4,4,0,0,0,5,0,0,0,0,0,5,0,36,0,0,4,3,4,5,3,0,0,0,4,6,3,4,4,48,11,3,11,11,13,10,47,47,7,5,6,3,4,0,4,178,4,0,0,0,6,9,20,13,13,4,3,0,0,0,0,72,0,0,0,3,3,0,0,0
31606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,11,0,3,22,41,17,26,33,22,9,6,0,0,0,4,9,187,6,6,0,0,3,0,22,20,3,8,0,3,0,0,3,69,0,10,8,3,0,6,0,0,0,0,0,0,0,0,0,31,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,10,0,6,0,7,12,9,10,4,0,0,0,5,3,0,0,53,12,62,56,25,68,30,47,18,3,7,0,3,3,0,8,354,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,4,3,4,0,13,3,4,3,0,0,0,0,0,36,3,4,12,7,9,5,85,76,17,8,19,19,9,0,3,275,4,9,5,0,4,7,13,10,0,0,0,0,0,0,0,44,0,0,4,0,0,0,0,5
31607,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,12,0,0,3,16,18,25,38,28,0,3,0,13,6,0,0,161,0,0,0,0,3,10,21,16,0,4,4,5,6,0,0,71,0,0,3,3,4,0,3,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,8,7,7,7,3,0,0,0,3,0,0,0,51,17,51,27,22,47,18,58,17,5,5,3,5,0,0,12,284,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,5,3,4,4,3,0,0,0,0,0,0,29,0,3,7,7,10,7,78,48,9,7,9,9,3,0,5,199,0,5,4,3,11,7,14,4,0,3,5,0,0,0,5,62,0,0,0,0,0,0,7,3
31608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,14,18,27,19,4,0,0,5,0,0,0,98,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,25,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,3,3,5,4,0,0,0,0,0,0,0,21,10,25,22,21,35,28,23,15,0,0,0,0,0,0,10,189,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,3,5,0,0,0,0,0,0,0,16,0,3,9,6,0,0,14,3,5,0,0,0,0,0,0,38,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
31701,0,0,0,0,0,8,23,69,16,25,5,3,0,0,5,146,0,0,0,0,0,7,55,48,6,17,11,12,7,0,0,169,0,4,19,22,24,33,58,73,8,13,13,16,6,3,0,295,0,4,6,3,24,36,225,128,46,54,42,135,33,3,13,750,0,6,23,7,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,4,0,0,18,22,0,0,6,15,0,0,0,72,0,7,3,4,28,36,67,21,11,14,3,11,4,0,0,202,42,97,48,34,54,17,58,16,4,5,3,6,0,0,6,388,3,0,5,4,8,0,0,0,0,0,0,0,0,0,0,22,0,0,8,7,19,12,20,30,5,6,16,14,18,0,3,163,4,6,19,8,13,27,582,489,166,202,227,332,153,26,33,2290,0,6,8,5,4,13,22,17,10,7,11,18,3,5,5,134,0,0,3,13,16,11,26,41
31801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,9,8,7,0,0,0,6,6,0,0,46,0,0,0,0,7,0,3,7,3,6,0,11,0,0,0,46,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,13,3,9,0,0,0,3,0,6,0,3,48,18,23,8,5,17,4,3,5,0,0,0,0,5,0,0,96,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,3,5,0,3,0,34,19,4,10,6,9,6,7,0,105,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,4
31802,0,0,0,0,0,0,7,25,0,3,0,3,0,9,0,41,0,0,0,0,0,4,27,24,3,3,0,4,5,0,0,79,0,4,29,46,33,51,105,60,19,10,12,17,14,4,7,407,7,11,12,6,29,21,129,86,22,32,47,23,8,3,7,435,0,3,14,3,4,3,3,0,0,0,0,0,0,0,0,37,0,3,3,0,0,6,19,17,3,0,6,15,0,0,0,77,0,3,11,25,53,45,58,35,4,0,9,7,4,0,3,262,56,100,90,59,93,50,130,60,3,14,12,11,3,0,10,688,3,26,33,14,8,9,7,11,0,4,0,5,0,0,4,110,0,4,6,11,21,12,36,12,4,4,5,11,6,0,4,141,0,0,26,12,21,52,659,393,82,85,107,169,87,20,33,1761,6,10,8,4,9,18,63,36,4,8,11,7,5,0,0,204,0,0,0,0,4,3,8,14
31901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,3,0,29,4,6,10,28,14,15,28,15,0,3,0,3,0,0,0,136,3,7,0,0,0,4,36,39,13,4,15,20,3,0,3,157,0,7,13,8,3,0,5,0,0,0,0,0,0,0,5,40,5,0,8,4,0,0,0,0,0,0,5,0,0,0,4,34,0,7,0,11,13,20,32,18,0,3,4,12,3,0,0,134,37,98,65,32,42,30,29,15,3,4,3,5,5,4,12,381,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,3,4,9,9,8,5,0,0,7,0,0,4,58,8,3,12,4,11,10,86,103,24,27,35,32,15,11,18,392,3,7,6,0,3,12,10,10,0,0,7,11,8,0,4,90,0,0,0,0,0,0,6,9
31902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,4,11,6,16,0,0,0,5,3,0,0,3,64,0,4,0,0,0,9,6,8,0,3,3,3,0,0,0,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,3,9,5,0,0,0,4,8,0,0,32,7,50,31,19,22,4,22,0,4,0,0,3,0,0,6,174,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,6,20,19,12,0,12,4,5,0,4,96,0,0,3,3,0,0,4,0,0,0,3,7,5,4,0,39,0,0,0,0,0,0,0,3
31903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,11,11,14,12,4,0,0,0,0,4,0,90,0,6,4,5,6,0,13,7,4,3,6,3,3,0,0,56,0,0,7,0,6,4,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,7,5,0,0,0,0,0,0,0,4,37,22,56,48,37,38,18,16,8,0,0,0,0,0,0,12,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,8,0,4,4,28,42,5,8,8,6,0,3,3,125,0,6,4,4,0,8,8,7,0,0,4,4,0,0,0,45,0,0,0,0,0,0,0,0
