SA3_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
12101,38,3033,1255,560,3373,1,2643,2.5
12102,39,2500,963,480,2671,0.9,2295,2.7
12103,42,3500,1117,630,3446,0.8,3037,2.9
12104,40,3085,1564,582,3882,1,2617,2.1
12201,40,3800,1450,720,4297,0.9,3272,2.5
12202,46,3200,1053,695,2985,0.8,2512,2.7
12203,40,3000,1059,592,2991,1,2471,2.7
12301,34,2383,962,480,2528,0.8,2334,3
12302,35,2100,736,380,1931,0.9,1702,2.9
12303,37,2318,854,415,2296,0.8,2093,2.9
12401,45,2033,817,400,2235,0.7,1756,2.4
12402,70,0,900,150,0,0.7,900,1
12403,35,2167,902,400,2272,0.8,1971,2.8
12404,37,2167,818,400,2116,0.8,1767,2.6
12405,35,2000,789,390,1975,0.8,1724,2.8
12501,33,2167,722,470,1820,1.2,1798,2.8
12502,38,2600,789,460,2223,0.9,1997,2.9
12503,34,2167,595,400,1695,1,1501,3.1
12504,34,2167,913,420,2321,1.1,2060,2.6
12601,39,2817,992,500,2783,1,2436,2.8
12602,37,2600,978,460,2590,1,2136,2.5
12701,33,2475,766,490,2168,0.9,2105,3.4
12702,39,2000,487,400,1494,1,1411,3.2
12703,34,2167,725,400,2013,1,1770,3
12801,41,2774,1027,500,2729,0.9,2188,2.5
12802,40,2600,1007,483,2783,0.8,2397,2.8
19797,56,0,1649,0,0,0,0,0
19999,0,0,0,0,0,0,0,0
20101,38,1499,745,300,1885,0.7,1441,2.4
20102,48,1538,707,300,1867,0.8,1454,2.4
20103,50,1127,548,230,1386,0.7,1027,2.2
20201,39,1408,744,295,1857,0.7,1435,2.4
20202,48,1600,729,320,1967,0.8,1492,2.4
20203,50,1083,602,190,1510,0.8,1175,2.3
20301,39,1800,821,330,2194,0.8,1974,2.8
20302,38,1712,767,335,2056,0.8,1586,2.4
20303,45,1950,833,402,2176,0.7,1770,2.5
20401,47,1500,697,280,1737,0.7,1328,2.3
20402,47,1300,705,250,1707,0.7,1284,2.3
20403,42,1473,779,280,1894,0.7,1461,2.4
20501,41,1600,726,320,1876,0.7,1497,2.5
20502,52,1300,602,268,1417,0.7,1109,2.2
20503,50,1450,637,295,1551,0.7,1202,2.3
20504,42,1213,654,237,1677,0.7,1259,2.3
20505,44,1300,658,260,1663,0.7,1273,2.3
20601,35,2149,1030,418,2678,0.9,2049,2.3
20602,37,2300,1108,421,2994,0.9,2141,2.3
20603,37,2200,1059,370,2852,0.9,2046,2.3
20604,30,1962,959,396,2368,1,1677,1.8
20605,38,2170,1289,420,3051,0.9,2069,1.9
20606,35,2287,1371,425,3232,0.9,2141,1.9
20607,34,2326,1322,451,3137,1,2270,2
20701,40,3000,1071,451,3186,0.9,2376,2.5
20702,43,2400,732,462,2132,0.8,1810,2.6
20703,38,2300,765,412,2285,0.8,1790,2.5
20801,45,3000,1098,520,3361,0.8,2487,2.5
20802,38,2396,1016,435,2791,0.9,2129,2.5
20803,41,2167,940,410,2543,0.8,1965,2.4
20804,39,2817,1157,416,3393,0.9,2374,2.4
20901,40,2167,915,399,2521,0.8,2027,2.5
20902,37,2000,776,371,2121,0.9,1668,2.4
20903,42,2167,950,431,2717,0.8,2427,2.9
20904,35,1900,747,371,1987,0.8,1790,2.9
21001,42,2167,810,410,2366,0.8,1935,2.6
21002,41,2014,901,400,2468,0.8,2183,2.8
21003,35,2000,804,381,2155,0.9,1795,2.6
21004,37,1750,870,369,2237,0.7,1939,2.6
21005,33,1834,627,369,1767,0.9,1658,3.2
21101,40,2000,796,400,2194,0.8,1884,2.7
21102,45,2500,867,459,2854,0.8,2449,2.9
21103,39,2000,851,385,2306,0.8,1865,2.6
21104,41,2200,802,410,2324,0.8,1931,2.6
21105,40,1950,809,380,2203,0.8,1882,2.7
21201,34,1866,830,361,2097,0.8,1874,2.8
21202,37,1900,748,370,2057,0.8,1850,2.9
21203,32,1950,804,386,2039,0.9,1955,3.2
21204,37,1800,634,350,1670,0.9,1493,2.8
21205,38,2383,747,440,2210,0.8,1894,2.7
21301,37,1700,604,346,1652,0.9,1494,2.9
21302,40,2167,930,386,2500,0.8,2006,2.5
21303,35,2100,965,376,2494,0.9,1998,2.4
21304,33,1800,784,351,2057,0.8,1873,3
21305,32,1924,837,370,2123,0.9,2014,3.1
21401,39,1800,805,356,2098,0.8,1653,2.5
21402,48,1989,761,380,2054,0.7,1555,2.4
21501,46,1043,699,215,1667,0.7,1242,2.2
21502,40,1283,694,265,1700,0.8,1341,2.4
21503,45,1083,663,200,1582,0.8,1231,2.3
21601,46,1300,668,250,1632,0.7,1267,2.4
21602,48,1300,629,250,1505,0.7,1192,2.3
21603,39,1300,712,260,1758,0.8,1398,2.5
21701,48,1083,667,220,1640,0.7,1236,2.2
21703,46,1300,699,250,1700,0.7,1271,2.3
21704,43,1430,761,283,1900,0.7,1451,2.4
29797,50,0,2200,0,0,0,0,0
29999,0,0,0,0,0,0,0,0
30101,41,1950,837,405,2214,0.8,1917,2.7
30102,45,2000,760,425,2102,0.7,1692,2.6
30103,39,2100,949,420,2460,0.8,2100,2.6
30201,38,2000,975,430,2512,0.7,2222,2.7
30202,37,2100,959,390,2479,0.8,1938,2.4
30203,36,1950,1005,400,2463,0.8,1985,2.3
30204,39,1800,821,375,2137,0.8,1736,2.5
30301,37,2200,1046,450,2790,0.8,2316,2.6
30302,34,2100,1029,390,2699,0.9,2032,2.3
30303,36,2100,813,420,2226,0.8,2005,2.8
30304,36,2100,904,388,2477,0.8,2062,2.6
30305,35,1872,797,400,2048,0.8,1941,3
30306,35,1800,690,400,1831,0.8,1763,3
30401,41,2000,940,450,2588,0.7,2333,2.8
30402,42,2311,1045,500,3113,0.7,2821,3
30403,33,2167,881,410,2732,0.9,2078,2.5
30404,37,2167,1024,400,2716,0.8,2257,2.7
30501,33,2000,1038,440,2537,1,1922,1.9
30502,35,2500,1235,440,3243,0.8,2469,2.4
30503,34,2167,1171,410,2975,0.9,2153,2.2
30504,34,2513,1145,430,3355,0.9,2386,2.5
30601,41,1733,884,390,2153,0.8,1819,2.5
30602,38,1517,779,315,1837,0.8,1469,2.4
30603,44,1300,617,250,1446,0.8,1211,2.4
30604,46,1517,739,310,1688,0.8,1314,2.3
30605,47,1430,640,270,1528,0.8,1217,2.4
30701,39,1300,773,230,1798,0.8,1416,2.5
30702,42,1300,669,250,1608,0.8,1317,2.5
30703,47,1300,595,255,1417,0.7,1127,2.3
30801,34,1500,979,250,2392,0.8,2054,2.6
30803,39,1517,761,300,1927,0.8,1512,2.5
30804,38,1300,856,240,2138,0.8,1766,2.5
30805,38,1600,758,275,2048,0.8,1639,2.5
30901,41,2019,875,465,2174,0.8,1738,2.3
30902,42,2000,802,450,2068,0.8,1635,2.4
30903,48,1733,695,410,1725,0.8,1331,2.2
30904,46,1950,737,410,1975,0.8,1743,2.7
30905,39,2167,808,500,2242,0.8,2141,3
30906,39,1950,773,435,2007,0.8,1783,2.8
30907,34,2000,844,450,2109,0.8,1999,2.9
30908,39,1907,776,500,1971,0.8,1702,2.5
30909,38,1750,691,420,1753,0.9,1414,2.3
30910,44,1950,795,437,1920,0.9,1466,2.1
31001,34,1630,691,355,1798,0.8,1586,2.8
31002,42,1517,648,300,1641,0.8,1406,2.6
31003,36,1517,766,300,1896,0.8,1549,2.6
31004,31,1710,840,360,2025,0.8,1854,3
31101,45,1517,605,310,1471,0.8,1199,2.5
31102,35,1560,716,340,1689,0.8,1404,2.6
31103,32,1600,732,360,1731,0.8,1597,3
31104,34,2000,842,390,2143,0.8,2106,3.2
31105,36,1733,753,360,1917,0.8,1657,2.8
31106,35,1638,665,320,1673,0.8,1443,2.8
31201,36,1300,976,200,2369,0.8,2015,2.5
31202,38,1733,866,340,2215,0.8,1853,2.6
31203,39,1700,842,350,1906,0.8,1574,2.4
31301,59,1647,545,350,1294,0.7,1033,2.1
31302,35,1625,684,335,1638,0.8,1432,2.7
31303,41,1715,693,340,1717,0.8,1482,2.6
31304,37,1733,746,350,1936,0.8,1687,2.8
31305,48,1733,689,350,1775,0.7,1320,2.3
31401,39,2080,989,440,2626,0.8,2417,2.9
31402,33,1820,866,380,2071,0.8,1860,2.8
31403,36,1625,766,360,1891,0.8,1608,2.6
31501,33,1517,598,140,1426,1,1365,2.9
31502,32,1500,1005,220,2328,0.9,2006,2.6
31503,42,910,830,160,1825,0.8,1344,2.3
31601,41,2000,779,465,2059,0.8,1739,2.6
31602,44,1950,753,450,1908,0.8,1546,2.5
31603,46,1820,786,420,1905,0.8,1499,2.2
31605,48,2000,772,500,1921,0.7,1565,2.4
31606,44,1863,721,400,1856,0.8,1630,2.6
31607,41,1777,717,385,1843,0.8,1534,2.6
31608,49,1800,674,415,1742,0.8,1496,2.6
31701,37,1517,758,310,1892,0.7,1502,2.5
31801,45,1213,665,202,1669,0.8,1264,2.3
31802,36,1517,864,305,2082,0.8,1701,2.5
31901,47,1300,603,285,1441,0.8,1170,2.4
31902,48,1083,526,230,1304,0.8,1021,2.3
31903,48,1326,554,290,1359,0.8,1115,2.4
31904,51,1430,557,335,1329,0.7,1106,2.3
31905,51,1179,499,260,1243,0.8,1002,2.3
39797,39,0,1196,0,2750,1,1749,1.5
39999,0,0,0,0,0,0,0,0
40101,32,1733,780,400,2220,0.9,1473,1.8
40102,42,1733,856,350,2244,0.8,1895,2.6
40103,44,2300,970,360,2686,0.8,2069,2.5
40104,40,1736,760,345,2063,0.8,1596,2.5
40105,41,2000,878,340,2338,0.8,1664,2.2
40106,39,2000,972,345,2543,0.8,2015,2.5
40107,43,2167,983,350,2697,0.8,1999,2.3
40201,41,1500,738,290,1895,0.7,1492,2.5
40202,33,1300,630,265,1486,0.8,1255,2.6
40203,35,1603,740,320,1917,0.8,1555,2.5
40204,36,1300,645,300,1591,0.8,1364,2.7
40205,41,1517,779,330,2030,0.8,1631,2.5
40301,48,1950,889,340,2347,0.8,1609,2.2
40302,39,1700,776,330,2036,0.8,1555,2.4
40303,42,1992,891,335,2518,0.8,1990,2.6
40304,41,1452,711,314,1783,0.7,1414,2.5
40401,41,1733,781,325,2067,0.8,1560,2.4
40402,41,1517,693,295,1815,0.8,1384,2.3
40403,38,1745,803,310,2120,0.8,1591,2.3
40501,44,1400,738,285,1874,0.8,1479,2.5
40502,49,1081,622,220,1473,0.7,1144,2.3
40503,47,888,575,182,1433,0.7,1047,2.2
40504,55,1083,548,230,1308,0.7,982,2.1
40601,43,1170,694,195,1672,0.7,1245,2.3
40602,37,1138,729,187,1727,0.8,1393,2.4
40701,55,1300,586,280,1369,0.7,1078,2.2
40702,44,1083,726,205,1734,0.7,1316,2.3
40703,47,1083,615,220,1425,0.7,1114,2.3
49797,48,0,1812,0,0,0,0,0
49999,0,0,0,0,0,0,0,0
50101,44,1733,761,360,1867,0.7,1477,2.5
50102,41,1616,745,300,1962,0.7,1550,2.5
50103,49,1387,655,250,1613,0.7,1236,2.3
50201,45,1733,630,300,1664,0.7,1286,2.4
50301,42,3293,1122,450,3945,0.8,2790,2.6
50302,36,2167,1155,390,2945,0.9,2093,2.1
50401,39,1855,868,340,2236,0.8,1737,2.3
50402,43,1950,806,330,2219,0.7,1838,2.6
50403,35,1842,844,340,2116,0.8,1858,2.8
50501,41,2080,907,400,2529,0.7,2166,2.7
50502,38,1950,904,350,2313,0.8,1784,2.4
50503,35,1898,816,350,2147,0.8,1892,2.8
50601,35,1750,815,305,2061,0.8,1774,2.8
50602,36,1842,948,350,2259,0.8,1758,2.3
50603,36,1820,760,350,2125,0.8,1800,2.7
50604,36,1733,727,330,1930,0.8,1656,2.8
50605,40,1907,835,370,2215,0.7,1866,2.6
50606,34,1971,909,380,2241,0.8,2096,3
50607,39,2200,1009,360,2761,0.8,2004,2.2
50701,36,1950,919,370,2340,0.8,1988,2.6
50702,43,2167,988,379,2694,0.8,1955,2.3
50703,33,1724,812,315,1996,0.8,1716,2.7
50704,42,2200,909,400,2654,0.7,2104,2.6
50705,36,1733,786,330,2077,0.7,1724,2.6
50901,45,1490,709,280,1723,0.7,1323,2.4
50902,47,1425,709,231,1759,0.7,1349,2.3
50903,46,1105,774,200,1858,0.7,1372,2.3
51001,33,2167,864,200,1950,1,1762,2.8
51002,33,1480,1604,180,3164,0.9,2764,2.7
51003,33,2000,1618,220,3426,0.9,3114,2.8
51101,42,1517,817,260,2014,0.7,1538,2.4
51102,39,1733,852,240,1998,0.9,1552,2.4
51103,35,1517,1154,280,2663,0.8,2200,2.5
51104,42,1517,766,250,1908,0.7,1455,2.4
59797,40,1733,2123,0,1375,0.7,2250,1.7
59999,0,0,0,0,0,0,0,0
60101,35,1400,703,280,1612,0.8,1365,2.6
60102,40,1538,822,350,1996,0.8,1601,2.4
60103,37,1300,680,320,1609,0.9,1309,2.4
60104,40,1647,814,385,2072,0.8,1715,2.6
60105,37,1800,886,390,2323,0.9,1840,2.3
60106,43,1408,730,350,1732,0.8,1408,2.4
60201,39,1300,711,280,1737,0.8,1346,2.3
60202,49,1300,614,250,1517,0.8,1211,2.4
60203,49,1198,596,230,1426,0.8,1100,2.3
60301,45,1200,636,240,1562,0.8,1267,2.4
60302,47,1300,616,290,1521,0.8,1239,2.4
60303,57,1100,567,250,1248,0.8,956,2
60401,45,1200,630,240,1540,0.8,1170,2.3
60402,46,1300,638,250,1523,0.8,1217,2.3
60403,44,1053,642,200,1577,0.8,1210,2.3
69797,43,0,2249,0,0,0,0,0
69999,0,0,0,0,0,0,0,0
70101,34,2000,1260,420,2636,0.9,2257,2.3
70102,35,2028,1031,350,2401,0.9,2148,2.7
70103,39,2250,1117,380,2670,1,2340,2.8
70104,31,2037,1135,400,2455,0.9,2200,2.8
70201,33,1800,906,280,2089,1,1898,2.8
70202,30,1087,485,135,1084,1.1,1481,3
70203,31,1346,295,80,772,1.4,1167,3.5
70204,29,1664,361,80,1143,1.4,1941,4
70205,30,1615,560,178,1316,1.2,1704,3.2
79797,40,0,1478,0,0,0.7,208150,2.3
79999,0,0,0,0,0,0,0,0
80101,35,2000,1102,430,2628,0.8,2227,2.5
80103,40,1712,893,290,2010,0.9,1206,2
80104,32,2123,1198,462,2829,0.9,2537,2.9
80105,31,2080,1241,476,3175,0.9,2341,2.2
80106,40,2275,1600,500,3726,0.9,2711,2.2
80107,38,2000,1140,425,2709,0.8,2305,2.6
80108,41,2251,1210,420,3018,0.7,2377,2.6
80109,39,2167,1265,440,3106,0.8,2375,2.4
80110,31,2099,1461,472,3153,0.9,2734,2.7
80111,35,2296,1340,395,3026,0.9,3062,3.1
89797,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0
90101,38,1300,1233,150,2659,1,2109,2.5
90102,40,1972,741,231,1678,1.1,2519,3.8
90103,38,1849,585,90,1687,0.8,1825,3
90104,50,1300,736,240,1630,0.8,1184,2.1
99797,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0
