SA3_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
40303,19380,53054,2547,4897,249,595,2796,5495,2240,3639,117,198,0,0,0,0,5,8,2365,3847,16,26,3,8,3,3,32,70,51,108,53,95,24643,62599,1510,..,26148,62599
40304,61120,154739,4801,7317,968,1937,5767,9258,1112,1708,48,59,46,71,0,0,35,80,1237,1921,158,220,189,265,4,4,12,15,365,511,97,194,68596,166616,4943,..,73533,166616
40401,31502,81301,7081,13488,4279,9420,11353,22907,3008,4874,442,712,965,1613,218,379,73,145,4705,7717,13,28,3,3,0,3,64,163,86,207,110,217,47759,112352,3712,..,51474,112352
40402,16850,43220,3972,7678,1376,2850,5347,10529,1638,2646,170,273,255,359,0,0,35,79,2092,3354,8,28,25,34,0,0,65,139,100,200,61,122,24448,57414,1876,..,26326,57414
40403,16884,43498,4052,7286,1385,3189,5436,10478,3150,5639,592,1048,317,593,14,21,10,27,4085,7322,14,17,0,0,0,0,20,48,30,65,106,218,26544,61588,2303,..,28845,61588
40501,13548,33840,558,857,16,30,575,886,103,118,0,0,0,0,0,4,0,0,100,125,72,144,21,24,0,0,14,37,105,209,32,79,14362,35140,1467,..,15823,35140
40502,8625,19666,441,733,6,13,449,747,20,27,0,0,0,0,0,0,3,0,24,31,25,48,12,20,5,16,12,27,56,109,31,48,9180,20594,2369,..,11550,20594
40503,10065,22674,933,1565,15,28,949,1592,116,149,0,0,0,0,0,0,0,0,117,153,47,81,6,16,5,10,16,39,75,151,41,66,11249,24644,2143,..,13389,24644
40504,10450,22542,465,685,60,110,525,792,45,61,0,0,0,0,0,0,0,0,46,59,102,157,45,79,4,9,27,49,179,299,27,52,11231,23744,7162,..,18386,23744
40601,17182,41063,4285,8142,113,236,4396,8376,778,1010,42,64,0,0,0,0,24,63,850,1132,105,218,48,120,9,22,38,58,196,421,82,175,22710,51161,5403,..,28118,51161
40602,7578,18865,644,1373,33,79,674,1451,440,653,0,0,0,0,0,0,14,31,452,683,70,114,28,52,16,33,18,61,138,262,109,189,8952,21451,3195,..,12151,21451
40701,21366,47709,1127,1591,190,369,1314,1960,230,308,70,92,16,28,0,0,3,9,317,440,88,135,77,108,5,0,33,68,197,316,89,164,23282,50589,9409,..,32687,50589
40702,22602,54481,1954,3310,51,85,2004,3398,1057,1492,0,0,18,25,0,0,3,4,1078,1518,40,67,8,9,21,42,59,161,128,277,85,163,25897,59832,5464,..,31355,59832
40703,25441,59299,2175,3610,41,86,2224,3698,263,386,0,0,0,0,0,4,3,15,275,406,112,215,177,292,11,26,39,85,346,623,122,243,28403,64270,7146,..,35549,64270
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
50101,18648,46418,1347,2183,307,579,1649,2762,68,116,0,0,18,25,0,0,29,73,114,219,127,202,196,312,17,31,16,54,358,605,73,155,20841,50153,7343,..,28181,50153
50102,35163,89515,3158,4959,450,845,3611,5811,558,845,104,160,15,27,32,53,11,22,724,1111,244,351,118,183,20,34,31,59,408,621,77,142,39978,97201,4999,..,44974,97201
50103,8653,20096,305,415,5,16,318,429,43,60,0,0,0,0,0,0,7,13,53,68,33,65,12,20,17,28,7,15,69,131,53,81,9142,20806,2366,..,11516,20806
50201,35441,87222,3736,5693,1085,1836,4824,7532,431,616,189,361,197,365,155,297,39,72,1017,1710,230,319,156,218,16,52,8,13,415,597,45,79,41734,97135,8308,..,50047,97135
50301,17461,50585,1663,3384,1793,3744,3456,7131,1224,2099,1411,2113,1461,2428,399,656,17,41,4513,7327,0,0,0,0,0,0,5,10,5,12,18,42,25459,65100,2894,..,28353,65100
50302,17529,46462,2795,5379,4975,10136,7773,15516,3336,5495,5654,9221,7167,11646,5677,9903,18,34,21855,36302,0,4,0,0,0,0,75,139,70,144,73,113,47305,98533,7562,..,54866,98533
50401,24758,62588,4245,7995,2173,4120,6421,12114,1529,2372,594,911,444,635,269,437,22,40,2861,4386,0,0,0,0,0,0,9,20,9,20,35,75,34084,79179,3578,..,37658,79179
50402,14514,37660,705,1049,41,66,741,1119,9,10,0,0,0,0,0,0,18,44,31,52,15,23,0,0,0,3,4,10,19,38,16,32,15316,38900,1154,..,16471,38900
50403,45253,128697,3527,6601,849,1562,4374,8163,362,566,357,550,100,165,53,73,63,120,936,1480,61,91,142,190,10,20,27,53,234,354,68,160,50874,138850,3611,..,54486,138850
50501,51198,140608,3628,6384,1286,2633,4915,9013,464,672,469,751,471,786,0,0,83,151,1483,2361,88,126,11,19,0,0,21,54,120,190,32,57,57751,152230,3311,..,61065,152230
50502,49230,130596,21537,41389,5771,12305,27302,53690,4182,6526,779,1192,808,1308,159,291,39,79,5957,9398,46,75,7,10,6,3,8,10,58,99,56,105,82612,193890,7272,..,89879,193890
50503,65445,186402,4356,7975,697,1326,5051,9299,77,122,149,229,3,7,0,0,74,170,302,535,117,138,19,27,29,52,15,40,183,261,41,86,71023,196575,4548,..,75566,196575
50601,29258,82563,2760,5077,49,87,2807,5162,136,201,54,82,0,0,0,0,38,79,219,361,81,104,130,174,0,0,13,38,231,318,31,75,32549,88478,2329,..,34874,88478
50602,18681,46115,4155,8196,2721,5633,6877,13824,1261,2242,1203,1962,1446,2301,1377,2424,18,36,5308,8965,10,13,3,3,0,0,10,23,30,43,44,83,30940,69020,3900,..,34842,69020
50603,27167,76990,4948,11057,786,1893,5735,12949,1140,2242,127,209,297,470,108,158,46,103,1716,3175,16,27,0,0,0,0,15,56,38,86,61,111,34710,93311,2833,..,37543,93311
50604,37916,109344,3252,6318,491,967,3746,7284,479,922,268,458,0,0,0,0,54,115,801,1493,107,147,0,0,9,8,62,120,176,272,40,72,42675,118465,2725,..,45398,118465
50605,19923,52789,975,1589,80,144,1048,1726,44,75,0,0,0,0,0,0,38,81,86,152,23,49,95,136,11,31,36,96,165,318,20,44,21248,55035,1374,..,22627,55035
50606,9979,29425,74,152,0,0,74,152,15,20,0,0,0,0,0,0,17,40,36,55,9,11,91,146,3,11,15,24,112,192,26,47,10232,29880,676,..,10905,29880
50607,8709,23368,2717,4870,3450,6662,6163,11531,895,1529,781,1188,580,991,529,865,9,9,2787,4577,0,0,0,0,0,0,4,4,4,4,24,35,17690,39516,2401,..,20090,39516
50701,34655,94862,4060,7478,953,1870,5012,9350,652,933,856,1310,958,1540,295,450,71,142,2826,4379,5,6,200,294,0,8,5,5,206,316,39,62,42742,108965,3136,..,45879,108965
50702,9837,25023,1705,3124,1786,3404,3494,6531,428,598,700,1071,1314,2109,89,140,51,95,2570,4020,11,14,132,195,0,0,37,72,178,277,43,69,16121,35917,2039,..,18161,35917
50703,14566,39958,462,796,87,159,552,945,308,426,201,334,7,12,0,0,15,26,529,798,0,4,0,0,0,5,3,4,9,12,7,22,15666,41735,1242,..,16910,41735
50704,30129,82606,5880,10839,1321,3042,7200,13881,874,1321,397,595,581,1009,177,278,45,92,2069,3294,0,0,0,3,0,0,4,14,4,15,44,93,39453,99896,3328,..,42786,99896
50705,43771,117471,2168,3288,578,937,2745,4233,1046,1501,190,279,275,426,27,49,40,95,1582,2340,139,199,82,112,6,10,44,68,271,393,56,119,48428,124560,4486,..,52917,124560
50901,21343,51353,1352,2158,107,174,1462,2333,62,88,0,6,0,0,0,0,21,42,83,140,132,194,137,196,14,20,17,24,292,434,76,149,23262,54410,5113,..,28368,54410
50902,19351,45105,524,863,31,61,550,920,85,130,0,0,0,0,5,4,10,7,94,144,101,152,67,99,49,81,34,62,252,401,138,260,20393,46825,7260,..,27661,46825
50903,6830,15681,272,366,5,9,279,375,10,12,0,5,0,0,0,0,0,0,16,18,28,43,5,12,0,10,13,33,54,95,35,55,7212,16228,1710,..,8923,16228
51001,7777,24488,876,1827,273,523,1147,2346,253,552,0,0,0,0,0,0,3,6,253,562,477,915,16,30,48,124,84,226,627,1306,242,472,10043,29172,2050,..,12093,29172
51002,4910,14479,683,1492,261,631,942,2129,300,449,116,178,75,123,0,0,0,0,486,753,58,112,19,27,7,15,23,56,103,212,61,116,6508,17681,2594,..,9105,17681
51003,6325,19058,814,1662,155,286,972,1950,125,202,58,87,40,73,137,198,3,6,362,560,126,238,22,36,10,17,0,19,154,307,70,146,7888,22026,2543,..,10434,22026
51101,5082,12234,381,608,40,67,421,673,100,120,3,4,0,0,0,0,4,3,105,127,63,90,14,24,9,18,9,19,99,155,72,185,5777,13368,1575,..,7352,13368
51102,2480,6389,230,384,37,72,271,455,112,145,0,0,0,0,0,0,0,0,112,145,304,634,25,60,20,52,22,64,372,808,60,136,3291,7935,851,..,4137,7935
51103,10107,27080,1477,2712,229,472,1700,3186,165,277,0,0,0,0,0,0,4,7,176,287,76,115,106,160,0,3,28,45,210,320,84,162,12275,31042,2877,..,15155,31042
51104,16914,41690,1416,2301,381,752,1796,3053,264,401,15,14,0,3,0,0,12,20,296,440,212,358,59,80,30,47,34,71,329,558,163,312,19497,46058,4123,..,23617,46058
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,15,0,..,3,15
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
60101,6310,17060,92,163,27,56,121,222,641,1166,0,0,0,0,0,0,11,19,648,1189,0,13,0,0,0,0,0,0,6,12,4,9,7098,18494,340,..,7438,18494
60102,21142,52637,793,1221,379,657,1166,1885,189,283,70,109,0,0,0,0,15,40,272,436,29,49,25,42,0,0,10,33,68,119,32,65,22688,55141,1416,..,24104,55141
60103,18881,47871,884,1456,294,587,1175,2052,2498,4430,46,75,0,0,0,0,14,27,2560,4535,30,42,19,30,0,0,64,147,112,218,42,80,22775,54745,1361,..,24136,54745
60104,12678,33024,445,675,291,633,739,1311,207,337,9,21,0,0,0,0,13,28,227,389,9,15,23,38,0,0,21,63,58,112,13,32,13721,34863,792,..,14511,34863
60105,14818,37680,934,1740,1519,3115,2454,4850,2417,4430,907,1508,593,1040,31,46,89,164,4039,7194,5,0,20,35,0,0,88,192,109,235,79,149,21501,50114,2316,..,23824,50114
60106,7012,16775,87,142,20,39,111,180,0,6,0,0,0,0,0,0,4,9,8,21,24,35,11,24,4,17,7,11,47,91,26,51,7205,17117,1291,..,8493,17117
60201,28402,70363,2298,3814,890,1875,3193,5686,2616,4121,112,178,31,44,9,18,104,201,2878,4564,20,27,0,0,5,12,102,172,126,210,68,130,34665,80956,2638,..,37299,80956
60202,9132,21703,193,294,59,158,257,453,58,85,0,0,0,0,0,0,12,17,66,96,55,87,17,36,7,11,21,43,103,178,14,24,9563,22451,1287,..,10855,22451
60203,14899,34251,495,714,50,124,547,836,484,725,0,0,0,0,0,0,3,5,488,729,97,133,25,56,8,19,27,70,160,274,35,86,16128,36181,4089,..,20215,36181
60301,4531,11098,22,31,0,8,23,39,43,52,0,0,0,0,0,0,0,0,42,51,13,21,18,34,6,4,8,16,36,77,12,19,4643,11284,2083,..,6730,11284
60302,8049,19283,117,166,4,0,119,170,27,53,0,0,0,0,0,0,7,8,33,55,40,70,46,82,9,11,23,40,117,202,21,50,8335,19764,2194,..,10529,19764
60303,3099,6241,45,60,11,17,51,82,12,15,0,0,0,0,0,0,3,4,10,22,18,28,13,19,5,5,8,17,38,67,22,36,3226,6448,3688,..,6917,6448
60401,18535,43426,1450,2027,196,311,1639,2348,94,124,43,44,46,70,0,0,9,12,186,258,101,140,21,27,4,4,46,94,169,264,31,50,20568,46339,1706,..,22270,46339
60402,17410,41458,1442,2132,177,286,1620,2416,53,104,0,0,0,0,0,0,5,17,58,118,76,119,104,176,3,8,15,41,196,342,37,80,19327,44416,1844,..,21169,44416
60403,6664,15179,172,234,12,32,185,270,57,100,0,0,0,0,0,0,0,3,57,102,25,47,7,22,6,17,8,14,40,98,38,71,6984,15714,2125,..,9109,15714
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
70101,2481,7361,562,987,1112,2486,1674,3475,856,1858,932,1975,2015,4208,2516,5071,0,3,6311,13119,16,36,27,47,6,5,3,14,50,99,50,73,10567,24128,1597,..,12165,24128
70102,12471,38012,1143,2242,858,1901,2005,4143,1963,3980,802,1692,824,1789,10,19,15,27,3617,7509,126,248,0,7,3,3,10,27,146,289,37,68,18273,50031,1443,..,19719,50031
70103,5650,16664,99,233,3,14,112,248,5,14,99,170,9,10,0,0,4,6,116,204,143,325,47,83,23,38,9,11,226,457,47,94,6143,17668,865,..,7008,17668
70104,9334,27662,950,1955,210,484,1158,2440,1204,2307,96,227,417,901,65,127,4,9,1786,3571,0,3,0,0,14,22,0,0,14,25,14,29,12311,33728,1120,..,13423,33728
70201,7450,24523,1929,3969,835,1820,2768,5779,469,736,22,38,0,0,0,0,9,22,507,801,169,331,38,64,42,96,14,27,266,521,220,405,11208,32025,2067,..,13266,32025
70202,1200,4149,73,126,36,56,116,181,42,56,0,0,12,28,0,0,0,3,53,95,21,46,9,13,6,17,3,14,42,96,18,27,1428,4552,464,..,1888,4552
70203,3027,12337,282,976,7,36,290,1011,102,227,0,0,0,0,0,0,8,12,107,241,111,237,40,78,44,117,5,10,195,445,91,167,3713,14203,1388,..,5099,14203
70204,2215,10375,181,584,0,0,181,582,55,102,0,0,0,0,0,0,0,7,60,108,3,6,8,6,7,40,9,13,21,68,33,94,2506,11227,554,..,3058,11227
70205,3389,12940,536,1575,133,295,666,1870,93,314,0,0,6,3,0,0,0,0,93,321,147,297,27,49,39,81,9,20,216,446,148,275,4513,15842,915,..,5425,15842
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,..,3,12
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
80101,27414,76352,3976,7615,2873,6816,6848,14435,1029,2036,913,1603,2305,4058,938,1735,40,101,5220,9527,0,0,0,0,0,0,0,0,0,0,34,90,39514,100404,2428,..,41945,100404
80103,233,550,34,49,22,45,53,98,61,87,3,5,0,0,0,0,0,0,66,94,44,66,105,181,0,0,4,5,157,247,8,24,515,1013,42,..,550,1013
80104,19651,62137,2428,5463,3668,9448,6098,14906,201,395,1329,2727,1748,3456,593,1216,10,16,3880,7807,0,3,0,0,0,0,0,12,3,14,53,113,29684,84972,1391,..,31074,84972
80105,9286,25580,1303,2584,2964,6436,4263,9024,1952,3218,2064,3494,2748,4645,3239,5532,72,152,10078,17043,0,0,0,0,0,0,0,9,0,7,39,79,23677,51729,2992,..,26661,51729
80106,5387,14798,447,835,1104,2273,1553,3110,919,1749,1581,2809,3506,5865,148,261,146,241,6309,10911,0,0,0,0,0,0,0,5,0,5,20,32,13258,28851,1576,..,14840,28851
80107,26178,72952,3388,6579,1322,2913,4708,9490,743,1467,200,343,549,905,459,755,43,99,1999,3572,0,0,0,0,0,0,0,0,0,0,22,47,32919,86057,1550,..,34465,86057
80108,7477,20394,954,1587,322,693,1276,2279,280,431,16,24,0,0,0,0,102,183,398,640,0,0,0,0,0,0,4,6,4,6,4,10,9154,23319,491,..,9646,23319
80109,8933,24785,1135,2134,1982,4159,3118,6300,356,663,1306,2517,777,1333,794,1434,29,65,3258,6011,0,0,0,0,0,0,0,0,0,0,16,29,15322,37125,1229,..,16555,37125
80110,1704,5705,95,227,902,2184,996,2408,80,175,343,732,1014,1936,33,60,0,0,1471,2913,0,0,0,0,0,0,0,0,0,0,6,22,4178,11054,277,..,4453,11054
80111,177,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,185,580,17,..,203,580
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
90101,193,524,83,214,10,28,96,246,76,127,51,136,5,13,0,0,0,0,127,275,0,0,0,0,0,0,0,0,3,3,6,3,422,1052,109,..,535,1052
90102,122,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,122,491,23,..,146,491
90103,87,257,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,6,3,12,0,0,89,267,11,..,99,267
90104,858,1788,7,18,4,3,11,17,3,8,0,0,0,0,0,0,9,13,10,19,0,0,0,0,0,0,0,0,0,0,15,27,898,1849,186,..,1081,1849
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
