SA3_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
10304,0,0,0,0,4,0,0,26,0,0,0,0,0,3,8,0,7,0,0,0,0,0,0,18,0,11,16,13,3,8,6,4,0,0,0,3,0,0,0,61,9,26,44,7,0,0,3,3,4,0,0,0,0,0,0,101,0,0,0,0,9,4,9,4,0,0,0,0,0,0,0,28,0,0,0,0,5,3,16,27,0,4,5,7,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,13,8,4,7,11,3,10,4,0,0,0,0,69,0,0,0,0,4,4,55,40,29,44,34,13,0,0,3,233,12,56,15,8,9,8,6,5,0,0,0,0,0,0,3,118,3,9,52,87,122,111,91,35,3,8,5,7,5,0,30,585,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,34,8,9,3,12,4,0,4,85
10401,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,5,3,0,6,5,0,0,0,0,0,0,0,42,3,15,10,5,0,0,10,0,4,0,4,0,0,0,3,47,0,3,0,0,0,5,13,9,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,9,4,9,5,3,0,0,0,0,0,5,0,9,38,0,0,0,0,0,0,0,0,5,8,0,3,0,0,0,13,12,66,17,10,8,6,10,3,0,0,0,0,0,0,8,154,0,10,51,169,177,76,55,25,4,7,8,4,0,0,68,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,13
10402,4,0,0,0,0,0,0,22,0,0,0,0,0,6,3,3,9,82,144,111,20,4,3,390,0,4,21,20,11,24,46,24,3,0,0,4,0,0,4,169,4,46,31,4,0,7,10,10,5,0,6,9,0,0,11,140,0,0,0,0,0,12,31,22,3,6,12,20,5,0,5,122,0,0,0,0,4,9,14,9,3,0,8,13,0,0,0,68,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,23,0,5,15,21,13,14,18,38,46,40,53,80,25,0,26,385,0,0,0,0,4,0,13,10,8,27,15,16,6,0,0,102,18,128,41,29,26,11,23,11,0,0,0,8,3,0,9,309,5,27,124,283,284,173,205,74,17,6,12,11,9,10,57,1291,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,9,0,0,5,0,0,0,33
10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,9,4,0,0,0,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,3,5,10,4,4,0,0,0,39,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,12,19,39,27,42,11,0,6,0,0,0,4,11,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,0,0,0,0,27
10502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,10,3,4,0,0,0,0,0,0,0,3,0,0,0,22,0,0,10,13,21,9,11,11,0,5,0,0,5,0,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
10503,3,0,5,6,0,0,9,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,6,4,6,6,7,17,0,0,0,3,0,0,4,62,0,21,11,0,3,0,0,4,0,0,0,5,0,0,4,51,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,5,13,9,3,7,0,0,0,4,9,50,0,5,8,9,4,5,0,4,5,0,0,0,0,0,6,44,0,0,3,3,7,0,5,3,5,9,4,6,0,0,6,58,0,0,0,0,0,3,132,194,116,146,84,32,3,0,10,729,12,54,10,7,6,3,3,4,0,0,0,0,0,0,3,110,4,13,48,78,113,57,77,45,5,0,7,0,0,3,44,495,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,25,66,21,21,9,17,10,0,5,175
10601,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,11,20,16,3,21,25,0,0,0,0,0,0,6,114,0,22,18,15,6,0,3,0,0,0,0,0,0,0,7,64,5,0,5,0,3,0,5,0,0,0,0,0,0,0,0,21,0,0,0,0,3,8,10,11,0,0,0,0,0,0,8,38,0,0,4,8,0,0,3,0,0,0,0,0,0,0,16,37,0,0,10,12,10,3,12,3,0,0,0,0,0,6,7,82,0,0,0,0,0,0,13,6,8,10,8,8,0,0,0,48,10,89,14,6,13,9,16,0,4,0,0,0,0,0,0,158,8,15,63,205,240,179,215,73,0,8,24,13,6,11,65,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,9,0,6,5,3,0,0,0,7,0,3,31
10602,0,0,0,0,6,0,0,33,0,0,0,0,0,10,4,0,0,0,4,0,0,0,0,21,0,8,14,15,12,7,19,33,0,3,0,0,0,0,0,104,3,26,14,9,0,0,5,4,0,3,3,0,0,0,4,77,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,28,0,0,0,0,12,15,34,28,4,0,8,0,0,0,3,100,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,19,0,0,11,27,12,6,19,9,0,5,6,11,0,0,3,114,0,0,0,0,0,0,15,13,21,9,22,6,0,0,0,85,8,49,19,7,8,0,3,11,0,0,0,0,0,0,5,111,6,14,54,128,186,140,175,104,22,11,13,26,4,0,22,905,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,3,8,6,9,21,50,6,7,9,3,4,0,0,119
10603,0,0,0,0,0,0,0,10,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,11,0,10,25,19,27,14,26,11,0,6,0,0,0,0,0,135,7,54,50,13,7,5,0,4,0,0,0,0,0,0,9,153,0,0,0,0,9,10,8,4,0,0,0,4,0,0,0,33,0,0,0,4,3,0,6,3,0,4,0,0,0,0,4,25,0,3,3,8,4,3,0,0,0,0,0,0,0,0,0,22,0,8,31,46,27,6,8,8,3,9,17,16,3,0,5,182,0,0,0,0,0,0,11,10,9,27,32,20,5,0,6,119,16,123,27,20,10,10,18,0,0,0,0,0,0,0,3,229,12,14,114,218,249,130,134,51,19,7,9,10,5,0,53,1025,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,7,9,7,0,0,4,0,0,0,39
10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,5,16,11,11,28,23,7,7,7,8,7,0,0,125,0,7,6,3,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,4,0,3,3,3,4,0,6,3,0,3,34,0,0,0,0,0,0,9,6,6,9,0,4,0,0,0,31,0,24,5,0,3,3,5,0,0,0,0,0,3,0,4,57,0,3,18,65,83,70,90,57,4,6,3,15,0,6,22,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,18
10701,8,3,0,5,5,0,0,53,0,0,0,0,0,9,20,40,13,0,4,3,0,0,0,104,0,9,27,21,14,10,24,36,0,0,0,0,0,0,3,144,17,338,386,62,26,12,14,10,4,0,0,4,0,0,73,938,0,4,0,4,3,7,4,3,0,0,0,0,0,0,0,22,0,0,0,0,17,16,30,12,0,5,0,3,0,0,3,86,0,3,37,90,82,55,73,31,0,0,4,0,0,0,12,394,0,0,8,0,16,6,23,6,0,6,5,3,0,0,4,78,0,0,0,0,0,0,12,10,3,5,8,0,0,0,0,40,16,130,20,11,4,3,5,0,0,0,0,0,0,0,9,208,9,3,50,130,127,162,177,73,16,12,6,20,5,7,31,812,0,32,620,729,197,107,91,18,4,8,4,4,0,0,61,1877,0,0,0,0,8,4,15,24,3,9,0,5,3,0,0,74
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,3,0,0,0,0,0,55,0,0,0,4,0,6,16,10,5,0,3,0,0,0,0,35,0,12,42,40,35,24,26,36,0,0,0,0,0,0,10,231,12,164,163,58,21,7,9,12,0,0,0,0,0,0,17,464,0,0,0,0,4,9,13,7,0,0,0,0,0,5,0,40,0,0,0,0,9,14,19,8,3,0,0,0,0,0,0,55,0,10,12,17,11,6,0,0,0,0,0,0,0,0,5,64,0,0,13,9,11,16,15,7,0,0,0,3,0,0,3,91,0,0,0,0,0,3,9,11,3,13,7,0,0,0,0,49,13,181,28,11,16,7,13,0,0,0,0,0,5,0,16,302,3,13,80,157,189,193,198,103,14,16,11,11,5,4,37,1025,0,13,345,350,90,38,33,15,0,0,0,4,0,0,19,900,0,0,0,7,3,9,20,26,0,0,3,4,0,0,0,79
