SA3_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
12503,324,4578,489,5391,368,5453,723,6547,778,11312,1642,13729,727,9640,1347,11716,650,7905,919,9473,493,7117,643,8252,425,5113,481,6025,187,2699,327,3217,26,891,206,1122,3985,54704,6776,65469,426,4126,442,4995,546,4691,493,5728,883,10560,1254,12703,909,9179,1046,11124,732,8005,717,9457,578,7277,600,8457,494,5205,426,6116,195,2904,367,3460,33,1307,396,1734,4787,53241,5739,63769,754,8705,932,10387,912,10147,1221,12272,1657,21877,2899,26432,1637,18819,2393,22842,1385,15904,1636,18924,1065,14395,1246,16710,917,10318,905,12144,378,5600,695,6672,59,2193,598,2852,8775,107953,12520,129241
12504,387,2746,171,3306,474,4347,436,5261,1131,13225,1332,15688,1312,13174,1005,15494,896,6730,481,8107,666,5256,367,6296,521,3778,230,4533,274,2235,157,2662,44,798,120,958,5726,52292,4300,62314,459,2463,159,3083,652,3669,336,4660,1310,12842,1098,15251,1506,11073,843,13423,1006,6464,413,7877,767,5533,335,6639,613,4344,266,5218,300,2717,247,3268,63,1229,199,1489,6670,50344,3904,60914,845,5209,339,6392,1126,8019,770,9918,2439,26072,2424,30934,2818,24248,1850,28922,1903,13194,892,15987,1436,10796,702,12934,1136,8123,496,9750,583,4947,408,5936,102,2025,323,2452,12391,102633,8203,123226
12601,269,1280,40,1587,274,1359,54,1685,372,2765,150,3288,552,3295,141,3990,707,2710,85,3505,612,2393,100,3103,513,1834,62,2406,241,927,63,1236,49,403,40,498,3591,16958,740,21287,386,1226,31,1639,398,1196,58,1646,420,2982,154,3555,801,3455,143,4403,844,2787,81,3706,662,2622,68,3357,513,2007,65,2588,299,1134,62,1494,52,591,71,714,4374,17999,734,23104,652,2507,67,3227,667,2551,112,3328,793,5743,303,6842,1356,6746,288,8397,1549,5489,164,7206,1274,5017,166,6460,1025,3840,129,4994,539,2064,125,2728,103,990,116,1209,7970,34956,1476,44393
12602,627,2993,112,3735,647,4068,221,4941,1044,10738,690,12475,1281,9816,542,11637,1324,6843,361,8523,1123,6285,320,7725,847,4738,227,5814,427,2509,220,3157,78,1157,224,1465,7400,49152,2928,59476,627,2627,107,3367,781,3682,215,4680,1263,11136,637,13036,1709,9750,492,11950,1724,7156,305,9190,1273,6959,313,8547,1012,5353,277,6632,463,3113,306,3885,116,1844,498,2461,8964,51626,3151,63745,1253,5626,221,7101,1428,7751,440,9618,2307,21876,1327,25511,2991,19567,1038,23590,3047,13995,667,17711,2392,13251,633,16274,1860,10087,503,12449,890,5622,524,7042,193,3004,724,3920,16365,100775,6081,123220
12701,303,4443,304,5052,286,4263,258,4815,545,9291,574,10411,681,9427,592,10702,521,7415,410,8345,386,6242,409,7036,279,3778,240,4301,98,1649,174,1919,7,401,130,535,3105,46910,3097,53112,375,4163,260,4796,432,3996,289,4720,730,10451,644,11831,890,9504,604,11000,592,7570,418,8584,468,6363,340,7171,316,3995,273,4580,95,1731,164,1990,12,560,71,643,3911,48325,3067,55312,677,8604,565,9851,718,8266,548,9538,1280,19745,1221,22244,1575,18933,1196,21702,1113,14985,826,16927,852,12601,751,14207,596,7774,512,8881,190,3382,341,3908,24,955,200,1179,7021,95242,6165,108424
12702,382,6136,485,7003,410,6201,445,7058,610,11238,880,12733,517,9600,819,10930,549,10892,804,12240,579,11677,800,13057,477,8161,543,9178,173,3943,388,4511,17,1314,268,1603,3712,69171,5430,78318,487,5645,398,6536,641,5682,355,6677,673,10880,837,12388,756,10811,794,12358,799,11838,741,13375,777,11909,732,13419,558,8912,540,10009,201,4387,488,5081,23,1954,471,2452,4921,72008,5353,82287,870,11789,878,13538,1054,11880,799,13743,1278,22121,1720,25122,1273,20407,1609,23288,1348,22724,1540,25610,1356,23588,1536,26474,1038,17070,1081,19190,381,8331,876,9592,43,3264,737,4051,8638,141177,10787,160601
12703,319,3885,325,4527,344,4109,379,4837,612,8575,839,10026,747,8608,795,10148,724,7128,525,8375,499,6140,415,7057,289,3849,295,4433,136,1899,275,2307,25,557,151,730,3707,44736,4004,52446,405,3533,272,4211,463,3801,306,4578,792,8979,852,10616,935,8673,716,10323,733,7384,482,8602,478,6113,398,6983,357,4084,301,4750,138,2240,295,2678,11,903,317,1228,4311,45714,3940,53965,725,7418,590,8735,810,7912,688,9410,1403,17549,1696,20641,1685,17275,1515,20472,1456,14513,1006,16980,976,12251,815,14042,651,7940,601,9182,276,4132,568,4980,34,1459,471,1966,8016,90449,7946,106411
12801,464,2917,132,3513,326,2866,113,3303,547,6019,367,6935,862,6147,340,7351,1193,6360,323,7878,971,6031,235,7240,867,4572,212,5644,491,2757,183,3432,104,1236,133,1478,5827,38914,2033,46768,529,2673,106,3301,438,2716,114,3266,644,6281,323,7256,1145,6402,312,7852,1368,6667,267,8296,1047,6321,209,7573,924,5121,217,6255,540,3416,260,4223,131,1958,322,2413,6767,41545,2139,50448,991,5587,238,6813,763,5580,227,6573,1198,12307,691,14190,2008,12545,647,15203,2555,13029,588,16171,2019,12355,439,14811,1786,9684,426,11899,1032,6172,449,7656,241,3198,458,3890,12594,80459,4164,97216
12802,417,3219,85,3721,368,2853,103,3322,586,5186,180,5950,1014,6060,216,7289,1244,6093,195,7535,942,5473,179,6594,841,4316,140,5290,406,2311,174,2886,55,747,171,972,5867,36256,1433,43558,599,2792,77,3469,463,2493,59,3020,645,5378,184,6205,1383,6414,207,8002,1439,6483,185,8102,1005,5909,143,7061,903,4618,171,5690,418,2651,227,3298,74,1055,442,1575,6937,37798,1694,46424,1015,6009,163,7186,833,5353,156,6343,1229,10565,360,12152,2399,12468,425,15291,2681,12579,378,15642,1953,11384,322,13658,1742,8932,307,10979,820,4963,400,6182,128,1800,609,2542,12801,74052,3129,89982
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,18,141,95,253,32,243,138,411,70,676,417,1164,78,535,489,1108,62,504,440,1010,88,546,321,949,69,454,129,648,17,112,36,166,0,13,5,19,437,3215,2074,5734,27,168,87,279,44,240,132,418,101,590,336,1022,68,390,284,749,77,383,209,666,101,454,149,698,54,287,59,404,10,77,17,104,0,19,12,32,474,2614,1295,4381,45,304,181,532,74,483,276,829,175,1262,753,2187,148,929,779,1859,141,886,650,1678,187,1000,468,1648,120,739,194,1055,25,193,59,277,0,29,17,49,915,5827,3372,10112
20101,483,2960,192,3631,361,3046,227,3635,744,6604,444,7793,951,5506,337,6797,1143,5299,340,6780,989,5134,297,6424,1138,4155,287,5589,558,2266,236,3054,80,802,148,1030,6446,35778,2509,44734,617,2692,217,3528,546,2945,219,3707,903,6620,434,7954,1272,5985,341,7597,1297,5853,314,7465,1160,5766,293,7227,1325,4894,296,6517,627,2794,298,3719,94,1468,283,1851,7849,39022,2697,49562,1103,5654,409,7163,902,5995,451,7344,1648,13221,871,15741,2225,11493,674,14392,2441,11150,648,14251,2157,10901,595,13656,2468,9056,585,12107,1179,5059,531,6773,175,2270,435,2878,14299,74803,5205,94299
20102,102,674,71,852,52,466,48,567,157,1007,101,1264,331,1286,133,1751,463,1637,178,2271,499,1853,174,2526,553,1608,163,2324,208,752,100,1065,41,180,54,274,2410,9470,1013,12896,131,547,61,742,75,381,29,481,193,1037,114,1346,415,1287,132,1831,566,1606,157,2335,573,1884,166,2620,590,1490,173,2252,213,683,116,1010,31,300,76,414,2785,9223,1018,13035,237,1227,132,1596,124,851,79,1048,351,2041,210,2608,741,2577,265,3585,1026,3242,333,4600,1066,3738,340,5145,1151,3098,335,4575,420,1443,217,2079,73,481,134,689,5195,18699,2041,25926
20103,83,533,106,720,69,465,59,592,131,899,142,1170,180,894,178,1259,294,1323,240,1859,354,1534,200,2085,453,1594,215,2257,204,883,138,1225,29,245,46,322,1804,8366,1318,11485,119,445,86,651,75,393,43,514,152,950,81,1182,292,877,108,1275,354,1281,160,1795,414,1516,130,2059,507,1445,148,2093,204,810,115,1131,24,357,52,433,2141,8077,921,11142,203,980,193,1373,142,859,100,1107,288,1843,222,2355,472,1767,289,2534,649,2607,397,3654,765,3056,333,4154,959,3031,358,4352,408,1693,255,2361,52,602,98,750,3937,16447,2247,22630
20201,337,2473,167,2984,345,2671,183,3196,650,5659,414,6723,816,4836,327,5982,941,4492,337,5766,838,4493,316,5649,1088,3855,271,5212,525,2186,201,2909,100,815,164,1081,5635,31480,2380,39492,453,2367,176,2996,454,2686,152,3295,816,6040,403,7259,1112,5145,345,6600,1103,4951,313,6367,990,5265,312,6563,1231,4371,282,5887,528,2634,287,3449,87,1340,302,1728,6770,34807,2579,44151,790,4840,350,5980,798,5359,332,6489,1464,11700,818,13979,1923,9982,672,12582,2046,9443,650,12136,1825,9751,634,12212,2318,8225,555,11096,1046,4822,489,6354,188,2155,465,2812,12410,66280,4955,83646
20202,192,1098,137,1428,146,767,101,1016,244,1658,360,2267,518,2092,334,2945,789,2608,326,3724,851,2799,300,3953,993,2525,279,3800,453,1321,182,1960,59,388,100,547,4253,15263,2124,21639,188,1042,106,1344,116,645,62,823,349,1689,158,2198,769,2181,204,3154,1000,2649,241,3884,987,2946,241,4173,1133,2453,246,3827,442,1304,211,1960,50,533,202,792,5046,15440,1676,22157,380,2139,251,2774,262,1418,162,1842,595,3347,522,4463,1290,4272,539,6101,1790,5254,561,7608,1836,5745,543,8128,2123,4974,529,7624,903,2632,393,3923,117,925,301,1340,9295,30699,3796,43799
20203,56,225,37,318,40,167,24,233,67,380,40,480,122,410,69,603,176,535,105,814,255,732,114,1102,241,679,98,1011,116,285,70,468,16,101,30,145,1082,3500,601,5186,79,201,34,317,42,158,27,229,98,395,49,548,172,369,70,619,228,468,88,783,264,686,104,1057,252,536,91,874,117,246,69,436,16,146,55,216,1271,3211,593,5074,136,428,72,635,81,325,50,457,163,771,91,1027,295,778,140,1215,408,1000,193,1603,522,1421,221,2160,493,1211,183,1887,230,531,143,899,34,250,87,371,2353,6713,1191,10254
20301,94,622,53,770,64,429,23,522,103,1029,63,1193,237,1144,88,1470,286,1210,90,1587,283,1087,75,1446,280,851,75,1203,94,353,45,498,10,82,21,112,1443,6811,530,8790,118,561,56,742,63,354,27,444,143,986,62,1190,350,1214,95,1667,325,1159,77,1567,279,1087,83,1445,248,787,49,1089,103,295,48,449,11,143,41,195,1649,6594,541,8785,214,1179,114,1509,131,787,51,967,247,2010,125,2385,584,2362,180,3131,616,2372,169,3152,555,2184,153,2896,529,1639,127,2289,203,653,95,943,25,226,62,307,3091,13409,1076,17578
20302,756,5119,335,6205,822,6099,571,7493,1437,13552,1372,16361,1592,10720,983,13299,1800,9941,776,12521,1500,9375,606,11478,1617,7503,481,9596,896,4205,373,5472,136,1657,217,2013,10555,68170,5718,84444,912,4761,296,5971,1107,5720,398,7224,1728,13436,810,15974,2191,11123,673,13990,2068,10693,570,13336,1681,10497,464,12636,1879,8683,579,11138,929,5393,527,6849,145,2787,399,3327,12643,73096,4709,90450,1670,9881,625,12177,1928,11821,966,14716,3170,26992,2179,32338,3785,21842,1659,27287,3870,20638,1349,25859,3183,19876,1066,24118,3490,16181,1061,20738,1825,9597,900,12319,283,4437,618,5340,23206,141264,10424,174895
20303,336,1952,144,2433,231,1661,97,1989,452,3678,191,4318,856,4489,253,5597,1057,4222,290,5565,1098,4337,294,5733,1579,4620,398,6596,762,2185,259,3198,97,688,135,922,6470,27828,2065,36359,368,1748,136,2251,309,1472,89,1869,543,3937,206,4691,1229,4751,273,6257,1327,4566,256,6149,1433,5100,306,6836,1773,4844,367,6978,781,2381,283,3454,118,1016,244,1380,7886,29813,2161,39860,704,3703,282,4687,538,3137,185,3855,994,7613,400,9005,2086,9238,531,11854,2380,8789,541,11717,2534,9435,599,12569,3356,9456,765,13583,1544,4563,544,6650,220,1700,380,2302,14356,57637,4221,76217
20401,201,1351,165,1708,138,1285,144,1570,308,2443,242,2996,481,2346,284,3103,660,2742,307,3713,862,3312,389,4565,1080,3069,349,4499,492,1623,208,2321,73,504,61,638,4293,18672,2140,25103,223,1174,179,1572,131,1008,116,1253,361,2441,249,3043,684,2328,268,3283,817,2807,307,3928,986,3371,354,4712,1156,2797,323,4263,537,1520,189,2246,87,773,123,980,4971,18198,2108,25285,421,2518,340,3284,265,2291,263,2819,669,4882,491,6040,1164,4668,552,6382,1480,5548,615,7638,1843,6678,750,9277,2238,5865,667,8764,1023,3145,397,4568,158,1280,182,1622,9262,36874,4254,50389
20402,170,1104,114,1388,103,855,72,1029,264,1922,172,2360,437,1817,168,2424,548,2156,178,2886,698,2484,212,3397,816,2329,250,3388,424,1375,148,1948,52,501,85,636,3504,14543,1404,19449,199,1023,126,1348,117,837,75,1028,326,1974,167,2469,601,1882,177,2661,631,2413,196,3241,786,2718,218,3720,898,2369,183,3452,466,1440,234,2142,94,764,140,992,4115,15427,1517,21055,370,2125,237,2734,214,1695,151,2059,592,3902,339,4828,1033,3698,345,5081,1180,4573,378,6129,1480,5204,431,7116,1713,4694,433,6839,889,2818,381,4093,143,1263,223,1632,7616,29970,2917,40503
20403,329,1896,199,2417,205,1635,155,1995,491,3526,334,4348,760,3246,317,4328,1013,3371,296,4675,1158,3631,318,5109,1205,3151,299,4658,498,1614,171,2289,77,526,72,673,5730,22600,2163,30494,333,1640,164,2129,227,1462,146,1831,507,3595,276,4375,1022,3499,262,4782,1126,3633,272,5022,1180,3978,254,5412,1264,3177,263,4702,507,1842,225,2574,84,844,147,1077,6236,23656,1999,31891,654,3526,361,4546,426,3098,302,3828,990,7119,609,8716,1779,6747,585,9113,2139,6999,566,9705,2338,7612,571,10517,2473,6331,562,9363,1003,3457,399,4856,161,1369,215,1745,11967,46254,4163,62386
20501,162,1322,112,1600,138,1236,91,1464,333,2870,188,3391,507,2466,226,3196,579,2523,210,3310,581,2804,206,3596,727,2539,190,3454,392,1398,149,1944,69,409,61,537,3490,17568,1430,22491,220,1291,116,1620,187,1182,69,1441,455,3076,236,3768,667,2522,204,3395,656,2780,184,3623,754,3044,202,4005,854,2570,200,3622,390,1455,167,2007,59,664,96,817,4238,18589,1474,24301,381,2614,224,3217,327,2426,158,2901,792,5943,422,7161,1175,4987,431,6589,1233,5303,405,6936,1338,5857,413,7599,1582,5106,387,7080,782,2851,312,3953,125,1074,157,1359,7724,36158,2907,46790
20502,162,919,134,1213,95,764,89,942,239,1672,189,2104,339,1588,205,2126,492,1909,225,2625,696,2753,290,3733,1031,3067,324,4427,500,1737,235,2470,67,478,102,644,3614,14888,1790,20296,153,822,125,1095,102,697,75,874,323,1778,184,2286,479,1705,194,2380,630,2142,232,3001,845,2909,280,4033,1198,2767,307,4273,553,1627,231,2406,96,613,164,875,4381,15057,1793,21233,312,1739,264,2315,192,1461,166,1819,559,3450,371,4389,817,3290,396,4510,1125,4049,455,5626,1540,5665,566,7770,2233,5834,632,8702,1058,3362,459,4878,161,1090,271,1518,7992,29944,3584,41521
20503,227,1391,163,1786,138,1134,89,1357,308,2436,203,2950,584,2702,262,3548,825,3116,294,4237,996,4117,349,5468,1505,4026,407,5941,643,2082,290,3020,101,607,145,858,5324,21622,2223,29166,258,1321,167,1747,157,954,79,1197,415,2622,230,3270,849,2696,304,3846,1054,3185,273,4517,1291,4413,372,6076,1620,4045,428,6092,741,2034,310,3091,117,923,168,1215,6512,22195,2337,31044,485,2711,332,3536,295,2094,169,2557,728,5062,436,6226,1432,5395,568,7392,1880,6301,573,8750,2292,8531,725,11542,3126,8065,842,12038,1384,4119,605,6106,216,1533,323,2074,11832,43816,4565,60212
20504,165,1851,217,2235,192,1773,170,2133,433,3920,391,4751,550,3362,355,4267,606,3525,363,4496,707,4036,350,5094,779,3474,317,4573,411,1757,215,2383,57,585,114,754,3911,24279,2495,30688,198,1724,183,2107,209,1756,195,2147,511,4135,390,5038,722,3481,369,4574,658,3832,316,4808,871,4305,355,5531,910,3519,317,4744,433,1972,262,2674,65,949,178,1192,4579,25668,2573,32821,363,3578,399,4342,397,3530,365,4286,948,8055,784,9789,1276,6841,729,8845,1271,7355,679,9304,1581,8341,708,10630,1692,6991,633,9318,846,3732,483,5057,122,1528,296,1948,8493,49948,5067,63505
20505,148,1029,119,1291,118,905,147,1172,274,1924,541,2736,420,1739,483,2641,440,1910,307,2654,593,2433,253,3279,716,2302,259,3268,315,1047,118,1486,38,328,52,417,3055,13608,2277,18941,159,948,119,1219,122,804,73,1006,283,1942,201,2425,578,1767,215,2557,536,2152,209,2901,718,2465,183,3372,740,2164,234,3127,339,1133,139,1616,54,482,82,620,3531,13861,1453,18850,302,1979,236,2515,245,1711,218,2175,554,3869,740,5161,994,3505,696,5195,975,4061,520,5555,1316,4898,435,6652,1453,4457,493,6397,657,2184,262,3101,94,805,135,1036,6589,27469,3730,37785
20601,156,1460,53,1672,456,2704,124,3288,1314,8657,461,10427,1048,6286,291,7632,924,4355,197,5474,541,3268,146,3953,357,2065,124,2547,117,1328,100,1542,21,647,52,726,4944,30767,1553,37258,250,1385,58,1689,840,2782,149,3770,1950,9012,450,11419,1464,6211,253,7930,1068,4453,169,5689,686,3484,140,4316,484,2449,112,3043,133,1762,113,2011,26,1027,73,1130,6904,32573,1523,40992,405,2840,110,3362,1297,5491,276,7059,3267,17665,916,21846,2516,12502,549,15561,1990,8805,360,11163,1229,6752,285,8269,843,4513,238,5590,251,3089,211,3551,52,1673,131,1854,11847,63338,3073,78253
20602,147,1059,22,1227,209,1120,77,1409,629,4026,189,4848,586,3459,161,4206,732,2886,124,3743,478,2079,98,2663,302,1281,75,1658,85,860,69,1009,22,391,59,470,3192,17154,876,21222,223,986,45,1248,307,1156,49,1506,977,4545,196,5722,885,3529,158,4571,963,3000,109,4069,604,2225,103,2936,394,1481,89,1965,117,1076,104,1293,26,577,113,720,4486,18577,958,24027,368,2041,62,2467,508,2281,126,2918,1610,8571,381,10564,1475,6984,312,8777,1697,5879,240,7816,1087,4310,198,5591,694,2763,162,3623,197,1932,174,2306,46,969,171,1182,7687,35728,1833,45248
20603,157,1498,76,1730,292,1977,124,2397,659,4980,315,5958,592,4154,242,4988,704,3619,218,4543,518,3155,181,3862,446,2139,113,2699,161,1015,71,1248,29,432,50,512,3564,22970,1397,27931,215,1396,71,1683,396,2004,116,2509,809,5259,372,6439,833,4240,244,5323,813,3892,194,4889,591,3383,160,4134,515,2277,119,2909,161,1308,101,1573,33,846,82,949,4362,24599,1451,30411,372,2892,145,3410,689,3981,242,4910,1465,10235,686,12396,1425,8400,485,10311,1517,7509,411,9435,1108,6540,347,7991,959,4417,226,5602,323,2323,171,2820,57,1277,124,1461,7926,47570,2841,58337
20604,415,2175,222,2815,1784,9099,909,11789,2780,21595,2194,26569,1225,10023,1101,12347,799,4602,546,5949,726,3440,391,4558,637,2310,257,3203,298,1097,158,1553,39,359,66,464,8700,54704,5844,69249,717,2519,256,3493,2684,9711,994,13392,3290,21063,2036,26392,1442,8539,834,10819,916,4420,454,5794,799,3539,346,4679,690,2429,268,3384,289,1162,138,1590,38,588,96,726,10859,53972,5423,70258,1134,4692,480,6311,4472,18810,1898,25180,6072,42659,4230,52964,2667,18563,1936,23165,1714,9024,999,11739,1517,6980,737,9233,1327,4741,517,6588,587,2258,296,3141,79,943,163,1188,19565,108680,11262,139506
20605,190,1382,85,1659,320,2139,199,2654,1084,9047,867,10994,1083,7240,621,8947,1141,5489,555,7185,1039,4338,425,5799,779,2857,302,3932,349,1503,207,2052,45,445,102,597,6016,34441,3359,43821,249,1295,79,1631,506,2182,209,2898,1438,9848,840,12126,1554,7159,631,9343,1539,5539,421,7501,1181,4283,339,5808,925,2968,222,4123,335,1661,214,2212,39,638,191,876,7769,35578,3157,46509,441,2679,166,3288,828,4319,404,5551,2519,18897,1709,23122,2633,14398,1249,18287,2675,11029,976,14680,2217,8621,765,11602,1704,5827,523,8052,689,3159,425,4268,81,1087,296,1468,13789,70020,6523,90328
20606,153,683,72,915,329,1683,119,2128,863,7070,473,8402,556,4043,306,4902,532,2553,209,3294,510,2171,175,2854,471,1687,140,2292,271,1170,129,1565,60,427,77,562,3734,21478,1694,26907,177,808,80,1071,532,2190,194,2914,1153,7459,517,9135,668,3818,276,4766,708,2575,227,3513,572,2294,178,3036,564,2120,154,2840,283,1523,136,1952,57,678,142,875,4721,23462,1911,30098,332,1496,157,1982,858,3869,315,5044,2015,14534,988,17543,1226,7855,586,9668,1239,5125,437,6802,1076,4462,349,5886,1035,3804,292,5128,552,2693,263,3515,116,1104,214,1438,8458,44941,3602,57008
20607,137,982,77,1190,458,2303,206,2966,1610,10771,736,13122,1082,6414,456,7952,927,3948,326,5200,783,3243,297,4323,622,2120,184,2925,240,1111,86,1441,28,406,48,487,5889,31306,2424,39611,221,1119,80,1417,799,2688,196,3685,2134,11147,687,13972,1257,5725,386,7372,1066,3842,259,5173,873,3099,230,4195,802,2362,179,3341,317,1379,110,1805,39,702,54,801,7514,32061,2183,41763,351,2096,157,2608,1255,4997,404,6654,3747,21919,1422,27093,2340,12138,843,15326,1994,7789,586,10373,1655,6344,524,8523,1423,4478,362,6265,559,2491,199,3247,73,1105,105,1288,13401,63369,4606,81376
20701,1017,4921,161,6100,1006,5020,204,6229,1182,8796,441,10424,1339,7795,333,9469,2393,8247,369,11016,2034,7587,295,9915,1698,5478,239,7420,959,3199,189,4347,176,1517,128,1820,11800,52560,2370,66732,1195,4486,169,5853,1288,4579,214,6075,1437,8778,399,10620,2013,8584,337,10937,3170,9263,370,12800,2230,8315,289,10831,1913,6294,292,8499,1037,4160,283,5479,191,2646,310,3143,14474,57108,2655,74237,2216,9402,334,11950,2296,9596,417,12306,2621,17576,843,21044,3349,16384,670,20408,5561,17509,739,23812,4260,15898,588,20747,3605,11778,531,15917,1987,7362,473,9829,368,4163,432,4961,26268,109670,5026,140967
20702,284,2426,89,2794,377,2523,98,3000,447,5003,241,5686,689,5370,230,6292,751,5008,201,5953,629,4857,153,5640,615,3804,137,4552,559,3090,167,3815,104,1411,109,1615,4456,33479,1420,39357,341,2118,66,2520,468,2063,79,2616,592,4947,219,5758,984,5725,239,6953,953,5394,211,6555,799,5493,193,6478,786,4679,177,5647,618,3777,203,4606,97,1913,176,2192,5644,36104,1565,43313,625,4541,156,5320,851,4590,175,5613,1043,9950,462,11449,1679,11098,474,13247,1700,10404,412,12510,1428,10344,343,12114,1402,8487,312,10197,1180,6866,374,8421,204,3322,286,3807,10102,69584,2989,82669
20703,433,2674,107,3217,651,3845,294,4782,735,6952,581,8267,863,5766,284,6903,1217,5206,242,6661,901,4567,176,5637,752,3219,165,4138,498,2058,133,2690,123,1079,117,1325,6172,35367,2093,43629,587,2539,102,3230,796,3290,277,4362,940,6613,462,8014,1209,5855,249,7312,1499,5783,214,7502,976,5020,196,6192,973,3824,198,4994,607,2828,167,3604,164,1790,227,2181,7751,37541,2094,47385,1018,5215,211,6446,1445,7133,572,9154,1671,13568,1045,16286,2067,11614,531,14215,2714,10991,459,14161,1875,9582,368,11831,1730,7044,356,9132,1103,4890,296,6292,288,2869,343,3502,13922,72902,4190,91012
20801,466,3017,106,3596,383,2311,74,2766,352,3283,167,3806,721,4495,223,5443,1504,5846,289,7639,1266,5263,174,6700,1087,3872,171,5125,628,2298,174,3097,112,980,131,1225,6519,31368,1512,39406,552,2712,109,3369,436,1952,56,2442,455,3483,166,4101,1171,4970,229,6372,1925,6411,281,8621,1421,5710,203,7337,1261,4439,246,5952,649,2933,254,3838,171,1755,275,2201,8049,34364,1822,44233,1018,5738,213,6965,817,4266,131,5212,810,6764,331,7912,1895,9464,458,11814,3433,12257,568,16260,2688,10974,378,14041,2348,8314,424,11081,1282,5226,423,6937,283,2735,403,3422,14563,65736,3335,83632
