SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
30305,4192,8490,2135,186,15006,2239,518,17758,102,77,60,6,235,157,10,403,728,998,565,80,2363,703,183,3247,824,1074,625,80,2602,854,196,3651,33,17,23,7,71,99,4,175,7,0,0,0,10,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,14,45,19,20,4,87,114,7,216,3,0,0,0,3,24,0,23,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14,0,3,0,0,5,31,0,42,6,9,4,0,23,18,0,42,5071,9603,2784,271,17729,3266,719,21711
30306,3297,5268,1540,216,10322,1889,678,12884,79,87,25,0,196,188,15,403,543,896,352,62,1850,498,237,2582,619,990,379,60,2046,683,252,2981,12,0,4,0,19,35,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,15,3,33,16,6,6,0,31,52,6,87,0,0,0,0,4,19,3,26,0,3,0,0,3,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,71,7,82,0,3,0,0,3,7,0,11,3935,6265,1926,278,12408,2700,942,16042
30401,3091,4601,1038,88,8815,1435,206,10464,32,13,21,0,66,62,4,127,194,142,120,3,452,216,16,691,221,156,135,8,517,278,25,819,3,0,0,0,6,42,0,52,17,0,0,0,17,38,0,56,32,0,0,0,32,21,0,51,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,49,3,4,0,54,104,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3360,4757,1176,97,9392,1820,233,11444
30402,4110,7336,1339,110,12899,1780,269,14949,78,16,14,0,109,167,3,277,86,66,52,6,210,96,4,312,165,81,68,7,318,266,7,595,20,21,8,0,46,48,4,98,6,0,0,0,17,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,21,14,0,36,40,30,10,0,80,68,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,3,0,8,4325,7449,1419,112,13304,2117,283,15706
30403,2497,4381,771,115,7766,1442,615,9813,21,21,12,3,61,86,7,155,343,346,188,40,917,469,163,1552,368,366,202,43,979,560,168,1709,370,275,169,56,864,803,262,1930,822,447,267,102,1643,1260,548,3455,618,391,197,76,1281,744,343,2373,239,119,57,18,445,257,63,766,0,0,0,0,4,9,0,8,2055,1241,696,251,4236,3068,1224,8526,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,10,0,4,0,0,4,5,3,13,9,11,4,0,21,29,3,58,4929,6002,1671,409,13010,5098,2008,20114
30404,4207,6890,1774,140,13012,2396,379,15784,71,10,20,3,104,249,4,360,254,218,159,20,641,297,49,990,328,224,181,15,752,536,57,1345,208,111,171,20,509,651,57,1223,154,27,54,12,248,359,49,659,111,18,33,5,173,122,20,318,0,0,0,0,0,0,0,0,6,3,0,0,7,4,0,14,481,162,257,43,944,1137,130,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,11,4,3,24,5019,7281,2217,196,14717,4077,568,19370
30501,1187,1636,469,93,3382,884,736,5008,17,11,4,0,36,37,10,92,270,241,88,19,618,290,167,1081,287,253,98,20,660,333,178,1172,519,144,120,48,835,1599,306,2735,1271,444,257,63,2031,2156,481,4662,2606,973,392,130,4100,3363,946,8417,5069,1478,776,246,7560,7001,1871,16431,127,26,19,8,182,210,85,487,9595,3057,1562,493,14704,14327,3688,32726,0,0,0,0,0,0,0,0,10,3,0,0,18,14,0,30,0,0,0,0,3,0,0,0,3,6,0,0,12,17,8,35,20,11,3,4,25,29,8,63,43,13,5,0,62,122,24,210,11130,4967,2136,607,18839,15707,4638,39182
30502,2221,4203,795,111,7336,1252,493,9074,34,29,23,0,86,85,3,177,827,507,364,60,1757,730,293,2780,863,534,388,60,1846,818,298,2956,437,148,163,24,767,1030,166,1973,717,186,179,42,1128,986,218,2335,191,65,36,13,310,228,61,600,105,13,5,6,131,113,31,277,4,0,4,0,9,9,0,15,1459,422,386,80,2346,2363,485,5192,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,12,3,0,0,17,16,7,40,4558,5161,1578,247,11540,4447,1280,17266
30503,3907,6824,1312,213,12252,2442,870,15567,43,23,13,8,81,94,16,193,776,477,298,63,1618,924,325,2871,814,504,314,70,1699,1018,341,3059,866,345,259,74,1542,2124,390,4055,1650,518,402,145,2708,3153,618,6477,2351,583,377,124,3429,3069,958,7460,1906,391,232,89,2617,2794,578,5989,10,4,7,0,16,12,5,30,6771,1840,1268,430,10312,11150,2544,24007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,13,4,3,21,4,6,0,0,13,5,3,24,22,13,4,3,48,90,12,149,11526,9184,2901,717,24322,14716,3775,42816
30504,3200,5913,1047,182,10348,1848,935,13132,4,0,9,3,12,35,5,47,315,193,98,13,621,397,120,1144,323,193,100,15,633,431,128,1189,397,164,109,36,694,1043,207,1953,787,250,192,77,1310,1297,444,3048,467,124,95,46,731,727,244,1708,664,168,104,51,984,867,281,2127,5,4,0,0,3,3,0,12,2312,706,495,209,3732,3940,1179,8846,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,11,7,30,5,3,0,5,11,17,7,32,11,4,7,0,28,46,13,83,5853,6826,1657,417,14753,6279,2251,23286
30601,5309,6170,1964,131,13580,2739,631,16950,164,86,137,5,388,427,59,867,224,58,129,9,424,458,42,916,382,145,264,16,812,886,95,1787,183,98,174,12,475,479,31,986,242,68,100,3,413,345,50,802,106,25,32,3,167,144,7,318,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,534,192,308,18,1058,967,92,2115,25,8,3,0,33,29,0,64,6,0,5,0,13,35,5,54,0,0,0,0,0,3,0,3,4,0,0,0,4,3,0,3,32,10,11,0,47,74,4,126,61,19,24,5,99,73,4,184,6323,6537,2563,175,15597,4743,820,21166
30602,7170,8284,3859,334,19648,4953,1115,25713,313,180,316,37,840,1268,80,2193,371,188,312,11,883,992,124,2000,681,372,628,49,1723,2261,205,4191,549,366,606,62,1580,2207,194,3980,565,266,229,34,1100,1116,201,2414,161,76,49,12,292,196,52,548,186,31,20,4,242,154,20,414,5,4,3,0,9,8,0,17,1460,745,901,116,3218,3684,467,7372,15,4,8,0,28,60,8,91,19,8,16,0,41,73,3,120,0,0,0,0,9,15,0,20,20,11,6,0,39,29,5,75,57,24,27,4,117,175,21,309,37,15,8,3,61,125,10,201,9406,9437,5430,507,24776,11197,1815,37788
30603,3715,2828,1301,136,7971,2776,355,11108,81,68,72,13,231,314,18,567,40,49,17,4,102,93,14,211,118,114,84,16,332,414,31,777,73,67,60,11,205,271,28,503,5,3,11,3,22,8,0,27,10,0,0,0,10,13,0,26,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,9,90,70,65,12,243,293,31,561,54,10,3,0,66,70,4,146,7,0,0,0,14,26,0,43,15,13,12,0,40,25,0,69,8,4,9,0,27,17,5,51,89,30,26,4,151,134,13,301,20,13,4,0,33,32,0,67,4033,3052,1482,164,8735,3640,438,12813
30604,1201,862,297,36,2401,786,128,3312,76,19,42,0,139,126,17,282,100,28,24,0,154,90,24,263,177,48,72,5,295,221,36,552,128,31,38,5,198,229,53,481,0,0,0,0,3,6,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,31,38,9,199,238,53,493,21,9,0,0,30,31,0,58,5,0,0,0,5,13,0,17,0,0,0,0,0,10,0,12,5,4,0,0,14,9,3,23,40,8,0,0,49,56,3,112,20,8,0,0,33,36,0,69,1564,955,404,46,2973,1332,227,4533
30605,4982,3544,1700,154,10378,3594,482,14452,58,21,38,4,120,225,13,359,9,3,4,0,20,37,0,52,68,29,42,3,141,258,13,414,103,29,82,11,229,406,28,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,32,82,11,228,406,28,656,52,3,4,0,67,117,16,208,13,0,0,0,19,35,0,60,4,0,3,0,10,21,5,34,18,15,0,0,38,22,0,66,99,21,13,0,131,205,25,362,35,22,7,0,60,53,3,119,5285,3641,1847,172,10944,4513,550,16007
30701,4201,4199,1456,152,10014,3692,426,14131,182,111,103,11,402,570,41,1014,25,17,4,0,48,45,17,113,208,128,107,11,452,618,53,1126,32,21,17,0,68,119,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,19,0,72,126,3,204,45,15,6,0,68,48,4,119,9,3,0,0,11,16,0,32,3,5,0,0,9,19,0,24,3,7,0,0,10,3,0,17,56,27,7,0,96,85,13,189,44,14,8,0,60,40,0,98,4540,4387,1598,167,10692,4560,493,15743
30702,4691,4199,1671,166,10718,3322,372,14416,84,32,40,4,160,415,23,590,16,6,10,4,42,33,0,70,98,38,52,13,197,446,20,669,0,0,3,0,8,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,22,0,28,27,3,0,0,31,43,0,82,6,0,0,0,5,37,0,47,8,0,4,0,11,12,0,27,13,3,0,0,21,15,0,33,51,13,6,0,76,108,8,187,14,10,0,0,26,26,8,53,4860,4261,1733,176,11022,3919,408,15344
30703,5201,3655,1604,132,10590,3732,334,14659,138,20,81,7,245,606,19,870,5,10,6,0,22,23,10,56,143,32,85,7,271,627,26,927,17,3,12,0,32,126,10,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,12,0,37,126,10,166,11,0,7,0,17,34,0,52,10,6,0,0,12,22,0,36,5,5,0,0,9,4,0,17,4,12,3,0,14,9,0,23,28,18,4,0,56,63,3,124,27,12,3,0,42,33,0,75,5414,3724,1717,138,10990,4582,374,15952
30801,2248,3049,872,80,6250,1724,203,8173,69,47,47,4,163,184,24,370,51,32,12,4,101,103,18,222,116,72,59,14,261,287,42,590,86,46,53,6,193,312,31,535,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,46,53,6,197,314,31,538,27,0,0,0,28,40,4,76,3,0,0,0,7,16,0,27,9,0,0,0,5,14,0,29,8,3,0,0,11,0,0,9,37,4,9,4,56,77,4,136,42,19,4,0,65,45,3,119,2538,3191,1003,99,6828,2451,285,9557
30803,11437,11917,5111,444,28907,8523,1121,38552,328,151,214,27,719,1125,83,1931,108,57,63,3,234,407,37,683,438,205,280,37,955,1533,122,2615,274,110,190,28,605,1052,78,1743,29,13,11,0,51,47,4,100,55,9,3,0,67,53,4,126,40,8,11,0,60,54,3,111,11,3,3,0,16,18,0,34,405,140,218,30,796,1228,93,2110,61,9,8,3,80,86,3,168,13,3,0,0,18,44,5,69,12,0,0,0,17,16,0,29,7,11,0,0,13,13,0,25,89,20,13,4,124,149,17,293,40,18,3,0,66,51,7,124,12412,12303,5618,514,30846,11492,1353,43693
30804,1420,1516,397,49,3386,1155,112,4648,21,8,8,0,38,54,8,99,5,3,0,0,10,4,0,13,27,13,9,0,47,59,6,114,31,12,4,0,51,82,13,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,11,36,16,4,0,61,89,15,161,13,0,0,0,19,20,0,40,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,21,35,0,53,5,3,5,0,11,5,0,16,1502,1555,416,50,3528,1342,133,4995
30805,6044,6663,2352,165,15221,4025,562,19810,110,105,80,4,302,319,20,649,125,78,113,10,328,377,48,746,234,180,196,17,624,697,70,1397,169,85,123,16,390,696,50,1134,31,5,12,3,52,132,12,198,44,20,14,0,78,122,13,214,15,5,0,0,22,61,7,89,4,0,0,0,5,6,0,4,253,115,153,16,544,1015,78,1639,51,16,9,0,77,122,10,215,14,0,8,0,24,19,0,50,0,0,0,0,0,7,4,9,5,0,0,0,4,3,0,7,78,16,16,0,108,156,13,273,16,8,7,0,32,31,3,66,6625,6984,2726,200,16535,5923,723,23181
30901,3374,4671,1182,125,9354,1979,599,11934,453,267,200,24,938,697,136,1770,1032,565,479,49,2129,1091,347,3564,1490,835,675,72,3069,1790,482,5331,449,171,193,32,846,730,242,1814,966,300,303,32,1607,1353,446,3406,544,134,137,25,843,510,136,1491,896,180,130,14,1221,938,99,2263,9,0,0,0,6,8,0,19,2868,794,766,103,4528,3537,921,8984,13,5,11,0,33,78,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,14,7,12,0,38,81,4,120,23,4,3,0,38,50,8,90,7768,6308,2640,303,17023,7433,2012,26463
30902,3052,4531,1258,113,8949,1740,411,11109,328,175,175,6,689,564,81,1332,740,624,484,34,1877,850,211,2936,1071,796,655,42,2568,1410,294,4272,424,169,214,26,834,982,182,2005,697,243,225,28,1203,1060,233,2488,531,162,113,15,814,569,98,1480,376,71,34,8,489,272,20,779,11,5,5,0,19,11,0,33,2042,656,595,74,3364,2891,534,6792,22,0,5,0,20,29,0,49,13,0,4,0,16,17,0,39,0,0,0,0,0,0,0,0,5,0,6,0,7,10,4,17,35,5,6,0,50,53,8,112,14,3,3,0,17,35,5,50,6209,5989,2515,227,14944,6133,1255,22328
30903,3955,3823,1300,129,9207,2420,432,12052,1093,545,637,57,2336,1780,209,4329,1514,948,807,71,3341,1500,322,5164,2604,1492,1445,127,5672,3283,536,9489,240,52,121,8,421,684,58,1159,625,198,252,34,1106,1166,175,2450,595,122,123,15,856,652,66,1575,743,234,176,19,1175,626,113,1912,5,3,4,0,7,6,4,16,2206,598,678,80,3565,3129,408,7102,54,3,5,0,60,161,3,230,3,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,3,0,4,0,9,12,0,22,57,3,7,0,75,181,7,262,21,9,15,5,44,44,4,93,8850,5937,3435,341,18566,9049,1382,28995
30904,2304,2297,650,43,5298,1175,185,6658,35,6,9,0,49,72,5,121,7,9,5,0,25,5,0,30,47,6,18,0,71,81,5,152,0,8,6,0,12,6,0,18,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,3,0,11,6,10,9,0,20,18,0,41,3,0,0,0,7,36,0,44,4,0,0,0,6,0,0,5,4,0,0,0,3,5,0,9,9,6,4,0,17,10,0,28,19,7,6,0,31,43,0,78,8,9,0,0,21,11,0,28,2382,2326,688,43,5436,1328,190,6954
30905,2512,4643,985,61,8198,985,227,9409,105,68,78,5,259,150,13,425,275,350,364,22,1007,289,62,1361,385,423,439,23,1266,439,80,1783,0,0,0,0,0,3,0,3,13,3,4,0,20,8,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,0,28,31,0,61,28,13,4,0,51,38,8,94,3,0,0,0,3,4,0,13,3,0,0,0,3,17,6,25,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,7,0,0,11,22,3,31,6,8,5,0,16,6,0,21,2936,5086,1434,87,9544,1487,313,11348
30906,4775,7569,2138,168,14648,2163,563,17370,235,126,157,19,529,414,29,975,934,857,810,57,2654,925,201,3784,1169,979,962,70,3184,1344,236,4760,245,101,122,8,472,499,55,1027,75,17,35,0,139,206,13,354,66,15,14,3,100,89,9,199,0,0,0,0,0,0,0,0,17,12,6,0,35,17,3,55,405,151,183,5,744,813,77,1628,25,0,18,3,49,218,9,279,19,0,4,5,28,98,4,132,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,53,5,21,6,84,321,11,416,8,8,0,0,13,9,0,20,6403,8706,3304,259,18667,4646,883,24204
30907,10991,18912,5235,357,35496,4232,1153,40884,891,651,703,50,2290,1194,179,3666,1284,942,960,60,3241,917,258,4425,2175,1589,1659,113,5534,2113,442,8086,71,55,59,4,192,69,20,277,226,63,43,10,343,190,21,556,238,51,64,5,361,148,19,527,64,9,5,0,83,44,4,129,21,9,4,0,39,25,0,62,616,192,184,15,1003,472,66,1546,20,8,3,0,32,33,0,57,67,11,4,0,83,93,6,182,0,0,4,0,4,0,0,9,3,5,0,0,10,0,0,8,89,22,8,0,122,122,9,259,40,32,17,0,98,56,8,161,13912,20757,7104,484,42258,7000,1679,50934
30908,2872,4182,1189,95,8330,1433,332,10095,266,248,198,9,714,399,45,1155,1337,1337,1035,68,3775,1219,370,5363,1601,1584,1228,73,4486,1617,412,6522,21,5,14,3,42,145,3,189,309,116,129,20,577,379,108,1059,214,74,67,15,365,236,78,673,397,114,120,10,643,563,90,1291,3,0,0,0,3,0,0,9,946,304,329,49,1630,1323,272,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11,13,0,27,5420,6074,2750,221,14455,4391,1021,19866
30909,2839,4031,1573,152,8598,1684,713,10993,407,214,278,17,928,976,121,2020,669,530,384,54,1638,771,286,2698,1082,737,663,76,2563,1747,410,4718,256,129,197,26,605,611,116,1331,459,185,192,32,872,993,210,2079,685,162,215,64,1128,961,320,2407,1053,264,238,39,1584,1196,303,3091,12,10,0,0,25,6,4,34,2465,747,844,162,4217,3768,958,8941,6,0,0,0,6,6,0,18,0,0,0,0,3,7,0,6,0,0,0,0,0,0,0,0,3,3,5,0,7,5,0,15,11,10,3,0,20,17,0,42,22,10,11,0,49,43,11,98,6419,5542,3099,386,15442,7266,2089,24799
30910,1340,1945,460,34,3781,676,149,4605,134,116,75,3,326,215,29,573,530,349,194,26,1099,420,140,1651,667,463,270,28,1423,637,160,2226,198,90,88,15,387,469,152,1010,538,165,180,46,927,932,287,2155,535,131,123,22,813,674,168,1661,2528,520,370,57,3470,2700,405,6577,0,0,0,0,4,0,0,0,3795,911,757,139,5604,4783,1015,11400,4,0,0,0,4,4,0,7,4,0,0,0,4,14,0,26,0,0,0,0,0,0,0,0,16,5,4,0,26,13,0,45,26,5,4,0,38,35,4,80,40,7,14,0,61,77,8,152,5862,3334,1506,201,10907,6212,1344,18462
31001,4262,7886,3323,348,15823,3694,680,20196,117,39,50,8,211,399,16,629,911,847,676,92,2520,1008,272,3801,1025,885,721,103,2735,1409,288,4429,21,5,18,0,46,151,3,202,36,13,21,3,63,115,10,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,18,3,44,22,0,63,62,38,49,10,156,284,18,459,5,5,0,0,11,67,0,82,0,0,4,0,8,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,18,87,3,107,18,6,7,0,32,27,9,68,5384,8819,4117,456,18769,5503,993,25266
31002,7446,6798,2745,195,17188,4607,721,22521,80,22,54,8,163,269,10,439,11,11,7,0,31,12,0,44,86,38,61,8,195,277,7,484,0,3,3,0,6,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,8,0,13,3,7,3,0,13,22,0,37,36,9,16,0,65,87,7,150,29,6,7,0,41,50,0,98,0,5,0,0,5,8,0,11,0,0,0,0,4,0,0,5,73,19,21,0,112,143,7,263,16,10,3,0,28,81,6,113,7622,6869,2838,209,17540,5138,745,23419
31003,9756,12354,5852,483,28446,7702,1153,37299,309,153,331,33,825,1425,93,2339,231,151,301,24,701,671,72,1450,541,301,625,57,1526,2094,164,3795,85,41,91,10,229,582,37,846,10,5,10,0,27,61,0,91,0,0,0,0,3,8,0,12,12,0,4,0,14,34,0,45,7,0,8,0,14,19,5,34,108,54,110,11,276,703,43,1027,4,0,4,0,4,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,15,0,0,26,10,7,36,17,14,7,0,37,34,8,77,3,6,5,0,19,28,0,49,10428,12731,6598,552,30311,10567,1363,42244
31004,6518,12865,4819,347,24542,4298,885,29729,243,240,270,21,770,851,58,1686,256,358,392,38,1040,482,90,1617,500,594,665,55,1815,1335,151,3302,18,19,17,0,53,123,9,183,4,4,3,3,14,21,4,36,23,3,0,0,28,50,0,77,0,0,0,0,0,0,0,0,12,4,0,0,17,7,0,29,56,33,30,4,110,201,18,331,4,0,0,0,7,42,8,51,6,0,5,0,9,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,8,0,14,59,8,79,4,5,0,0,14,17,0,27,7078,13497,5516,406,26502,5906,1063,33469
31101,1528,1275,652,51,3504,994,113,4611,60,25,69,10,174,301,14,486,36,15,40,8,93,99,8,205,101,43,111,16,265,400,24,691,3,0,0,0,5,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,11,0,16,12,7,0,0,15,14,0,37,7,0,3,0,10,19,0,27,3,3,3,0,6,3,0,13,0,0,0,0,0,0,0,0,21,8,5,0,38,39,0,82,0,3,0,0,8,8,0,16,1653,1330,767,67,3818,1444,140,5404
31102,3660,4186,2145,183,10170,2570,485,13228,181,67,124,8,381,481,31,901,249,217,312,20,797,722,86,1601,428,286,435,32,1181,1201,113,2496,90,49,104,9,249,449,30,725,28,10,15,0,50,115,4,170,26,13,5,7,44,33,3,82,0,0,0,0,0,0,0,0,7,6,0,0,12,12,3,32,150,69,126,13,356,610,43,1008,3,0,6,0,9,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,5,0,5,0,13,15,0,31,7,8,0,0,13,9,0,20,4242,4545,2706,232,11726,4414,641,16783
31103,6212,10178,4301,354,21044,4144,894,26080,273,225,217,22,739,441,75,1249,228,379,370,35,1014,496,71,1586,500,604,589,55,1752,937,145,2829,18,18,19,3,53,45,5,102,15,0,0,0,14,32,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6,0,31,11,0,42,43,29,25,3,102,88,6,192,0,0,0,0,0,4,0,8,9,0,5,0,12,117,0,128,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,12,4,3,0,14,116,0,132,7,9,8,0,26,24,6,52,6774,10821,4933,412,22941,5313,1045,29298
