SA3_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
20606,9,148,4,148,..,203,53,252,4,261,..,163,55,213,0,218,..,321,54,369,4,377,..,1137,113,1250,24,1274,..,11931,1688,13616,116,13736,..,147,23,173,3439,3610,45194,12081,1708,13788,3552,62539
20607,0,94,0,94,..,191,41,232,0,227,..,217,60,273,0,277,..,1799,1183,2978,24,3004,..,2177,348,2524,59,2586,..,14401,3659,18063,192,18256,..,313,47,361,4402,4761,68044,14716,3708,18427,4590,91060
20701,16,683,3,684,..,329,41,369,0,369,..,191,17,211,4,210,..,1792,272,2067,16,2080,..,2115,195,2310,60,2373,..,41121,6756,47878,346,48227,..,507,49,556,4555,5117,114556,41632,6809,48437,4906,167900
20702,16,387,0,388,..,132,21,152,0,153,..,220,40,258,0,258,..,627,120,748,10,757,..,1528,232,1762,68,1836,..,42614,8846,51455,449,51905,..,379,75,455,2572,3025,43453,42994,8918,51911,3020,98386
20703,24,638,12,648,..,251,52,306,0,306,..,73,7,80,0,80,..,1182,274,1461,6,1469,..,1694,199,1897,55,1952,..,34817,9565,44380,386,44760,..,310,58,367,3654,4026,58400,35133,9623,44751,4045,107187
20801,8,89,0,91,..,124,10,133,3,138,..,224,16,240,0,245,..,226,28,258,0,258,..,1665,135,1801,39,1842,..,13763,1725,15487,158,15645,..,306,33,342,3191,3534,82132,14071,1758,15830,3349,101306
20802,27,844,14,856,..,316,55,369,4,374,..,181,20,201,7,204,..,1075,149,1220,8,1234,..,6993,503,7496,137,7630,..,42718,5935,48656,452,49114,..,601,86,687,4679,5364,101992,43325,6026,49349,5134,156469
20803,23,383,4,387,..,237,41,276,0,279,..,508,104,610,8,616,..,549,98,645,8,652,..,2237,243,2483,52,2535,..,20521,2940,23465,243,23705,..,389,53,445,3679,4117,94872,20911,2997,23908,3916,122693
20804,5,119,0,119,..,67,3,71,0,73,..,44,0,45,0,45,..,244,40,286,7,287,..,661,54,717,18,732,..,8302,1085,9388,89,9474,..,90,8,99,1249,1344,31348,8395,1088,9487,1333,42162
20901,30,547,9,550,..,258,30,284,5,292,..,159,13,169,0,171,..,776,148,923,4,933,..,2642,356,3000,90,3089,..,23714,3542,27255,290,27548,..,430,56,479,3576,4061,94634,24146,3592,27742,3865,126236
20902,27,407,8,419,..,192,37,226,0,226,..,269,59,332,0,335,..,1861,668,2521,14,2538,..,2626,377,3006,63,3068,..,29526,6735,36261,307,36574,..,371,86,457,4280,4738,53993,29896,6826,36717,4587,95299
20903,0,60,0,59,..,50,8,56,0,56,..,107,24,127,0,127,..,82,9,86,0,86,..,665,73,743,23,763,..,5627,528,6151,66,6219,..,150,6,158,1956,2115,58767,5775,527,6308,2022,67105
20904,229,2573,30,2604,..,361,80,441,12,447,..,1587,391,1977,8,1984,..,3676,1606,5283,46,5330,..,8542,1356,9895,238,10133,..,90766,15626,106387,1120,107509,..,1490,334,1818,10171,11994,132518,92258,15955,108211,11294,252026
21001,12,146,0,153,..,109,20,137,0,134,..,423,56,483,7,489,..,1250,376,1628,9,1633,..,1475,155,1629,24,1646,..,16086,2646,18731,144,18874,..,265,38,310,1706,2013,40803,16354,2687,19039,1847,61687
21002,0,7,0,7,..,35,0,34,0,34,..,36,0,41,0,41,..,19,6,22,0,22,..,262,26,287,5,290,..,1323,96,1419,18,1433,..,68,0,62,1500,1564,29966,1386,99,1486,1515,32969
21003,24,293,0,295,..,152,21,175,0,175,..,1681,422,2104,19,2124,..,637,194,824,8,832,..,2548,443,2993,84,3074,..,29395,4706,34098,387,34484,..,486,92,578,4104,4686,41371,29881,4796,34675,4496,80537
21004,0,34,0,34,..,88,16,105,4,111,..,72,10,75,0,81,..,95,19,116,4,119,..,645,94,735,18,756,..,4590,466,5056,69,5126,..,110,7,120,1734,1855,38084,4703,472,5181,1803,45064
21005,66,933,18,953,..,333,96,431,4,433,..,11493,3150,14647,103,14751,..,1335,645,1975,12,1989,..,17286,5911,23193,295,23486,..,94665,19293,113955,1165,115121,..,1950,654,2609,10470,13074,75872,96616,19944,116567,11634,204071
21101,67,1452,6,1457,..,321,34,355,4,362,..,151,24,175,3,176,..,967,315,1282,10,1294,..,2951,518,3472,112,3583,..,38445,6804,45248,493,45739,..,586,107,690,4530,5218,108188,39028,6904,45933,5024,159148
21102,0,30,0,30,..,18,4,18,0,18,..,25,4,31,0,31,..,62,8,71,0,71,..,295,23,312,15,331,..,4840,825,5668,46,5716,..,70,12,86,711,795,19875,4917,835,5751,755,26386
21103,15,265,3,269,..,245,31,277,0,279,..,61,16,71,0,71,..,426,115,541,4,540,..,3039,1398,4431,108,4543,..,18083,4188,22270,275,22547,..,439,122,560,3301,3863,88179,18519,4311,22830,3574,114579
21104,20,367,0,372,..,150,27,179,0,179,..,64,8,70,0,70,..,642,229,874,9,874,..,1061,208,1270,51,1317,..,19640,4233,23872,260,24134,..,230,43,270,1859,2128,36674,19870,4269,24139,2120,62935
21105,5,86,5,90,..,183,29,221,0,219,..,38,0,40,0,40,..,157,25,184,9,189,..,2683,814,3503,64,3565,..,10510,1738,12249,146,12397,..,485,74,557,5172,5728,137129,10996,1810,12804,5319,155256
21201,71,646,3,651,..,170,29,200,0,200,..,89,12,102,0,105,..,184,54,239,0,241,..,3460,634,4094,83,4177,..,18459,2359,20815,247,21068,..,456,84,538,5471,6008,91260,18917,2443,21358,5720,118342
21202,201,2156,14,2173,..,181,38,221,5,225,..,577,151,729,0,729,..,933,312,1240,6,1249,..,10615,2700,13312,167,13480,..,45528,8146,53679,499,54181,..,1006,260,1262,5959,7225,75891,46541,8405,54940,6458,137287
21203,307,3809,58,3869,..,383,101,483,3,485,..,827,151,984,10,989,..,1204,496,1699,6,1708,..,19349,4959,24304,361,24667,..,84104,13138,97242,1110,98348,..,1794,507,2298,9391,11694,117910,85894,13647,99538,10500,227950
21204,359,3147,37,3186,..,505,268,771,5,778,..,1296,363,1661,12,1670,..,12734,7002,19736,126,19860,..,14934,4588,19518,232,19748,..,89608,28661,118270,1002,119272,..,1688,730,2419,8921,11341,63031,91294,29395,120686,9924,193644
21205,120,3116,16,3136,..,417,72,491,3,497,..,251,43,297,3,298,..,2799,586,3385,26,3412,..,5268,561,5830,108,5936,..,80390,14824,95217,727,95940,..,708,163,878,6758,7635,79264,81096,14991,96088,7481,182833
21301,163,980,13,993,..,345,84,428,3,427,..,1670,462,2129,7,2138,..,22743,12877,35612,299,35907,..,14472,3767,18238,217,18456,..,82505,25860,108364,884,109251,..,1211,419,1622,10620,12246,64574,83712,26277,109990,11502,186067
21302,11,174,0,172,..,182,39,217,5,219,..,110,16,131,3,133,..,1268,475,1737,26,1769,..,2840,395,3237,70,3299,..,18916,3268,22185,227,22415,..,337,61,398,3403,3799,60379,19257,3328,22583,3632,86589
21303,15,212,0,209,..,222,33,259,0,253,..,286,72,364,5,360,..,6951,2900,9851,76,9928,..,3471,546,4021,74,4097,..,25509,6597,32108,326,32435,..,369,85,451,4075,4533,48241,25878,6684,32559,4408,85209
21304,118,1305,15,1323,..,305,41,350,0,345,..,1144,156,1298,11,1308,..,3250,1310,4565,29,4590,..,11923,2110,14040,224,14264,..,61856,8291,70149,761,70907,..,1176,279,1458,11277,12736,114796,63034,8572,71609,12036,198439
21305,218,4230,67,4295,..,590,150,743,11,752,..,387,55,448,0,445,..,2424,819,3237,27,3266,..,24319,4664,28981,568,29550,..,128919,16855,145776,1941,147716,..,1912,441,2356,16120,18472,130559,130833,17298,148125,18061,296748
21401,24,329,3,333,..,296,56,349,4,353,..,154,28,181,0,180,..,263,62,330,0,327,..,2320,372,2698,62,2755,..,13605,1938,15545,184,15734,..,498,44,539,6591,7131,116411,14100,1985,16087,6778,139281
21402,0,34,0,34,..,198,27,219,0,225,..,64,13,76,0,76,..,104,23,130,0,130,..,1180,144,1328,28,1355,..,8207,842,9051,121,9177,..,430,24,455,8651,9108,150667,8641,871,9508,8780,168948
21501,4,30,0,31,..,35,0,32,3,35,..,19,7,26,0,29,..,50,13,60,3,66,..,570,219,786,15,804,..,2373,469,2844,44,2887,..,125,25,144,4601,4747,52700,2502,489,2987,4644,60340
21502,14,88,3,92,..,76,92,168,8,175,..,278,154,431,0,431,..,202,199,399,8,408,..,1032,346,1383,24,1404,..,5044,1862,6907,99,7004,..,212,33,250,4203,4455,45513,5252,1901,7159,4303,56972
21503,0,29,0,29,..,77,68,149,0,149,..,9,0,10,0,10,..,170,237,404,9,413,..,575,186,758,20,783,..,2707,1188,3893,71,3960,..,128,45,178,3082,3255,31050,2835,1237,4065,3145,38264
21601,0,10,0,10,..,27,23,52,0,52,..,6,4,6,0,6,..,23,12,32,0,32,..,195,29,228,7,229,..,1290,209,1502,27,1528,..,127,3,133,2533,2666,34693,1421,216,1634,2561,38889
21602,0,16,0,16,..,49,16,63,0,63,..,0,0,3,0,3,..,16,7,22,0,22,..,184,26,208,3,209,..,1260,311,1574,25,1601,..,90,6,95,2122,2215,26713,1355,314,1668,2144,30522
21603,14,161,0,159,..,111,47,157,0,158,..,356,122,483,0,483,..,69,27,95,8,102,..,1952,727,2683,50,2739,..,9483,2391,11875,167,12045,..,268,64,334,4912,5247,50912,9752,2459,12209,5085,68206
21701,0,5,0,5,..,47,5,59,0,59,..,0,0,0,0,0,..,22,11,33,0,34,..,180,28,208,9,214,..,982,88,1068,18,1088,..,85,5,88,2272,2358,33343,1069,90,1157,2287,36792
21703,0,11,0,11,..,26,8,37,0,35,..,11,0,11,0,11,..,26,9,32,0,32,..,276,48,318,12,328,..,1356,344,1704,24,1730,..,87,3,88,2510,2594,34178,1440,348,1790,2532,38497
21704,6,30,0,30,..,62,18,77,0,77,..,13,0,17,4,18,..,76,54,127,0,132,..,332,42,374,17,395,..,1881,343,2219,53,2276,..,143,14,148,2933,3080,47423,2017,356,2373,2983,52777
29797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,27,27,13,5,0,5,27,38
29999,0,6,0,6,..,7,0,7,0,7,..,25,13,32,0,35,..,32,14,42,0,42,..,187,40,227,6,229,..,794,171,962,15,977,..,37,7,45,3575,3624,4485,834,179,1012,3592,9089
30101,6,80,0,80,..,117,15,132,0,132,..,29,0,29,0,29,..,130,40,169,0,168,..,1029,131,1161,28,1187,..,5983,647,6636,83,6716,..,234,14,248,2342,2591,64080,6220,662,6877,2424,73384
30102,4,45,0,45,..,130,23,156,4,162,..,32,3,36,0,36,..,92,20,112,0,112,..,1051,179,1226,22,1252,..,5670,592,6267,73,6338,..,259,19,276,3140,3417,83633,5933,609,6545,3212,93394
30103,9,74,0,74,..,123,21,147,3,150,..,21,6,22,0,22,..,217,69,284,0,285,..,1039,93,1135,28,1163,..,7077,719,7795,100,7888,..,289,23,313,2345,2651,62496,7370,742,8107,2442,73041
30201,8,201,6,203,..,79,8,85,0,89,..,20,3,23,0,23,..,115,27,145,0,145,..,1020,98,1115,27,1140,..,8042,807,8852,97,8948,..,186,19,205,1098,1300,35879,8230,829,9056,1195,46125
30202,8,140,0,140,..,153,34,188,0,188,..,37,3,41,0,41,..,192,28,223,3,226,..,1245,270,1511,33,1547,..,9779,1196,10973,120,11090,..,273,42,315,2751,3069,60174,10046,1239,11286,2875,74330
30203,5,133,0,136,..,135,20,155,0,155,..,16,0,15,0,15,..,128,48,176,0,178,..,926,135,1065,16,1076,..,6600,710,7313,74,7381,..,167,26,193,1695,1885,33695,6771,735,7501,1767,42971
30204,8,117,7,123,..,115,21,132,0,132,..,23,4,20,0,20,..,80,15,100,0,97,..,1448,258,1706,41,1746,..,9625,1152,10780,140,10918,..,280,38,313,2069,2384,47865,9910,1185,11094,2208,61171
30301,7,165,3,167,..,98,14,116,4,117,..,23,0,26,0,26,..,225,47,273,3,270,..,890,122,1008,29,1032,..,9082,1090,10170,119,10292,..,165,18,178,1342,1524,42462,9248,1101,10349,1466,54274
30302,15,214,0,214,..,219,36,255,0,255,..,54,10,70,0,70,..,678,174,857,12,865,..,1858,252,2106,58,2165,..,14107,1566,15677,179,15859,..,283,42,326,3038,3361,60171,14391,1611,16005,3220,79394
30303,16,476,5,478,..,165,27,196,0,197,..,91,18,112,0,112,..,705,205,918,6,920,..,1966,269,2234,51,2284,..,26587,5165,31745,300,32050,..,348,103,453,2659,3113,44211,26933,5261,32197,2961,79365
30304,6,129,0,131,..,68,11,78,0,78,..,30,0,33,0,33,..,447,110,553,4,556,..,1148,198,1345,31,1380,..,8698,1569,10269,106,10371,..,192,33,225,1256,1484,28055,8887,1601,10493,1364,39907
30305,29,455,0,453,..,113,22,140,0,140,..,99,16,113,3,114,..,1321,470,1791,33,1824,..,2948,600,3553,77,3628,..,26588,5487,32075,351,32432,..,450,100,554,2546,3100,32357,27035,5594,32631,2902,67890
30306,4,170,4,172,..,105,25,131,0,131,..,24,4,29,0,29,..,778,285,1067,5,1066,..,1893,354,2250,61,2305,..,21459,5899,27351,274,27627,..,285,82,367,1941,2307,20261,21741,5979,27723,2213,50190
30401,17,303,0,306,..,66,13,73,0,75,..,8,0,8,0,8,..,836,228,1062,6,1073,..,533,57,589,16,608,..,6723,889,7617,66,7687,..,114,17,128,575,706,24627,6841,912,7752,646,33016
30402,0,190,3,192,..,57,3,60,0,60,..,31,0,33,0,36,..,175,27,199,0,199,..,790,63,848,22,878,..,7305,610,7910,72,7990,..,139,15,150,951,1104,38641,7440,622,8061,1027,47733
30403,10,343,3,349,..,92,15,113,3,109,..,52,0,50,0,56,..,494,90,576,3,585,..,1132,106,1237,24,1263,..,12196,1231,13435,109,13537,..,165,16,185,1699,1888,38860,12367,1252,13617,1808,54285
30404,4,70,0,69,..,94,23,114,0,113,..,35,0,39,0,39,..,70,24,96,0,102,..,887,126,1012,21,1035,..,5120,470,5589,80,5672,..,137,11,144,1440,1581,46929,5254,481,5732,1516,54179
30501,5,242,4,242,..,481,142,632,0,633,..,124,5,132,0,132,..,862,174,1034,4,1039,..,1954,195,2151,54,2203,..,22943,2764,25710,207,25915,..,312,53,366,6339,6701,54849,23260,2816,26076,6543,87467
30502,0,41,0,41,..,103,26,130,0,130,..,39,4,45,0,45,..,105,12,120,0,116,..,663,60,729,12,743,..,4831,431,5261,59,5327,..,118,20,140,1707,1845,37199,4949,452,5401,1769,44376
30503,7,168,0,171,..,288,45,334,0,337,..,61,8,63,0,63,..,469,62,532,0,532,..,1802,147,1944,36,1986,..,14965,1324,16287,167,16457,..,303,34,335,4456,4793,78812,15266,1361,16625,4623,100063
30504,13,91,0,91,..,117,26,140,0,143,..,46,5,55,0,55,..,145,15,158,0,158,..,841,65,901,21,925,..,7363,609,7972,87,8055,..,160,14,174,1707,1873,50402,7520,623,8142,1792,60333
30601,0,41,3,38,..,174,26,196,0,196,..,13,3,11,0,11,..,87,5,91,0,92,..,1282,90,1367,31,1399,..,5956,503,6456,77,6539,..,286,33,315,3173,3495,47748,6241,537,6773,3252,57774
30602,3,69,0,69,..,287,62,352,0,350,..,39,9,45,0,43,..,257,78,336,10,341,..,4710,732,5445,122,5565,..,14194,2308,16501,249,16752,..,933,155,1086,10351,11433,77303,15129,2462,17592,10599,105489
30603,0,7,0,7,..,50,10,63,0,63,..,0,0,0,0,0,..,16,3,24,0,24,..,2647,211,2854,90,2943,..,4511,481,4988,124,5112,..,157,14,170,3224,3392,26826,4670,489,5159,3347,35333
30604,0,0,0,0,..,30,7,39,0,39,..,0,0,0,0,0,..,10,0,14,0,14,..,236,17,253,10,264,..,1064,55,1121,11,1135,..,67,7,80,1362,1443,9674,1131,61,1195,1381,12252
30605,0,9,0,9,..,66,7,74,0,74,..,0,0,0,0,0,..,17,12,33,3,30,..,832,95,923,29,953,..,2836,369,3203,57,3258,..,172,12,191,4103,4290,35347,3013,382,3387,4159,42900
30701,0,16,0,16,..,11,8,17,0,17,..,0,0,0,0,0,..,20,8,26,0,26,..,264,38,295,9,311,..,1529,149,1675,23,1705,..,126,11,146,4679,4823,37719,1660,163,1818,4708,44244
30702,0,0,0,0,..,10,0,14,0,14,..,0,0,0,0,0,..,14,9,16,0,16,..,237,32,270,13,281,..,1386,189,1580,32,1610,..,115,16,127,3389,3517,37732,1504,206,1710,3422,42862
30703,0,4,0,4,..,33,0,31,0,31,..,3,0,3,0,3,..,21,12,26,0,28,..,241,45,288,8,294,..,1415,236,1651,20,1668,..,84,11,96,3036,3127,36720,1502,248,1746,3055,41520
30801,0,19,0,19,..,44,8,53,0,53,..,7,0,12,0,12,..,23,8,29,0,29,..,376,50,428,15,445,..,1457,190,1645,28,1672,..,91,11,100,3141,3237,23946,1549,200,1745,3163,28849
30803,43,194,0,193,..,117,25,137,0,137,..,4,0,6,0,6,..,267,173,444,4,442,..,1008,190,1201,38,1238,..,5405,870,6279,91,6368,..,369,64,434,9467,9900,105097,5775,938,6712,9558,121360
30804,9,23,0,23,..,12,4,14,0,14,..,0,0,0,0,0,..,13,10,24,0,24,..,79,12,92,0,92,..,494,154,646,3,658,..,22,0,24,1809,1834,12028,514,152,675,1815,14513
30805,8,107,0,108,..,90,17,109,0,112,..,9,0,11,0,11,..,44,19,65,0,65,..,498,59,560,18,574,..,3285,280,3565,51,3613,..,158,19,174,4188,4369,55537,3443,295,3739,4244,63515
30901,0,8,0,8,..,121,33,155,0,155,..,50,8,54,0,54,..,119,25,148,0,144,..,868,101,967,14,983,..,6685,859,7548,79,7623,..,202,26,226,4106,4335,54438,6889,889,7775,4186,66400
30902,0,6,0,6,..,83,6,93,0,92,..,13,3,13,0,13,..,37,3,42,0,42,..,501,53,556,10,567,..,3260,284,3543,43,3580,..,200,12,209,2960,3162,50773,3455,291,3745,2993,57511
30903,5,61,0,61,..,266,42,311,0,308,..,120,17,136,0,136,..,201,41,243,5,244,..,1480,236,1718,23,1741,..,9018,1488,10507,90,10595,..,430,40,474,4083,4559,54235,9454,1529,10982,4171,69387
30904,0,0,0,0,..,22,0,20,0,20,..,0,0,0,0,0,..,4,0,4,0,3,..,203,13,210,6,217,..,884,54,940,12,954,..,54,4,53,1218,1277,17889,936,53,996,1235,20113
30905,0,9,0,14,..,39,5,47,0,47,..,14,0,13,0,13,..,40,16,52,0,55,..,436,47,477,6,486,..,2715,257,2971,30,3000,..,106,5,108,1410,1521,31511,2818,266,3080,1439,36033
30906,0,32,0,32,..,152,25,177,0,181,..,34,9,39,0,39,..,76,13,88,0,86,..,1032,109,1145,32,1175,..,6925,838,7759,97,7862,..,219,29,246,2805,3057,58770,7148,865,8006,2906,69688
30907,4,124,0,124,..,256,44,299,3,301,..,182,34,218,3,221,..,218,49,269,3,273,..,2823,277,3101,85,3187,..,16177,1991,18172,251,18417,..,525,63,595,8025,8612,131028,16702,2056,18764,8272,158062
30908,0,59,0,57,..,174,19,199,0,196,..,61,0,65,0,65,..,132,23,156,0,156,..,914,77,984,19,1002,..,8780,1291,10069,86,10158,..,217,32,243,2263,2504,41241,8998,1319,10317,2350,53903
30909,0,96,0,95,..,270,45,313,0,315,..,58,13,72,0,72,..,311,56,367,3,375,..,1310,194,1506,21,1532,..,11832,1921,13754,100,13852,..,297,33,328,4451,4777,45845,12126,1958,14086,4549,64482
30910,0,44,0,44,..,154,23,175,0,175,..,64,8,73,0,73,..,139,31,171,0,171,..,743,76,821,12,831,..,9005,1095,10100,59,10159,..,187,38,225,4530,4757,30284,9195,1130,10328,4588,45197
31001,41,400,3,409,..,119,27,150,0,149,..,29,11,42,0,42,..,7143,4159,11305,80,11381,..,4206,1140,5346,104,5453,..,23301,6947,30242,312,30554,..,542,164,706,6915,7629,40529,23839,7112,30951,7232,78711
31002,0,14,0,14,..,51,10,58,0,58,..,7,0,10,0,10,..,69,87,157,8,169,..,438,51,491,17,504,..,1540,297,1839,33,1871,..,165,12,183,5326,5505,59918,1703,313,2022,5358,67292
31003,12,82,0,83,..,126,23,148,3,151,..,23,0,27,0,27,..,161,59,224,0,224,..,1522,241,1759,51,1813,..,6663,844,7506,117,7624,..,346,32,378,5853,6233,102061,7008,876,7885,5972,115913
31004,35,463,10,467,..,163,37,197,6,199,..,48,13,61,0,61,..,1277,594,1871,15,1889,..,5096,823,5917,112,6030,..,21437,2948,24381,304,24684,..,619,93,709,5179,5894,74620,22050,3038,25093,5486,105202
31101,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,5,0,5,0,5,..,86,6,96,7,103,..,398,28,428,11,439,..,40,3,41,1198,1235,12998,435,32,466,1207,14674
31102,0,18,0,18,..,72,19,97,0,99,..,151,42,193,0,196,..,93,45,139,0,139,..,1247,265,1519,19,1536,..,4544,750,5296,63,5363,..,162,28,195,3368,3563,37401,4709,783,5492,3433,46316
31103,12,115,0,117,..,104,28,131,4,136,..,91,19,106,0,110,..,526,221,742,0,744,..,5352,1488,6844,99,6936,..,18124,3631,21754,283,22035,..,530,138,670,5994,6659,64926,18650,3773,22424,6274,93622
31104,0,27,0,31,..,47,14,58,0,58,..,7,0,7,0,7,..,105,60,167,0,170,..,1263,231,1500,22,1525,..,3879,615,4496,44,4540,..,196,21,220,2972,3190,53907,4073,643,4712,3014,61638
31105,7,78,0,85,..,67,19,83,5,87,..,58,7,69,0,74,..,203,78,278,6,278,..,2392,572,2962,49,3016,..,8359,1579,9939,140,10084,..,283,49,327,3671,4004,50374,8641,1627,10273,3806,64457
31106,14,235,0,233,..,132,49,188,0,188,..,85,13,100,3,100,..,300,104,402,0,403,..,5244,2003,7243,97,7345,..,16315,3980,20290,222,20515,..,560,147,707,5182,5889,52658,16878,4123,20998,5405,79066
31201,4,21,0,21,..,49,20,72,0,72,..,9,0,15,0,15,..,43,34,78,0,76,..,431,55,490,17,503,..,1734,272,2005,36,2035,..,120,12,138,6103,6238,27547,1856,282,2136,6131,35821
31202,8,74,0,74,..,183,36,223,0,230,..,7,0,7,0,7,..,74,25,101,3,104,..,1409,137,1550,28,1579,..,6557,587,7143,99,7239,..,420,42,461,10590,11055,103403,6976,627,7603,10688,121691
31203,0,9,0,9,..,58,9,61,0,61,..,9,0,9,0,9,..,36,10,41,0,41,..,233,12,247,5,247,..,1441,79,1521,14,1536,..,62,3,68,2527,2589,19251,1508,86,1591,2536,23382
31301,0,4,0,4,..,42,17,60,0,59,..,14,0,18,0,18,..,21,3,27,0,27,..,321,42,361,10,374,..,1161,162,1333,20,1352,..,94,7,93,1663,1752,33974,1254,167,1426,1682,37081
31302,0,21,0,21,..,112,116,228,0,228,..,7,4,13,0,13,..,135,56,199,5,201,..,951,152,1108,30,1135,..,4730,1117,5843,62,5902,..,265,48,316,4725,5042,68846,4995,1161,6156,4787,79787
31303,0,0,0,0,..,9,3,11,0,11,..,0,0,0,0,0,..,3,4,3,0,3,..,111,20,128,3,135,..,786,84,869,16,881,..,47,0,50,2418,2466,11548,833,88,916,2432,14897
31304,0,9,0,9,..,81,15,93,0,93,..,10,4,9,0,9,..,62,13,69,0,73,..,796,93,895,19,919,..,3644,452,4094,45,4140,..,215,10,225,3131,3359,61711,3862,468,4323,3176,69207
31305,0,11,0,11,..,99,10,109,0,113,..,20,3,27,0,27,..,84,19,106,0,106,..,767,102,869,20,893,..,3884,411,4294,45,4339,..,224,14,235,3144,3381,56054,4114,424,4537,3187,63771
31401,0,57,0,57,..,144,26,169,0,169,..,22,0,22,0,20,..,47,8,54,0,54,..,926,89,1012,25,1040,..,5657,402,6060,63,6121,..,191,16,212,2039,2250,81415,5851,421,6272,2096,89786
31402,9,156,4,161,..,158,17,173,4,180,..,25,3,34,0,34,..,130,30,165,0,165,..,1976,250,2222,53,2276,..,12922,1279,14198,195,14391,..,388,39,429,3156,3585,70091,13311,1317,14627,3346,88063
31403,4,40,0,46,..,58,8,62,0,62,..,5,0,5,0,5,..,47,9,56,0,56,..,791,169,959,10,979,..,3685,553,4239,41,4271,..,131,12,143,1594,1736,33838,3813,563,4380,1632,39846
31501,5,11,0,11,..,32,5,38,0,43,..,0,0,0,0,0,..,11,4,13,0,13,..,8511,1430,9940,339,10276,..,9333,1532,10865,364,11229,..,327,78,405,4493,4899,16082,9661,1615,11275,4856,32207
31502,0,29,0,29,..,28,3,27,0,30,..,0,3,7,0,7,..,21,5,24,0,24,..,975,31,1007,19,1027,..,2358,135,2493,40,2531,..,154,18,171,3213,3388,24462,2510,154,2669,3249,30377
31503,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,56,78,126,0,126,..,142,12,150,0,150,..,439,111,547,4,555,..,41,3,46,1822,1866,14822,475,112,593,1826,17238
31601,0,19,0,19,..,124,19,141,3,141,..,5,3,11,0,11,..,120,24,149,0,147,..,593,41,638,9,645,..,3915,314,4225,61,4285,..,159,13,170,2501,2675,51998,4074,326,4396,2562,58956
31602,0,33,0,33,..,128,26,154,0,154,..,19,0,22,0,15,..,104,20,124,0,124,..,931,90,1022,20,1041,..,5288,471,5759,69,5832,..,246,17,270,4306,4575,85902,5538,490,6024,4378,96305
31603,0,11,0,11,..,97,23,121,0,121,..,11,5,14,0,14,..,87,24,104,0,105,..,592,87,673,16,688,..,4243,389,4631,59,4691,..,179,44,222,3862,4089,54893,4424,435,4857,3924,63673
31605,0,7,0,7,..,73,11,84,0,87,..,11,0,11,0,11,..,23,5,29,0,31,..,500,40,542,15,555,..,3136,187,3326,39,3359,..,118,11,131,2261,2394,40902,3255,198,3458,2297,46660
31606,0,8,0,8,..,80,14,93,0,93,..,7,0,7,0,7,..,41,5,48,4,49,..,531,46,582,12,589,..,2533,192,2717,46,2765,..,160,7,173,3095,3267,53008,2687,195,2885,3142,59039
31607,0,26,0,26,..,93,12,103,0,103,..,6,0,6,0,6,..,33,6,39,3,40,..,490,59,549,12,566,..,2161,175,2335,42,2379,..,154,10,165,2150,2316,45304,2314,187,2502,2195,49996
31608,0,0,0,0,..,23,6,35,0,35,..,0,0,0,0,0,..,11,4,19,0,19,..,183,9,190,3,200,..,856,64,915,9,924,..,52,3,54,1316,1370,21915,904,65,969,1329,24207
31701,16,186,3,190,..,143,28,171,0,167,..,29,9,39,0,39,..,190,35,227,3,227,..,3758,1596,5344,107,5451,..,13577,3029,16610,223,16828,..,504,127,625,7470,8099,137132,14080,3153,17231,7691,162059
31801,0,0,0,0,..,24,4,30,0,31,..,0,0,0,0,0,..,55,16,71,0,71,..,1097,122,1217,27,1245,..,2429,311,2745,63,2805,..,138,7,141,3862,4004,34655,2568,324,2887,3923,41467
