SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
31003,135,31,78,10,254,49,10,31,0,82,49,16,80,5,152,45,13,159,4,219,221,30,304,3,564,190,64,603,26,884,1230,145,720,29,2125,840,275,813,78,2008,874,502,821,68,2274,1021,823,729,68,2642,645,833,501,54,2031,700,958,378,32,2076,1518,2145,614,72,4349,1089,1725,210,35,3059,706,1469,129,19,2323,381,968,34,13,1394,617,1716,111,12,2454,498,1036,372,21,1923,136,94,121,6,356,10945,12856,6813,556,31162
31004,137,53,109,9,307,39,10,30,0,81,47,21,70,5,138,40,11,119,0,170,147,44,236,9,440,143,88,445,14,680,612,185,585,24,1401,447,329,670,38,1487,452,609,690,51,1811,617,978,571,46,2210,481,943,454,29,1910,532,996,354,34,1914,1286,2436,560,57,4331,867,1784,226,35,2906,593,1461,129,19,2199,287,933,60,3,1280,412,1729,112,17,2263,380,992,290,19,1681,87,99,79,3,267,7598,13700,5785,407,27492
31101,32,3,11,0,51,11,0,0,0,19,20,0,13,0,33,6,4,26,0,29,60,9,39,0,112,42,5,87,4,135,284,29,79,5,402,166,48,113,13,337,156,74,106,10,347,182,112,71,7,373,103,114,49,6,266,102,120,33,0,253,195,212,49,3,468,107,153,27,5,293,83,115,8,4,203,27,47,10,0,77,48,126,6,0,182,75,159,55,4,297,45,16,15,4,83,1738,1352,793,70,3953
31102,75,10,46,0,133,26,3,13,3,46,21,5,21,4,58,21,3,50,0,78,85,17,118,0,222,85,28,281,9,396,589,73,319,13,993,398,107,396,20,918,386,271,338,30,1023,405,404,277,19,1115,303,358,204,17,880,324,391,129,21,868,661,869,230,40,1802,407,618,74,16,1112,231,406,44,7,687,111,250,24,0,383,146,389,38,3,573,152,381,165,10,703,72,43,56,9,178,4492,4620,2821,228,12164
31103,149,54,115,0,321,43,10,32,3,92,38,31,69,4,134,43,30,106,9,185,173,72,239,10,493,159,87,445,6,697,853,233,526,24,1630,566,382,620,47,1621,573,637,641,42,1893,738,1023,575,58,2401,495,873,422,28,1817,503,926,282,43,1756,1136,1955,407,49,3557,736,1431,166,26,2361,347,867,88,16,1319,174,567,38,6,788,249,910,70,11,1238,339,897,298,31,1565,102,94,96,0,301,7433,11087,5238,417,24173
31104,110,27,56,4,195,39,9,16,5,61,32,3,28,5,66,36,8,70,0,114,132,21,131,5,284,85,36,236,5,354,549,90,260,10,909,308,133,297,15,756,395,272,295,16,983,432,489,237,14,1173,295,524,180,7,1002,346,596,155,11,1106,856,1488,217,15,2577,602,1214,115,7,1939,384,1014,60,7,1471,217,652,21,4,896,315,1254,38,9,1607,237,744,155,0,1139,97,101,47,5,254,5462,8679,2611,130,16887
31105,129,38,46,0,215,30,6,18,0,59,27,22,40,4,96,28,8,81,6,126,156,31,140,10,335,113,55,256,13,426,755,126,294,18,1198,479,214,414,36,1139,450,302,394,30,1177,562,497,373,24,1456,317,483,262,22,1087,383,467,197,20,1062,782,1198,340,48,2362,591,975,130,13,1715,338,864,58,7,1267,210,544,37,0,790,320,1133,67,7,1525,213,538,177,14,940,89,57,36,5,189,5974,7550,3369,267,17161
31106,138,66,97,3,317,46,9,23,4,81,39,31,81,3,146,31,23,128,3,192,168,78,274,10,521,124,109,416,13,661,820,218,472,40,1547,544,333,524,39,1434,538,531,535,50,1651,609,698,488,46,1845,332,634,335,26,1331,385,567,255,36,1241,774,1267,358,55,2454,524,1051,175,30,1779,319,817,86,18,1241,202,538,35,6,788,299,1031,67,9,1412,248,652,273,18,1191,94,83,94,5,276,6238,8723,4731,408,20098
31201,62,7,17,0,90,30,0,5,0,38,16,7,21,0,40,5,4,26,0,41,73,5,65,3,148,45,12,85,4,140,282,22,93,5,404,162,59,106,6,326,179,62,111,5,357,236,136,79,11,458,132,104,78,4,324,170,161,58,5,395,371,437,109,27,942,263,386,28,15,689,277,388,45,7,717,142,278,6,3,425,467,863,46,3,1373,259,477,81,4,823,85,47,17,6,149,3246,3465,1052,108,7865
31202,258,31,84,8,378,109,12,24,5,149,68,8,62,8,150,59,8,120,5,183,322,20,217,10,576,195,42,402,14,646,1164,112,417,16,1709,725,143,522,50,1438,867,278,530,38,1719,922,491,463,45,1924,599,519,329,41,1492,721,708,306,33,1768,1597,1757,451,69,3880,1197,1713,161,37,3110,1017,1582,127,8,2734,599,1070,43,6,1722,1268,2589,146,23,4022,1206,2418,393,30,4047,271,122,84,12,490,13166,13618,4896,447,32126
31203,58,4,8,0,71,19,0,0,0,22,17,4,12,0,29,13,3,14,3,26,52,3,23,0,81,52,6,69,0,131,229,26,89,3,353,141,37,117,5,300,190,64,101,6,370,229,100,85,5,420,161,127,58,4,343,174,130,56,9,368,336,324,57,5,715,221,267,15,5,509,131,218,15,3,368,78,117,4,0,201,155,264,20,0,435,215,360,49,0,626,50,15,16,0,79,2518,2076,806,61,5454
31301,147,9,29,4,184,86,0,5,0,97,43,8,20,0,73,57,0,25,0,88,274,9,62,0,348,183,25,135,7,346,1301,34,164,6,1509,898,59,219,26,1200,828,117,202,18,1163,726,201,166,11,1098,313,173,105,9,598,345,213,94,4,660,527,373,110,10,1020,316,325,32,8,679,205,255,23,0,482,121,153,5,0,283,236,316,27,0,579,250,328,105,7,689,114,30,33,3,187,6978,2628,1553,121,11273
31302,122,22,62,3,211,46,12,20,0,72,38,8,56,0,112,46,8,115,6,180,193,17,228,4,440,128,48,489,6,666,1068,163,513,30,1778,685,197,629,47,1561,671,435,638,67,1803,781,679,491,40,1994,445,710,346,22,1518,489,690,254,16,1451,992,1470,332,37,2825,586,1080,132,22,1822,309,803,74,6,1190,175,444,26,9,657,245,750,42,11,1043,376,745,263,14,1401,115,90,77,7,287,7511,8380,4795,341,21019
31303,41,4,9,0,59,24,0,9,0,29,5,0,13,0,20,6,0,11,0,19,50,4,32,0,86,41,7,38,0,92,255,21,52,6,330,121,43,69,3,237,157,74,61,4,295,165,80,47,6,296,91,106,34,4,225,119,120,27,11,267,190,238,33,0,459,129,191,14,0,336,81,121,5,0,210,36,77,5,0,120,90,140,7,0,243,88,189,28,4,308,39,16,13,3,74,1726,1442,504,38,3705
31304,133,19,38,0,192,47,6,18,0,67,35,8,31,4,72,34,5,88,0,131,172,21,170,6,366,137,37,312,3,495,874,92,363,8,1342,611,138,399,30,1181,559,273,402,31,1265,634,490,416,31,1571,403,490,272,22,1197,442,595,204,26,1263,943,1385,310,28,2668,621,1182,138,10,1951,385,985,73,5,1442,191,660,23,6,882,305,1174,66,3,1553,309,763,213,12,1297,92,62,58,6,217,6926,8383,3598,240,19152
31305,116,17,42,4,175,65,3,15,3,83,39,5,40,0,82,45,9,67,0,118,194,15,121,11,340,167,25,257,11,462,976,69,322,12,1376,695,115,428,49,1290,755,192,417,41,1410,763,328,389,26,1510,446,337,267,22,1069,459,334,213,12,1016,863,936,357,23,2174,579,732,127,20,1458,434,645,63,9,1154,237,429,27,7,696,531,1015,67,3,1624,326,555,255,3,1147,112,29,30,11,178,7803,5803,3506,263,17374
31401,115,18,32,0,168,81,8,15,0,100,41,3,26,5,77,29,7,27,0,66,187,11,74,0,268,135,25,128,7,295,692,52,172,12,920,535,105,262,22,922,785,198,333,24,1335,781,340,308,25,1452,467,467,273,16,1223,569,593,243,15,1424,1252,1544,441,41,3273,958,1768,167,17,2909,798,1838,153,11,2793,502,1361,67,7,1934,1181,4058,113,16,5364,355,936,222,11,1518,79,70,32,6,182,9546,13400,3073,231,26240
31402,121,28,60,8,217,44,3,16,0,69,35,12,49,4,97,37,9,51,0,94,130,23,174,5,334,143,45,316,7,512,709,119,437,11,1270,471,193,536,25,1225,548,400,634,33,1619,684,752,557,38,2034,496,744,386,29,1650,553,831,325,34,1738,1257,2072,467,44,3844,815,1620,190,29,2650,569,1338,105,13,2021,277,825,34,11,1148,437,1758,76,8,2281,327,794,254,16,1389,91,79,49,3,216,7739,11643,4717,307,24409
31403,56,9,30,0,101,29,4,12,0,38,16,9,26,4,49,20,7,49,0,66,70,12,84,3,176,81,35,176,3,294,431,60,203,15,708,306,122,264,18,708,371,184,245,21,826,366,296,236,27,925,210,358,175,24,761,261,366,152,18,800,608,858,226,25,1713,378,704,93,9,1184,217,480,59,8,759,100,300,18,3,426,166,476,36,6,675,166,352,156,9,685,40,24,35,7,104,3890,4650,2260,206,11008
31501,39,13,37,4,82,18,3,5,3,34,10,14,86,8,122,8,13,114,3,143,119,81,155,17,380,63,56,182,11,316,226,131,167,23,550,135,154,156,29,478,153,184,164,24,527,159,220,129,13,528,78,162,87,6,341,130,148,59,3,339,206,312,77,10,611,168,227,20,8,420,135,193,22,11,360,82,153,9,4,240,196,320,16,5,530,173,442,175,8,806,86,95,91,12,280,2193,2915,1764,210,7090
31502,34,12,31,4,83,13,5,12,6,36,8,14,39,8,69,6,10,57,0,75,60,37,81,3,186,33,23,116,3,178,123,52,98,11,284,88,56,130,19,284,105,85,132,5,320,134,94,116,11,353,99,114,87,10,300,125,111,68,10,316,318,363,112,18,810,245,336,47,10,640,266,382,42,9,696,171,229,9,3,417,358,578,39,14,987,198,411,114,13,737,66,40,54,0,158,2442,2950,1383,148,6921
31503,51,10,8,0,71,20,3,0,0,26,15,0,9,0,21,11,3,23,0,32,56,6,43,3,109,40,7,54,3,104,177,30,51,7,259,135,34,66,4,240,107,73,77,4,256,154,106,67,9,336,104,62,35,3,206,124,101,23,0,247,236,223,38,4,501,189,181,12,0,384,103,115,11,5,227,74,78,0,0,152,115,167,14,3,296,183,323,58,3,567,85,26,25,7,141,1975,1531,614,69,4187
31601,111,25,28,0,165,43,8,17,0,70,38,13,23,4,78,28,4,31,0,65,133,13,65,0,207,124,18,152,3,294,772,46,198,8,1023,578,108,263,8,963,645,175,326,19,1162,627,304,303,25,1261,369,315,202,13,902,422,411,181,18,1027,807,1005,250,28,2085,558,905,93,13,1567,375,752,70,6,1199,213,526,20,5,768,504,1537,51,0,2097,281,681,172,10,1143,91,49,34,3,175,6732,6895,2483,162,16268
31602,182,24,52,4,265,96,3,19,0,122,69,11,35,3,113,46,3,69,0,126,341,19,135,6,503,264,36,297,8,601,1488,101,372,17,1974,1076,140,516,32,1763,1137,284,544,37,2004,1281,532,424,46,2283,613,589,360,29,1590,745,651,267,23,1684,1403,1571,400,38,3408,903,1376,171,22,2476,626,1135,97,10,1865,389,756,37,4,1185,905,1856,93,7,2866,546,1024,285,12,1866,163,72,43,9,279,12283,10180,4218,309,27000
31603,136,15,42,6,195,78,6,16,0,106,52,4,31,0,78,38,3,43,0,88,178,10,103,3,291,152,16,173,0,346,799,44,222,14,1072,634,114,333,26,1105,787,163,343,22,1317,861,303,316,25,1509,508,299,221,29,1054,599,360,155,20,1141,1159,831,261,29,2278,728,717,81,15,1538,474,598,49,5,1129,259,369,16,4,652,759,1005,63,10,1842,422,530,192,7,1153,110,43,35,4,196,8741,5445,2696,225,17098
31605,132,25,28,0,183,86,3,13,0,105,32,10,26,0,67,34,5,25,0,64,160,12,56,0,227,113,18,108,3,240,613,53,177,11,850,482,70,226,13,789,585,152,263,13,1022,684,296,203,14,1193,352,257,166,9,781,451,297,110,8,868,785,661,183,10,1644,467,557,65,0,1085,342,494,39,0,881,169,301,10,8,491,669,1012,54,5,1738,267,464,153,3,892,81,50,17,0,156,6509,4750,1928,99,13282
31606,131,25,19,0,174,62,11,11,0,85,51,6,33,0,90,49,8,57,0,106,232,21,91,0,344,165,33,189,6,394,885,64,196,13,1158,656,131,266,24,1071,672,257,264,22,1216,820,438,260,19,1537,410,445,176,22,1055,484,449,157,13,1107,944,1011,209,14,2178,585,885,88,13,1573,393,729,56,3,1178,226,434,23,0,683,471,945,32,5,1459,330,749,198,15,1287,117,64,30,3,215,7689,6697,2356,178,16920
31607,93,15,40,0,148,32,6,7,0,46,29,9,23,0,59,29,3,44,0,78,144,15,103,5,264,116,28,173,8,326,668,65,233,4,966,510,118,239,20,884,548,223,329,26,1125,573,421,258,28,1272,322,372,150,15,863,367,469,138,13,984,784,1012,195,15,2003,470,801,66,9,1345,290,578,33,5,907,132,329,7,5,476,310,717,33,0,1056,258,599,146,6,1012,55,55,35,0,147,5734,5835,2246,145,13953
31608,64,12,14,0,86,33,6,12,0,49,23,8,13,0,47,24,3,19,0,44,102,10,35,0,152,86,22,56,0,170,397,29,69,7,501,297,62,100,6,461,333,103,118,6,560,376,178,97,11,651,204,166,65,6,447,203,204,65,0,476,334,426,57,6,828,222,293,33,0,543,142,256,12,0,415,90,150,8,0,247,212,396,18,4,630,150,362,88,3,596,45,26,16,0,90,3345,2703,877,50,6983
31701,271,62,88,8,425,136,13,32,0,187,81,21,96,7,202,73,14,144,9,233,380,82,337,13,810,287,99,554,24,959,2073,249,669,42,3029,1369,371,879,85,2694,1509,621,925,86,3136,1702,1049,767,79,3599,1054,1016,562,51,2683,1180,1147,445,55,2830,2376,2742,650,102,5869,1472,2267,244,52,4034,1030,1760,120,17,2930,554,1128,52,11,1748,1119,2502,136,17,3777,921,1708,434,27,3091,276,97,107,12,496,17861,16946,7242,685,42730
31801,79,6,33,3,123,50,3,9,0,69,35,10,29,0,79,34,4,58,0,93,182,17,98,10,302,109,20,145,6,278,722,74,185,20,998,390,88,223,28,722,453,131,206,29,817,442,207,153,10,803,242,222,111,14,590,296,256,94,14,653,584,574,129,20,1305,365,487,45,5,909,232,392,19,9,647,121,196,11,7,335,235,396,24,5,656,336,504,141,11,994,146,57,45,8,252,5056,3635,1748,184,10626
31802,290,50,124,11,475,123,12,51,13,197,95,25,91,18,228,94,14,223,7,332,366,43,372,16,804,292,64,676,28,1060,1658,182,839,38,2715,1150,292,1064,79,2581,1390,531,1098,97,3114,1672,915,963,124,3669,1087,984,771,76,2913,1282,1162,628,80,3156,2816,2880,855,121,6674,2086,2762,347,69,5259,1476,2289,188,24,3980,809,1567,79,7,2463,1449,3392,192,22,5051,1458,2483,586,52,4578,251,128,133,12,533,19843,19771,9294,888,49794
31901,232,33,55,4,328,146,12,20,0,178,83,22,48,0,156,96,13,116,0,223,455,46,242,10,746,321,57,436,14,819,2289,162,465,23,2938,1336,255,603,54,2241,1170,421,638,55,2283,1248,650,441,52,2389,591,612,316,30,1549,692,608,221,26,1552,1222,1375,284,30,2917,732,974,115,18,1841,442,768,44,3,1259,173,503,22,4,702,443,851,67,5,1365,584,892,287,14,1778,304,69,90,13,472,12554,8308,4516,357,25739
31902,136,23,40,4,204,79,3,16,0,102,44,19,49,4,120,46,5,88,7,144,304,47,129,10,491,197,52,226,10,474,1231,115,263,16,1631,662,171,316,46,1198,562,270,261,37,1135,615,364,207,25,1207,286,299,127,10,728,346,280,91,14,726,560,576,109,13,1256,296,443,32,9,778,205,317,20,4,540,88,164,9,0,262,171,318,20,3,523,370,516,146,10,1048,194,56,63,9,317,6386,4044,2212,233,12888
31903,149,22,30,5,211,76,11,12,8,100,48,14,32,0,90,45,3,74,0,125,294,28,124,3,443,215,46,238,4,497,1452,110,292,21,1871,743,176,343,28,1294,673,327,353,29,1376,752,445,235,15,1449,358,406,146,9,922,382,409,123,11,922,644,757,164,9,1581,318,524,44,6,893,217,376,22,0,622,105,224,5,0,330,213,317,17,0,553,357,580,182,8,1128,160,57,50,3,274,7197,4820,2495,170,14687
31904,231,17,35,3,283,111,0,10,0,130,60,14,42,0,119,61,15,94,0,167,315,30,145,4,494,257,32,304,6,601,1852,108,363,19,2337,1108,165,455,39,1763,1029,303,448,36,1813,966,451,305,32,1753,423,369,240,12,1052,471,378,149,14,1012,739,806,187,17,1744,457,653,74,8,1194,283,462,35,6,788,141,262,13,5,418,294,526,29,0,854,414,598,192,10,1215,201,50,74,11,335,9430,5234,3188,226,18076
31905,142,14,19,0,178,73,3,13,0,90,52,9,32,7,99,61,0,68,3,137,307,42,134,9,484,212,38,216,7,473,1459,109,261,11,1838,812,159,356,38,1353,635,298,328,33,1299,722,337,202,12,1270,298,283,133,14,732,347,283,89,9,725,521,585,111,9,1223,293,414,43,5,752,166,297,22,3,481,66,185,8,0,260,165,261,18,0,441,308,426,170,16,917,173,44,47,3,270,6801,3777,2269,180,13032
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,84,9,43,25,157,22,0,13,6,42,24,7,12,0,48,12,0,19,0,31,43,5,18,3,73,48,10,33,9,104,86,11,28,15,142,142,30,31,17,219,217,41,45,29,332,220,45,53,25,341,173,34,28,10,246,174,54,40,10,278,420,120,68,17,625,291,98,28,9,421,235,83,17,3,342,192,62,5,0,260,566,300,34,8,914,127,59,20,3,211,20,6,5,0,35,3114,975,548,191,4821
40102,92,12,24,0,129,51,8,16,0,79,30,10,22,0,64,32,6,43,0,91,197,22,94,0,320,175,32,172,3,380,804,71,221,17,1116,729,133,295,27,1181,808,230,324,21,1380,901,415,303,25,1649,513,473,209,13,1212,583,541,193,17,1336,1172,1456,347,27,3001,889,1353,121,8,2374,616,1237,78,8,1944,341,866,25,3,1227,855,2375,75,6,3310,428,1056,289,3,1774,93,48,23,3,166,9321,10349,2879,186,22734
40103,107,19,63,9,194,43,5,18,0,59,25,13,26,0,67,16,7,28,5,58,75,17,38,3,132,75,28,66,5,175,250,44,79,6,379,294,69,115,12,491,373,143,131,10,659,430,193,129,20,771,252,178,107,16,555,322,220,97,15,657,583,552,159,7,1300,451,567,83,13,1117,298,544,54,3,909,221,412,21,0,652,972,2572,117,6,3668,167,501,106,4,779,44,23,14,0,87,5001,6114,1453,141,12710
40104,151,22,49,3,221,49,6,13,3,72,42,11,26,3,83,26,3,56,3,92,149,14,81,7,256,126,39,136,10,314,686,84,154,14,939,465,167,234,25,890,501,277,295,30,1101,538,377,252,31,1212,294,394,174,12,878,331,389,165,25,907,682,1050,257,33,2014,500,932,122,19,1567,335,882,72,15,1304,189,553,28,6,772,356,1382,60,3,1803,209,396,139,9,750,62,31,30,5,128,5700,6993,2353,258,15303
40105,69,13,53,5,136,35,8,12,3,56,18,5,15,0,42,7,11,18,4,35,70,14,34,4,127,52,24,56,0,133,324,30,70,11,437,259,69,125,19,476,295,128,144,23,593,395,144,104,21,666,258,154,135,16,561,239,173,98,9,520,521,431,170,27,1146,359,394,66,11,836,300,394,55,10,762,213,309,17,4,543,566,1403,69,7,2049,147,243,95,0,485,37,15,9,0,64,4165,3959,1358,191,9669
40106,44,5,17,0,69,11,3,5,0,19,14,9,16,4,36,3,5,20,3,34,47,10,30,0,84,39,16,53,3,111,179,26,51,4,257,165,60,80,13,318,214,85,101,18,422,300,148,90,23,557,168,129,78,20,394,195,140,65,13,409,432,402,156,19,1017,321,376,47,11,748,232,406,39,0,684,176,324,17,5,523,475,1355,55,6,1899,131,209,65,0,406,19,11,6,0,36,3179,3699,988,155,8021
40107,60,8,37,0,107,28,8,12,3,46,21,10,11,4,43,8,4,15,0,29,62,17,35,3,114,64,13,55,8,137,226,38,76,12,355,203,68,113,25,403,290,86,125,19,523,365,122,110,22,618,236,117,80,11,445,250,138,97,19,504,585,375,179,19,1158,403,393,63,20,870,292,419,60,8,778,212,387,17,4,621,802,1975,115,10,2893,144,315,97,7,556,39,11,7,0,55,4288,4472,1320,189,10269
40201,51,8,14,3,74,26,0,11,0,39,19,8,16,4,44,18,5,37,0,56,102,22,84,7,206,76,16,154,7,251,559,37,176,4,777,356,67,213,23,664,344,153,242,12,756,436,248,216,17,921,224,253,144,7,628,250,305,133,7,696,563,762,165,21,1506,391,636,76,18,1116,233,455,31,0,721,102,316,19,0,436,141,575,36,6,754,186,465,150,0,807,53,29,25,3,109,4125,4358,1944,134,10559
40202,110,68,120,7,304,47,19,36,6,107,38,32,116,3,189,28,26,224,3,282,221,108,401,9,744,182,135,707,26,1051,1188,291,825,35,2334,749,475,924,74,2221,683,659,846,61,2246,843,969,654,66,2523,471,897,428,38,1829,541,871,285,31,1724,1090,1753,409,48,3302,622,1233,165,33,2060,340,815,79,13,1242,156,459,44,5,661,191,654,73,4,916,378,926,418,27,1745,145,97,128,17,386,8019,10480,6883,496,25876
40203,176,46,71,11,304,48,12,15,5,80,31,11,74,3,119,30,18,76,11,133,155,49,159,12,377,98,79,240,10,434,742,178,264,26,1209,478,308,363,45,1193,502,463,408,36,1406,617,739,332,58,1748,395,645,249,39,1325,447,668,205,50,1374,1014,1637,320,59,3033,666,1186,137,41,2031,468,931,81,28,1501,232,509,23,14,777,375,998,64,9,1445,255,528,217,19,1025,63,47,49,3,165,6791,9059,3327,474,19656
40204,260,116,139,16,536,86,25,32,6,149,77,47,111,3,240,69,59,238,5,372,355,149,377,26,906,280,222,688,28,1218,1922,495,762,50,3221,1246,701,1012,91,3045,1193,1161,988,89,3433,1271,1511,841,83,3703,752,1404,560,51,2768,797,1351,438,61,2641,1683,2960,636,77,5363,892,1978,272,45,3189,517,1366,141,22,2047,235,796,66,10,1100,332,1307,87,13,1740,453,1200,508,25,2190,209,111,114,9,450,12621,16972,8004,709,38305
40205,190,12,60,5,268,61,9,18,0,94,50,8,38,3,101,40,8,61,4,118,234,38,158,6,431,182,43,229,16,467,1290,113,293,20,1716,1057,194,445,24,1713,1187,422,508,25,2146,1134,637,497,59,2323,608,664,378,30,1677,654,769,314,26,1760,1393,2035,503,43,3974,980,1875,216,24,3091,673,1516,116,16,2327,326,1034,54,6,1420,478,1918,82,7,2489,352,842,309,8,1516,123,61,27,4,220,11016,12201,4325,319,27865
40301,41,3,8,0,57,24,4,6,3,38,12,4,10,0,29,18,3,17,0,34,84,3,30,0,126,61,11,59,6,132,354,22,96,10,482,311,39,117,9,474,425,75,128,17,641,475,95,126,22,715,276,104,109,12,503,285,117,77,8,487,552,359,154,11,1075,423,392,47,8,873,325,412,45,8,793,202,332,9,0,553,583,1267,74,0,1922,187,290,100,6,584,54,18,14,3,82,4696,3551,1225,126,9600
40302,162,34,68,4,273,77,9,24,9,114,53,9,56,8,122,45,14,81,0,144,252,51,148,10,467,167,56,259,17,493,1062,125,324,29,1539,836,193,467,55,1554,940,361,525,48,1871,1082,547,476,64,2171,576,591,371,40,1578,656,715,294,38,1712,1380,1782,480,73,3717,992,1620,211,27,2854,727,1372,101,29,2233,393,915,52,8,1370,594,1721,78,12,2409,394,814,283,18,1507,99,44,34,7,184,10492,10995,4345,498,26325
40303,100,11,42,4,157,52,5,8,3,76,24,9,22,5,57,16,13,27,0,55,135,26,48,13,219,103,36,94,3,235,510,60,127,13,712,506,75,196,22,797,620,168,236,40,1055,763,269,215,23,1274,382,271,174,14,840,469,328,167,18,977,830,897,282,23,2036,596,1032,129,15,1772,501,1106,89,3,1707,316,868,33,3,1224,810,2962,125,11,3908,264,632,216,9,1120,59,33,20,0,114,7055,8801,2243,229,18331
40304,211,45,93,7,359,124,13,43,4,179,96,30,103,4,237,75,18,194,10,289,460,60,382,24,924,427,98,776,29,1321,2660,234,905,54,3853,1965,404,1178,84,3632,1990,841,1209,77,4118,2096,1374,982,92,4549,1136,1376,721,33,3266,1248,1524,602,52,3430,2602,3490,796,80,6962,1624,2941,333,36,4940,995,2201,152,18,3369,464,1347,69,6,1886,690,2263,101,11,3067,713,1765,685,13,3183,231,114,102,13,460,19817,20134,9413,650,50018
40401,196,37,63,5,297,89,13,33,3,136,71,20,56,8,149,46,13,116,5,186,307,49,233,17,611,216,80,360,21,676,1386,170,440,58,2051,996,247,583,82,1908,1050,478,590,80,2190,1104,726,562,92,2484,657,706,437,37,1837,740,796,331,51,1917,1611,1877,608,83,4176,1212,1775,274,50,3309,871,1525,141,26,2556,533,1089,62,12,1695,1077,2580,146,14,3824,478,894,383,21,1770,153,83,60,7,303,12776,13157,5469,680,32087
