SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED30025,0,0,0,5,0,0,0,0,0,7,1559,3408,3032,5274,2734,2064,1415,697,184,20362,0,0,0,0,4,0,0,0,0,5,0,0,0,6,0,4,0,0,0,9,0,6,5,23,0,0,4,0,0,35,0,0,0,0,0,0,0,0,0,3,3,4,6,16,22,15,12,0,0,76,0,0,0,4,0,0,0,0,0,6,0,6,13,41,14,17,9,5,3,106,0,0,0,3,3,7,0,5,0,14,0,0,0,3,5,0,0,4,0,22,0,55,115,233,253,237,132,86,21,1127,0,3,9,35,11,13,6,9,0,76,0,6,3,14,7,3,0,0,0,41,0,5,5,18,13,7,17,15,0,84,0,0,0,3,0,0,5,0,4,16,3,3,14,15,0,0,5,0,0,36,0,15,30,150,42,18,9,8,4,283,0,0,3,8,0,3,0,0,0,19,0,3,4,40,12,3,3,5,0,65
SED30026,0,0,0,5,0,0,0,0,0,3,1658,3542,3118,5452,2714,1657,1381,764,223,20516,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,43,0,0,5,0,0,0,0,0,0,9,0,13,3,26,22,4,6,0,0,73,0,0,0,6,0,0,0,0,0,10,0,10,15,46,13,10,6,0,0,99,0,0,0,0,0,0,4,0,0,0,0,6,0,3,0,0,0,3,0,16,5,79,67,268,206,175,118,93,30,1047,0,0,0,9,12,15,9,3,0,48,0,3,0,13,9,3,0,0,0,35,0,3,13,26,24,17,18,7,4,111,0,0,4,0,0,0,0,0,0,8,0,4,4,12,7,11,3,0,0,40,0,23,23,132,43,17,12,9,4,261,0,3,3,10,5,0,3,0,0,22,0,3,4,31,8,3,0,6,0,53
SED30027,0,0,0,0,0,0,0,0,0,0,1391,3028,2406,4288,2111,1729,1319,727,196,17198,0,0,3,17,7,3,0,0,0,25,0,0,0,4,8,3,0,3,0,30,0,3,0,51,3,0,0,0,0,58,0,5,4,0,0,0,0,0,0,10,0,0,9,17,13,12,0,0,0,51,0,0,0,6,5,4,0,0,0,13,0,11,9,64,13,19,14,0,0,142,0,0,0,6,3,6,7,18,4,50,0,0,0,0,0,6,4,0,3,12,0,31,77,208,187,253,200,174,54,1180,0,3,0,13,6,10,3,0,0,40,0,0,0,8,3,8,12,5,0,31,0,0,5,13,12,19,14,33,14,102,0,0,0,0,3,5,5,0,4,21,0,5,0,15,5,3,5,0,0,39,3,14,38,209,31,12,7,9,0,325,0,5,0,13,3,4,5,4,5,36,0,0,3,17,0,5,7,0,0,33
SED30028,0,0,0,0,0,0,0,0,0,0,1549,3446,2591,5084,2609,2557,1550,599,146,20124,0,3,3,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,9,10,6,3,0,0,38,0,0,0,0,0,0,0,0,0,9,0,4,3,5,9,0,4,0,0,31,0,0,0,0,3,0,5,0,0,9,0,3,0,10,0,0,4,0,0,24,0,22,29,65,104,157,117,59,19,565,0,5,3,16,9,8,0,4,0,46,0,0,0,4,6,4,5,0,0,17,0,0,3,6,6,17,14,18,4,62,0,0,0,0,0,4,4,0,3,11,0,0,0,3,0,0,0,0,0,10,6,17,9,127,33,6,9,0,0,210,0,4,0,6,0,0,4,0,0,17,0,0,0,4,0,0,0,0,0,13
SED30029,0,0,0,0,0,0,0,0,0,0,1137,2803,2436,4778,2590,2585,2289,1059,252,19922,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,18,5,9,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,4,7,0,14,0,0,0,0,3,0,7,0,0,9,3,30,61,140,219,308,292,190,46,1292,0,0,0,8,5,3,3,0,0,22,0,0,0,6,4,7,0,5,3,36,0,8,6,16,16,21,38,26,4,131,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,22,6,0,5,5,3,51,0,0,0,0,0,0,6,4,0,15,0,0,0,5,3,4,0,0,0,15
SED30030,0,0,0,18,0,3,0,0,0,28,1542,2686,2788,5978,2490,1720,1064,493,226,18983,0,6,0,24,0,4,0,0,0,31,0,0,4,23,11,15,18,7,0,77,0,0,3,77,5,0,0,0,0,91,0,0,0,0,0,0,4,0,0,3,0,0,6,33,21,10,0,0,0,78,0,3,0,9,4,0,0,0,0,26,0,5,27,94,15,19,15,12,6,198,0,0,0,11,0,3,0,4,0,23,0,0,0,4,0,0,4,0,3,18,6,44,75,229,185,125,102,59,15,831,0,0,4,20,10,12,8,4,0,59,0,0,3,31,6,8,0,0,0,41,0,0,4,24,19,11,11,5,0,75,0,0,0,7,6,5,10,15,11,51,0,4,10,37,13,11,3,0,0,74,3,43,44,445,37,18,8,10,0,618,0,0,5,13,3,5,0,5,0,31,0,5,7,52,8,3,0,0,0,76
SED30031,0,0,0,0,0,0,0,0,0,0,1265,2683,1972,4037,1964,1947,1232,541,131,15782,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,23,0,0,0,4,0,0,0,0,0,4,0,0,0,17,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,38,28,77,47,32,7,225,0,0,0,11,6,0,0,0,0,25,0,0,0,3,0,0,0,4,0,6,0,0,0,6,6,0,7,4,5,28,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,62,3,5,0,0,0,77,0,0,3,4,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3
SED30032,0,0,0,0,0,0,0,0,0,0,1168,3034,2464,4131,2672,3234,3214,1488,350,21762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,11,8,8,7,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,16,0,0,0,0,0,5,5,4,0,13,0,0,0,0,0,0,3,0,0,9,0,5,20,60,115,244,303,211,49,1013,0,0,3,3,6,0,0,0,0,20,0,0,0,4,9,10,0,0,0,19,0,0,3,12,16,30,36,26,8,123,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,3,38,4,6,0,5,0,68,0,4,0,0,0,0,7,0,6,12,0,0,0,0,0,0,0,0,0,4
SED30033,0,0,0,0,0,0,0,0,0,0,970,2775,2177,3506,2161,2588,3192,1818,457,19648,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,10,6,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,27,0,0,0,0,0,5,8,5,3,20,0,5,0,5,0,0,0,3,0,20,3,26,44,100,132,275,423,429,105,1537,0,0,3,6,7,7,0,5,0,36,0,0,0,3,5,5,6,8,3,32,0,0,4,7,12,17,57,57,22,173,0,0,0,0,0,4,0,3,0,5,0,0,0,5,4,6,0,0,0,16,0,5,6,82,16,6,3,4,0,137,0,0,0,0,0,0,4,4,0,6,0,0,0,7,0,0,4,0,0,7
SED30034,0,0,0,0,0,0,0,0,0,0,1272,3212,2505,4535,2781,3294,2966,1390,352,22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,9,8,4,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,4,0,0,20,0,0,0,0,0,0,3,6,6,22,0,0,0,0,0,0,0,0,0,3,0,10,16,57,74,168,197,162,39,727,0,0,0,11,6,7,0,4,0,25,0,0,0,14,0,9,3,0,0,32,0,0,4,14,11,24,42,40,9,156,0,0,0,0,0,0,0,0,4,15,0,0,0,5,0,0,5,0,0,10,4,28,39,264,27,25,10,3,0,405,0,0,0,12,4,3,11,4,0,36,0,0,0,0,0,0,0,0,0,0
SED30035,0,0,0,0,0,0,0,0,0,0,1790,3650,2581,5517,2504,2554,2001,832,222,21655,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,13,4,6,9,0,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,19,20,103,82,152,128,82,17,595,0,0,4,11,8,3,4,0,0,34,0,0,0,6,0,0,0,4,0,19,0,0,0,10,8,14,20,39,7,101,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,3,0,0,0,12,0,0,3,43,8,9,8,0,0,70,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
SED30036,0,4,20,76,13,8,0,0,0,131,2182,3427,3092,5335,1802,1387,829,456,137,18654,0,15,31,52,40,6,8,0,0,152,0,0,5,23,10,11,6,6,0,45,0,0,6,27,12,6,0,0,0,42,0,0,3,3,9,0,6,0,0,17,0,6,0,14,4,7,4,0,0,37,0,0,5,5,11,7,5,4,0,32,6,13,38,111,40,34,33,6,5,292,0,0,0,3,0,12,4,3,0,26,9,3,17,0,7,0,0,0,0,37,5,9,41,118,123,185,139,116,44,799,0,3,16,101,41,51,25,6,0,250,0,0,0,7,5,5,0,3,0,29,0,0,7,19,11,11,35,19,8,106,0,0,0,0,0,5,0,0,0,16,0,4,9,29,10,3,15,0,0,64,4,56,125,722,122,66,32,16,3,1161,5,4,11,34,19,5,8,3,3,92,0,10,12,54,28,4,8,6,0,113
SED30037,0,0,0,0,0,0,0,0,0,0,1600,3321,2795,5445,2299,2146,1517,772,262,20153,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,5,6,9,3,4,0,0,0,18,0,0,0,0,5,0,0,0,0,8,0,3,10,6,3,4,5,0,0,37,0,0,0,0,0,5,0,3,0,5,0,4,4,4,0,0,0,0,0,7,0,11,17,90,112,160,115,86,16,612,0,0,6,10,7,5,3,3,0,29,0,0,0,4,4,0,0,0,0,6,0,5,0,14,11,11,21,17,0,67,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,17,0,21,40,201,48,14,12,0,0,327,0,0,0,3,0,0,4,0,0,12,0,0,0,6,0,0,0,0,0,10
SED30038,0,0,0,0,0,0,0,0,0,0,1666,3700,3247,5931,2650,2391,1699,829,236,22340,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,8,6,0,28,0,0,0,0,0,0,0,0,0,4,0,4,8,9,0,3,0,0,0,20,0,0,0,4,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,14,39,91,127,215,165,91,36,788,0,0,0,9,4,3,0,3,0,27,0,0,0,3,6,4,5,0,0,18,0,0,0,9,8,4,21,17,4,60,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,7,8,52,16,4,4,3,0,98,0,0,0,3,0,5,0,0,0,6,0,0,0,5,0,0,0,0,0,10
SED30039,0,8,18,14,7,3,0,0,0,54,2719,5342,3474,6365,2606,1598,844,296,43,23279,0,0,7,40,5,0,0,0,0,54,0,0,0,7,3,7,0,0,0,19,0,0,0,17,8,0,0,0,0,28,0,6,0,10,6,0,4,0,0,27,0,5,0,18,13,9,0,0,0,41,0,0,3,7,13,12,9,5,0,53,0,11,11,69,18,11,9,3,0,135,0,0,0,3,4,11,5,3,3,30,0,3,3,4,5,0,0,0,0,23,0,76,114,255,286,266,188,98,16,1313,0,6,14,81,37,26,12,3,0,180,0,0,8,3,5,6,0,0,0,21,0,0,4,23,23,17,27,15,0,108,0,0,0,0,0,0,0,0,0,6,0,3,6,23,4,9,0,0,0,51,11,106,106,964,204,41,23,13,0,1469,0,6,0,15,4,8,5,4,0,37,0,3,3,46,14,13,3,4,0,87
SED30040,0,0,0,0,0,0,0,0,0,0,1183,2994,2555,4308,2324,2081,1805,1218,495,18961,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,37,3,0,0,0,0,41,0,0,3,0,0,0,0,0,0,7,0,18,8,35,16,4,12,6,0,97,0,0,0,3,3,0,0,0,0,7,0,6,3,12,15,0,9,4,0,44,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,5,0,3,17,3,83,108,199,229,249,231,228,75,1405,0,4,3,9,10,6,0,6,0,30,0,0,0,12,0,0,9,0,0,22,0,0,7,15,18,15,28,37,10,127,0,0,0,0,0,0,0,5,0,15,0,3,8,12,0,4,6,0,0,28,3,8,20,83,23,7,6,7,0,157,0,0,0,3,0,0,3,0,0,17,0,0,4,11,5,0,0,0,0,14
SED30041,0,0,0,3,0,0,0,0,0,8,1432,3482,2674,4775,2447,2768,2325,1162,296,21359,0,0,0,12,4,4,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,7,17,15,3,0,0,0,45,0,0,0,0,0,0,0,0,0,3,4,9,0,11,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,12,7,59,10,9,0,0,0,94,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,6,0,20,30,68,91,136,127,95,32,596,0,0,4,13,10,11,6,0,0,36,0,0,0,5,8,8,0,0,0,21,0,0,0,10,9,12,26,15,3,69,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,14,4,12,12,101,18,9,12,4,0,155,0,0,0,5,0,0,0,3,0,13,0,0,0,3,3,3,0,0,0,12
SED30042,0,0,0,4,0,0,0,0,0,8,1850,4166,3405,5705,2695,2072,1487,633,142,22148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,11,0,3,6,14,9,11,0,0,0,40,0,0,0,0,5,0,0,0,0,12,0,0,7,13,7,6,7,0,0,42,0,0,0,0,0,5,0,4,0,14,0,0,3,0,0,0,0,4,0,9,5,41,113,198,252,268,200,131,39,1250,0,0,3,35,17,14,7,4,0,78,0,0,0,7,0,0,0,0,0,15,0,0,0,12,15,9,23,17,10,78,0,0,0,0,0,0,0,3,0,4,0,3,0,6,0,3,3,0,0,20,0,11,4,108,20,11,0,6,0,167,0,0,0,6,0,0,0,3,0,14,0,0,0,3,6,0,0,0,0,10
SED30043,0,0,0,8,0,4,0,0,0,16,1477,3600,2689,4568,2658,2723,2164,1041,218,21145,0,0,5,20,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,5,6,9,7,5,6,0,29,0,0,0,0,0,0,0,0,0,6,0,5,11,56,5,4,0,0,0,77,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,5,0,9,29,65,86,195,165,126,28,699,0,0,0,8,3,3,6,0,0,15,0,0,5,3,9,4,0,3,0,26,0,0,0,14,13,18,30,17,3,93,0,0,0,0,0,0,0,0,0,5,0,0,13,16,0,0,0,0,0,31,4,7,35,159,4,4,0,3,3,223,0,0,0,12,4,0,3,0,0,31,0,0,0,7,0,0,0,6,0,10
SED30044,0,3,0,24,0,0,0,0,0,37,2392,4426,3439,5793,2554,2173,1556,631,133,23102,0,0,0,3,3,0,0,0,0,8,0,0,0,13,5,14,4,0,0,35,0,0,0,11,0,0,0,0,0,21,0,5,6,22,23,12,6,4,0,81,0,5,3,13,8,3,6,3,0,37,0,3,0,0,0,3,3,0,0,9,0,7,18,47,10,14,12,9,4,113,0,0,0,4,0,14,7,17,0,39,0,0,0,0,3,0,8,0,0,16,0,9,50,159,173,301,249,194,49,1187,0,7,11,70,20,17,10,5,0,143,0,0,0,4,7,6,3,7,0,26,0,0,0,14,12,14,38,21,11,115,0,0,0,0,0,0,3,0,0,13,0,0,4,13,7,5,6,0,0,41,8,24,75,513,29,23,9,6,0,682,0,3,5,16,0,0,3,4,0,29,0,0,9,12,0,0,0,0,0,20
SED30045,0,0,0,0,0,0,0,0,0,0,1554,3186,2539,4551,2647,2178,1645,874,327,19497,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,12,0,0,5,31,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,4,9,3,18,12,10,7,4,4,71,0,0,0,7,0,0,0,0,0,16,0,4,13,50,22,15,13,0,0,129,0,0,0,4,0,3,6,3,0,16,0,0,0,0,0,0,0,0,0,9,11,82,91,271,271,289,187,149,51,1398,0,0,5,38,21,21,12,4,0,106,0,5,3,29,7,4,0,8,0,59,0,0,0,26,22,14,19,17,0,101,0,0,0,6,0,3,8,9,0,24,0,5,0,7,6,4,6,3,0,41,0,8,12,116,23,16,14,5,0,195,0,5,0,5,3,0,10,0,4,21,0,0,0,18,7,0,0,6,0,32
SED30046,0,16,33,75,27,3,0,0,0,161,1936,3652,3059,5339,2261,1823,1480,764,191,20519,0,0,0,5,0,0,0,0,0,12,0,0,0,12,11,4,0,0,0,32,0,3,12,28,13,7,0,0,0,65,0,0,0,11,5,5,4,0,0,24,0,0,0,12,9,5,3,0,0,40,0,0,0,8,0,4,6,0,0,15,0,7,9,50,3,11,14,4,0,105,0,0,0,0,3,5,7,7,0,25,0,0,0,0,3,0,0,0,0,12,0,25,60,163,175,290,265,211,62,1254,0,3,5,42,17,14,9,0,0,90,0,0,0,8,0,8,4,0,0,20,0,0,0,8,12,13,34,27,3,95,0,0,0,3,6,3,6,0,0,21,0,0,0,7,0,8,3,0,0,27,0,11,37,294,21,16,15,8,7,406,0,4,7,7,3,6,4,0,0,25,0,0,3,9,5,0,0,0,0,27
SED30047,0,0,0,0,0,0,0,0,0,0,1510,3192,2800,5172,2692,2720,1957,975,354,21373,0,3,0,8,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,5,19,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,9,8,0,0,44,0,0,0,3,3,0,0,0,0,5,0,12,11,27,17,11,3,0,0,75,0,0,0,0,0,0,5,0,0,8,0,6,0,4,0,0,0,0,0,17,5,10,19,77,67,112,99,76,29,489,0,3,7,14,6,8,4,0,0,46,0,0,0,10,3,0,0,3,0,17,0,0,0,8,5,11,16,13,4,66,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,8,9,18,8,193,21,8,3,0,0,268,0,0,5,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,12
SED30048,0,0,5,7,3,3,0,0,0,17,1079,2484,4793,4987,1973,1489,1256,758,211,19041,3,8,5,86,11,0,3,0,0,121,0,0,0,3,0,0,0,0,0,6,0,4,10,94,5,3,0,0,0,126,0,5,0,6,0,0,0,0,0,10,6,17,20,74,23,13,13,5,0,167,0,6,7,44,3,3,3,6,0,68,8,120,379,672,97,57,47,21,5,1407,0,0,3,7,0,0,4,4,0,20,3,17,4,24,0,3,0,0,0,55,10,77,199,267,225,178,142,103,22,1235,0,0,9,17,13,9,8,6,0,62,0,3,8,43,12,7,10,0,0,85,0,9,23,46,26,21,16,11,0,149,0,5,0,6,0,0,4,0,0,14,5,40,81,93,27,30,12,3,0,294,8,79,134,534,109,30,14,11,0,923,5,21,38,83,17,7,5,6,0,190,0,11,11,124,36,12,8,5,0,214
SED30049,0,0,0,23,8,3,0,0,0,37,1556,3256,2749,3841,1925,1462,953,662,267,16665,0,11,3,28,12,3,3,0,0,60,0,0,0,24,13,12,18,4,0,77,0,0,0,22,5,0,0,0,0,32,0,0,0,3,10,0,0,0,0,14,5,4,10,31,18,9,3,0,0,71,0,0,0,7,3,3,6,5,0,23,11,110,264,916,152,130,108,41,8,1747,0,0,0,9,0,9,9,3,0,33,0,0,5,9,8,0,4,0,0,31,7,39,69,151,142,120,97,61,31,709,0,0,3,53,25,31,18,9,4,149,0,3,0,13,0,3,0,0,0,29,0,0,0,18,18,3,18,13,5,80,0,0,0,11,3,12,23,32,28,106,15,50,51,155,49,43,33,6,5,410,5,102,147,617,216,43,34,17,8,1191,0,4,9,41,16,10,6,8,0,82,0,3,8,48,25,8,4,3,0,104
SED30050,0,0,0,3,0,0,0,0,0,9,992,2018,2005,3959,2254,2414,2278,1125,358,17409,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,4,4,146,7,3,0,0,0,168,0,0,0,0,0,0,0,0,0,0,3,6,3,48,18,17,18,9,0,124,0,0,0,5,7,0,3,0,0,18,0,8,7,25,6,5,0,0,0,48,0,0,0,0,0,5,6,3,4,18,0,0,0,0,0,0,5,5,0,8,9,29,71,210,158,275,264,194,61,1264,0,0,0,5,8,8,6,0,0,28,0,10,3,20,9,0,0,0,0,42,0,0,5,23,13,21,36,22,8,134,0,0,0,4,0,0,3,0,9,14,0,0,0,7,0,4,3,0,0,20,5,27,37,190,14,8,3,7,0,294,0,6,0,7,5,0,3,3,0,23,0,0,0,11,5,0,0,0,0,11
SED30051,0,0,0,0,0,0,0,0,0,0,1067,2890,2475,4255,2594,3251,3520,1578,361,21983,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,4,12,3,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,4,4,0,15,0,0,0,0,0,0,6,0,0,8,0,0,0,3,0,4,0,0,0,3,0,12,18,49,87,211,317,206,29,931,0,0,0,5,10,7,0,0,0,23,0,0,0,4,0,4,0,4,0,16,0,0,0,6,9,17,59,37,7,137,0,0,0,0,0,8,5,0,0,8,0,0,0,0,0,0,3,0,0,5,0,5,4,30,12,5,0,0,0,58,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,4
SED30052,3,0,0,14,0,0,0,0,0,16,789,965,3002,8324,2261,1776,1170,524,124,18930,0,5,6,31,5,6,0,0,0,55,0,0,0,19,0,5,0,3,0,31,0,3,38,426,19,11,0,0,0,504,0,0,0,0,4,4,0,0,0,11,3,7,10,109,26,14,14,3,0,188,0,0,3,53,4,0,0,0,0,64,5,24,394,392,61,40,43,15,3,978,0,0,0,9,0,0,4,6,0,21,0,5,4,24,0,0,0,6,0,32,5,16,142,579,204,250,129,69,14,1409,0,0,0,35,6,5,6,0,0,62,0,3,21,127,21,10,11,0,0,189,0,0,10,80,23,20,13,11,4,162,0,0,0,9,6,5,3,0,0,25,0,13,103,102,18,17,9,0,0,266,31,85,130,750,46,30,8,10,0,1095,0,3,34,67,18,4,4,5,0,130,4,8,9,129,23,3,8,0,0,178
