SED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SED30031,1708,17,0,0,17,7,1730,54,89,0,0,89,0,140,3,0,3,0,4,0,7,0,0,0,0,0,0,0,56,88,3,0,91,0,143,0,0,0,0,0,3,3,1765,104,3,0,113,8,1880,1869,25,0,0,26,7,1898,41,99,0,0,108,0,144,0,0,9,0,4,0,9,0,0,0,0,0,0,0,41,104,4,0,114,0,156,5,5,0,0,5,9,16,1915,129,8,0,141,12,2062,1064,7,0,0,7,5,1071,18,59,0,0,62,0,76,0,9,0,0,7,0,7,0,0,0,0,0,0,0,18,70,6,0,75,0,84,0,0,0,0,0,0,7,1079,79,6,0,79,9,1167,573,4,0,0,4,0,576,6,37,0,0,37,0,42,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,40,0,0,37,0,44,3,0,0,0,0,4,4,583,38,0,0,41,5,631,593,6,0,0
SED30032,1511,24,0,0,24,5,1534,50,43,0,0,43,0,98,0,0,0,0,0,0,5,0,0,0,0,0,0,0,56,44,0,0,44,0,99,0,0,0,0,0,0,0,1560,70,0,0,67,4,1639,1769,16,0,0,15,0,1792,44,53,0,0,54,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,53,0,0,54,0,99,4,0,0,0,0,0,3,1821,68,0,0,72,0,1894,1178,10,0,0,13,0,1188,41,18,0,0,20,0,61,3,0,0,0,0,0,8,0,0,0,0,0,0,0,39,18,4,0,22,0,64,3,0,0,0,0,0,3,1224,30,6,0,35,0,1257,828,6,0,0,6,0,833,15,5,0,0,5,0,17,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,8,0,0,8,0,18,0,0,0,0,0,6,6,839,12,0,0,12,6,853,975,8,0,0
SED30033,1126,16,0,0,16,5,1139,56,120,0,0,120,0,173,3,5,0,0,5,0,8,0,0,0,0,0,0,0,62,122,0,0,122,0,186,4,0,0,0,0,0,5,1185,134,0,0,134,7,1323,1402,15,0,0,15,4,1421,51,97,4,0,104,0,153,7,0,0,0,0,0,7,0,0,0,0,0,0,0,57,103,4,0,104,0,162,0,0,0,0,0,6,6,1458,116,4,0,121,11,1585,974,17,0,0,14,0,992,31,50,0,0,50,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,0,0,52,0,81,0,0,0,0,0,0,0,1002,65,0,0,66,0,1074,734,7,0,0,12,8,743,20,39,0,0,39,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,0,0,45,0,66,0,0,0,0,0,0,0,751,54,0,0,57,7,809,798,11,0,0
SED30034,1428,37,0,0,37,0,1473,65,203,11,0,216,0,285,6,15,9,0,25,0,31,0,0,0,0,0,0,0,72,218,22,0,238,0,313,4,8,0,0,8,13,22,1505,261,22,0,288,15,1804,1698,33,0,0,37,7,1742,72,173,7,0,179,0,254,3,8,14,0,31,0,31,0,0,0,0,0,0,0,73,184,24,0,206,0,282,0,0,0,0,0,4,9,1774,216,26,0,246,10,2026,1114,17,0,0,17,4,1134,35,79,6,0,79,0,112,5,8,18,0,21,0,26,0,0,0,0,0,0,0,37,87,20,0,105,0,137,0,0,0,0,0,0,7,1149,106,20,0,124,6,1274,789,11,0,0,10,0,799,24,38,3,0,37,0,65,0,0,10,0,8,0,9,0,0,0,0,0,0,0,28,37,11,0,49,0,77,0,0,0,0,0,0,3,815,50,11,0,63,0,873,882,12,0,0
SED30035,2379,38,0,0,39,3,2426,67,83,5,0,84,0,149,0,0,0,0,0,0,4,0,0,0,5,5,0,5,66,82,5,5,91,0,153,0,0,0,0,0,0,0,2442,124,3,5,127,3,2576,2380,26,0,0,29,3,2411,55,85,0,0,93,0,145,6,3,0,0,3,0,9,0,3,0,0,3,0,3,58,92,6,0,99,0,157,0,0,0,0,0,0,0,2442,125,4,0,129,3,2575,1369,17,0,0,17,3,1388,29,34,0,0,37,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,0,0,42,0,68,0,0,0,0,0,0,3,1396,56,0,0,60,3,1457,818,11,0,0,11,0,832,20,33,0,0,33,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,31,0,48,0,0,0,0,0,0,0,831,40,0,0,43,0,877,954,11,0,0
SED30036,971,80,0,0,80,0,1054,192,1385,119,0,1501,0,1695,13,324,213,5,541,0,554,0,0,0,9,9,0,9,200,1709,326,9,2042,0,2250,5,7,0,0,7,5,14,1183,1800,328,9,2134,7,3321,897,83,0,0,85,0,985,122,1188,100,4,1295,4,1416,20,291,263,0,550,3,575,0,0,0,3,4,0,7,146,1482,362,8,1851,5,1997,0,5,3,0,9,11,18,1044,1571,364,8,1948,10,3003,595,34,0,0,31,0,629,81,558,51,0,611,0,692,13,167,167,0,334,0,345,0,0,0,3,3,0,0,94,729,215,0,950,0,1044,0,4,0,0,5,0,6,685,761,217,7,985,0,1678,379,19,0,0,21,0,402,29,354,45,0,399,0,431,8,109,111,0,219,0,223,0,0,0,0,0,0,0,37,461,157,0,618,0,658,0,0,0,0,0,3,7,419,479,157,0,639,3,1063,505,23,0,0
SED30037,1976,57,0,0,61,0,2038,57,190,0,0,195,0,253,3,9,0,0,11,0,18,0,0,0,0,0,0,0,64,204,0,0,204,0,269,0,0,0,0,0,0,5,2040,264,3,0,270,0,2308,1894,61,0,0,61,3,1958,56,210,6,0,215,0,273,0,17,4,0,20,0,20,0,0,0,0,0,0,0,56,230,10,0,242,0,296,0,0,0,0,0,0,0,1954,283,10,0,295,4,2256,1091,27,0,0,27,3,1121,27,126,4,0,128,0,162,0,4,4,0,11,0,9,0,0,0,0,0,0,0,31,130,4,0,138,0,169,3,0,0,0,0,6,5,1127,162,4,0,168,3,1293,712,5,0,0,5,0,722,26,70,0,0,69,0,97,0,3,3,0,11,0,11,0,0,0,0,0,0,0,27,72,5,0,76,0,105,0,0,0,0,0,0,0,742,85,5,0,88,0,825,840,8,0,0
SED30038,2050,56,0,0,56,5,2110,75,101,5,0,110,0,184,0,3,4,0,7,0,7,0,0,0,0,0,0,0,75,108,9,0,121,0,192,0,0,0,0,0,0,0,2127,162,9,0,171,5,2303,2235,40,0,0,40,0,2281,61,113,3,0,115,0,176,0,6,4,0,8,0,8,0,0,0,0,0,0,0,61,118,12,0,126,0,184,6,0,0,0,0,0,6,2299,161,12,0,164,3,2472,1308,14,0,0,14,0,1323,29,70,0,0,77,0,102,4,3,0,0,5,0,12,0,0,0,0,0,0,0,30,74,6,0,83,0,111,0,0,0,0,0,0,0,1339,90,6,0,95,5,1441,900,15,0,0,15,0,913,21,39,0,0,39,0,55,0,3,0,0,3,0,4,0,0,0,0,0,0,0,22,38,0,0,42,0,60,0,0,0,0,0,0,0,917,54,0,0,55,0,975,1021,17,0,0
SED30039,2904,148,0,0,148,4,3061,197,1175,26,0,1203,0,1398,0,72,7,0,77,0,76,0,0,0,0,0,0,0,199,1248,34,0,1280,0,1480,6,3,0,0,4,4,17,3113,1401,34,0,1433,9,4559,3161,109,0,0,112,7,3279,180,1159,31,3,1193,5,1375,0,72,12,0,87,0,87,0,0,0,0,0,0,0,180,1232,48,3,1281,5,1464,8,7,0,0,4,6,14,3346,1346,52,3,1398,17,4756,1861,50,0,0,54,0,1917,97,603,15,0,621,0,715,0,34,9,0,44,0,43,0,0,0,0,0,0,0,98,637,25,0,658,0,757,7,0,0,0,0,4,10,1961,692,23,0,714,7,2682,1207,35,0,0,35,4,1240,65,312,10,0,322,0,388,0,26,8,0,32,0,31,0,0,0,0,0,0,0,65,336,17,0,357,0,417,0,0,0,0,0,0,0,1272,369,17,0,389,0,1658,1450,39,0,0
SED30040,1704,32,0,0,36,0,1737,80,120,5,0,127,0,204,0,4,0,0,4,0,6,0,0,0,0,0,0,0,82,128,6,0,128,0,209,0,0,0,0,0,0,0,1778,156,7,0,167,0,1951,1989,31,0,0,35,0,2020,76,146,8,0,147,0,228,0,11,0,0,11,0,11,0,0,0,0,0,0,0,79,153,4,0,163,0,241,0,0,0,0,0,0,6,2075,187,7,0,193,0,2272,1311,19,0,0,21,0,1332,44,73,3,0,75,0,116,5,4,0,0,4,0,8,0,0,0,0,0,0,0,47,77,0,0,83,0,127,0,0,0,0,0,0,0,1356,97,3,0,103,0,1461,839,15,0,0,15,0,856,21,50,3,0,47,0,67,6,3,0,0,3,0,5,0,0,0,0,0,0,0,26,47,3,0,50,0,79,0,0,0,0,0,0,0,863,67,3,0,69,0,930,1177,15,0,0
SED30041,1765,21,0,0,21,0,1789,51,155,6,0,165,0,215,6,7,12,0,21,0,25,0,0,0,0,0,0,0,52,167,19,0,184,0,240,0,0,0,0,0,0,5,1823,190,19,0,211,0,2033,1963,27,0,0,32,0,1996,48,178,12,0,186,0,239,4,7,19,0,27,0,26,0,0,0,0,0,0,0,54,184,29,0,215,3,273,3,0,0,0,0,0,5,2023,213,29,0,251,9,2276,1255,14,0,0,15,3,1276,21,97,4,0,97,0,120,0,4,10,0,14,0,17,0,0,0,0,0,0,0,22,98,14,0,112,0,136,0,0,0,0,0,0,0,1279,118,14,0,133,0,1414,814,8,0,0,8,0,825,14,56,3,0,61,6,77,0,4,5,0,10,0,10,0,0,0,0,0,0,0,16,58,10,0,67,6,85,0,0,0,0,0,0,0,835,70,10,0,77,4,915,895,7,0,0
SED30042,2506,44,0,0,44,0,2550,119,186,3,0,188,0,306,0,8,3,0,10,0,10,0,0,0,0,0,0,0,119,190,5,0,195,0,309,0,5,0,0,5,0,4,2621,238,5,0,242,0,2866,2589,57,0,0,61,0,2654,93,197,7,0,205,0,295,3,9,4,0,15,0,19,0,0,0,0,0,0,0,95,204,15,0,218,0,313,0,0,0,0,0,0,4,2683,268,14,0,279,4,2968,1801,35,3,0,41,5,1844,58,127,6,0,135,0,191,0,4,0,0,6,0,10,0,0,0,0,0,0,0,59,133,14,0,139,0,198,0,0,0,0,0,0,0,1861,164,13,0,182,5,2049,1085,16,0,0,16,0,1096,32,90,0,0,90,0,117,0,0,0,0,8,0,10,0,0,0,0,0,0,0,34,93,0,0,95,0,129,0,0,0,0,0,0,0,1118,107,0,0,108,0,1227,1384,18,0,0
SED30043,1937,22,0,0,22,0,1963,48,103,19,0,122,0,165,0,13,28,0,39,0,38,0,0,0,0,0,0,0,48,118,42,0,158,0,208,3,3,8,0,3,0,13,1990,139,49,0,189,0,2178,2189,17,0,0,21,3,2214,47,103,14,0,114,0,161,0,18,18,0,34,0,34,0,0,0,0,0,0,0,47,121,34,0,152,0,195,3,0,0,0,0,0,5,2241,138,35,0,165,6,2413,1371,18,0,0,16,0,1385,24,54,3,0,60,0,88,0,14,10,0,19,0,19,0,0,0,0,0,0,0,24,69,11,0,82,0,107,0,5,0,0,5,0,0,1401,87,14,0,101,0,1499,913,4,0,0,11,0,925,24,31,4,0,40,0,64,0,3,6,0,16,0,16,0,0,0,0,0,0,0,24,38,7,0,45,0,75,0,0,0,0,0,0,0,939,47,10,0,58,0,1002,1088,10,5,0
SED30044,2563,122,0,0,126,9,2699,130,644,34,0,684,0,813,4,49,10,0,58,0,59,0,0,0,0,0,0,0,133,695,46,5,745,0,878,5,0,0,0,0,8,20,2706,820,45,3,867,17,3591,2469,73,0,0,73,14,2555,109,528,26,0,553,0,666,0,53,27,0,78,0,76,0,0,0,0,0,0,0,106,575,56,0,631,0,739,10,5,0,0,3,0,13,2590,651,56,0,707,17,3308,1501,54,0,0,53,7,1557,59,255,19,0,278,0,336,0,32,14,0,45,0,50,0,0,0,0,0,0,0,63,285,34,0,321,0,382,7,0,0,0,0,0,5,1565,336,36,0,373,3,1947,1027,29,0,0,29,0,1059,31,133,12,0,145,0,176,4,14,5,0,23,0,27,0,0,0,0,0,0,0,30,147,19,0,167,0,200,0,0,0,0,0,0,0,1066,176,19,0,193,0,1256,1163,39,0,0
SED30045,2139,66,0,0,70,0,2215,128,266,6,0,272,0,397,0,11,5,0,18,0,21,0,0,0,0,0,0,0,131,280,13,0,286,0,413,0,0,0,0,0,4,5,2270,347,12,0,359,3,2634,2142,66,0,0,66,0,2214,148,257,8,0,261,0,412,3,11,13,0,24,0,23,0,0,0,0,0,0,0,155,267,13,0,283,0,437,0,0,0,0,0,0,4,2297,338,13,0,351,3,2650,1265,33,0,0,33,0,1299,73,125,0,0,125,0,202,0,4,0,0,5,0,7,0,0,0,0,0,0,0,73,134,0,0,137,0,206,0,0,0,0,0,0,0,1336,170,0,0,172,0,1507,828,26,0,0,26,0,850,44,58,0,0,61,0,102,4,0,0,0,5,0,9,0,0,0,0,0,0,0,46,64,5,0,66,0,110,0,0,0,0,0,0,0,877,83,5,0,87,0,964,1128,16,0,0
SED30046,2112,99,0,4,100,7,2218,110,429,19,0,452,0,565,9,54,20,0,73,0,74,0,0,0,0,0,0,0,116,480,38,0,521,0,639,8,4,0,0,0,16,28,2239,583,38,5,630,16,2886,1991,67,0,0,71,8,2067,126,366,24,0,392,0,516,10,39,18,0,60,0,63,0,0,0,0,0,0,0,132,411,35,0,447,0,585,5,0,0,0,0,6,17,2127,478,37,4,519,13,2663,1240,41,4,0,39,3,1286,63,158,6,0,161,0,224,3,29,18,0,46,0,49,0,0,0,0,0,0,0,66,185,20,0,204,0,278,0,0,0,0,5,0,8,1311,224,26,0,251,4,1568,856,24,0,0,27,0,883,39,121,10,0,130,0,170,0,14,13,0,31,0,31,0,0,0,0,0,0,0,39,137,21,0,157,0,196,3,0,0,0,0,0,3,897,161,23,0,186,0,1079,943,27,0,0
SED30047,1677,42,0,0,42,3,1720,78,233,4,0,234,0,312,0,18,4,0,27,0,26,0,0,0,0,0,0,0,77,258,9,0,260,0,341,0,0,0,0,0,0,5,1758,297,9,0,304,3,2062,1659,32,0,0,32,0,1687,94,246,5,0,246,0,345,0,13,8,0,21,0,21,0,0,0,0,0,0,0,94,256,6,0,268,0,368,0,0,0,0,0,0,0,1754,288,6,0,300,3,2053,1076,21,0,0,21,0,1093,44,129,0,0,136,0,178,0,11,4,0,16,0,19,0,0,0,0,0,0,0,49,142,10,0,152,0,198,0,0,0,0,0,0,0,1121,160,10,0,173,0,1286,696,9,0,0,9,0,711,20,67,3,0,67,0,87,0,11,3,0,12,0,11,0,0,0,0,0,0,0,17,73,3,0,78,0,97,0,0,0,0,0,0,0,715,88,3,0,92,0,812,837,14,0,0
SED30048,1154,47,4,0,49,0,1205,145,722,17,0,738,0,882,0,41,11,0,48,0,48,0,0,0,0,0,0,0,145,764,25,0,788,0,936,0,0,0,0,0,0,0,1298,811,27,0,841,0,2137,1471,56,0,0,61,0,1527,164,934,28,0,960,0,1127,4,62,22,0,88,0,94,0,0,0,0,0,0,0,171,999,55,0,1053,0,1223,0,0,0,0,0,0,0,1642,1056,55,0,1112,0,2752,1003,40,0,0,40,0,1042,76,432,14,0,442,0,519,0,30,11,0,43,0,43,0,0,0,0,0,0,0,76,466,21,0,479,0,562,0,0,0,0,0,0,0,1084,503,21,0,523,0,1607,680,22,0,0,22,0,694,40,215,9,0,220,0,260,0,21,9,0,30,0,30,0,0,0,0,0,0,0,40,232,17,0,246,0,290,0,0,0,0,0,0,0,717,254,17,0,267,0,985,992,26,0,0
SED30049,1210,91,0,0,91,0,1300,185,1089,45,0,1130,0,1322,0,109,33,0,138,0,140,0,0,0,0,0,0,0,184,1195,73,0,1274,0,1458,0,3,0,0,3,0,3,1402,1290,73,0,1366,0,2764,1488,73,0,0,73,0,1561,185,1303,58,0,1359,0,1545,4,132,58,0,191,0,189,0,0,0,0,0,0,0,186,1434,118,0,1546,0,1736,4,4,0,0,4,0,6,1678,1508,118,0,1624,7,3305,941,41,0,0,41,0,983,90,681,25,0,703,0,798,0,69,48,0,117,0,117,0,0,0,0,0,0,0,90,749,75,0,823,0,914,0,0,0,0,0,4,3,1029,793,75,0,864,4,1900,689,39,0,0,39,0,726,55,444,24,0,469,0,518,0,48,36,0,84,0,84,0,0,0,0,0,0,0,55,494,57,4,548,0,603,0,0,0,0,0,0,0,744,528,57,4,586,0,1332,968,47,0,0
SED30050,1239,28,0,0,33,0,1272,77,208,5,0,216,0,288,0,4,0,0,7,0,6,0,0,0,0,0,0,0,79,217,11,0,225,0,298,3,0,0,0,0,0,3,1320,244,9,0,254,4,1579,1226,26,4,0,28,0,1258,54,154,9,0,160,0,218,0,12,0,0,14,0,14,0,0,0,0,0,0,0,54,167,8,0,176,0,229,0,0,0,0,0,0,4,1284,193,14,0,208,0,1490,789,14,0,0,14,0,800,35,59,0,0,59,0,89,3,4,4,0,4,0,9,0,0,0,0,0,0,0,38,58,4,0,60,0,96,3,0,0,0,0,0,3,830,69,3,0,73,0,903,564,3,0,0,3,0,568,17,23,0,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,20,0,36,4,0,0,0,0,0,4,580,28,0,0,28,0,610,660,11,0,0
SED30051,1306,9,0,0,9,0,1320,35,71,8,0,75,0,106,3,0,0,0,0,0,4,4,0,0,0,0,0,4,36,69,8,0,78,0,113,4,0,0,0,0,6,6,1346,81,8,0,82,6,1433,1609,12,0,0,12,0,1622,47,89,0,0,86,0,137,0,4,0,0,3,0,6,0,0,0,0,0,0,0,51,92,3,0,93,0,144,0,0,0,0,0,8,6,1659,103,3,0,107,7,1775,1011,5,0,0,5,3,1022,42,44,3,0,42,0,86,0,0,0,0,3,0,3,0,0,0,0,0,0,0,42,42,6,0,50,0,86,0,0,0,0,0,0,0,1050,55,6,0,55,4,1110,798,6,0,0,6,0,804,14,16,0,0,16,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,18,0,0,18,0,30,0,0,0,0,0,3,3,813,19,0,0,19,0,840,888,9,0,0
SED30052,749,35,0,0,35,0,781,129,536,22,0,563,0,692,0,53,6,0,63,0,62,0,0,0,0,0,0,0,135,594,32,0,619,0,759,0,0,0,0,0,5,5,882,629,32,0,658,5,1542,470,32,0,0,32,0,504,86,438,16,0,453,0,538,4,36,6,0,43,0,42,0,0,0,0,0,0,0,89,471,21,0,493,0,580,5,0,0,0,0,6,5,564,502,21,0,522,6,1093,304,16,0,0,16,0,325,35,193,3,0,203,0,240,0,15,8,0,19,0,21,0,0,0,0,0,0,0,37,210,11,0,225,0,261,0,0,0,0,0,0,0,344,226,11,0,238,0,582,230,4,0,0,4,0,233,23,89,0,0,90,0,114,0,6,3,0,14,0,13,0,0,0,0,0,0,0,24,93,8,0,100,0,123,0,0,0,0,0,0,0,251,106,8,0,109,0,360,304,3,0,0
SED30053,1591,66,3,0,68,0,1660,135,275,12,0,283,0,417,0,18,0,0,19,0,17,0,0,0,0,0,0,5,139,290,11,0,301,0,442,0,0,0,0,0,0,4,1729,354,13,0,367,4,2099,1668,52,0,0,51,4,1723,119,291,16,0,305,0,425,3,26,4,0,34,0,33,0,0,0,0,0,0,0,123,316,20,0,339,0,458,6,0,0,0,0,0,0,1794,369,20,0,389,7,2188,1005,33,0,0,33,4,1038,65,146,11,0,162,0,231,3,11,9,0,19,0,21,0,0,0,0,0,0,0,72,159,21,0,180,0,246,0,0,0,0,0,0,3,1080,188,21,0,207,3,1290,665,18,0,0,19,0,689,27,75,8,0,84,0,114,0,5,7,0,10,0,10,0,0,0,0,0,0,0,27,80,14,0,94,0,122,0,0,0,0,0,0,0,703,96,13,0,110,0,811,807,20,0,0
SED30054,1745,73,0,0,73,0,1822,187,393,6,0,398,0,588,10,22,4,0,28,0,34,0,0,0,0,0,0,0,196,413,11,0,425,0,626,3,0,0,0,0,0,3,1945,494,11,0,501,0,2447,1958,75,0,0,75,0,2033,171,395,7,0,407,0,583,3,32,3,0,37,0,38,0,0,0,0,0,0,0,178,432,10,0,441,0,619,0,4,0,0,4,0,4,2129,505,10,0,522,0,2652,1189,45,0,0,42,0,1238,65,180,6,0,187,0,250,0,19,0,0,20,0,20,0,0,0,0,0,0,0,65,201,9,0,207,0,270,0,0,0,0,0,0,0,1257,245,8,0,252,0,1506,837,14,3,0,17,0,855,35,105,5,0,108,0,140,0,9,0,0,10,0,10,0,0,0,0,0,0,0,35,111,7,0,114,0,157,0,0,0,0,0,0,0,879,124,9,0,135,0,1014,1133,19,0,0
