SED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
SED10090,625,266,1256,362,42,3141,3690,5205,1934,69,2009,2039,365,546,4236,286,4967,59598,1789,80602,30,31,13,11,16,21,6,3,26,3,28,342,2633,3109,4612,5497,2326,562,2510,2666,526,779,4890,555,6252,60303,4462,86851,11,8,6,0,6,6,0,0,17,0,5,148,9,197,159,52,71,9,61,135,18,36,85,30,106,399,21,869,176,62,80,16,62,135,18,38,101,30,117,546,27,1063,4388,4626,2232,537,2418,2491,489,718,4596,519,5610,45790,1515,67371,40,17,12,7,19,22,5,9,13,6,18,190,2179,2469,4598,4706,2321,562,2500,2650,513,769,4712,558,5740,46522,3723,70906
SED10091,1190,333,1605,461,85,4376,7363,6392,2372,99,3155,2870,529,1178,5793,472,4988,47756,2658,74708,73,46,30,8,35,37,7,9,40,13,46,327,3540,4079,8929,7065,2879,533,3818,3636,762,1604,7024,808,6633,48540,6284,83158,11,4,5,0,6,5,0,0,8,0,9,93,5,125,458,116,195,47,237,307,61,104,205,57,223,740,36,1851,465,113,199,46,240,313,63,108,214,61,227,828,44,1973,8359,5720,2639,476,3504,3239,668,1454,6397,738,5708,34336,2158,61390,91,41,22,14,36,38,12,23,38,13,34,202,2875,3288,8916,5877,2861,534,3780,3595,748,1581,6656,804,5969,35369,5075,66649
SED10092,1877,515,2209,591,119,6502,6228,6281,1906,93,3353,2339,714,1224,7360,483,5354,47309,2557,74074,214,70,62,151,79,101,32,31,190,48,167,321,3909,4722,8753,7192,2610,898,4760,3620,1175,1893,9428,1038,7731,48231,6592,85299,7,13,5,0,3,5,0,0,18,0,5,114,8,156,284,87,92,29,148,200,53,102,175,63,169,411,39,1189,291,105,99,32,150,197,51,103,194,61,178,529,39,1349,8163,6068,2433,646,4482,3231,1055,1730,8763,917,6769,37435,2161,67016,283,62,71,219,107,164,52,45,222,58,213,249,3232,4093,8735,6234,2601,898,4743,3592,1159,1886,9184,1035,7159,38210,5432,72457
SED10093,2270,487,2684,589,256,6832,7196,7292,2082,88,3771,2718,639,1490,7798,559,5167,42351,2781,70756,116,70,51,118,74,92,24,48,175,38,73,324,4174,4947,9527,8510,2828,882,4974,3970,1107,2402,10251,1078,7928,43259,7208,82534,10,3,0,0,0,4,0,3,7,0,9,75,0,104,476,168,157,47,283,324,65,146,286,80,247,556,46,1716,484,171,155,47,281,323,69,152,296,80,251,635,52,1818,8827,6743,2588,641,4540,3496,980,2153,9071,945,6622,30558,2194,60312,186,96,62,191,120,123,39,71,233,46,146,226,3427,4301,9500,7006,2798,881,4944,3940,1090,2376,9600,1070,7016,31415,5674,66428
SED19494,287,27,242,29,8,537,630,664,214,10,279,282,57,185,1269,53,640,4012,241,7010,18,10,4,0,7,18,5,3,22,0,14,48,3726,3831,813,776,260,27,365,387,85,268,1585,79,894,4089,3980,11371,0,0,0,0,0,0,0,0,3,0,4,47,3,59,50,22,12,0,20,31,5,20,49,8,48,73,7,218,47,24,12,0,20,31,5,20,49,8,46,117,13,274,748,690,250,22,330,342,71,240,1469,72,798,3334,425,6753,10,6,0,0,5,7,3,3,24,6,6,54,2988,3090,812,722,260,24,363,382,84,264,1546,79,856,3507,3425,10112
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,810,194,1002,269,61,2706,3266,5368,1697,51,1539,1589,355,532,5950,290,4593,52599,1776,73144,39,55,13,4,19,22,5,9,47,3,45,339,4594,5102,4058,5754,1994,286,1942,2066,504,764,6813,488,5637,53203,6428,80946,6,9,0,0,0,0,0,0,10,0,10,125,4,153,137,59,91,9,80,112,21,33,93,21,123,435,21,912,150,65,91,9,80,112,21,30,105,21,124,558,21,1063,3849,5338,1872,226,1828,1884,465,704,6538,452,5173,45424,1572,66942,63,33,21,49,29,51,11,13,64,8,79,253,4250,4712,4057,5442,1984,286,1929,2048,493,746,6711,482,5384,46230,5846,72719
SED20207,1375,320,1868,658,177,5054,4261,6667,1426,38,3871,1956,441,622,5403,329,5324,73165,2509,98104,41,55,23,6,30,23,5,3,39,0,42,563,4625,5371,5636,7314,1861,353,4804,2641,676,917,6817,655,7229,74385,7309,108534,26,13,0,0,4,3,0,0,26,0,25,207,12,298,193,96,81,14,117,125,25,45,147,25,162,495,30,1104,218,111,85,13,121,131,23,45,175,29,188,704,41,1400,5346,5922,1742,333,4621,2447,617,850,6217,618,6155,51923,2108,77670,47,22,20,4,31,21,4,3,37,6,27,331,3477,3949,5614,6056,1844,351,4770,2600,643,907,6428,654,6370,52951,5629,83020
SED20302,1952,488,2390,539,204,6068,7731,8887,2549,117,4657,3367,664,1410,8097,636,6130,69777,3202,103377,85,89,27,3,48,47,10,25,72,12,55,605,5470,6367,9814,9971,3226,626,5734,4532,1008,2119,10122,1138,8582,70924,8880,115817,4,3,0,0,0,3,0,0,5,0,4,53,0,64,490,172,207,28,277,327,63,147,285,75,247,620,66,1871,494,171,207,28,279,330,65,144,289,75,255,675,65,1940,9123,8105,2945,522,5326,4048,886,1887,9228,1020,7335,49300,2538,83363,183,97,56,67,91,99,36,55,106,30,91,416,4265,5152,9799,8368,3212,625,5700,4476,985,2092,9620,1120,7685,50390,6868,90453
SED20401,1346,315,1598,412,88,4137,4479,5747,1421,58,2564,1908,366,717,5494,364,4435,36641,1908,57747,102,60,38,74,59,69,14,17,145,30,75,265,2205,2792,5795,6414,1912,609,3235,2631,596,1070,6983,708,6109,37321,4201,64685,4,0,0,0,0,0,0,0,4,0,3,47,0,67,273,107,115,25,155,196,41,75,158,53,163,362,33,1086,278,111,116,25,163,198,41,78,165,53,163,406,32,1150,5329,5451,1714,423,2976,2293,519,952,6271,605,5267,27669,1565,49672,177,60,65,165,81,114,25,32,248,44,162,145,1807,2466,5782,5624,1898,609,3221,2607,584,1058,6688,707,5590,28220,3401,53290
SED20508,1298,330,1566,336,96,4278,6764,6076,2508,118,2815,2977,474,1059,5902,505,4461,38275,2167,63471,109,71,34,103,46,69,11,27,174,27,219,276,2884,3591,8227,6767,3035,721,3481,3864,704,1474,7376,862,6243,38882,5151,71339,8,0,0,0,4,3,0,0,7,0,10,44,0,73,462,149,245,28,254,359,44,105,270,81,253,668,46,1929,469,150,243,28,263,357,44,105,275,81,259,708,46,2007,7592,5655,2722,525,3146,3400,635,1325,6569,738,5296,28480,1803,54222,148,60,54,170,53,82,17,35,185,34,218,207,2403,3134,8215,5864,3022,721,3462,3843,697,1468,7028,858,5765,29398,4251,59362
SED20604,1614,348,1960,438,104,4708,5952,6451,1925,86,2726,2538,513,1088,6396,402,4480,37435,2159,61522,83,65,31,15,39,34,15,13,76,6,55,307,3622,4174,7498,7263,2490,530,3468,3448,778,1597,8085,756,6503,38181,5889,70404,62,66,11,0,5,9,0,6,64,0,47,973,33,1206,625,202,244,37,328,412,72,162,519,80,408,888,79,2514,688,266,258,36,334,419,75,165,579,79,454,1859,109,3719,6673,5831,2183,458,3059,2931,671,1367,6984,658,5277,26053,1666,49993,117,61,25,37,57,64,17,33,76,19,78,240,2968,3481,7481,6163,2472,527,3448,3412,763,1570,7642,754,5806,28150,4739,57194
SED20704,1597,329,1733,505,123,4694,6316,6663,1909,65,2589,2278,491,935,7232,414,4657,38367,2373,63515,55,50,13,4,38,37,9,12,50,12,37,295,3411,3898,7884,7514,2414,479,3258,3105,750,1387,8870,758,6425,39168,5908,72117,10,8,3,0,3,3,0,0,9,0,3,57,0,84,440,159,208,40,237,304,73,109,270,65,244,616,51,1744,448,160,216,37,241,308,72,109,280,69,250,674,51,1825,7307,6108,2165,427,2950,2724,643,1231,8086,666,5435,27466,1865,52870,113,59,23,14,40,44,8,22,56,19,39,195,2769,3214,7870,6336,2405,479,3230,3078,731,1363,8420,749,5726,28336,4679,57912
SED20804,1525,340,1729,398,103,4580,6219,5667,1920,73,2519,2379,471,976,6371,427,4246,31866,1932,54513,141,80,45,49,56,73,26,36,111,17,139,290,4007,4661,7923,6506,2463,535,3260,3264,738,1443,8009,782,6117,32548,6046,63757,3,3,0,0,0,0,0,0,3,0,3,34,0,53,445,138,193,32,223,292,55,120,238,69,195,509,45,1585,449,138,193,32,224,289,55,123,243,73,201,549,45,1634,7251,5477,2211,412,2931,2829,637,1266,7268,681,5167,23626,1593,47323,207,92,43,92,81,119,24,44,174,23,222,212,3401,4100,7903,5707,2446,536,3237,3241,722,1430,7679,782,5589,24378,5035,53061
SED20906,760,217,1088,392,76,3285,3330,4361,1475,59,2095,1690,322,519,4006,262,3978,43209,1677,61174,46,34,14,0,32,20,7,3,26,7,21,314,1865,2310,4374,4753,1825,353,2656,2316,507,772,4793,484,5081,43914,3619,66780,3,0,0,0,0,0,0,0,3,0,0,45,0,56,126,54,59,15,75,114,20,38,74,20,78,277,18,696,131,59,63,15,75,114,20,36,72,20,77,323,26,753,4151,4010,1732,301,2534,2123,463,711,4472,457,4508,32453,1426,51271,83,21,16,36,28,50,7,19,61,16,45,172,1531,1882,4358,4086,1816,350,2646,2283,491,764,4601,483,4623,32948,2981,53903
SED21001,963,269,1537,472,77,3895,3783,4665,1605,78,2163,1902,366,464,4397,279,4511,47054,1616,66412,45,18,18,8,20,33,7,14,33,10,31,314,2673,3128,4944,5096,2063,580,2766,2709,579,692,5391,556,6084,47846,4362,73444,4,5,3,0,0,0,0,0,4,0,0,53,5,75,186,76,119,30,95,170,18,52,90,43,135,314,18,885,196,75,118,31,97,169,20,51,93,45,139,374,23,961,4650,4359,1902,483,2617,2421,531,616,5012,482,5449,37875,1369,58491,97,28,36,67,37,91,20,17,85,23,73,260,2397,2899,4942,4470,2054,580,2753,2684,567,686,5192,555,5663,38508,3790,62349
SED21106,685,219,967,263,55,2649,3483,4234,1810,72,1339,1784,328,485,3811,290,3666,39316,1678,56754,85,44,43,71,37,52,18,13,105,17,86,276,2281,2801,4382,4509,2206,611,1671,2363,478,732,4599,526,4716,39846,4010,62206,4,6,0,0,4,0,0,0,4,0,0,42,0,54,179,55,115,40,79,162,27,43,48,43,116,382,29,918,179,59,115,40,84,162,27,43,55,43,119,428,29,973,4081,3976,2016,441,1530,2068,415,652,4248,435,4119,30753,1429,48819,118,34,52,136,50,112,30,31,167,39,171,130,1899,2350,4378,4068,2183,611,1654,2347,470,717,4469,519,4410,31309,3358,52137
SED21203,2027,460,2673,821,179,7356,3374,4363,808,75,3198,1398,400,508,3424,264,3420,43719,2279,60858,61,58,10,5,44,32,10,11,53,6,38,514,5452,6175,5710,5443,1375,548,5085,2693,852,1022,5500,727,6133,45051,7913,74380,0,3,0,0,0,0,0,0,0,4,0,27,0,38,98,41,40,6,81,68,26,39,60,24,67,142,12,398,97,49,37,6,84,68,26,39,60,27,68,172,21,436,5529,4505,1304,535,4942,2569,789,953,5221,685,5518,32264,1939,53691,70,42,17,7,39,27,6,12,52,15,38,357,4200,4761,5698,4589,1359,545,5066,2655,823,1005,5340,728,5619,32793,6153,58886
SED21303,1138,282,1367,408,61,3991,3083,6620,1327,54,1649,1123,319,395,9147,209,5240,43806,1974,67572,33,41,10,7,32,18,4,11,55,7,22,262,2309,2737,4446,7174,1755,461,2510,1893,539,644,10335,496,6629,44477,4339,74300,5,4,0,0,0,0,0,0,10,0,8,61,5,82,55,35,49,7,45,46,11,19,77,11,73,267,8,534,58,37,49,7,45,46,11,19,83,11,71,328,16,613,4351,6591,1689,438,2422,1816,515,609,10085,463,6208,36459,1740,62353,31,26,9,19,28,22,0,7,28,14,22,169,2089,2383,4439,6651,1746,460,2499,1881,532,639,10202,490,6301,36958,3847,65349
SED21401,1093,398,1726,458,85,4673,3886,3577,1609,108,2544,1946,377,470,2916,330,3766,42761,1602,60133,56,32,21,10,34,35,11,8,31,5,33,289,1851,2305,5460,4038,2157,873,3349,2897,650,747,4034,731,5524,43507,3534,67111,0,5,0,0,0,0,0,0,8,0,7,40,3,59,171,59,94,31,92,153,24,33,70,36,108,268,14,760,172,61,96,31,92,153,24,33,70,39,111,312,23,817,5228,3512,2035,829,3212,2699,613,695,3801,689,5033,34296,1435,54324,58,21,18,15,36,36,6,8,17,9,28,191,1580,1905,5459,3592,2147,873,3338,2886,642,743,3892,728,5171,34794,3036,57040
SED21503,1111,281,1519,414,85,4049,3858,4350,1275,59,2280,1605,411,502,4142,285,3694,36901,1658,54440,51,36,18,19,25,24,10,10,41,6,29,278,1998,2438,5221,4859,1694,543,3028,2348,649,824,5302,571,5249,37590,3733,60935,15,11,3,0,0,0,0,0,12,0,18,107,5,151,231,80,102,24,130,150,46,58,137,38,128,307,28,902,250,88,106,24,128,152,46,58,153,38,141,411,32,1051,4903,4153,1567,487,2853,2163,581,743,4896,513,4673,28917,1451,48083,63,29,14,33,29,22,8,10,44,14,33,200,1692,2053,5212,4273,1684,545,3009,2342,641,812,5089,570,4849,29528,3172,51188
SED21608,1591,345,1849,360,96,4597,5545,6524,1706,57,2616,2168,388,1084,6694,375,4475,35610,2184,59045,69,51,27,12,39,31,12,11,75,14,48,215,3333,3787,7122,7419,2239,425,3400,3026,595,1634,8364,732,6377,36188,5610,67425,10,6,0,0,3,0,0,0,0,0,5,38,0,60,383,160,154,25,218,280,37,113,260,49,237,528,42,1548,384,167,154,25,217,283,41,113,264,49,238,574,42,1609,6601,6073,2035,343,3071,2649,524,1463,7539,648,5432,25638,1666,49594,123,59,39,58,78,60,23,42,104,30,76,209,2689,3247,7109,6300,2227,425,3367,2999,588,1617,7906,729,5744,26413,4395,54457
SED21706,1026,285,1377,418,74,3825,3463,4682,1445,66,1906,1647,302,448,4186,249,4223,44036,1636,62390,42,25,9,12,24,24,6,9,21,4,38,275,2235,2649,4595,5136,1830,699,2505,2336,482,701,5238,541,5635,44730,3948,68864,0,3,0,0,5,0,0,0,3,0,6,53,6,70,153,62,75,31,68,159,21,37,67,28,116,322,20,800,156,66,82,31,73,159,21,37,69,28,115,377,22,873,4333,4376,1723,577,2380,2093,445,642,4904,499,5014,34632,1408,54253,98,43,25,91,44,47,4,18,49,13,59,193,1916,2363,4585,4484,1829,696,2490,2304,474,686,5023,541,5192,35202,3341,57485
SED21805,1292,321,1576,423,121,4199,4898,6367,1617,72,2981,2083,469,913,5977,419,4312,40468,2228,63438,88,50,25,9,37,43,7,16,64,15,47,289,2688,3203,6167,7039,2047,429,3732,2820,720,1322,7333,751,5937,41179,5039,70841,4,11,0,0,0,0,0,0,6,0,8,57,0,82,246,111,120,20,176,197,53,76,165,43,162,460,46,1212,251,115,125,20,178,202,53,76,169,43,165,514,50,1291,5813,5843,1888,393,3476,2547,638,1201,6772,678,5124,30134,1791,53789,95,49,31,19,56,60,20,30,64,23,60,171,2208,2630,6154,6013,2038,432,3706,2807,705,1309,7005,747,5348,30821,4040,57707
SED21906,977,225,1340,306,52,3195,3201,4565,1473,68,1853,1651,371,409,4918,205,4207,43090,1540,61509,34,33,12,3,14,14,4,11,29,3,26,277,2683,3076,4186,4907,1835,615,2376,2270,553,600,5924,433,5580,43675,4275,67787,0,0,0,0,0,0,0,0,0,0,5,46,0,55,93,38,36,19,49,89,18,14,60,16,75,252,11,556,97,42,36,19,49,89,18,14,66,16,81,296,12,616,4042,4382,1777,578,2288,2149,518,568,5649,407,5105,33702,1360,53497,39,21,18,12,22,23,3,6,25,10,36,216,2284,2619,4174,4440,1828,615,2355,2257,544,596,5742,436,5220,34210,3657,56728
SED22005,1377,390,1952,581,96,5281,3289,4243,1166,80,2991,1650,353,493,3472,303,3779,49318,1874,67003,55,24,10,5,32,24,10,8,40,9,26,355,3159,3681,4991,4849,1657,680,4201,2678,730,845,4885,704,5759,50247,5126,75965,0,3,0,0,0,0,0,0,0,0,0,40,5,51,107,40,53,27,75,109,25,35,66,16,74,233,23,558,107,42,53,27,79,109,25,35,66,16,75,281,21,609,4764,4179,1561,585,4055,2476,671,775,4578,662,5188,39818,1625,60380,118,30,30,66,55,74,28,20,122,21,135,338,2740,3372,4983,4257,1646,680,4194,2658,718,833,4769,699,5399,40434,4389,64367
SED22105,1933,405,2411,774,118,6200,5124,8936,1576,67,5093,2356,586,859,7098,440,5850,84573,3324,115281,68,61,11,5,55,27,9,9,52,7,47,680,5492,6406,6770,9947,2087,517,6265,3300,907,1365,9080,852,8314,86026,8941,127892,9,7,3,0,5,0,0,0,11,0,9,101,0,127,234,88,96,20,163,181,32,74,171,31,138,421,23,1071,241,96,99,20,164,181,32,76,179,31,145,524,25,1195,6437,7952,1942,480,6007,3028,835,1250,8369,803,7038,58166,2526,89521,71,55,23,16,51,34,9,19,51,14,47,433,3949,4608,6751,8106,2063,517,6221,3247,876,1342,8597,853,7225,59123,6499,95316
SED22201,1159,298,1541,395,116,3848,4568,5114,1638,70,2269,1839,389,711,4876,340,4237,36000,1778,55899,66,41,15,17,27,29,8,10,47,5,39,242,1668,2088,5692,5682,2067,447,2830,2462,591,1065,6087,645,5817,36636,3563,61836,5,9,0,0,4,0,0,0,6,0,4,45,4,60,244,99,140,25,145,201,40,71,132,40,164,370,33,1092,252,107,141,24,148,205,40,71,136,40,165,414,33,1154,5324,4782,1885,360,2619,2176,520,964,5597,577,5045,27000,1443,47672,115,39,34,62,35,58,14,19,54,22,53,121,1430,1801,5684,4926,2062,447,2809,2435,575,1048,5788,636,5273,27532,2904,50618
SED22305,1834,459,2092,645,121,5895,3305,3970,980,63,3400,1683,402,577,3640,303,3360,47445,2041,64620,48,52,12,0,38,28,9,14,71,10,46,488,5129,5824,5152,4805,1455,509,4796,2718,754,984,5547,769,5494,48576,7285,76335,0,6,0,0,0,0,0,0,3,0,5,35,0,48,115,47,46,20,85,96,19,41,86,24,63,190,17,520,115,52,48,20,85,96,19,41,91,24,66,223,23,574,4946,4019,1369,475,4630,2566,712,911,5184,725,4970,36503,1723,56898,74,58,20,16,57,47,9,17,106,19,58,405,4141,4843,5143,4126,1438,508,4777,2704,738,974,5389,762,5093,37128,5885,62313
SED22404,1183,303,1429,244,63,3570,5700,5011,1869,65,2281,2206,404,971,4967,456,3825,33430,1955,54205,68,50,17,5,25,20,12,11,47,13,34,318,4068,4588,7033,5649,2301,424,2839,2937,636,1407,6197,771,5289,33995,6090,62365,6,4,0,0,0,0,0,3,7,0,4,30,5,48,361,121,142,25,190,256,59,103,193,48,215,576,43,1480,363,127,141,25,193,255,59,103,198,48,222,602,46,1531,6533,4788,2114,373,2574,2598,543,1267,5675,693,4618,25151,1593,46614,125,49,32,23,61,66,23,28,60,21,61,220,3413,3914,7024,4964,2289,425,2820,2914,622,1396,5936,757,4906,25978,5046,52053
SED22501,696,162,951,292,64,2528,4512,4769,1680,75,1813,1802,358,561,4298,307,4115,36039,1955,55596,41,37,15,19,14,13,5,4,31,8,16,227,1317,1691,5262,5100,1952,373,2162,2202,462,767,5024,468,5086,36556,3340,59815,4,0,3,0,0,0,0,0,6,0,7,63,0,80,268,105,121,19,114,176,23,51,123,30,159,393,27,1097,279,104,126,19,114,176,23,51,125,30,164,458,27,1182,4935,4276,1802,333,2011,1990,425,687,4627,429,4421,26662,1585,46033,37,6,13,17,18,21,4,13,6,4,12,99,1100,1286,5249,4384,1935,370,2150,2183,452,756,4768,470,4596,27217,2715,48500
SED22607,953,268,1230,360,46,3417,3523,5241,1520,63,1889,1565,332,492,5484,234,4295,43316,2004,63441,41,35,8,0,21,21,3,5,39,6,28,292,2709,3149,4684,5692,1865,469,2514,2223,536,749,6473,504,5551,43970,4757,70008,4,14,0,0,0,0,0,0,3,0,7,85,0,116,132,60,83,20,68,122,23,35,102,23,85,308,22,740,131,67,82,24,70,123,21,33,104,26,97,392,28,855,4486,4998,1762,414,2404,2048,492,703,6165,470,5071,34421,1734,55775,49,14,8,28,20,18,7,5,44,5,25,179,2304,2618,4671,5085,1851,466,2499,2194,521,743,6310,507,5188,34988,4067,59245
SED22704,1548,423,1834,371,119,4946,6871,5755,2135,102,3208,2873,609,1313,5709,486,3963,34074,2081,57612,96,81,32,4,57,49,15,17,68,15,56,352,5171,5824,8769,6714,2720,587,4121,3945,921,1934,7327,917,5848,34799,7367,68383,64,39,12,0,16,8,0,4,44,0,55,603,16,792,575,180,224,42,325,366,75,166,368,85,292,697,61,2119,637,218,236,42,341,375,77,167,415,85,346,1303,73,2909,7970,5618,2431,517,3701,3467,801,1713,6548,805,4969,25081,1734,49681,154,68,36,21,66,83,21,39,74,22,64,344,4277,4986,8761,5915,2708,583,4104,3925,896,1920,7039,912,5378,26725,6084,57571
SED22802,935,214,1225,381,90,3239,4486,5440,1508,60,2280,1807,350,682,5047,333,4084,35243,2056,55656,39,30,12,6,19,19,3,10,32,4,37,219,1590,1955,5437,5947,1849,297,2743,2317,521,954,6018,548,5345,35837,3738,60851,4,0,0,0,0,4,0,0,0,0,3,39,3,46,248,91,95,21,130,174,37,70,109,40,136,345,33,995,246,89,99,24,135,177,34,68,113,38,136,384,35,1041,5132,5028,1723,265,2579,2098,476,863,5528,499,4659,26072,1646,46732,42,18,14,4,13,23,5,12,31,8,23,149,1287,1542,5427,5138,1834,297,2725,2295,517,942,5672,542,4820,26606,2967,49311
SED22901,1086,271,1457,347,66,3636,3918,4660,1483,60,2772,1821,328,599,3963,297,3834,36134,1597,54416,50,33,22,14,30,32,3,16,34,12,101,252,1567,2041,5063,5207,1873,469,3434,2508,508,906,5085,575,5388,36731,3230,60096,3,0,0,0,5,4,0,0,4,0,6,41,0,53,218,82,123,21,164,178,36,64,124,36,117,312,19,915,223,83,123,21,158,182,41,64,127,36,116,347,16,973,4751,4393,1716,421,3228,2278,454,817,4710,521,4695,27829,1369,47216,85,33,23,27,30,39,3,12,38,20,125,141,1292,1684,5060,4506,1858,469,3414,2490,498,892,4867,577,4939,28322,2676,49873
SED23007,1526,385,1970,565,89,5365,3085,5895,1043,116,2839,1368,392,460,5856,287,4676,51883,2095,73104,58,45,15,8,44,25,8,18,45,7,33,423,4698,5320,4721,6645,1484,590,4037,2211,707,821,7437,681,6683,52870,6877,83789,6,7,0,0,0,0,0,0,6,0,3,76,0,97,92,51,42,6,77,69,26,24,82,16,67,281,20,580,93,60,42,6,77,70,26,24,80,16,71,355,20,679,4544,5854,1414,518,3868,2088,656,771,7119,647,6077,42000,1836,66054,71,43,15,69,79,26,8,13,46,8,82,377,4017,4635,4707,5952,1473,592,4021,2186,691,810,7253,678,6227,42734,5875,71367
SED23101,984,319,1417,400,42,3866,3676,4004,1532,92,2447,1871,366,504,3139,308,3763,38720,1373,55588,48,27,22,19,23,25,10,10,43,16,58,264,1537,1959,4903,4455,1983,599,3163,2623,588,748,4169,647,5236,39387,2952,61409,5,3,0,0,0,0,0,0,0,0,3,31,0,40,190,84,115,26,112,181,37,60,87,33,119,247,18,818,197,82,115,26,112,186,37,60,85,33,125,276,21,856,4613,3772,1833,500,2983,2355,516,659,3825,573,4619,30316,1174,48662,88,34,27,71,55,62,23,20,104,29,144,180,1330,1808,4899,3891,1979,599,3149,2597,573,737,4011,643,4884,30768,2524,51325
