SED_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SED30032,60,21,21,19,23,8,0,13,207,0,0,0,0,0,0,0,0,0,0,0,91,69,103,35,35,33,38,14,7,22,442,207,75,52,4,7,14,3,7,0,15,382,29,51,44,16,7,7,8,4,0,0,164,5,0,9,4,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,52,49,15,7,7,8,7,0,3,184,0,0,0,0,0,0,0,0,0,0,0,236,134,100,20,16,16,9,19,0,25,567,596,101,55,8,0,7,8,0,0,26,805,81,50,27,3,0,7,0,3,0,9,179,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,85,57,28,3,0,11,0,3,0,8,196,0,0,0,0,0,0,0,0,0,0,0,686,156,83,9,0,18,10,6,0,32,999,1117,78,28,3,5,5,8,4,0,52,1296,112,21,9,3
SED30033,85,32,36,28,34,20,3,9,296,0,0,0,0,0,0,0,0,0,0,0,148,95,145,51,50,46,61,28,9,13,641,256,109,72,8,10,10,11,7,3,17,505,46,114,127,21,14,17,24,15,9,4,383,0,4,0,4,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,51,117,123,20,14,17,28,16,9,4,398,0,0,0,0,0,0,0,0,0,0,0,304,225,199,32,29,28,37,23,9,23,902,623,148,54,8,7,8,13,7,0,31,890,98,79,36,9,0,5,5,5,4,5,247,6,4,0,0,5,3,7,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,98,82,38,9,3,10,10,3,4,11,272,0,0,0,0,0,0,0,0,0,0,0,722,226,87,19,10,11,21,11,7,34,1157,1277,129,42,5,5,5,11,7,3,48,1535,187,43,20,8
SED30034,180,59,51,85,161,70,57,69,849,0,0,0,0,0,0,0,0,0,28,26,114,131,266,81,63,110,201,86,59,100,1205,190,94,55,3,3,11,5,6,0,25,390,63,188,100,22,21,34,54,26,11,24,546,11,16,11,6,3,4,15,3,3,5,83,0,0,0,0,0,0,0,0,0,7,7,73,204,112,28,25,36,72,33,18,31,627,0,0,0,0,0,0,0,0,0,10,10,266,296,173,35,27,48,78,40,18,60,1033,496,84,37,14,0,0,0,0,0,28,672,118,66,30,7,12,7,11,3,4,9,260,19,10,5,0,0,5,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,5,140,71,33,8,12,11,18,7,3,5,308,0,0,0,0,0,0,0,0,0,17,17,641,157,73,20,12,14,24,9,3,52,991,983,46,16,6,0,5,0,6,0,47,1107,157,33,11,0
SED30035,63,20,18,3,24,11,0,3,212,0,0,0,0,0,0,0,0,0,0,0,187,128,149,32,24,15,43,16,0,9,607,237,120,68,7,3,12,6,4,4,11,471,32,99,72,15,5,4,14,0,0,4,256,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,103,76,15,5,6,14,0,3,5,265,0,0,0,0,0,0,0,0,0,0,0,267,229,148,19,11,15,25,4,3,19,738,406,91,34,9,8,0,9,0,4,22,576,64,74,35,3,3,3,3,0,0,0,193,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,77,37,4,3,3,5,0,0,0,200,0,0,0,0,0,0,0,0,0,6,5,471,169,80,16,11,5,12,0,4,19,783,661,82,25,8,4,0,0,0,3,21,804,74,30,16,3
SED30036,1097,243,214,261,241,79,28,81,3661,5,0,3,0,0,0,0,0,0,163,170,896,1086,1304,287,250,298,275,99,36,273,4807,427,230,131,18,19,17,9,3,3,19,881,1112,1181,626,110,84,87,75,12,7,47,3339,150,319,231,39,26,39,36,22,8,27,897,0,4,0,0,0,0,0,0,0,3,7,1262,1503,861,151,111,125,111,33,17,71,4241,0,3,0,0,0,0,0,0,0,153,155,1690,1730,992,170,126,142,119,35,20,247,5274,698,188,66,10,7,14,7,0,0,21,1006,1423,544,236,30,28,21,21,14,0,59,2370,529,266,169,19,22,19,37,11,4,59,1133,9,0,4,0,0,0,0,0,0,6,13,1959,812,396,46,50,39,61,27,5,121,3518,3,0,0,0,0,0,0,0,0,74,77,2651,1000,471,58,54,54,68,28,5,219,4604,867,121,27,4,9,6,0,6,3,23,1053,1167,180,68,17
SED30037,139,34,43,43,55,8,0,3,522,0,0,0,0,0,0,0,0,0,0,0,295,238,216,42,56,64,76,16,6,21,1027,273,123,82,13,8,5,7,3,3,11,529,136,222,166,38,24,35,28,0,0,3,653,0,10,9,4,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,136,233,177,40,24,39,28,0,0,5,682,0,0,0,0,0,0,0,0,0,0,4,407,357,259,48,30,49,37,8,0,20,1213,573,91,44,3,5,4,7,0,0,19,749,118,139,58,8,7,4,3,0,0,7,347,13,13,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,131,148,67,11,10,5,3,0,0,7,381,0,0,0,0,0,0,0,0,0,0,4,709,241,112,13,12,17,9,0,0,24,1133,707,58,33,3,5,5,3,6,0,18,839,89,31,24,0
SED30038,74,13,25,21,27,8,0,3,279,0,0,0,0,0,0,0,0,0,34,34,229,167,158,22,28,30,34,15,4,44,737,333,110,57,14,11,5,3,0,0,11,539,89,128,94,8,4,4,6,5,0,4,339,0,6,6,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,93,134,94,12,6,6,11,5,0,8,361,0,0,0,0,0,0,0,0,0,31,31,424,244,154,21,13,10,11,5,0,51,937,616,131,52,0,4,5,8,0,0,20,834,107,88,35,4,0,0,3,5,0,4,263,4,0,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,108,88,42,12,0,0,5,5,0,5,279,0,0,0,0,0,0,0,0,0,15,15,728,227,97,12,7,8,13,5,6,35,1126,842,70,23,0,0,4,0,0,4,14,962,100,34,13,0
SED30039,581,138,121,127,104,26,21,21,1891,0,0,0,0,0,0,0,0,0,3,8,762,814,841,182,164,163,141,32,30,48,3181,887,426,291,42,23,34,35,17,4,27,1798,625,1290,725,104,84,90,68,24,9,32,3045,20,47,28,4,12,4,3,3,0,0,122,0,0,0,0,0,0,0,0,0,0,5,647,1334,752,110,92,94,74,23,15,28,3168,0,0,0,0,0,0,0,0,0,8,8,1537,1758,1045,154,121,129,108,35,19,69,4978,1210,454,201,21,17,17,17,10,0,31,1981,630,527,242,26,24,24,18,7,3,11,1507,60,53,22,9,3,10,12,0,0,8,163,0,4,0,0,0,0,0,0,0,0,4,688,581,263,35,25,28,26,7,3,11,1677,0,0,0,0,0,0,0,0,0,3,8,1897,1039,466,59,42,46,40,17,3,53,3663,1211,165,71,11,13,3,6,6,0,20,1509,533,102,49,11
SED30040,137,45,41,54,45,14,4,8,449,0,0,0,0,0,0,0,0,0,9,5,277,177,284,92,77,83,85,33,7,35,1145,426,265,155,25,30,19,31,15,5,20,999,86,178,116,31,31,30,7,12,0,5,500,5,9,9,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,90,186,124,35,31,30,6,12,0,5,527,0,0,0,0,0,0,0,0,0,0,3,513,452,281,60,62,53,41,29,6,25,1531,811,334,143,12,17,13,15,8,5,15,1381,119,80,58,4,3,3,9,9,0,3,291,9,3,10,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,125,85,71,8,3,5,10,9,0,6,324,0,0,0,0,0,0,0,0,0,0,0,934,426,209,19,18,20,26,13,7,27,1704,1063,191,74,3,12,6,5,5,6,19,1379,133,16,10,5
SED30041,114,31,37,52,53,23,7,9,426,0,0,0,0,0,0,0,0,0,0,0,131,138,192,43,52,63,77,33,9,19,765,189,102,67,13,9,8,19,10,0,8,421,55,239,147,36,22,31,36,4,0,7,579,6,36,18,0,11,12,7,3,0,4,93,0,0,0,0,0,0,0,0,0,0,0,56,274,162,43,31,47,37,12,0,9,674,0,0,0,0,0,0,0,0,0,0,3,247,376,232,53,40,54,54,25,0,12,1094,424,105,58,12,10,0,5,0,0,21,633,87,159,66,7,5,3,8,3,0,4,355,6,42,7,0,0,4,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,94,198,76,7,8,8,8,3,0,11,413,0,4,0,0,0,0,0,0,0,0,6,521,307,134,17,16,8,12,9,0,29,1055,673,75,33,0,5,0,6,0,0,12,809,108,63,18,0
SED30042,122,35,28,41,54,18,8,9,480,0,0,0,0,0,0,0,0,0,3,5,412,318,284,66,59,58,70,30,4,34,1338,534,255,180,25,24,16,16,11,3,20,1078,153,237,174,35,21,22,18,10,0,9,681,0,16,4,0,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,158,256,182,42,26,29,23,10,0,9,721,0,0,0,0,0,0,0,0,0,0,0,688,512,364,64,50,43,36,15,4,32,1800,951,331,118,8,11,8,0,0,0,25,1455,199,171,78,3,3,5,6,0,0,4,479,8,11,15,3,3,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,209,183,99,4,9,6,11,0,0,4,524,0,0,0,0,0,0,0,0,0,0,3,1158,512,213,17,15,10,15,5,0,28,1981,1099,175,53,6,7,0,3,5,0,26,1366,185,62,18,0
SED30043,155,67,83,171,272,90,30,28,987,5,0,0,0,0,0,5,0,0,16,24,167,103,220,84,97,183,312,106,44,53,1367,282,100,38,11,4,9,3,7,5,5,463,54,131,97,15,18,19,27,16,15,10,386,7,20,22,6,5,4,14,0,3,0,93,0,0,0,0,0,0,0,0,0,0,0,63,155,117,20,18,22,45,13,14,14,479,0,0,0,0,0,0,0,0,0,14,14,343,248,160,29,26,29,48,19,20,33,962,568,125,54,9,8,7,5,0,5,30,799,83,74,30,10,9,0,3,6,0,3,227,14,9,9,0,3,0,3,0,0,0,40,0,5,0,0,0,0,0,0,0,0,4,93,81,47,11,16,3,7,6,0,5,276,0,0,0,0,0,0,0,0,0,3,10,661,214,100,16,20,10,12,8,5,45,1090,881,64,24,4,3,3,0,0,0,36,1014,114,22,11,6
SED30044,521,129,122,121,88,35,9,31,1640,0,0,0,0,0,0,0,0,0,9,8,678,633,714,165,158,159,114,43,20,72,2754,618,283,137,14,11,16,14,0,4,27,1133,340,510,264,35,41,24,41,16,10,21,1307,21,38,26,0,6,10,10,7,0,4,121,3,0,0,0,0,0,0,0,0,0,4,362,546,292,44,50,29,50,20,7,22,1427,0,0,0,0,0,0,0,0,0,0,0,986,828,428,54,60,48,61,21,15,54,2561,991,191,78,15,17,6,0,0,0,31,1336,366,172,93,19,17,15,6,0,0,13,701,79,44,23,5,6,7,5,0,0,8,174,0,0,0,0,0,0,0,0,0,0,0,441,218,111,28,22,19,12,4,0,14,873,0,0,0,0,0,0,0,0,0,4,5,1443,407,188,38,38,30,17,5,3,52,2212,1481,129,40,0,5,7,8,0,5,38,1716,361,49,29,6
SED30045,134,42,38,45,41,12,9,12,531,0,0,0,0,0,0,0,0,0,0,0,382,324,384,96,79,70,63,32,9,40,1477,576,467,269,32,33,43,22,8,10,23,1487,236,348,198,33,30,28,27,7,4,8,920,3,24,10,4,0,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,238,367,209,33,32,32,32,7,4,8,965,0,0,0,0,0,0,0,0,0,4,4,813,835,477,64,69,71,54,17,17,33,2457,1065,382,195,13,21,13,20,11,3,29,1746,257,214,112,8,9,0,15,0,3,4,620,17,25,9,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,276,236,120,10,9,0,15,0,3,4,670,0,0,0,0,0,0,0,0,0,0,4,1339,622,320,23,36,12,32,9,7,33,2429,1271,144,60,0,3,9,10,7,3,21,1529,299,71,21,0
SED30046,372,121,91,99,91,15,0,8,1220,0,0,0,0,0,0,0,0,0,4,7,662,529,620,162,129,132,120,25,13,44,2437,699,316,160,24,18,18,15,13,0,18,1285,291,398,206,54,49,34,27,10,4,8,1074,4,41,44,8,6,10,10,11,8,0,138,0,0,0,0,0,0,0,0,0,0,0,301,443,246,58,55,36,30,18,8,15,1213,0,0,0,0,0,0,0,0,0,4,4,997,763,407,88,73,57,46,33,12,36,2502,1138,265,102,3,9,10,10,3,0,23,1577,340,187,76,0,11,7,9,0,0,4,643,16,60,14,3,0,5,8,5,0,0,117,0,0,0,0,0,0,0,0,0,0,3,359,246,91,6,13,11,13,7,0,7,759,0,0,0,0,0,0,0,0,0,4,5,1499,516,188,15,26,19,25,11,3,38,2340,1441,184,61,4,0,7,4,3,0,28,1747,328,68,37,0
SED30047,222,70,61,73,78,44,11,11,747,0,0,0,0,0,0,0,0,0,0,6,179,258,340,91,97,100,117,59,20,23,1273,212,141,100,12,7,10,18,11,3,11,528,63,308,220,61,41,47,88,26,8,4,875,4,17,14,4,7,3,4,5,0,0,66,0,0,0,0,0,0,0,0,0,3,5,66,328,240,70,50,52,98,35,8,6,941,0,0,0,0,0,0,0,0,0,0,0,280,471,337,83,56,67,116,47,9,17,1473,434,152,65,0,5,6,11,0,3,14,692,98,254,111,12,10,12,22,6,3,9,545,5,19,16,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,105,271,131,15,10,12,22,10,3,10,592,0,0,0,0,0,0,0,0,0,0,3,536,426,194,15,14,24,34,14,5,28,1284,626,99,32,4,0,0,4,3,0,17,792,144,107,23,4
SED30048,645,276,299,503,639,241,73,30,3219,0,0,0,0,0,0,0,0,0,3,4,660,520,927,345,373,596,761,306,95,56,4646,551,295,206,38,30,45,40,21,14,9,1254,569,703,708,154,195,203,238,93,40,13,2911,4,34,44,11,16,23,30,10,4,4,188,0,0,0,0,0,0,0,0,0,0,0,578,737,749,168,207,227,277,104,43,20,3101,0,0,0,0,0,0,0,0,0,4,9,1129,1033,960,210,238,274,312,122,61,31,4360,918,224,119,17,22,14,18,21,11,16,1370,596,317,187,34,34,46,51,40,12,12,1330,20,32,28,16,12,20,8,22,0,5,160,0,0,0,0,0,0,0,0,0,0,0,610,351,215,42,52,68,61,56,12,12,1485,0,0,0,0,0,0,0,0,0,3,0,1532,570,336,61,73,78,72,74,21,36,2858,984,92,38,0,0,6,12,0,0,10,1149,431,59,29,4
SED30049,895,179,227,214,219,85,21,29,2972,0,0,0,0,0,0,0,0,0,7,11,724,872,1040,213,261,262,255,103,25,61,3810,630,254,103,14,19,21,18,0,0,20,1077,1059,1326,745,125,115,125,103,39,21,34,3694,29,129,92,22,29,23,22,16,7,3,382,0,3,0,0,0,0,0,0,0,0,6,1093,1462,838,146,145,146,126,56,28,39,4084,0,0,0,0,0,0,0,3,0,4,11,1723,1718,941,162,162,170,148,58,28,64,5174,783,198,56,11,5,8,7,3,0,16,1087,916,588,358,47,39,32,29,10,12,17,2035,102,90,90,19,11,24,18,11,4,8,377,0,0,0,0,0,0,0,0,0,0,0,1020,676,440,74,49,51,43,19,15,20,2417,0,0,0,0,0,0,0,0,0,5,7,1805,880,499,75,60,62,51,24,18,36,3505,778,59,18,4,8,0,11,0,0,12,890,731,134,53,4
SED30050,308,130,168,153,152,40,14,23,1096,0,0,4,0,0,0,0,0,0,0,3,248,223,547,192,232,199,221,80,21,46,2000,376,257,168,32,31,27,32,8,9,20,961,66,190,196,51,57,51,57,18,6,6,688,0,5,12,8,4,9,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,3,66,197,205,53,61,53,62,17,3,8,731,0,0,0,0,0,0,0,0,0,0,0,435,456,376,84,90,88,99,30,16,31,1692,736,190,119,17,9,16,14,9,7,23,1141,123,84,45,11,9,12,7,6,3,0,307,11,8,9,0,0,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,131,96,52,10,11,20,15,9,3,3,341,0,0,0,0,0,0,0,0,0,0,0,867,280,164,31,22,33,33,18,13,23,1489,1282,168,79,9,14,7,9,11,4,22,1608,154,22,17,3
SED30051,36,11,19,12,13,9,3,0,131,0,0,0,0,0,0,0,0,0,9,9,90,65,65,28,28,21,24,10,3,15,352,164,48,56,8,5,6,0,3,0,11,306,23,69,60,13,12,17,12,3,0,5,215,3,6,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,28,78,68,17,14,17,12,3,0,5,233,0,0,0,0,0,0,0,0,0,8,16,191,124,117,24,16,19,9,6,3,23,545,507,79,38,3,3,7,8,0,0,17,651,65,42,29,8,7,0,0,3,0,0,156,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,64,48,30,8,5,6,0,3,0,6,164,0,0,0,0,0,0,0,0,0,8,7,576,122,64,7,14,10,7,3,0,24,829,1013,79,25,8,0,8,3,4,3,39,1183,105,17,12,0
SED30052,1215,537,742,1015,1468,556,68,98,6594,0,0,0,0,0,0,4,0,0,17,25,1244,915,1780,748,945,1269,1842,783,124,170,9810,758,448,401,70,54,64,75,43,21,25,1965,470,677,743,187,214,255,279,129,43,25,3025,13,29,54,16,27,29,47,21,7,9,245,0,0,0,0,0,0,0,0,0,0,3,482,713,797,202,240,282,329,150,52,29,3272,5,0,0,0,0,0,4,0,0,5,14,1246,1162,1196,270,291,347,407,195,67,66,5254,879,230,95,6,22,11,27,21,12,19,1321,454,226,140,40,25,30,43,26,12,14,1016,18,20,28,10,15,12,19,10,8,3,137,0,0,0,0,0,0,0,0,0,0,0,471,254,175,51,40,36,63,38,12,18,1144,4,0,0,0,0,0,0,0,0,5,7,1356,476,271,62,67,48,83,55,29,35,2471,1012,98,67,13,6,12,16,9,8,26,1270,358,46,25,9
SED30053,350,153,189,225,231,56,11,38,1515,0,0,0,0,0,0,0,0,0,3,5,485,392,649,242,278,329,343,108,27,80,2926,652,391,247,46,35,41,33,26,8,28,1509,299,371,301,88,67,43,56,22,9,17,1277,13,18,18,4,16,15,8,7,0,0,100,0,0,0,0,0,0,0,0,0,0,3,318,391,327,89,78,57,63,27,9,18,1379,0,0,0,0,0,0,0,0,0,4,4,965,782,569,135,112,97,102,58,15,46,2893,1071,304,136,19,21,23,16,7,3,34,1635,425,151,85,12,15,14,11,12,5,6,739,42,35,26,7,7,4,12,8,0,5,138,5,0,0,0,0,0,0,0,0,0,5,464,190,115,17,23,26,20,14,5,8,879,0,0,0,0,0,0,0,0,0,0,3,1539,491,247,36,45,50,37,19,11,45,2519,1174,141,61,10,7,6,14,6,9,31,1448,386,62,14,0
SED30054,313,98,141,170,186,48,5,15,1266,0,0,0,0,0,0,0,0,0,0,3,520,289,486,135,195,205,234,64,15,27,2173,542,296,180,40,15,14,14,6,4,23,1126,376,398,352,60,66,68,69,21,13,15,1425,8,22,23,7,6,8,8,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,385,422,369,69,68,82,76,28,10,10,1519,0,0,0,0,0,0,0,0,0,4,3,926,716,552,109,85,95,93,33,17,35,2658,921,180,76,7,4,11,11,9,0,14,1243,417,175,86,8,9,14,12,11,5,7,739,24,16,11,0,3,7,4,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,439,189,99,13,10,21,16,12,5,5,811,0,0,0,0,0,0,0,0,0,0,0,1361,369,174,22,21,29,27,22,4,23,2050,875,79,15,8,3,0,0,3,0,11,994,303,43,19,3
SED30055,45,15,18,25,19,5,4,3,197,0,0,0,0,0,0,0,0,0,12,12,93,103,93,23,33,33,24,15,4,23,434,144,94,45,6,0,8,3,0,0,4,301,19,101,75,10,10,10,13,0,0,5,241,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,110,75,6,8,15,12,0,0,5,254,0,0,0,0,0,0,0,0,0,16,16,160,197,122,14,14,15,12,3,0,23,571,290,69,29,3,4,0,3,7,0,18,425,48,93,24,0,4,0,7,0,0,0,173,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,94,25,0,4,3,4,0,0,0,189,0,0,0,0,0,0,0,0,0,8,8,343,167,53,3,3,11,7,3,0,28,616,476,32,26,0,0,0,0,0,0,24,566,54,31,0,0
SED30056,154,22,35,38,33,19,12,3,539,0,0,0,0,0,0,0,0,0,0,0,373,260,235,43,53,63,53,22,9,10,1124,659,341,247,34,25,27,35,11,9,12,1395,374,544,392,75,76,55,55,22,3,11,1614,3,12,19,0,7,7,10,3,0,0,53,0,0,0,0,0,0,0,0,0,0,4,382,553,408,80,86,66,63,27,10,11,1668,0,0,0,0,0,0,0,0,0,0,0,1041,896,647,113,107,94,94,36,18,23,3070,1289,483,234,42,24,19,15,9,0,16,2123,562,355,191,32,22,19,13,12,5,4,1210,20,20,10,5,7,3,6,4,0,0,70,0,0,0,0,0,0,0,0,0,0,3,585,379,201,36,29,19,15,12,5,3,1280,0,0,0,0,0,0,0,0,0,0,0,1875,861,430,76,49,34,34,18,9,25,3406,1465,221,54,7,0,0,5,4,4,16,1778,543,110,31,0
SED30057,174,62,70,184,233,68,10,16,1033,0,0,4,0,0,0,0,0,0,7,5,348,281,302,83,92,226,267,81,21,39,1747,432,190,128,21,7,15,19,9,7,22,847,135,166,161,35,23,26,19,10,5,10,586,9,18,28,11,3,11,8,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,151,179,190,44,24,38,27,10,5,7,683,0,0,0,0,0,0,0,0,0,0,0,580,377,318,60,38,52,44,22,16,33,1530,747,226,76,7,8,10,12,0,0,31,1116,163,115,71,7,15,6,7,4,0,9,396,22,17,16,4,0,6,7,0,0,6,73,0,0,0,0,0,0,0,0,0,4,4,183,132,81,16,15,15,11,4,0,12,469,3,0,0,0,0,0,0,0,0,4,3,937,356,164,18,23,23,31,3,0,44,1595,1067,126,51,7,0,6,0,0,0,22,1284,235,63,16,4
