SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED30027,24609,25433,50038,1462,1364,2824,3388,3190,6575,1562,1502,3064,1459,1327,2782,3056,3284,6343,3394,3563,6957,3346,3583,6935,2928,3106,6035,2234,2511,4742,1368,1486,2858,408,511,922,23752,24784,48538,851,653,1503,609,638,1247,27,19,46,23,44,64,657,700,1355,17198,17389,34592,6245,6942,13182,20855,21272,42128,2580,3074,5649,20498,21221,41713,447,409,856,3159,2993,6148,1118,1116,2236,404,473,883,624,1261,1892,10124,11555,21679,1854,1781,3639,4742,4739,9479,1271,1051,2329,581,625,1204,67,70,136,23365,24361,47732,863,881,1747
SED30028,25363,24960,50317,1663,1598,3260,3866,3775,7630,1700,1654,3353,1400,1329,2733,3188,3334,6522,3326,3416,6740,3580,3585,7157,3431,3056,6485,2137,1930,4068,846,940,1784,233,339,576,23757,23882,47643,1603,1072,2678,1401,1440,2834,62,59,125,153,178,328,1613,1675,3286,20124,19878,40001,3433,3629,7065,22086,21784,43870,1498,1739,3240,22126,21857,43989,443,407,846,3601,3481,7076,1099,1184,2286,188,270,460,435,1134,1573,8451,9461,17908,2092,1874,3963,5487,5066,10557,1266,1109,2381,816,762,1585,75,37,117,23018,23203,46219,2832,1841,4676
SED30029,25363,24500,49865,1202,1144,2338,3072,2965,6043,1516,1346,2856,1268,979,2250,2856,2433,5293,3009,2952,5957,3519,3461,6978,3583,3876,7461,3299,3403,6703,1650,1473,3124,386,473,863,24100,23638,47737,1263,867,2127,970,662,1628,26,21,45,58,27,88,1055,709,1768,19922,18890,38807,3914,4190,8102,21583,22128,43709,879,1043,1917,21206,21835,43041,320,301,629,2827,2739,5565,1004,979,1974,212,287,503,434,1006,1440,9331,10891,20224,1685,1555,3241,6344,5007,11349,1209,969,2183,851,617,1469,64,45,106,21885,22877,44760,2976,1599,4582
SED30030,26052,27598,53645,1643,1475,3117,3055,2864,5922,1434,1393,2825,2007,2337,4350,4822,5207,10023,4323,4339,8661,3581,3657,7238,2472,2669,5141,1591,1853,3441,784,1116,1901,347,683,1029,25162,26755,51919,886,841,1730,309,370,684,31,32,59,18,20,38,356,419,777,18983,19865,38851,6131,6776,12903,20768,21730,42495,4269,4846,9115,22496,23732,46236,480,426,908,2922,2755,5677,1192,1223,2413,923,1200,2118,1318,1834,3153,16195,17585,33785,1070,939,2014,2184,2556,4737,542,540,1078,367,541,906,70,99,168,24705,26243,50952,1124,1288,2406
SED30031,20307,19186,39495,1372,1359,2736,3061,2985,6045,1207,1056,2266,1255,1191,2440,2855,2800,5656,2731,2773,5504,2633,2446,5078,2621,2307,4927,1643,1339,2984,740,699,1443,183,234,419,18666,17980,36645,1639,1208,2850,1471,1608,3072,64,48,113,123,107,232,1656,1760,3417,15782,15272,31057,1913,1991,3903,16767,16321,33085,957,975,1932,16683,16195,32881,295,309,611,2729,2668,5394,680,607,1293,107,204,308,323,677,1004,6086,7355,13435,1265,1140,2403,4202,3455,7660,993,656,1649,874,543,1412,73,44,110,16928,16892,33815,7732,4513,12244
SED30032,27024,27232,54257,1261,1203,2469,3313,3070,6385,1645,1452,3089,1132,1052,2181,2418,2532,4948,2592,2938,5528,3407,3629,7034,4268,4544,8809,4347,4069,8413,2140,2064,4204,507,685,1196,25296,25965,51260,1730,1271,3004,1047,1040,2087,70,70,134,62,72,138,1173,1178,2355,21762,21854,43617,3076,3445,6520,24431,24630,49061,617,878,1496,24077,24448,48521,298,274,573,3024,2787,5808,962,1009,1972,145,246,394,325,952,1280,7770,9216,16991,1979,1962,3946,7289,7115,14404,1822,1537,3354,1507,1289,2793,84,69,148,24491,25173,49663,2419,2185,4600
SED30033,25884,28765,54649,1058,1025,2084,3086,2956,6043,1398,1395,2798,1072,1035,2113,2178,2428,4605,2310,2770,5077,2843,3379,6214,3542,4375,7917,4624,5015,9635,2974,3193,6169,799,1188,1988,24383,27394,51777,1505,1365,2872,1175,1232,2404,49,46,90,66,78,145,1291,1353,2647,19648,21550,41197,4520,5452,9969,23156,25604,48762,1106,1541,2652,22895,25491,48390,283,312,595,2846,2779,5630,869,974,1841,152,259,411,448,1005,1451,8175,9879,18057,2004,2135,4138,6516,7494,14009,1787,1856,3647,1452,1437,2887,81,84,162,23731,26494,50226,3244,3441,6683
SED30034,29354,27755,57110,1404,1267,2669,3722,3346,7070,1697,1472,3170,1310,1010,2319,3262,2839,6101,3092,3063,6157,3630,3713,7343,4400,4401,8805,4143,3789,7931,2082,2026,4109,615,821,1439,27645,26452,54097,1713,1299,3012,2418,1904,4319,441,324,771,547,422,967,3408,2652,6055,22304,20848,43160,3854,4060,7913,23041,22862,45904,2189,2249,4439,23888,23753,47644,287,259,540,3200,2918,6119,969,980,1951,124,181,307,329,909,1236,8757,9901,18657,1969,1875,3845,7302,6105,13409,1525,1239,2763,1566,1303,2876,165,136,306,24873,24893,49765,6098,4762,10854
SED30035,26011,25229,51236,1875,1645,3519,3933,3598,7534,1422,1400,2821,1478,1317,2793,3424,3580,7009,3281,3444,6731,3139,3136,6276,3250,3140,6395,2620,2416,5035,1245,1134,2382,327,429,760,24202,24263,48463,1807,964,2774,1452,1446,2895,141,114,257,180,163,348,1778,1720,3498,21655,20978,42628,2426,2773,5199,23140,22595,45740,978,1197,2170,23400,22841,46240,532,458,995,3628,3337,6967,931,999,1925,215,349,568,501,1108,1609,8606,9999,18599,1876,1752,3632,5592,5040,10638,1269,981,2247,1022,839,1859,63,66,132,23591,23618,47212,2558,2360,4918
SED30036,33473,32123,65593,2445,2145,4589,4565,4317,8883,2275,2107,4380,2621,2225,4842,5668,4991,10659,4864,4513,9380,4130,4123,8257,3421,3349,6770,2079,2353,4430,1045,1414,2459,359,587,942,32568,31347,63915,896,778,1677,1474,1085,2560,107,66,174,103,90,190,1685,1241,2924,18654,16226,34877,13120,14192,27312,15635,15928,31560,12899,14019,26923,23769,24655,48423,546,489,1034,4097,3866,7960,1552,1642,3194,756,895,1651,989,1684,2671,14237,14620,28856,1701,1627,3328,5606,4125,9726,1056,1186,2237,1280,1563,2846,627,914,1533,28632,30222,58855,4738,1812,6547
SED30037,24681,25839,50518,1705,1587,3289,3678,3399,7074,1623,1536,3160,1619,1614,3234,3596,3866,7460,3277,3427,6708,2990,3218,6209,2795,2956,5744,1972,2143,4111,1067,1373,2442,361,719,1081,23712,25040,48749,969,797,1763,1354,1388,2740,54,57,112,70,73,149,1481,1518,3001,20153,20998,41150,3194,3529,6725,21762,22555,44317,1532,1837,3364,22048,23036,45079,464,398,857,3412,3174,6586,1090,1104,2189,292,425,720,638,1259,1904,9186,10539,19727,1643,1521,3167,4919,5040,9956,1218,1168,2388,977,1107,2082,110,114,227,22839,24166,47005,1782,1773,3551
SED30038,26890,26946,53840,1761,1556,3318,4015,3773,7794,1838,1768,3609,1948,1744,3691,3729,3646,7375,3466,3419,6889,3327,3577,6905,3079,3237,6313,2248,2413,4663,1157,1380,2540,324,424,745,25846,26124,51974,1049,820,1867,1684,1598,3283,53,51,108,78,55,130,1819,1703,3521,22340,22364,44711,3043,3197,6245,23511,24306,47818,1021,1222,2241,23448,24378,47824,463,428,890,3734,3533,7263,1158,1251,2414,311,450,766,553,1202,1760,9367,10665,20031,1711,1654,3361,6007,5520,11525,1323,1229,2548,1106,1119,2217,103,79,174,24111,25277,49387,2474,1516,3986
SED30039,34191,34935,69120,2869,2774,5643,6245,5900,12139,2456,2466,4923,2158,2098,4256,4804,5490,10291,5757,6060,11816,4625,4658,9282,2917,2943,5853,1641,1770,3407,638,632,1268,100,141,240,33101,34155,67259,1094,777,1868,1034,1094,2125,47,49,100,65,59,122,1148,1200,2346,23279,23420,46698,9647,10345,19991,26237,26552,52790,6541,7065,13603,28850,29196,58048,836,794,1632,5905,5568,11474,1742,1914,3655,544,719,1262,994,1846,2838,14968,16741,31706,2086,2091,4177,5039,4670,9709,1140,994,2128,593,553,1140,120,170,284,32624,33709,66338,1053,1050,2104
SED30040,24986,27469,52460,1261,1212,2473,3425,3217,6642,1702,1575,3276,1354,1306,2663,2725,3003,5731,3037,3417,6452,3276,3660,6937,2934,3498,6429,2636,3204,5837,1898,2330,4226,735,1060,1793,23774,26488,50261,1211,988,2200,587,586,1173,27,17,53,11,30,43,631,635,1264,18961,20631,39593,4770,5583,10359,22401,24613,47018,1300,1618,2915,21927,24186,46107,378,395,773,3212,3029,6244,1174,1228,2402,381,468,852,584,1215,1799,10672,12169,22833,1804,1902,3711,4714,5645,10360,1066,1091,2157,705,813,1520,48,49,100,23092,25630,48724,1504,1787,3295
SED30041,26624,26869,53492,1529,1438,2963,3852,3516,7365,1768,1569,3336,1366,1340,2700,3029,3234,6268,3271,3392,6665,3315,3448,6759,3617,3830,7448,2935,2928,5863,1516,1624,3136,428,554,981,24142,25504,49643,2484,1363,3845,1332,1418,2745,92,63,159,126,114,242,1548,1594,3145,21359,21927,43284,3001,3298,6298,22852,23666,46520,1512,1587,3101,23198,23976,47177,399,378,781,3593,3274,6870,1125,1117,2242,262,363,633,504,1120,1621,9341,10888,20233,1727,1657,3386,5608,5648,11258,1300,1121,2427,1082,1040,2117,74,68,143,23271,24793,48068,2861,2642,5501
SED30042,28139,29264,57409,1934,1847,3777,4588,4308,8893,2097,2029,4126,1932,1844,3774,3774,4018,7788,3693,4183,7874,3765,4061,7827,2989,3123,6116,2131,2364,4496,995,1136,2124,242,355,594,27096,28439,55536,1044,825,1871,934,1011,1943,44,52,97,53,43,97,1030,1108,2136,22148,22708,44855,4883,5454,10339,25301,26031,51333,1659,2109,3775,25035,25988,51028,598,535,1132,4348,4071,8423,1439,1522,2958,422,570,997,676,1372,2041,11299,12838,24142,1907,1831,3741,5378,5341,10722,1227,1145,2374,690,804,1490,93,81,179,26694,27887,54588,951,1145,2094
SED30043,26266,26567,52833,1563,1419,2983,3895,3484,7383,1708,1747,3460,1476,1542,3021,3063,3360,6420,2990,3409,6403,3407,3554,6953,3524,3524,7048,2851,2702,5553,1451,1377,2828,327,454,779,25108,25702,50813,1160,864,2019,1189,1305,2498,55,45,96,63,66,127,1307,1416,2720,21145,21278,42426,3345,3775,7121,23072,23092,46170,1518,1731,3251,22938,23048,45983,410,355,765,3611,3222,6832,1064,1239,2302,274,534,813,482,1045,1533,7859,9811,17674,1688,1663,3357,6294,5939,12234,1651,1362,3010,1497,1258,2758,167,123,289,24243,24533,48778,1593,1866,3459
SED30044,32331,33389,65725,2593,2461,5050,5074,4891,9964,2166,2043,4200,2213,2263,4476,4778,5209,9986,4153,4295,8445,3847,4031,7876,3491,3634,7126,2535,2752,5289,1222,1388,2613,270,427,695,31259,32481,63735,1073,906,1984,1239,1318,2555,40,51,93,69,64,130,1345,1434,2782,23102,23650,46750,7278,7802,15080,26081,26980,53062,4218,4411,8630,26699,27715,54413,634,596,1233,4593,4482,9066,1416,1443,2856,410,599,1009,626,1423,2053,11548,13555,25102,2266,2114,4379,6428,6161,12591,1645,1383,3028,919,865,1791,185,246,431,30116,31214,61334,1793,1931,3725
SED30045,26418,27920,54339,1634,1571,3206,3638,3460,7096,1655,1488,3141,1446,1344,2784,2948,3191,6141,3669,4064,7734,3945,4177,8123,3307,3435,6736,2388,2684,5073,1322,1667,2987,469,843,1312,25388,27122,52514,1026,800,1822,737,731,1467,42,43,83,48,56,101,819,826,1648,19497,20459,39956,5921,6482,12403,23132,24073,47202,2224,2767,4991,22960,24297,47256,498,497,993,3457,3282,6742,1287,1232,2513,459,518,982,661,1246,1903,12339,13732,26073,1705,1489,3190,4331,4595,8927,912,959,1870,739,929,1668,72,72,146,25021,26587,51604,931,1095,2027
SED30046,29739,30840,60573,2121,2025,4147,4379,4191,8566,1959,1799,3754,2029,1988,4014,4407,4662,9061,3921,4025,7942,3585,3835,7418,3084,3358,6436,2543,2895,5434,1369,1542,2912,352,529,884,28757,29994,58747,983,846,1828,1151,1272,2418,63,62,122,53,56,113,1268,1385,2651,20519,21020,41539,7199,7844,15041,24335,25065,49399,3338,3761,7095,24108,25079,49188,597,527,1117,3912,3796,7709,1277,1222,2495,391,543,932,642,1353,1990,11146,12446,23595,2128,2022,4152,5550,5804,11349,1537,1366,2901,964,1007,1973,152,184,338,27556,28723,56275,1914,1914,3833
SED30047,27733,28084,55815,1629,1515,3151,3666,3544,7214,1632,1585,3221,1785,1714,3505,3668,3680,7340,3598,3639,7235,3661,3663,7327,3637,3520,7158,2595,2639,5232,1353,1729,3086,499,856,1358,25468,26805,52274,2261,1283,3540,1219,1242,2461,419,403,823,359,377,731,2000,2014,4015,21373,21806,43177,3692,4194,7885,22924,23485,46411,2101,2450,4554,23398,24134,47530,416,376,793,3359,3238,6597,1013,1084,2101,306,375,681,546,1140,1684,9537,10868,20400,1859,1770,3628,5943,5816,11758,1274,1219,2492,1181,1217,2396,79,81,161,24218,25508,49724,3208,2857,6069
SED30048,30618,31825,62446,1241,1224,2463,3363,3310,6674,2579,2809,5390,4404,4460,8865,5484,5281,10763,4194,4348,8545,3446,3670,7113,2465,2660,5127,1966,2282,4244,1146,1288,2432,330,502,833,29271,30457,59728,1348,1368,2715,231,247,480,26,24,52,21,19,32,273,293,563,19041,19615,38651,10570,11215,21782,22101,22505,44607,7389,8229,15611,24325,24989,49312,415,416,827,3260,3197,6460,2330,2561,4891,2869,2995,5864,2330,2673,5000,21870,22696,44575,931,958,1886,1411,1805,3215,444,438,882,190,241,429,55,60,112,27725,28748,56472,2722,2849,5569
SED30049,28082,29538,57617,1669,1529,3202,4124,4034,8156,2068,2044,4114,2097,1937,4034,3945,4141,8089,4297,4743,9042,3774,3908,7680,2667,2900,5567,1811,2138,3944,1180,1473,2650,455,681,1136,27358,28900,56256,719,634,1358,362,358,719,28,39,67,49,42,87,432,438,874,16665,17104,33761,10445,11535,21980,17268,17774,35042,9727,10738,20467,22779,23779,46551,540,477,1020,3970,3892,7861,1711,1800,3508,993,1014,2000,1089,1701,2788,15822,16874,32697,1235,1138,2371,2717,3214,5929,708,746,1450,623,838,1456,148,184,326,26766,28324,55089,1104,1102,2208
SED30050,24371,26330,50701,1072,980,2057,2363,2146,4510,1178,1112,2295,1303,1569,2872,3221,3476,6690,2946,3091,6035,3172,3420,6588,3482,4112,7595,3315,3524,6843,1745,2020,3764,567,883,1454,22946,25115,48066,1421,1212,2635,458,471,929,27,21,49,21,21,35,503,514,1016,17409,18695,36104,5293,6019,11314,20792,22446,43238,1843,2134,3974,20187,21902,42090,296,273,564,2193,1964,4157,819,833,1654,353,610,962,762,1378,2138,11472,13101,24579,1795,1737,3532,4496,4989,9481,864,879,1749,511,607,1118,54,44,102,21871,23763,45632,3738,3951,7686
SED30051,26604,26323,52928,1142,1081,2217,3124,2907,6035,1499,1317,2815,1246,1037,2279,2390,2212,4607,2546,2666,5220,3183,3345,6531,4094,4450,8548,4619,4493,9110,2262,2102,4364,498,707,1203,25069,25004,50072,1537,1320,2861,1383,1190,2567,84,63,149,82,62,138,1543,1313,2857,21983,21292,43277,2806,3349,6156,23692,23938,47633,629,923,1549,23563,23813,47375,279,309,596,2893,2707,5604,901,874,1778,117,213,330,363,888,1253,7272,8382,15654,1826,1878,3704,7905,7393,15295,1835,1694,3523,1678,1322,2997,100,73,172,23783,24446,48233,2580,1813,4395
SED30052,34591,33654,68240,967,950,1920,1443,1474,2921,1240,1423,2667,4035,4722,8757,10807,10686,21496,6186,5103,11293,3855,3291,7141,2991,2701,5695,1908,1888,3793,918,946,1858,244,460,700,33029,32128,65155,1566,1520,3085,420,409,828,34,38,75,30,23,49,488,463,955,18930,17842,36775,13077,13600,26675,23236,21616,44854,8670,9711,18376,24141,22776,46913,245,257,505,1335,1380,2714,1005,1171,2179,2030,2529,4558,3329,3998,7327,24855,24713,49572,1511,1304,2813,2193,2050,4244,493,408,903,338,318,658,130,130,256,29788,29520,59311,7450,6326,13780
SED30053,25654,28078,53734,1388,1204,2592,2972,2922,5893,1525,1541,3062,1763,2075,3843,4107,4544,8652,3621,3970,7590,3421,3670,7099,2729,3098,5824,2354,2762,5117,1376,1541,2921,400,744,1147,24614,27114,51725,1037,964,2006,385,400,785,15,27,42,13,10,26,412,432,849,17005,18107,35111,7405,8704,16107,20753,22251,43005,3601,4565,8170,20979,22867,43844,431,391,821,2795,2769,5571,1162,1273,2439,724,961,1677,1091,1698,2790,13585,15413,28998,1639,1656,3301,3512,3959,7472,755,851,1611,410,513,919,83,85,169,23765,26044,49810,1716,1979,3698
SED30054,24735,25558,50292,1409,1370,2783,3275,3043,6321,1492,1504,3002,1947,1947,3894,3685,3709,7395,3705,4030,7730,3522,3569,7092,2676,2738,5416,1774,1887,3660,907,1138,2043,344,622,964,23732,24705,48439,1007,855,1855,275,305,576,26,26,49,12,22,40,312,351,661,18079,18724,36809,5836,6176,12015,20249,20729,40977,3640,4095,7738,21746,22552,44300,458,447,909,3187,2955,6140,1304,1362,2658,988,1095,2083,1252,1640,2893,15392,16251,31643,999,877,1873,1904,2294,4193,501,492,996,361,458,822,93,78,172,23401,24516,47920,784,744,1530
SED30055,26053,24136,50190,1552,1506,3059,3499,3342,6841,1558,1465,3019,1380,1167,2548,3030,2908,5940,3340,3197,6537,3538,3327,6861,3806,3486,7290,2868,2388,5250,1222,1051,2279,260,300,559,23760,22969,46732,2293,1162,3459,1272,1016,2287,171,152,322,176,131,311,1621,1296,2918,21299,19903,41197,1662,1833,3494,21735,21174,42913,637,750,1388,21754,21237,42989,381,341,720,3133,3009,6152,911,971,1881,178,280,457,304,820,1124,6799,8434,15233,1695,1538,3231,6783,5296,12084,1451,1086,2538,1361,880,2248,77,44,125,21728,21686,43417,3694,2664,6358
SED30056,24927,25717,50642,1254,1195,2448,4164,3893,8056,2070,1733,3806,1390,1121,2512,1735,1942,3677,3243,3712,6949,3918,4191,8110,3005,3142,6146,2268,2549,4817,1399,1538,2940,476,705,1182,24116,25051,49165,810,666,1471,167,197,367,10,15,22,19,16,29,198,225,421,16500,16904,33401,7884,8288,16174,20649,20853,41508,3679,4290,7975,22169,22671,44840,450,420,873,4055,3805,7864,1812,1564,3373,731,668,1397,730,1326,2051,14779,15520,30294,1110,1104,2215,2129,2379,4510,565,531,1100,269,307,579,35,39,77,24016,24792,48812,475,695,1169
SED30057,28538,30533,59080,1946,1883,3828,4372,4048,8413,1911,1886,3797,1990,2061,4055,3985,4351,8341,3318,3785,7101,3356,3713,7070,3085,3439,6522,2619,2971,5586,1504,1680,3183,456,722,1174,27439,29689,57133,1100,848,1949,1601,1796,3396,52,59,114,110,107,209,1760,1960,3726,21828,22817,44648,4814,5766,10580,24705,25990,50694,1895,2539,4434,24337,25937,50278,519,497,1010,3958,3660,7623,1153,1253,2408,319,526,846,605,1375,1975,9294,11025,20325,2057,2143,4199,6030,6435,12461,1680,1627,3312,1207,1268,2473,146,135,281,26298,28267,54561,1958,2212,4170
SED30058,25382,26438,51820,1561,1420,2981,3620,3386,7015,1673,1587,3260,1413,1367,2780,3051,3274,6329,3744,3999,7742,3416,3650,7063,2912,3073,5982,2355,2587,4939,1233,1390,2629,401,706,1103,24606,25786,50395,774,656,1426,315,329,641,23,19,37,15,23,39,352,366,722,16776,17070,33841,7923,8770,16693,18977,19340,38316,5660,6421,12080,22389,23173,45563,512,475,987,3495,3287,6784,1406,1410,2819,599,717,1311,893,1379,2273,14488,15319,29803,1236,1136,2371,2543,3015,5548,620,582,1200,433,619,1048,137,166,305,24321,25391,49709,717,879,1598
SED30059,28340,30373,58707,1714,1491,3207,4283,4155,8434,2015,1918,3932,1554,1606,3155,2870,3364,6236,3898,4440,8338,4082,4502,8581,3334,3702,7030,2636,2881,5524,1520,1622,3137,442,695,1140,27392,29610,57003,950,759,1714,519,532,1048,21,22,44,24,22,49,567,577,1143,19541,20539,40073,7459,8532,15990,24082,25341,49418,2859,3571,6437,24092,25634,49724,588,499,1081,4013,3927,7937,1566,1576,3146,532,646,1179,758,1435,2188,12626,14720,27350,1974,1987,3966,4723,4913,9629,1108,1045,2156,568,546,1115,51,66,118,26611,28525,55138,1691,1930,3617
SED30060,27466,28461,55923,1904,1853,3759,4509,4357,8870,2034,1824,3867,1632,1620,3247,3613,3894,7503,3491,4008,7498,3564,3879,7439,3084,3163,6245,2363,2382,4738,1022,1148,2164,258,334,593,26082,27344,53424,1381,1119,2498,2844,3242,6088,706,773,1480,805,873,1679,4354,4889,9240,21343,21383,42729,3797,4854,8654,21228,21499,42726,3765,4594,8359,23872,24457,48329,488,481,967,4028,3882,7915,1282,1230,2512,238,426,661,553,1345,1894,9466,11237,20702,2145,2012,4158,5294,4960,10251,1191,1123,2313,797,786,1583,147,199,350,24807,26066,50871,2436,2493,4932
SED30061,25971,25237,51205,1253,1163,2415,3184,3026,6210,2018,2043,4059,3089,2406,5496,4001,3320,7319,3137,3162,6296,3134,3204,6339,2750,2855,5610,1985,2029,4016,1085,1392,2477,335,637,973,24521,24300,48820,1456,936,2388,1649,1452,3097,263,238,501,304,300,606,2224,1982,4204,19389,19116,38499,4135,4563,8699,19635,20097,39729,2870,3179,6046,20941,21543,42487,370,320,692,2962,2801,5761,1311,1553,2862,741,1145,1880,824,1299,2125,11183,11891,23075,1556,1378,2938,4529,4309,8842,908,858,1766,765,839,1610,121,131,254,21274,22473,43746,4651,3118,7767
SED30062,33295,35452,68747,2822,2529,5352,5515,4960,10475,2028,2104,4135,2107,2292,4399,5211,5986,11197,5175,5397,10568,3887,4171,8059,2800,3228,6027,2191,2583,4773,1172,1494,2667,387,708,1094,32213,34578,66791,1083,874,1955,1136,1222,2356,71,64,132,71,77,152,1279,1360,2633,23558,24922,48483,8403,9229,17632,26949,28729,55679,4864,5253,10112,27998,29832,57831,767,740,1504,5213,4689,9898,1423,1577,3003,460,705,1163,915,1986,2902,13874,16172,30039,2181,2162,4343,5350,5864,11210,1236,1238,2475,801,922,1723,121,131,247,31693,33836,65525,1179,1395,2570
SED30063,26363,26135,52491,1280,1168,2443,3361,3100,6460,1528,1423,2949,1132,1121,2256,2413,2468,4888,2543,2652,5192,3207,3449,6654,3941,4125,8064,4196,3984,8185,2260,1998,4255,493,654,1151,24812,24907,49718,1550,1227,2780,1833,1921,3758,22,31,55,81,107,181,1936,2064,3998,21037,20831,41866,2763,2940,5705,22979,22969,45951,1030,1036,2068,23012,22981,45991,256,246,508,2962,2750,5709,849,901,1745,100,211,308,282,742,1027,6801,8325,15125,1648,1726,3372,6915,6516,13437,2046,1530,3580,1882,1556,3443,100,82,186,23495,23614,47106,2859,2568,5429
SED30064,24133,25615,49746,1252,1289,2549,3265,3067,6335,1456,1429,2885,1187,1197,2382,2597,2672,5271,2863,3129,5994,3226,3565,6788,3251,3616,6866,2889,3123,6014,1616,1769,3382,515,766,1281,22969,24719,47682,1161,900,2063,722,717,1445,33,45,75,43,46,90,799,808,1600,18744,19855,38595,3968,4512,8479,21797,23138,44930,940,1251,2196,21359,22907,44261,344,353,699,3007,2830,5839,957,1021,1978,255,359,611,519,1125,1649,9229,10975,20204,1846,1807,3652,5083,5340,10424,1140,1002,2146,834,767,1601,86,68,151,22299,23960,46251,1523,1603,3123
SED30065,27560,28882,56441,1645,1498,3135,4171,3897,8066,1703,1571,3274,1104,1088,2190,2506,2905,5415,3710,4069,7775,3842,4112,7954,3412,3903,7315,3294,3458,6756,1714,1755,3471,457,624,1085,26170,27802,53967,1394,1083,2476,538,585,1125,29,27,57,39,31,74,614,646,1256,20855,21576,42434,5543,6232,11777,24953,26083,51032,1387,1671,3056,24347,25440,49786,560,473,1036,3965,3691,7652,1229,1232,2463,267,364,634,601,1262,1863,11832,13658,25492,2019,1956,3973,5002,5189,10191,1114,1006,2119,600,591,1196,47,38,89,25785,27286,53076,1476,1656,3130
SED30066,23854,25208,49064,887,813,1700,2837,2671,5506,1398,1243,2642,889,783,1666,1797,1802,3600,2389,2811,5200,3378,3785,7169,3682,4323,8011,3873,3948,7822,2171,2202,4369,554,832,1386,22448,23984,46424,1406,1228,2639,395,336,735,16,11,27,10,3,13,426,350,774,16984,17632,34613,5472,6232,11702,21137,22162,43302,1328,1701,3025,20654,21790,42450,259,274,537,2606,2491,5099,1001,1000,2004,191,262,451,439,919,1352,11208,12323,23532,1819,1917,3739,4294,4567,8857,922,884,1799,485,519,1005,35,43,82,21784,23312,45090,2998,3095,6093
