SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
12003167823,57,72,121,81,72,85,56,22,17,574
12003167824,62,184,244,111,55,58,40,18,11,785
12003167825,14,37,32,16,21,28,27,28,31,237
12003167826,40,55,102,37,41,52,32,16,6,370
12003167827,54,235,363,108,62,48,15,10,0,903
12003167828,47,51,77,64,66,68,47,28,14,455
12003167829,50,80,110,52,45,65,34,30,13,475
12003167830,54,146,212,93,65,37,25,9,4,649
12003167831,34,37,24,33,26,55,32,22,13,273
12003167901,40,50,28,23,41,44,43,14,15,292
12003167902,35,38,44,22,36,36,20,10,13,239
12003167903,80,29,78,89,59,44,44,19,12,465
12003167904,31,40,66,28,42,39,28,19,15,299
12003167905,77,74,90,70,64,79,41,24,18,537
12003167906,74,55,64,69,54,67,45,26,4,461
12003167907,53,53,38,37,55,78,58,22,4,400
12003167908,41,41,28,29,36,47,12,34,90,356
12003167909,57,64,36,43,67,73,42,31,9,423
12003167910,36,54,64,32,39,36,40,32,16,349
12003167911,85,59,52,68,72,65,40,35,6,482
12003167912,92,95,60,92,85,56,40,20,8,546
12003167913,47,41,29,37,53,26,15,11,6,257
12003167914,29,30,35,26,38,49,46,37,40,339
12003167915,98,63,55,62,91,78,56,50,22,569
12003167916,88,49,59,52,66,59,37,37,13,462
12003167917,82,40,35,48,64,60,48,36,9,420
12003167918,46,45,29,35,49,52,40,17,12,320
12003167919,37,31,32,20,34,46,37,27,12,283
12003167920,58,38,39,42,45,50,30,12,5,317
12003167921,70,53,81,84,64,67,37,16,9,489
12003167922,42,63,75,60,63,96,52,37,16,492
12003167923,102,80,190,107,74,55,40,14,0,663
12003167924,32,65,67,44,37,26,39,19,13,340
12003167925,83,46,44,48,63,63,39,23,16,415
12003167926,71,41,93,76,65,32,47,16,0,438
12003167927,31,48,65,34,38,53,26,23,14,333
12003168001,34,58,81,40,48,65,41,55,70,492
12003168002,64,44,54,56,46,55,48,32,14,412
12003168003,23,102,96,35,11,16,7,4,0,291
12003168004,32,222,274,74,40,13,9,6,4,671
12003168005,23,128,117,46,20,20,33,29,48,464
12003168006,45,70,50,26,53,64,44,23,9,382
12003168007,33,50,45,31,30,72,21,18,18,312
12003168008,55,103,206,85,42,22,16,4,0,541
12003168009,33,50,38,23,47,52,33,35,12,317
12003168010,16,36,86,30,12,16,7,6,3,216
12003168011,53,114,192,81,41,50,34,22,15,594
12003168012,31,60,74,39,39,58,33,22,4,366
12003168013,10,86,99,23,8,3,3,8,3,242
12003168014,25,52,101,41,21,15,14,4,0,268
12003168015,14,109,129,49,19,5,11,0,0,344
12003168016,58,217,277,69,60,57,24,14,9,783
12003168017,33,127,149,34,25,21,18,3,6,416
12003168018,58,176,183,74,67,49,65,35,16,723
12003168019,45,58,52,26,36,65,51,22,16,364
12003168020,63,53,75,62,56,61,55,30,12,464
12003168021,53,133,166,58,47,41,38,28,9,576
12003168022,20,99,172,62,17,8,0,0,0,380
12003168023,35,130,128,47,20,12,7,0,0,374
12003168024,72,65,62,49,64,87,61,50,30,543
12003168025,21,95,87,30,14,14,3,0,3,260
12003168026,75,58,63,54,59,76,50,39,20,501
12003168027,36,65,153,66,13,8,8,0,0,352
12003168028,37,163,231,70,20,23,19,7,0,566
12003168029,29,44,25,16,40,47,23,19,15,252
12003168030,30,124,143,40,38,41,18,42,33,507
12003168031,51,70,37,21,66,61,32,31,4,373
12003168032,16,164,169,47,28,15,23,9,4,465
12003168033,41,116,183,91,50,51,23,16,6,584
12003168034,70,136,227,95,20,16,8,6,3,584
12003168035,46,196,227,93,46,63,35,17,12,731
12003168036,45,232,240,83,38,39,20,11,3,708
12003168101,49,75,48,44,58,74,65,21,10,444
12003168102,47,33,42,39,33,41,36,39,58,366
12003168103,72,81,47,41,63,79,59,58,40,528
12003168104,61,94,70,33,71,79,62,24,14,509
12003168105,41,33,28,23,47,38,26,19,10,269
12003168106,98,86,59,59,76,115,58,48,20,611
12003168107,57,53,53,40,62,64,35,23,8,397
12003168108,71,71,48,45,66,68,37,31,10,452
12003168109,92,60,44,52,64,67,56,27,10,468
12003168110,59,56,34,31,44,40,40,23,3,325
12003168111,25,76,56,27,59,62,48,43,19,412
12003168112,65,98,59,45,72,74,53,35,9,507
12003168113,77,60,37,47,54,52,60,30,7,426
12003168114,96,39,110,89,38,60,44,14,6,504
12003168115,49,61,35,26,51,58,39,15,17,360
12003168116,91,70,61,72,69,51,48,23,20,513
12003168117,84,38,150,93,47,34,15,7,5,479
12003168118,6,4,9,8,3,0,3,0,0,27
12003168119,120,58,137,104,80,80,55,42,6,678
12003168120,105,103,57,56,99,74,55,28,7,589
12003168121,63,63,45,47,55,69,32,8,14,388
12101139901,67,37,17,41,50,33,32,13,9,295
12101139902,104,71,134,110,69,49,47,26,11,615
12101139903,65,46,145,128,59,49,39,7,7,550
12101139904,45,40,96,67,43,29,41,19,3,369
12101139905,49,49,125,103,59,27,28,14,3,459
12101139906,82,38,109,98,37,37,45,15,12,475
12101139907,107,94,128,108,105,64,56,33,10,700
12101139908,70,59,50,47,65,48,46,24,6,420
12101139909,66,59,40,60,70,61,59,27,14,455
12101139910,67,33,123,110,54,35,21,11,3,458
12101139911,61,41,158,100,71,30,18,11,4,490
12101139912,60,42,102,119,52,29,19,16,3,449
12101139913,54,34,22,42,45,28,47,22,11,308
12101139914,70,29,15,51,43,34,36,11,9,306
12101139915,55,39,27,32,62,47,32,33,14,336
12101139916,79,44,42,80,59,41,33,13,7,395
12101139917,107,59,37,79,62,69,63,31,15,517
12101139919,131,66,50,77,94,73,62,24,10,582
12101139920,110,48,34,71,84,52,51,19,12,485
12101139921,84,43,34,64,64,63,42,33,19,442
12101139922,111,60,44,93,77,69,46,24,3,528
12101139923,107,63,62,70,85,88,69,23,4,565
12101139924,53,40,20,48,45,49,18,18,5,307
12101139925,84,46,107,105,56,40,31,9,3,491
12101139926,55,15,85,76,56,39,36,11,16,378
12101139927,99,56,97,110,82,42,38,14,4,544
12101139928,111,56,100,120,61,33,30,9,0,520
12101139929,109,54,84,128,75,54,48,23,3,584
12101139930,65,68,28,38,57,74,52,12,12,410
12101139931,83,91,76,77,91,74,40,14,5,548
12101139933,79,33,57,56,56,36,17,12,5,356
12101139934,127,52,111,117,89,60,45,27,4,639
12101139935,49,23,16,32,23,29,21,15,3,201
12101139936,126,45,62,124,67,48,40,11,0,522
12101139937,82,37,91,115,41,32,30,16,0,453
12101139939,56,27,18,35,34,29,40,23,5,273
12101139940,70,31,23,34,65,35,32,13,7,306
12101139941,117,59,33,63,107,51,37,24,5,491
12101139942,59,13,69,85,49,34,25,14,5,351
12101139943,65,26,133,95,45,26,31,12,0,431
12101139944,75,17,29,66,44,27,25,8,0,296
12101139945,57,21,34,44,34,35,32,43,79,381
12101139946,98,40,183,153,63,49,26,4,6,617
12101139947,83,33,175,147,48,20,10,4,0,525
12101139948,54,20,119,101,33,8,12,4,0,356
12101139949,26,16,3,4,31,25,27,54,48,242
12101139950,62,5,124,83,23,15,5,0,0,322
12101139951,119,24,145,142,37,26,19,14,3,538
12101140102,153,57,82,118,93,95,63,23,8,687
12101140103,119,43,95,105,107,63,51,22,7,625
12101140104,58,30,13,47,48,46,21,19,8,294
12101140105,0,0,0,4,0,0,0,0,0,4
12101140106,0,15,3,0,0,0,0,0,0,23
12101140107,0,0,5,4,0,0,0,0,0,10
12101140108,0,4,8,10,0,3,0,3,0,40
12101140109,53,15,114,138,55,25,30,7,0,432
12101140111,196,60,82,143,116,60,67,23,7,743
12101140112,51,14,17,52,31,26,28,22,12,252
12101140114,49,22,100,84,40,43,40,10,6,396
12101140115,61,35,101,101,52,42,27,7,0,425
12101140116,59,26,86,111,36,26,22,8,6,383
12101140118,128,61,61,91,88,71,46,18,5,566
12101140120,50,39,263,147,45,17,20,6,0,590
12101140122,57,24,117,93,49,48,30,18,5,438
12101140124,56,25,74,78,57,49,32,12,4,387
12101140125,99,28,38,83,66,33,28,12,3,400
12101140126,43,23,122,86,31,21,15,3,0,344
12101140127,77,58,170,137,56,36,28,10,4,572
12101140128,53,19,72,79,47,37,34,17,8,376
12101140129,94,24,30,101,63,61,35,16,5,436
12101140130,67,8,47,38,40,43,48,14,3,309
12101140131,108,76,369,227,78,71,46,16,0,982
12101140132,47,58,203,161,94,45,47,27,0,680
12101140133,24,33,172,89,29,22,7,0,0,380
12101140134,35,22,116,93,47,32,20,12,3,372
12101140135,39,18,128,94,31,22,3,3,0,335
12101140136,44,22,128,124,39,33,20,5,0,413
12101168201,126,81,46,87,97,63,57,35,18,609
12101168202,79,48,18,44,65,53,35,18,15,367
12101168203,102,33,83,116,72,49,35,7,0,498
12101168204,115,20,96,163,48,42,41,10,5,536
12101168205,66,31,48,58,51,34,15,13,4,325
12101168206,98,20,72,123,48,39,30,16,11,460
12101168207,112,51,126,139,69,41,31,10,14,592
12101168208,162,43,81,164,83,49,49,18,3,657
12101168209,128,72,23,71,103,62,46,27,21,556
12101168210,57,33,64,71,28,21,21,16,0,306
12101168211,77,7,40,95,28,22,11,6,0,289
12101168212,31,24,19,30,30,52,42,17,8,267
12101168213,107,40,85,118,77,31,40,14,0,520
12101168214,55,61,69,55,59,48,29,18,3,396
12101168215,111,46,136,129,65,38,40,14,4,571
12101168216,53,65,7,27,47,55,47,14,6,327
12101168217,36,28,14,18,34,23,33,37,31,267
12101168218,81,23,48,84,62,44,12,19,6,378
12101168219,44,43,18,31,44,42,29,9,5,258
12101168220,66,35,127,103,50,13,12,6,0,404
12101168221,68,43,152,102,45,32,26,6,5,475
12101168222,82,28,76,100,36,19,20,4,0,361
12101168301,90,61,14,49,78,63,27,28,5,427
12101168302,94,42,8,49,73,33,31,23,9,353
12101168303,82,36,19,53,52,24,26,21,8,310
12101168304,79,80,21,31,79,71,88,27,6,481
12101168305,110,39,51,83,85,52,54,32,16,518
12101168306,113,57,10,59,91,50,48,29,10,462
12101168307,0,0,0,0,0,0,0,0,0,0
12101168308,120,77,25,62,108,73,42,16,11,535
12101168309,76,71,18,23,75,59,54,26,4,413
12101168310,47,43,33,29,35,68,36,28,13,327
12101168311,70,53,8,20,81,53,30,18,11,342
12101168312,47,44,9,27,47,49,34,6,0,271
12101168313,48,39,11,18,48,57,37,17,6,286
12101168314,60,30,27,54,34,49,50,31,43,379
12101168315,54,24,25,36,48,29,21,41,98,375
12101168316,109,84,22,55,96,67,45,22,13,513
12101168317,43,30,17,15,44,40,31,20,11,241
12101168318,44,55,30,19,54,76,48,28,12,365
12101168319,121,40,31,91,66,50,42,36,23,502
12101168320,60,43,18,36,46,49,30,20,10,303
12101168321,114,46,23,63,77,39,51,80,48,546
12101168322,112,56,36,64,74,64,35,17,6,468
12101168323,67,44,23,54,57,49,35,16,8,356
12101168324,84,62,24,50,56,94,48,32,17,472
12101168325,103,57,16,51,86,64,43,25,13,458
12101168326,92,70,20,47,81,50,64,24,12,458
12101168327,50,35,12,34,32,52,29,12,8,255
12101168328,77,48,19,26,68,52,34,31,6,356
12101168329,100,68,20,76,83,62,37,29,11,476
12101168330,60,74,16,19,68,79,41,23,13,384
12101168331,80,50,14,40,83,54,39,26,10,402
12101168332,85,46,18,59,58,55,48,21,5,401
12101168333,67,75,21,38,84,88,76,32,9,487
12101168334,116,71,26,46,96,68,53,27,6,510
12101168401,48,63,139,106,42,35,37,17,16,498
12101168402,79,50,19,75,56,37,36,25,5,379
12101168403,93,43,131,117,60,55,33,37,13,580
12101168404,11,25,53,19,6,7,6,3,0,130
12101168405,0,87,45,5,0,0,0,0,0,135
12101168406,92,65,145,129,71,52,56,22,21,650
12101168407,58,27,13,45,31,30,36,28,23,300
12101168408,91,66,39,55,64,54,39,19,0,427
12101168409,104,74,57,100,90,38,60,30,6,560
12101168410,0,0,0,0,0,0,0,0,0,0
12101168411,98,77,160,144,78,28,17,3,0,607
12101168412,82,75,40,76,74,57,54,35,17,507
12101168413,95,59,76,96,58,41,34,32,9,497
12101168414,44,17,44,69,30,24,36,20,6,282
12101168415,50,35,42,42,47,35,23,13,4,309
12101168416,50,40,70,68,36,28,14,0,9,308
12101168417,76,70,59,66,71,63,60,25,15,494
12101168418,80,27,71,109,58,31,18,10,0,409
12101168419,58,20,52,71,32,19,22,9,0,281
12101168420,37,15,36,42,22,25,34,21,3,232
12101168421,44,28,39,35,32,29,32,5,8,259
12101168422,86,48,127,126,55,37,23,5,3,518
12101168423,79,47,73,95,79,71,37,26,10,522
12101168424,93,57,58,84,80,52,39,38,18,512
12101168425,47,31,60,70,27,15,20,5,7,274
12101168426,52,40,43,38,59,33,47,54,62,421
12101168427,76,35,56,77,56,39,28,17,7,392
12101168428,104,54,29,54,72,75,54,33,15,482
12101168429,172,84,234,220,123,75,52,28,8,991
12101168430,71,35,16,42,59,36,35,19,7,315
12101168431,32,20,32,39,24,28,25,14,5,215
12101168432,106,61,29,64,76,40,32,13,4,426
12101168433,117,69,193,165,106,32,42,16,0,730
12101168434,112,58,137,117,88,28,38,25,6,610
12101168435,65,45,102,84,41,44,41,65,119,605
12101168436,88,39,49,91,70,27,51,23,13,454
12101168437,72,31,35,63,42,42,50,52,33,420
12101168438,51,60,25,54,58,47,40,18,15,362
12101168439,86,94,160,134,64,54,34,19,8,653
12101168440,102,76,83,94,68,80,59,23,11,589
12101168441,74,64,115,88,47,41,18,7,6,456
12101168442,59,20,35,62,37,39,24,16,12,312
12101168443,136,57,100,124,92,56,36,18,0,623
12101168444,91,45,60,109,78,34,40,24,11,496
12101168445,59,39,94,86,31,33,22,8,12,382
12101168501,63,25,153,109,49,32,15,14,0,465
12101168502,77,51,58,59,70,79,59,36,32,519
12101168503,43,35,67,37,28,30,14,8,0,259
12101168504,109,79,24,53,94,63,54,23,11,516
12101168505,60,63,157,107,61,50,51,22,7,576
12101168506,112,79,35,58,103,82,80,22,4,577
12101168507,79,64,21,43,71,65,48,19,9,417
12101168508,101,82,42,55,90,88,89,42,6,591
12101168509,101,70,26,64,71,59,56,26,10,482
12101168510,78,85,24,42,85,93,69,24,5,495
12101168511,93,86,25,45,89,88,64,48,12,544
12101168512,55,41,51,54,56,52,51,30,7,413
12101168513,58,57,9,15,57,47,31,16,3,304
12101168514,71,50,13,48,60,69,72,47,8,447
12101168515,119,55,42,78,83,65,37,23,6,506
12101168516,104,53,26,50,76,51,42,34,13,443
12101168517,114,63,14,53,84,64,37,13,5,447
12101168518,54,44,14,16,50,41,31,11,0,260
12101168519,15,20,11,0,12,4,3,0,0,75
12101168520,89,62,132,84,76,50,52,30,5,570
12101168521,61,62,18,44,55,37,20,10,6,315
12101168522,113,75,28,53,95,71,47,47,15,546
12101168523,87,73,18,42,74,63,39,30,13,434
12101168524,85,45,25,36,63,71,26,19,5,368
12101168525,63,49,14,29,49,49,27,17,7,298
12101168526,44,39,230,143,47,24,24,5,0,563
12101168527,95,40,141,119,77,49,53,84,39,702
12101168528,118,61,25,49,92,75,49,24,15,500
12101168529,40,31,18,41,36,42,26,17,35,295
12101168601,105,35,37,74,56,41,33,33,60,466
12101168602,44,39,10,33,43,15,15,12,9,226
12101168603,119,52,37,80,70,46,34,15,4,452
12101168604,125,92,73,96,98,69,50,18,10,635
12101168605,102,41,132,165,77,45,42,31,28,659
12101168606,79,32,50,76,57,38,27,22,40,422
12101168607,87,11,52,97,45,22,32,20,0,371
12101168608,85,23,82,68,52,46,61,60,18,500
12101168609,77,39,20,38,55,30,24,15,6,304
12101168610,111,53,58,83,82,86,56,28,14,571
12101168611,56,18,60,78,29,40,44,36,13,364
12101168612,95,48,143,158,42,36,17,3,0,537
12101168613,131,52,51,136,108,65,44,30,11,627
12101168614,123,71,31,82,89,65,43,18,14,539
12101168615,70,8,158,111,14,22,25,11,8,441
12101168616,31,20,91,60,25,17,24,11,0,277
12101168617,63,41,14,37,46,33,14,4,3,258
12101168618,78,42,9,43,66,48,33,34,6,365
12101168619,114,59,236,200,59,26,15,0,0,713
12101168620,91,43,118,99,79,40,37,28,13,544
12101168621,133,83,174,144,103,69,48,23,10,788
12101168622,73,32,23,61,29,30,26,16,3,307
12101168623,54,36,23,44,39,38,42,31,15,318
12101168624,76,49,36,68,60,45,49,18,5,395
12101168625,107,40,79,71,69,47,34,37,7,490
12101168626,76,29,48,66,40,23,31,27,7,355
12101168627,68,33,21,35,37,41,46,23,8,317
12101168628,93,63,15,71,42,52,33,14,11,399
12101168629,70,52,12,36,64,71,42,23,6,382
12101168630,77,25,97,114,53,29,31,38,10,469
12101168631,102,38,25,59,62,37,55,19,5,405
12101168632,118,58,25,56,69,64,29,19,5,437
12101168633,92,35,150,155,57,64,41,19,3,606
12101168634,29,0,38,38,17,19,14,9,0,176
12101168635,53,11,70,77,28,17,22,5,0,291
12101168636,126,61,32,78,67,51,47,29,12,502
12101168701,106,79,15,60,97,66,53,20,13,514
12101168702,62,39,20,45,55,48,36,23,6,341
12101168703,93,52,43,74,77,64,43,30,8,477
12101168704,53,20,47,55,46,54,37,20,9,338
12101168705,133,72,28,80,110,65,58,26,20,593
12101168706,127,55,14,81,69,42,40,18,9,462
12101168707,64,46,19,39,63,39,29,8,6,309
12101168708,108,48,25,66,75,45,46,23,7,438
12101168709,93,26,36,54,56,28,32,20,13,366
12101168710,90,49,26,36,69,55,34,6,7,386
12101168711,99,40,20,54,69,53,22,21,10,383
12101168712,82,35,56,86,61,35,24,16,3,391
12101168713,71,27,15,42,47,22,17,10,4,248
12101168714,116,48,57,97,83,44,41,33,12,530
12101168715,83,42,21,53,42,41,25,23,10,337
12101168716,138,64,75,133,111,68,34,20,7,655
12101168717,139,59,47,89,99,72,57,56,65,680
12101168718,92,82,17,36,96,65,40,12,11,459
12101168719,146,81,37,79,94,63,44,34,13,590
12101168720,80,47,59,91,77,43,36,29,11,475
12101168721,49,32,53,61,40,29,17,9,3,290
12101168722,97,35,33,84,43,42,25,31,16,419
12101168723,112,51,26,64,77,60,57,15,6,465
12101168724,113,51,26,86,70,58,36,21,6,473
12101168725,103,52,62,85,74,51,51,43,24,544
12101168726,99,58,88,127,81,62,38,22,4,580
12101168727,58,24,18,40,42,27,30,12,4,254
12101168728,51,36,14,29,39,41,19,27,59,317
12101168729,104,40,21,76,50,36,24,10,0,350
12101168730,63,28,59,73,44,34,33,6,0,336
12102140301,93,52,35,71,71,48,40,17,8,429
12102140302,99,58,35,59,71,67,39,23,0,446
12102140303,83,55,20,59,66,61,47,36,9,429
12102140304,128,87,46,76,107,84,60,19,5,614
12102140305,47,31,17,28,36,26,18,15,3,221
12102140306,42,35,19,19,44,29,12,8,6,221
12102140307,0,0,0,0,0,0,0,0,0,0
12102140310,65,47,37,45,62,68,30,21,6,381
12102140311,175,98,100,140,114,89,75,22,14,825
12102140315,64,37,22,53,58,38,20,4,5,304
12102140316,85,57,37,63,71,51,23,17,3,412
12102140317,99,63,57,73,73,60,33,23,7,486
12102140319,108,58,42,84,76,60,49,29,14,512
12102140320,101,37,27,62,49,35,34,7,7,347
12102140321,108,53,37,77,74,70,36,23,0,475
12102140322,120,67,46,71,78,81,70,33,9,579
12102140323,90,64,33,76,72,63,42,12,8,453
12102140324,137,89,50,100,109,76,72,57,18,708
12102140325,88,59,30,71,90,69,46,15,10,486
12102140326,85,48,39,53,68,49,27,23,4,397
12102140327,73,33,21,46,56,38,25,24,4,318
12102140328,89,53,34,53,73,65,38,14,0,428
12102140330,89,60,28,53,78,45,34,17,11,414
12102140331,44,56,25,34,67,62,34,14,8,346
12102140333,70,55,18,50,63,47,28,17,8,350
12102140334,57,40,21,40,48,29,21,19,3,286
12102140335,0,0,0,0,0,0,0,0,0,0
12102140336,99,50,31,63,73,63,35,22,0,445
12102140337,76,52,19,46,60,32,19,12,4,314
12102140338,89,84,42,63,79,78,49,15,3,506
12102140339,56,35,42,35,55,49,29,14,7,317
12102140340,74,62,44,45,88,91,61,22,0,490
12102140341,65,38,47,44,51,89,34,17,0,386
12102140342,108,61,45,82,79,89,43,40,9,548
12102140343,43,41,17,24,36,60,21,12,7,265
12102140344,0,0,0,0,0,0,0,0,0,0
12102140345,0,0,0,0,0,0,0,0,0,0
12102140346,100,56,26,67,76,56,51,16,4,449
12102140347,0,0,3,0,0,0,0,0,0,3
12102140348,3,6,0,0,0,3,0,0,0,13
12102140349,0,0,0,0,0,5,0,0,0,4
12102140350,89,78,27,51,94,71,49,8,10,486
12102140351,91,31,82,87,33,21,15,5,0,372
12102140352,0,0,0,0,0,0,0,0,0,0
12102140353,61,30,29,41,26,35,25,14,0,259
12102140354,44,17,73,47,24,19,9,0,0,226
12102140355,81,66,44,65,75,45,48,27,14,466
12102140356,155,70,222,187,65,39,29,6,0,778
12102140357,79,43,30,51,55,53,52,24,11,391
12102140358,90,35,21,45,58,38,26,17,10,335
12102140359,0,0,0,0,0,0,0,0,0,0
12102140360,57,17,62,71,24,12,8,6,0,261
12102140361,77,25,55,90,31,22,12,3,0,316
12102140362,109,25,68,110,32,24,18,11,5,401
12102140363,74,37,62,76,47,41,43,12,9,404
12102140364,89,43,79,107,31,21,15,4,0,389
12102140365,127,73,35,77,81,73,59,19,4,546
12102140366,75,43,29,42,66,66,64,23,0,405
12102140367,65,24,45,58,19,11,4,0,0,225
12102140368,0,0,0,0,0,0,0,0,0,0
12102140369,67,36,21,48,42,24,40,9,3,295
12102140370,72,20,83,87,20,19,5,3,0,311
12102140371,121,50,147,135,52,27,21,19,0,576
12102140372,0,0,0,0,0,0,0,0,0,0
12102140401,119,88,39,75,90,84,63,35,6,599
12102140402,0,0,0,0,0,0,0,0,0,0
12102140403,48,14,14,39,26,28,47,14,3,232
12102140404,107,74,37,62,92,58,46,41,3,523
12102140405,82,60,23,57,69,39,35,11,4,386
12102140406,27,16,13,7,21,13,23,6,0,132
12102140407,59,33,14,28,54,37,13,9,0,237
12102140408,53,32,27,36,38,36,31,15,8,269
12102140409,144,67,41,89,96,70,60,48,3,630
12102140410,91,43,42,66,58,57,44,16,8,421
12102140411,60,35,32,45,43,51,24,5,0,300
12102140412,122,78,40,65,93,71,34,11,0,520
12102140413,48,32,18,42,52,57,34,22,9,319
12102140414,54,55,56,31,61,90,40,20,6,420
12102140415,78,89,29,47,88,64,28,13,0,450
12102140416,7,7,7,0,13,8,13,4,0,62
12102140417,73,51,35,44,63,40,27,15,3,348
12102140418,87,56,20,47,71,70,34,37,16,433
12102140419,87,86,26,50,78,80,52,38,10,498
12102140420,98,54,40,75,67,41,62,25,7,471
12102140421,109,63,28,70,90,64,58,22,5,503
12102140422,60,33,19,40,51,34,39,28,6,307
12102140423,68,44,8,35,70,26,30,19,3,311
12102140424,78,48,16,62,57,45,34,12,6,353
12102140425,91,46,24,55,74,47,42,19,7,407
12102140426,52,35,24,35,56,31,37,20,4,295
12102140427,166,74,32,112,117,64,43,22,8,629
12102140428,4,3,0,0,4,3,0,0,0,10
12102140429,92,50,41,48,74,50,37,36,4,432
12102140430,92,67,16,67,76,66,42,22,10,457
12102140431,115,55,36,88,75,85,46,27,9,531
12102140432,45,18,9,27,46,75,65,33,0,313
12102140601,64,33,37,48,34,38,22,16,4,300
12102140602,83,51,46,55,67,48,24,8,0,381
12102140603,99,48,32,72,68,41,30,14,9,413
12102140604,94,74,41,70,81,56,22,12,0,456
12102140605,66,34,12,58,38,43,46,23,0,329
12102140606,60,44,14,45,45,33,31,34,4,310
12102140607,43,25,14,21,36,32,14,15,8,210
12102140608,110,76,34,80,104,74,60,22,6,561
12102140609,109,45,40,80,73,38,17,12,0,418
12102140610,44,22,25,29,45,30,24,11,4,230
12102140611,104,81,29,58,92,72,46,42,22,534
12102140612,72,51,18,37,51,33,23,17,3,295
12102140613,130,46,32,81,81,50,35,56,86,607
12102140614,61,35,18,36,49,37,26,23,4,290
12102140615,115,46,21,61,77,32,28,17,3,401
12102140616,123,55,29,70,75,39,35,19,8,445
12102140617,0,0,0,0,0,0,0,0,0,0
12102140618,62,43,23,48,54,54,44,10,0,340
12102140619,111,90,37,74,118,69,39,24,4,572
12102140620,73,47,27,42,55,58,35,20,6,354
12102140621,99,49,22,67,65,32,34,22,5,393
12102140622,80,63,25,57,75,60,31,34,6,430
12102140623,131,71,51,112,72,78,46,41,13,621
12102140624,92,60,60,72,78,69,58,27,8,532
12102140625,90,47,40,58,73,49,27,17,11,417
12102140626,70,34,30,45,47,34,41,20,7,315
12102140627,68,35,21,50,62,32,27,25,3,317
12102140628,51,47,26,38,47,52,26,18,0,310
12102140629,84,53,15,51,84,52,59,22,7,429
12102140630,68,46,19,39,50,27,24,25,8,312
12102140631,66,46,29,44,69,44,30,28,3,351
12102140632,21,11,44,37,7,0,0,0,0,126
12102140633,84,68,24,68,83,58,70,25,3,486
12102140634,99,70,27,47,79,84,66,26,6,499
12102140635,84,55,17,45,76,58,62,36,4,439
12102140636,78,43,17,64,50,40,30,43,9,378
12102140637,39,50,19,36,39,46,7,14,5,254
12102140638,80,46,54,69,69,55,42,23,8,442
12102140639,93,64,105,104,65,34,22,14,3,505
12102140640,117,59,54,83,81,63,48,24,52,580
12102140641,98,87,44,83,74,92,40,33,22,566
12102140642,121,79,38,88,89,85,50,31,17,601
12102140643,47,45,22,31,46,46,46,38,13,340
12102140644,95,70,26,51,86,51,50,31,15,470
12102140645,63,54,11,51,60,44,45,33,12,379
12102140646,80,77,26,40,66,41,30,13,9,376
12102140647,34,30,18,21,23,18,35,63,72,321
12102140648,92,40,40,75,71,74,73,47,25,524
12102157701,0,0,0,4,0,4,0,0,0,3
12102157703,73,50,102,76,52,47,29,27,7,452
12102157704,58,30,77,71,35,31,16,10,0,334
12102157705,48,22,58,50,32,23,28,7,0,276
12102157706,77,62,107,89,69,45,28,21,6,501
12102157707,0,0,0,0,0,0,0,0,0,0
12102157708,73,50,88,88,71,31,32,20,5,460
12102157709,97,77,59,83,76,78,50,17,18,560
12102157710,85,45,46,63,62,78,38,16,3,440
12102157711,64,33,83,85,59,56,53,9,0,443
12102157712,60,68,109,82,64,50,33,15,14,496
12102157713,75,72,125,95,67,68,48,10,11,574
12102157715,83,55,116,106,58,57,36,30,17,547
12102157716,27,33,58,46,31,24,22,10,0,242
12102157717,87,41,42,59,71,50,41,17,4,403
12102157718,29,37,89,67,49,33,45,37,17,401
12102157719,66,44,101,97,58,53,30,14,4,468
12102157720,59,38,65,74,56,44,26,21,4,392
12102157721,34,23,13,23,23,31,26,12,0,197
12102157722,23,35,68,33,23,10,18,4,0,213
12102157723,86,50,124,96,62,46,43,19,3,523
12102157724,41,31,19,42,44,32,39,24,22,302
12102157725,0,0,0,0,0,0,0,0,0,0
12102157726,58,21,39,63,35,25,16,6,0,265
12102157727,139,71,228,172,62,49,38,13,0,766
12102157729,52,33,37,43,50,46,30,15,8,310
12102157730,52,18,28,51,32,32,12,7,5,224
12102157731,49,30,84,74,45,33,22,14,12,363
12102157732,57,40,79,78,39,29,28,15,9,368
12102157733,57,38,88,69,42,33,16,5,0,346
12102157734,27,26,77,63,24,11,15,3,5,254
12102157735,100,35,112,118,39,29,21,10,0,459
12102157736,65,33,94,85,40,18,18,5,6,358
12102157801,106,40,44,86,67,54,45,25,10,474
12102157803,89,37,28,58,52,56,40,15,8,393
12102157804,105,58,42,65,72,61,41,25,9,475
12102157806,37,53,100,79,74,51,57,45,17,510
12102157807,80,41,23,70,63,39,57,23,7,398
12102157808,156,61,56,124,84,55,53,37,12,634
12102157809,73,18,14,52,28,26,21,16,3,256
12102157810,0,0,0,0,0,0,0,0,0,0
12102157811,80,52,36,66,54,45,35,15,4,384
12102157812,135,56,27,96,78,45,56,25,16,533
12102157813,21,36,18,19,26,32,17,19,27,219
12102157814,49,30,20,46,42,37,44,10,0,289
