LGA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA33610,0,6,10,15,33,65,152,176,97,562,0,6,10,0,0,4,3,8,0,35,45,47,125,117,110,138,111,103,33,833,295,533,1207,1220,1250,1371,1102,667,241,7885
LGA33620,15,15,41,70,138,272,765,966,404,2685,0,3,5,14,19,27,32,31,14,145,206,134,441,464,564,586,556,428,171,3552,1439,2153,4924,5473,6874,8448,8106,4151,1204,42772
LGA33800,5,0,11,6,36,54,174,301,195,779,0,0,0,4,8,4,6,10,9,39,39,62,93,97,120,142,140,134,84,917,243,471,956,970,1330,1822,1680,1041,454,8966
LGA33830,3,0,8,3,9,19,11,7,6,68,0,0,0,0,0,0,0,3,0,7,3,6,16,12,13,8,0,4,0,62,47,79,162,121,123,69,41,13,6,662
LGA33960,108,78,254,468,584,895,1734,2115,894,7140,20,39,144,146,232,267,204,108,63,1229,829,1068,2303,1951,1554,1186,976,802,481,11156,6913,15482,35392,32925,27634,22720,15634,7974,2575,167247
LGA33980,3,8,14,19,41,86,128,107,33,432,0,0,10,5,10,10,7,10,0,46,161,484,1244,814,721,535,178,81,18,4243,549,1506,4139,3614,3101,2411,1017,379,100,16828
LGA34420,5,0,3,0,9,6,25,0,0,63,0,0,6,0,0,0,0,0,0,0,12,10,42,12,22,23,11,7,0,140,77,90,184,103,169,85,49,12,0,780
LGA34530,14,10,34,48,71,127,420,585,213,1514,3,3,4,7,5,12,6,11,11,57,146,148,396,467,521,528,346,222,124,2895,1080,1788,4162,4802,5211,5941,4751,2434,753,30917
LGA34570,4,0,3,0,3,11,10,3,6,40,0,0,0,0,0,0,0,0,0,0,6,6,5,8,13,3,8,4,0,58,52,47,98,71,82,52,31,12,6,452
LGA34580,17,10,65,79,146,240,609,724,271,2164,0,9,66,52,34,36,28,19,6,253,196,194,388,350,371,346,293,241,105,2471,1281,2449,5145,4979,5369,5426,4305,2239,660,31849
LGA34590,133,141,761,929,1124,1396,2670,2523,1013,10695,22,101,622,711,757,639,456,305,111,3733,1551,1702,3912,3385,2790,2091,1852,1461,793,19544,10668,22769,49844,47063,42564,35990,27992,13763,4115,254766
LGA34710,0,0,3,6,14,27,59,39,20,171,0,0,0,0,0,4,3,9,0,15,25,31,54,65,53,90,52,42,38,449,96,221,467,464,437,545,385,167,88,2876
LGA34770,25,32,91,121,198,498,1199,1604,657,4426,3,16,26,26,45,48,44,43,22,283,529,692,1692,1729,1753,1552,1012,747,429,10139,3327,6947,15633,16194,16385,16017,10997,5570,1979,93041
LGA34800,0,0,5,0,0,5,9,10,5,30,0,0,0,0,0,0,0,0,0,3,6,12,36,40,26,25,7,3,0,151,30,72,150,125,83,124,60,26,5,678
LGA34830,0,0,5,4,0,5,14,3,0,31,0,0,0,0,0,0,0,0,0,0,0,9,11,9,12,7,4,0,0,56,20,41,73,48,33,41,29,7,0,298
LGA34860,0,7,15,23,44,83,165,177,64,580,0,4,7,4,4,3,10,11,4,47,80,95,195,178,200,190,143,108,74,1266,358,785,1619,1598,1653,1662,1191,654,229,9750
LGA34880,11,10,36,47,63,131,305,403,190,1199,5,0,20,15,14,17,30,33,26,159,119,143,358,331,350,382,285,195,70,2232,579,1103,2852,2679,3139,3266,2653,1590,462,18330
LGA35010,137,119,435,568,908,1421,3686,4923,2089,14280,33,47,214,209,238,269,223,169,103,1505,1154,1413,3210,3112,2909,2454,2715,2414,1653,21019,13220,27237,58488,62630,63578,55503,49040,26704,8502,364910
LGA35250,17,5,15,14,17,19,12,10,0,114,0,0,0,3,4,0,3,6,0,22,6,4,26,20,16,8,10,5,0,89,88,86,146,150,128,96,36,24,0,763
LGA35300,25,15,44,43,72,91,157,120,26,597,0,7,9,4,16,19,22,8,4,98,115,163,368,309,274,231,115,80,26,1680,615,1365,3350,2659,2279,1950,939,471,114,13739
LGA35600,0,0,4,8,19,46,80,84,52,296,0,0,0,0,0,5,7,4,3,19,23,28,84,42,66,102,50,27,15,441,94,203,534,400,496,679,451,209,111,3175
LGA35670,4,0,0,0,9,9,11,5,0,36,0,0,0,5,0,0,0,0,0,9,14,9,44,33,32,23,10,0,0,163,59,70,118,116,104,86,40,7,0,601
LGA35740,18,9,18,28,52,115,260,386,240,1126,5,8,6,10,16,12,6,18,10,90,124,114,337,414,498,493,482,472,402,3341,1131,1937,4125,5984,8162,9083,8978,5022,1608,46021
LGA35760,0,0,13,21,39,76,239,295,123,823,0,0,5,0,8,11,10,9,3,48,56,60,135,114,157,160,185,141,48,1052,260,451,965,975,1302,1528,1510,915,291,8194
LGA35780,0,0,0,3,0,16,28,10,0,63,0,0,0,0,0,0,0,0,0,10,23,32,48,39,47,39,18,4,0,248,126,244,420,299,257,232,102,23,3,1698
LGA35790,20,7,7,9,18,42,37,16,0,158,0,0,3,0,0,0,0,0,0,7,6,13,31,8,23,17,10,0,0,119,116,176,318,226,243,203,91,19,0,1407
LGA35800,0,3,3,8,7,23,41,35,15,138,0,0,0,0,3,0,7,3,0,12,3,9,10,13,19,19,22,10,0,113,38,72,196,160,214,270,197,110,33,1291
LGA36070,3,6,9,10,16,8,11,3,0,62,0,0,0,0,0,0,0,0,0,4,4,6,19,15,11,8,3,4,0,72,34,38,81,98,104,59,32,9,0,460
LGA36150,0,0,0,0,6,0,9,6,0,22,0,0,0,0,0,0,0,3,0,4,0,0,6,0,12,9,5,0,3,45,15,31,103,70,105,125,64,28,13,553
LGA36250,35,16,97,145,226,384,1166,1621,820,4507,3,13,28,45,61,57,60,59,23,341,258,290,639,694,805,830,939,867,753,6082,4331,8180,16080,19537,21780,21845,19039,10442,3796,125020
LGA36300,0,0,0,0,0,8,13,13,3,39,0,0,0,0,0,0,0,0,0,4,5,3,24,12,16,19,19,15,3,113,20,43,126,83,85,117,75,34,6,605
LGA36370,24,22,92,166,243,413,929,1349,663,3921,7,12,52,50,51,70,56,40,25,367,373,447,975,971,848,749,648,591,410,6017,2485,5207,11139,10398,9707,9859,7502,4353,1776,62422
LGA36510,20,6,34,57,107,186,533,653,305,1895,0,0,13,10,14,10,27,15,5,99,162,112,339,389,436,401,408,364,195,2811,1166,1714,3863,4968,6120,6425,5719,3025,971,33980
LGA36580,8,8,20,37,74,148,404,447,142,1291,3,4,5,10,13,18,24,12,7,94,107,81,178,254,273,275,272,206,65,1706,678,1044,2445,2895,3417,3762,3387,1639,351,19623
LGA36630,8,11,31,67,101,236,652,741,340,2182,0,3,15,3,10,19,19,17,14,113,163,145,333,305,393,493,514,373,127,2854,892,1530,3188,3132,4031,4914,5154,2732,820,26392
LGA36660,13,8,32,51,119,195,546,705,321,1974,0,0,10,11,17,31,34,33,18,161,134,136,307,284,373,449,482,390,165,2712,911,1600,3458,3486,4471,5412,5475,3068,1004,28890
LGA36720,89,50,155,225,374,692,1772,3029,1786,8179,20,26,78,85,107,107,101,90,59,672,881,1005,2371,2425,2393,2258,2277,2114,1606,17329,8829,17297,37792,42372,45958,45176,41067,24154,9057,271711
LGA36820,7,15,39,30,43,120,313,403,195,1166,3,3,8,3,4,13,18,18,11,91,174,119,295,254,368,387,412,292,179,2478,686,924,2337,2570,3369,4128,4061,2147,715,20933
LGA36910,88,118,219,350,460,657,1662,2668,1398,7624,28,77,244,244,185,182,149,75,49,1235,521,633,1343,1105,1182,1223,1127,1140,729,9010,4805,10476,21831,20331,20879,20553,18091,11255,4380,132603
LGA36950,4,0,0,0,4,24,31,30,8,104,0,0,0,0,3,0,5,0,0,14,14,21,32,44,53,48,36,15,3,260,142,252,517,455,395,358,184,62,10,2381
LGA36960,9,8,7,15,11,50,85,48,9,230,0,0,3,0,3,4,11,6,3,36,16,10,44,42,38,48,18,7,0,230,182,293,639,523,417,357,205,65,9,2691
LGA37010,62,63,184,276,364,701,1303,1727,775,5453,17,20,101,110,124,139,109,84,37,734,885,1632,2505,2081,1932,1547,1145,836,460,13028,6354,14965,27893,25190,24803,22509,16581,8262,2642,149198
LGA37300,0,0,3,9,3,7,9,8,0,33,0,5,0,0,0,0,0,0,0,3,26,53,117,84,69,57,13,6,3,424,104,309,797,636,572,364,91,31,10,2904
LGA37310,14,13,43,54,97,214,492,557,244,1728,0,8,6,8,5,16,30,21,5,110,203,240,565,447,438,389,344,241,108,2980,1007,1910,4404,3960,4305,4177,3332,1827,621,25543
LGA37340,10,12,29,49,87,163,299,389,186,1221,4,0,32,12,21,23,19,21,13,135,176,292,825,626,674,651,441,242,71,3996,931,2084,5457,4804,5077,5170,3963,1789,503,29776
LGA37400,0,0,0,0,0,13,18,25,4,65,0,0,0,0,0,0,0,0,0,8,7,9,18,23,19,27,31,15,0,159,28,53,122,143,154,180,144,87,19,916
LGA37550,7,4,0,0,10,5,14,6,0,52,0,0,0,0,0,0,0,0,0,0,9,4,15,3,4,0,0,0,0,38,65,71,172,98,107,69,36,8,0,628
LGA37570,0,0,0,0,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,0,0,18,6,14,53,29,35,36,10,8,0,196
LGA37600,13,0,3,7,9,16,21,18,3,87,0,0,0,0,0,0,0,4,0,7,9,0,19,10,9,11,9,4,0,67,164,212,393,277,253,213,92,31,5,1653
LGA39499,10,14,39,43,34,74,138,58,9,406,3,5,12,3,6,8,13,5,4,61,129,283,766,729,628,515,342,81,15,3486,418,928,2647,2073,1929,2468,2124,441,44,13081
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,48,32,8,0,0,0,135,0,16,48,64,45,5,3,0,0,183
LGA40070,0,6,15,24,29,28,51,49,42,238,0,17,35,17,16,6,13,11,4,121,118,315,455,259,187,158,191,127,132,1935,1133,4542,6087,3157,2276,2282,2239,1141,425,23279
LGA40120,7,3,17,18,24,37,140,194,144,581,0,0,3,6,4,4,5,3,9,37,92,100,157,174,257,286,231,191,112,1593,960,2046,3459,4854,6128,6083,5053,2389,763,31739
LGA40150,0,8,21,33,34,53,87,64,27,332,0,0,5,9,11,0,11,8,3,52,42,37,83,86,112,98,68,52,17,602,287,521,1253,1203,1474,1480,910,408,98,7635
LGA40220,10,5,18,28,26,72,197,304,169,835,4,0,3,8,4,4,18,11,4,56,55,47,122,129,187,242,329,281,158,1565,541,1044,2220,2624,3469,4470,5338,3127,942,23778
LGA40250,11,10,25,44,56,51,32,8,3,243,0,0,0,0,3,10,8,4,4,36,12,18,62,24,40,31,7,3,3,207,151,221,473,301,269,182,62,24,17,1701
LGA40310,6,7,13,20,15,51,209,363,233,919,0,0,0,4,7,0,5,8,8,46,62,44,93,125,161,169,156,131,85,1020,536,1117,2333,3007,3452,3606,3258,1759,671,19732
LGA40430,0,0,5,0,3,12,39,57,28,143,0,0,0,0,0,0,0,0,0,0,3,3,17,16,19,33,36,34,15,184,25,77,182,184,296,474,529,309,107,2185
LGA40520,0,0,26,25,40,64,154,198,126,641,0,0,4,3,8,9,17,23,8,68,34,28,67,65,61,98,111,77,43,589,269,546,1138,1115,1334,1492,1463,745,358,8453
LGA40700,4,7,14,10,35,28,136,209,229,674,0,0,12,24,18,14,35,29,26,166,27,50,138,151,140,127,157,193,133,1110,964,2549,4190,5638,6220,5717,5540,3623,1609,36048
LGA40910,11,3,22,40,47,130,551,1058,637,2500,4,15,33,25,34,54,81,154,119,517,75,102,270,199,207,191,194,306,241,1782,1111,3551,7516,7431,6980,6302,5150,4097,1929,44080
LGA41010,0,0,6,9,6,25,47,53,25,168,0,0,6,3,0,0,4,0,0,11,17,13,40,41,54,50,30,28,15,303,94,180,470,378,472,471,406,192,53,2711
LGA41060,21,19,91,159,211,427,1194,1899,1297,5325,7,16,62,88,161,181,203,311,265,1281,184,311,767,591,582,606,551,552,323,4474,2395,7852,18393,15819,15738,15521,12501,7746,3735,99698
LGA41140,0,0,4,4,20,29,60,131,70,320,0,0,7,0,0,6,3,5,4,17,29,30,74,49,85,99,95,62,20,545,159,379,888,947,1189,1444,1354,741,260,7354
LGA41190,0,0,0,0,0,4,23,22,28,79,0,0,0,0,0,0,9,0,0,3,4,5,21,13,23,30,19,21,10,134,22,62,188,172,211,285,222,127,58,1347
LGA41330,3,3,4,0,11,9,32,39,0,101,0,0,0,0,0,0,5,5,0,11,14,8,39,27,49,37,68,44,15,308,41,48,216,168,194,232,246,171,29,1353
LGA41560,0,0,16,14,20,80,224,298,150,815,0,0,0,0,9,4,7,3,0,29,45,36,83,106,114,212,221,194,94,1109,275,551,1264,1353,1712,2468,2787,1596,527,12532
LGA41750,0,0,0,3,3,3,6,14,12,42,0,0,0,0,0,0,0,0,0,4,4,4,10,4,8,19,14,9,6,75,18,33,112,118,109,192,127,56,20,788
LGA41830,0,0,0,0,7,10,26,30,15,88,0,0,0,0,0,0,0,0,0,0,5,4,20,19,17,29,35,24,4,167,29,61,165,144,191,276,308,149,52,1372
LGA41960,0,0,0,0,0,9,19,22,13,55,0,0,0,0,0,0,0,0,0,0,5,0,9,19,23,15,29,15,11,127,23,40,122,123,166,212,243,103,35,1064
LGA42030,3,11,14,26,31,68,198,330,227,921,4,0,4,9,8,11,13,22,6,81,54,61,129,135,104,133,140,168,123,1042,585,1493,3129,2841,3003,3368,2663,1850,831,19779
LGA42110,0,0,0,10,3,43,57,58,43,213,0,0,4,0,0,0,0,0,3,7,16,19,24,39,33,38,55,40,22,282,101,141,345,374,494,745,664,334,107,3307
LGA42250,0,5,11,19,17,34,106,94,42,316,0,0,0,0,7,3,0,0,0,9,32,33,56,93,113,130,93,79,48,691,220,397,780,1132,1318,1373,1086,438,133,6874
LGA42600,3,3,22,25,45,90,151,213,215,775,0,0,3,14,21,51,38,16,4,135,19,62,144,146,146,211,275,223,138,1369,707,1935,3978,4400,4770,5463,5440,3103,1547,31346
LGA42750,0,3,6,3,3,12,31,58,27,148,0,0,0,0,0,4,0,0,0,8,21,18,41,38,46,88,73,52,39,417,94,169,480,488,603,850,804,403,119,4017
LGA43080,0,0,5,5,0,4,22,22,25,79,0,0,0,0,0,0,0,0,0,0,4,4,4,11,9,22,13,11,3,85,21,43,95,90,134,177,151,75,41,817
LGA43220,0,0,0,0,5,3,12,24,17,66,0,0,0,0,0,0,0,0,0,0,3,10,4,11,9,7,9,5,9,61,11,43,111,135,113,152,116,82,39,793
LGA43360,0,0,0,3,4,14,44,52,31,155,0,0,0,0,0,3,0,0,0,5,7,5,13,16,15,27,32,29,9,150,40,100,202,225,255,369,444,236,86,1944
LGA43650,5,0,6,15,21,44,111,122,66,398,0,0,0,0,0,0,0,4,0,8,30,25,74,85,114,99,94,78,39,639,472,922,1584,1907,2298,2290,1550,697,211,11928
LGA43710,0,0,4,3,7,15,41,50,24,158,0,0,0,0,4,3,0,0,0,4,19,9,38,56,83,69,64,38,6,377,135,167,542,772,872,913,735,315,83,4533
LGA43790,0,4,9,15,34,54,173,242,164,694,0,0,0,4,4,4,3,5,6,34,48,36,103,86,95,98,152,122,41,784,258,477,1177,1157,1477,1625,1739,995,392,9292
LGA44000,5,0,4,6,11,0,4,0,0,28,0,0,0,0,0,0,0,0,0,6,0,3,3,0,5,3,4,0,0,21,9,5,12,14,20,11,7,4,0,79
LGA44060,25,20,72,94,136,237,506,787,645,2529,0,11,46,64,60,110,104,74,51,529,129,214,508,427,379,375,407,336,240,3018,1922,6325,14274,13379,11338,11298,9928,5292,2729,76480
LGA44210,0,4,4,10,23,60,156,174,80,513,0,0,0,5,0,7,0,0,3,17,32,24,61,86,111,154,201,104,30,810,167,305,734,819,1225,1736,1748,799,214,7753
LGA44340,12,0,18,40,44,66,189,396,364,1133,3,4,10,11,29,38,29,61,52,236,60,94,249,194,214,229,261,283,214,1802,1592,4075,7124,8659,9316,8332,7279,4648,2217,53229
LGA44550,5,8,14,31,24,58,178,198,159,673,0,3,10,6,12,7,3,8,3,55,61,92,217,237,201,207,223,135,75,1441,916,2278,4913,5050,5294,4737,4152,2040,740,30127
LGA44620,9,7,49,62,64,110,300,409,267,1280,3,9,33,30,26,25,15,33,10,174,78,101,187,185,193,159,211,235,154,1500,691,1471,3389,3035,3281,3383,3058,1874,802,20986
LGA44830,0,0,3,5,6,11,42,48,33,149,0,0,0,0,0,3,0,0,0,11,22,4,8,22,31,52,46,40,8,232,58,75,202,235,347,615,511,271,83,2395
LGA45040,9,11,48,69,66,118,315,435,238,1308,3,7,15,12,15,18,18,20,4,108,72,76,191,179,220,193,195,157,74,1355,511,1212,2640,2382,2707,2968,2566,1661,612,17267
LGA45090,6,3,22,22,18,20,83,95,60,316,0,6,19,42,33,20,5,3,3,139,30,34,81,90,70,96,83,82,31,591,177,434,1044,1142,1070,1142,978,585,220,6778
LGA45120,0,3,5,3,6,22,49,87,47,218,0,0,0,0,3,4,0,3,0,14,12,13,24,32,36,47,35,44,8,253,85,196,389,473,534,747,681,379,130,3623
LGA45290,3,5,13,23,22,52,161,493,424,1189,0,0,24,12,15,15,32,71,97,274,54,76,238,190,156,171,175,156,138,1356,710,2474,5756,4917,4565,4528,3879,2609,1376,30823
LGA45340,40,43,110,157,200,393,983,1257,816,3997,6,9,30,47,48,54,79,70,46,390,373,393,881,959,904,936,986,915,590,6937,4180,9838,21440,22533,22731,22391,20324,10700,3887,138030
LGA45400,0,0,0,0,4,0,10,8,14,38,0,0,0,0,0,0,0,0,3,3,0,0,5,12,10,15,15,4,16,73,16,17,78,77,94,155,149,68,49,694
LGA45540,0,0,0,0,9,19,33,35,11,112,0,0,0,0,0,5,0,0,0,9,16,10,29,30,27,41,30,25,8,221,42,60,122,156,209,312,300,157,49,1400
LGA45680,54,75,347,433,331,565,837,749,341,3736,5,27,186,353,389,275,172,115,55,1592,320,428,1035,820,699,640,606,504,310,5363,2651,6874,15732,12693,11307,10875,7207,3909,1574,72827
LGA45890,37,72,283,407,494,699,1162,1393,1019,5550,9,47,240,337,429,492,396,240,170,2358,266,414,973,907,776,691,659,564,315,5566,2611,8856,22353,19764,16193,15381,11640,6187,2986,105975
LGA46090,11,11,49,38,45,74,179,223,99,728,4,4,20,9,9,23,13,16,4,92,68,71,188,169,163,174,140,117,29,1125,372,760,2089,1648,1682,1866,1404,799,250,10872
LGA46300,3,3,18,16,26,48,150,186,135,591,0,0,3,0,0,0,7,3,0,19,62,63,126,140,124,130,126,102,56,920,345,800,1804,1626,1783,1907,1653,959,432,11307
LGA46450,6,9,23,22,42,107,277,376,206,1067,0,0,4,6,10,5,12,16,11,63,51,58,148,124,155,141,144,134,58,997,427,999,1904,1741,2202,2380,2093,1371,521,13641
LGA46510,3,4,14,14,32,55,100,177,169,567,0,0,11,12,16,26,20,42,31,148,32,49,154,104,94,80,87,54,54,699,418,1607,3569,3263,2763,2749,1953,883,474,17676
LGA46670,6,0,16,24,27,86,139,165,95,556,0,0,13,14,20,25,15,16,14,123,36,44,95,68,92,97,107,83,39,661,230,536,1224,1063,1234,1343,1282,682,275,7864
LGA46860,0,0,0,3,0,8,10,14,3,39,0,0,3,3,0,3,0,0,0,5,4,0,7,4,20,22,12,14,5,91,23,58,142,145,192,291,270,141,30,1291
LGA46970,0,0,4,11,3,7,0,5,0,34,0,0,0,3,0,0,0,0,0,6,31,37,110,83,70,37,4,3,0,378,90,236,858,746,510,346,53,14,3,2848
LGA47140,52,84,443,689,619,818,1467,1490,679,6340,15,68,447,691,918,735,523,283,156,3835,367,396,1006,969,827,717,710,689,462,6144,3669,9981,21274,20418,17622,16484,12819,7143,2604,112008
LGA47290,0,0,0,6,4,10,29,24,11,84,0,0,3,0,0,0,6,0,0,11,13,9,10,26,28,21,23,17,22,165,51,73,236,234,240,288,254,145,69,1584
LGA47490,0,0,0,0,5,7,28,31,27,105,0,0,0,0,0,0,0,0,0,8,6,4,18,23,23,27,33,16,10,167,35,64,224,230,281,334,354,134,59,1701
LGA47630,6,4,11,15,14,27,60,99,54,286,0,8,7,17,25,13,0,4,0,64,34,37,96,81,96,82,57,42,12,539,166,388,856,825,942,921,739,431,172,5442
LGA47700,19,17,54,92,112,177,589,925,571,2551,3,20,20,39,51,61,50,58,49,353,117,136,342,366,337,349,419,502,415,2978,2315,5877,12093,13458,13153,12543,11370,6839,2482,80131
LGA47800,0,0,3,7,13,28,101,117,45,320,0,0,0,0,0,9,5,3,0,17,39,26,73,62,74,79,67,56,28,500,120,242,596,550,640,915,750,486,142,4435
LGA47910,0,0,0,0,4,11,23,78,39,156,0,0,0,0,0,0,0,3,0,3,6,0,13,17,18,35,40,31,23,184,35,73,236,277,324,449,461,289,117,2261
LGA47980,8,3,14,20,39,49,155,252,300,837,0,0,11,17,5,9,30,56,44,167,21,46,140,108,118,109,183,185,197,1107,694,2382,4792,5040,5079,4681,4403,2596,1567,31242
LGA48050,0,6,7,19,22,29,159,232,183,655,0,5,5,4,5,4,3,9,4,39,25,17,36,51,66,108,170,152,114,734,249,479,998,1290,1572,2337,3540,2365,906,13731
LGA48130,0,0,10,11,24,37,75,91,74,325,0,0,0,0,0,4,0,0,0,10,27,21,34,38,56,77,63,58,33,403,165,308,666,714,869,1014,874,453,184,5249
LGA48260,0,0,0,7,5,13,24,47,48,143,0,0,3,5,0,0,3,4,5,24,8,9,47,42,46,40,39,39,36,306,171,493,886,946,1056,993,976,644,341,6507
LGA48340,5,4,17,9,18,63,173,188,112,588,8,3,0,5,10,18,10,4,0,49,63,30,73,94,148,147,157,92,55,855,320,471,1032,1242,1625,1904,1773,874,305,9547
LGA48410,11,10,34,56,90,152,414,793,658,2219,4,3,50,41,49,68,78,126,139,555,59,161,444,312,228,240,200,229,168,2045,1120,4792,11163,8648,7328,6785,5115,3626,2310,50878
LGA48540,12,11,22,34,39,93,217,277,96,807,0,3,13,7,16,5,10,13,6,80,67,91,198,175,238,213,178,184,101,1449,497,1220,2706,2350,2939,2981,2132,1433,450,16709
LGA48640,0,0,0,0,6,9,11,13,21,50,0,0,0,0,0,0,0,0,0,3,9,4,8,5,14,20,13,8,10,93,26,40,116,128,146,175,124,61,42,859
LGA48750,0,0,5,8,10,12,57,76,37,194,0,0,0,0,3,0,0,0,0,8,10,13,18,37,50,65,66,69,18,342,81,181,375,490,693,1080,1227,575,174,4873
LGA48830,0,0,9,5,17,47,182,245,123,635,0,0,0,0,0,3,3,0,0,12,32,31,72,77,102,147,214,153,54,885,167,375,838,947,1221,2112,2414,1306,427,9804
LGA49399,0,3,7,6,22,40,30,23,8,141,0,0,0,0,3,3,9,0,0,19,22,49,108,63,87,84,46,12,8,485,101,213,433,345,499,518,306,88,25,2526
LGA49499,7,7,12,19,11,9,22,10,0,98,0,0,3,0,6,4,3,0,6,21,35,38,168,180,141,131,67,8,5,771,111,203,627,534,478,509,359,64,11,2895
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
LGA50080,9,12,41,44,54,111,231,364,229,1092,0,5,18,27,36,19,18,10,17,150,102,93,287,241,287,321,326,297,190,2148,1099,1719,4150,4228,4974,5441,4990,2890,1160,30655
LGA50210,32,31,86,147,171,254,381,360,165,1621,0,11,59,84,80,92,71,55,23,477,294,306,817,837,662,528,391,333,182,4345,2499,5343,14125,15510,11037,9324,7012,3283,1006,69134
LGA50250,3,0,3,10,16,22,8,10,3,78,0,0,4,6,10,4,5,5,0,38,50,95,319,312,219,162,37,7,0,1198,143,381,1511,1495,1021,744,200,54,10,5553
LGA50280,3,12,27,15,11,13,36,44,44,205,0,3,0,6,3,0,0,5,0,16,54,49,171,238,273,165,159,74,59,1238,322,467,1734,2670,2511,2214,1925,746,286,12878
LGA50350,5,3,9,23,24,59,84,132,93,431,0,4,3,9,14,19,15,12,6,87,26,59,153,123,122,103,105,91,32,817,343,864,2236,2388,2162,1967,1570,835,360,12733
LGA50420,15,10,69,110,163,252,446,610,395,2083,0,3,39,44,95,100,100,109,86,579,115,204,594,531,414,375,341,351,243,3175,1380,4156,11636,10672,8734,7791,6597,3830,1631,56421
LGA50490,8,12,53,83,99,109,201,316,198,1082,4,5,68,58,70,60,50,30,25,368,98,237,650,507,390,321,256,207,181,2852,896,3034,8515,6603,5017,4485,3277,1827,902,34560
LGA50560,0,4,0,0,0,4,19,27,6,64,0,0,0,0,0,0,0,0,0,0,8,12,17,20,29,32,38,22,10,193,44,47,124,161,220,292,349,165,58,1460
LGA50630,0,0,0,0,0,3,3,9,9,28,0,0,0,4,0,0,0,0,0,4,9,3,20,19,32,37,20,14,3,158,34,54,183,208,242,266,197,86,20,1296
LGA50770,0,0,0,0,6,6,5,16,10,45,0,0,0,0,0,0,0,3,0,3,4,9,10,27,27,32,20,26,0,165,26,75,129,220,241,295,245,158,35,1425
LGA50840,0,0,0,0,9,15,29,44,18,119,0,0,0,0,0,0,0,0,0,0,14,18,29,48,66,66,78,50,12,384,107,160,381,537,693,896,922,426,104,4221
LGA50910,0,7,0,0,4,3,12,11,12,43,0,0,0,0,0,0,0,0,0,4,8,5,4,18,10,15,11,6,3,79,20,35,67,102,137,134,133,90,41,756
LGA50980,12,7,14,22,33,32,74,47,15,268,8,0,9,12,12,17,4,7,8,78,129,149,469,355,386,278,144,55,16,1977,522,917,2884,2704,2353,1830,953,289,75,12520
LGA51080,0,0,6,5,3,6,7,11,4,31,0,0,0,0,0,0,0,0,0,7,9,4,14,12,20,19,7,8,0,103,33,44,114,125,129,179,104,52,13,798
LGA51120,0,0,0,0,4,0,13,8,6,29,0,0,0,0,0,0,0,0,0,0,9,8,7,9,17,30,25,23,9,146,21,45,88,111,123,143,155,72,26,786
LGA51190,5,15,29,32,53,91,225,301,208,954,4,0,17,9,22,30,20,17,21,136,86,122,369,288,315,267,278,192,169,2083,818,1785,4214,4052,4288,4440,3874,2149,968,26592
LGA51260,9,11,21,25,37,72,172,278,245,866,0,5,34,10,18,20,12,9,13,115,102,77,319,350,335,322,339,289,163,2297,924,1394,3812,5164,5502,5355,5510,2957,1045,31663
LGA51310,0,0,0,4,5,11,35,68,88,218,0,0,3,4,7,11,5,5,13,51,28,27,137,105,121,108,145,115,117,904,700,1467,2839,3743,4388,3602,2616,1608,969,21932
LGA51330,17,31,103,144,211,276,448,492,275,1992,9,19,78,89,84,120,140,110,71,727,158,389,937,645,496,444,309,325,197,3889,2493,7756,14865,14014,11737,10101,8077,4293,1591,74922
LGA51400,4,6,7,13,19,29,69,81,19,240,0,0,9,9,5,4,4,11,0,30,59,51,84,125,150,146,122,55,26,820,571,903,1842,2427,2727,2332,1691,701,136,13324
LGA51470,0,0,0,4,3,0,5,6,0,16,0,0,0,0,0,0,0,0,0,0,7,0,4,18,12,4,12,4,3,73,7,29,62,95,64,82,86,33,11,471
