LGA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA34580,1486,11,0,0,11,0,1503,38,89,19,0,109,0,142,0,17,23,0,34,0,34,0,0,0,0,0,0,0,38,104,39,0,146,0,181,0,0,8,0,3,0,11,1531,116,43,0,161,0,1688,1611,10,0,0,8,3,1625,35,94,12,0,102,0,137,0,11,18,0,35,0,35,0,0,0,0,0,0,0,35,107,25,0,141,0,174,0,0,0,0,0,0,0,1656,115,34,0,144,3,1803,1031,10,0,0,9,0,1041,18,53,3,0,55,0,66,0,11,10,0,18,0,18,0,0,0,0,0,0,0,18,60,11,0,68,0,83,0,0,0,0,0,0,0,1046,70,14,0,85,0,1128,683,10,0,0,11,0,692,21,34,0,0,29,0,53,0,3,6,0,15,0,15,0,0,0,0,0,0,0,21,33,8,0,42,0,62,0,0,0,0,0,0,0,701,41,12,0,51,0,752,835,5,5,0
LGA34590,11139,602,0,4,611,22,11770,779,3752,257,5,4015,8,4797,29,557,416,0,976,0,1002,0,0,0,4,7,0,7,808,4310,674,8,4996,8,5808,28,17,3,0,23,29,79,11980,4931,681,18,5621,59,17658,11357,432,8,0,445,31,11822,731,3529,234,6,3769,7,4509,21,516,532,0,1044,0,1072,0,3,0,0,3,0,5,756,4049,765,6,4820,7,5584,25,16,4,0,19,24,67,12134,4499,772,8,5279,60,17479,7084,239,4,0,247,14,7339,385,1745,133,0,1877,4,2272,7,299,305,0,601,0,608,0,0,0,0,4,0,3,395,2052,431,8,2485,4,2884,14,12,0,0,13,7,34,7490,2297,436,4,2745,26,10263,4650,169,0,0,175,6,4833,212,1046,91,0,1134,0,1352,8,170,224,0,392,0,397,0,0,0,0,0,0,0,215,1216,314,4,1532,0,1750,12,0,0,0,3,10,20,4880,1391,316,4,1714,15,6607,5414,168,0,0
LGA34710,120,0,0,0,0,0,120,3,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,15,0,0,0,0,0,0,0,124,9,0,0,9,0,132,128,0,0,0,0,0,128,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,0,0,4,131,3,0,0,3,0,134,84,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,87,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,39,0,0,0
LGA34770,4451,74,0,0,74,11,4535,157,398,0,0,400,0,557,3,19,4,0,25,0,31,0,0,0,0,0,0,0,158,425,7,0,431,0,586,9,0,0,0,0,8,11,4616,497,7,0,506,15,5131,4426,59,0,0,59,3,4485,160,422,6,0,424,0,586,0,15,6,0,25,0,28,0,0,0,0,0,0,0,159,441,18,0,451,0,616,0,0,0,0,0,0,0,4584,498,18,0,510,5,5101,2879,33,0,0,33,3,2914,71,223,4,0,227,0,297,0,13,3,0,22,0,25,0,0,0,0,0,0,0,75,238,8,0,252,0,327,0,0,0,0,0,0,0,2954,269,8,0,281,3,3236,1871,21,0,0,21,0,1897,49,141,0,0,149,0,191,0,14,3,0,10,0,14,0,0,0,0,0,0,0,45,154,5,0,159,0,206,0,0,0,0,0,4,4,1915,178,5,0,184,4,2107,2204,25,0,0
LGA34800,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,44,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,32,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0
LGA34830,10,0,0,0,0,0,10,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,10,15,0,0,15,0,27,11,0,0,0,0,0,11,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,11,14,0,0,14,0,26,3,0,0,0,0,0,3,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,3,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,534,8,0,0,8,0,548,12,34,0,0,34,0,39,0,4,0,0,5,0,5,0,0,0,0,0,0,0,12,36,0,0,36,0,46,0,0,0,0,0,0,0,543,44,0,0,46,0,588,564,5,0,0,5,0,573,7,35,0,0,35,0,48,0,3,0,0,7,0,7,0,0,0,0,0,0,0,7,39,0,0,44,0,53,0,0,0,0,0,0,0,570,43,0,0,45,5,625,328,4,0,0,4,0,336,0,12,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,22,0,0,0,0,0,0,0,332,17,0,0,23,0,352,176,3,0,0,3,0,181,0,12,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,13,0,0,0,0,0,0,5,178,13,0,0,13,0,188,182,4,0,0
LGA34880,575,14,0,0,14,3,596,56,63,3,0,68,0,124,3,3,5,0,9,0,11,0,0,0,0,0,0,0,63,72,9,0,82,0,140,0,0,0,0,0,0,0,635,86,9,0,95,6,734,619,26,0,0,26,0,652,35,47,3,0,47,0,85,0,3,5,0,10,0,8,0,0,0,0,0,0,0,35,51,9,0,56,0,92,0,0,0,0,0,0,0,660,76,9,0,85,0,739,443,15,0,0,15,0,462,10,26,0,0,26,0,40,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,29,0,0,29,0,41,3,0,0,0,0,0,4,463,39,0,0,45,0,510,285,8,0,0,8,0,291,17,13,0,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,12,0,35,0,0,0,0,0,0,0,296,19,0,0,19,0,322,384,6,0,0
LGA35010,16969,507,11,0,517,26,17506,846,2442,62,0,2501,3,3350,8,111,41,0,155,0,165,3,4,0,0,4,0,5,856,2560,105,0,2662,3,3521,28,15,0,0,12,26,66,17850,3076,111,0,3189,56,21094,18268,428,11,0,444,28,18730,812,2553,93,5,2653,7,3468,20,120,57,0,185,0,201,4,0,0,0,6,0,8,836,2682,147,3,2833,7,3673,19,9,0,0,9,22,50,19119,3121,158,3,3289,54,22455,11689,270,4,0,276,15,11980,446,1302,50,0,1349,6,1798,11,63,35,0,97,0,105,0,0,0,0,0,0,0,451,1362,88,0,1449,6,1910,14,6,3,0,6,8,33,12156,1640,95,0,1732,30,13919,7635,153,0,0,154,15,7797,245,782,39,0,816,0,1067,6,31,27,0,58,0,63,3,0,0,0,4,0,3,253,809,67,0,879,0,1135,8,0,0,0,5,8,23,7895,966,69,0,1037,24,8955,9430,147,0,0
LGA35250,18,0,0,0,0,0,18,3,21,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,21,0,21,0,0,0,0,0,0,0,21,21,0,0,21,0,39,19,0,0,0,0,0,20,4,16,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,16,0,20,0,0,0,0,0,0,0,21,19,0,0,19,0,38,9,0,0,0,0,0,9,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,16,0,0,0,0,0,0,0,9,15,0,0,16,0,24,7,0,0,0,0,0,9,0,15,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,12,0,0,0,0,0,0,0,9,11,0,0,14,0,23,4,0,0,0
LGA35300,794,30,0,0,30,0,820,40,142,0,0,142,0,187,0,9,0,0,9,0,10,0,0,0,0,0,0,0,45,152,0,0,152,0,197,0,0,0,0,0,0,0,837,175,0,0,175,5,1023,751,24,0,0,24,3,775,30,108,0,0,108,0,138,0,3,0,0,3,0,7,0,0,0,0,0,0,0,26,118,0,0,118,0,147,0,0,0,0,0,0,0,780,143,0,0,143,8,925,372,13,0,0,13,0,382,22,61,0,0,61,0,84,0,4,0,0,5,0,6,0,0,0,0,0,0,0,22,66,0,0,66,0,92,0,0,0,0,0,0,0,394,75,0,0,78,0,473,270,6,0,0,6,0,273,8,35,0,0,35,0,43,0,4,0,0,3,0,3,0,0,0,0,0,0,0,8,35,0,0,36,0,51,0,0,0,0,0,0,0,285,41,0,0,39,0,326,301,0,0,0
LGA35600,136,0,0,0,0,0,134,0,7,0,0,7,0,10,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,8,4,0,7,0,14,0,0,0,0,0,0,0,136,9,4,0,13,0,146,136,0,0,0,0,0,139,0,0,0,0,0,0,5,0,5,8,0,9,0,9,0,0,0,0,0,0,0,0,9,8,0,15,0,13,0,0,0,0,0,0,0,138,11,8,0,16,0,152,63,0,0,0,0,0,63,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,61,0,0,0,5,0,67,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,37,4,0,0,4,0,36,46,0,0,0
LGA35670,29,0,0,0,0,0,29,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,30,7,0,0,7,0,35,50,0,0,0,0,0,50,0,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,14,0,0,0,0,0,4,4,52,14,0,0,15,4,64,16,0,0,0,0,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,20,3,0,0,4,0,22,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,4,0,17,21,0,0,0
LGA35740,1300,38,0,0,38,10,1336,84,113,5,0,116,0,207,0,3,0,0,3,0,3,0,0,0,0,0,0,0,89,122,5,0,126,0,214,3,0,0,0,0,3,12,1389,159,5,0,159,12,1558,1822,30,0,0,30,3,1851,101,124,0,0,130,0,234,0,5,0,0,5,0,5,0,0,0,0,0,0,0,101,131,0,0,134,0,240,12,0,0,0,0,0,9,1930,161,0,0,162,6,2102,1248,23,0,0,23,0,1270,49,69,0,0,69,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,0,0,66,0,115,4,0,0,0,0,0,3,1297,93,0,0,93,0,1391,922,20,0,0,20,0,941,24,28,0,0,28,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,28,0,50,0,0,0,0,0,0,3,946,42,0,0,42,3,998,1112,13,0,0
LGA35760,280,5,0,0,5,0,286,9,9,0,0,17,0,21,0,5,0,0,5,0,4,0,0,0,0,0,0,0,12,14,0,0,18,0,30,0,0,0,0,0,0,0,300,20,0,0,22,0,317,300,9,0,0,9,0,309,10,14,3,0,19,0,29,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,21,3,0,24,0,28,0,0,0,0,0,0,0,304,21,3,0,25,0,335,199,4,0,0,4,0,199,6,10,4,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,4,0,13,0,17,0,0,0,0,0,0,0,202,12,4,0,15,0,216,139,5,0,0,5,0,140,7,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,10,0,0,0,0,0,0,0,146,4,0,0,4,0,149,151,0,0,0
LGA35780,18,0,0,0,0,0,18,0,146,6,0,159,0,160,0,0,6,0,9,0,9,0,0,0,4,4,0,3,0,152,17,4,171,0,172,0,0,0,0,0,0,0,19,152,17,4,171,0,190,24,0,0,0,0,0,20,3,142,9,0,147,0,153,0,4,0,0,5,0,5,0,0,0,3,3,0,3,3,146,8,3,159,0,161,0,0,0,0,0,0,0,22,147,8,3,158,0,185,8,0,0,0,0,0,12,0,70,3,0,78,0,82,0,0,0,0,0,0,0,0,4,0,3,7,0,7,0,78,3,3,87,0,90,0,0,0,0,0,0,0,11,78,3,3,87,0,98,3,0,0,0,0,0,3,0,42,3,0,50,0,50,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,40,7,4,52,0,52,0,0,0,0,0,0,0,3,40,7,4,52,0,52,0,0,0,0
LGA35790,57,4,0,0,4,0,61,0,51,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,51,0,0,0,0,0,0,0,57,59,0,0,59,0,117,54,3,0,0,3,0,61,0,55,0,0,55,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,55,0,57,0,0,0,0,0,0,0,57,64,0,0,64,0,118,27,0,0,0,0,0,33,0,30,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,30,0,0,0,0,0,0,0,27,25,0,0,25,0,59,5,0,0,0,0,0,5,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,5,18,0,0,18,0,23,12,0,0,0
LGA35800,77,3,0,0,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,0,0,5,0,83,53,4,0,0,4,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,3,0,63,38,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3,35,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,18,0,0,0
LGA36070,12,3,0,0,3,0,14,4,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,14,0,0,0,0,0,0,0,14,14,0,0,14,0,30,6,4,0,0,4,0,12,0,11,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,12,0,0,0,0,0,0,0,12,15,0,0,15,0,25,0,0,0,0,0,0,3,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,7,0,0,0,0,0,0,0,0,6,0,0,12,0,13,3,0,0,0,0,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,12,0,0,0,0
LGA36150,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0
LGA36250,5557,145,0,0,146,4,5710,276,520,15,0,544,0,816,12,15,4,0,18,0,29,0,0,0,0,0,0,0,285,543,19,0,559,0,846,6,0,0,0,0,7,18,5857,687,21,0,711,13,6577,5976,144,0,0,148,11,6132,276,583,19,0,606,0,885,3,20,7,0,30,0,34,0,5,0,0,5,0,5,278,608,23,0,635,0,917,3,0,0,0,0,3,12,6258,754,25,0,783,10,7054,4060,101,0,0,101,5,4166,160,311,8,0,319,0,482,3,9,14,0,23,0,24,0,0,0,0,0,0,0,165,319,19,0,340,0,506,7,4,0,0,4,0,8,4227,427,19,0,446,8,4683,2703,62,0,0,62,4,2764,102,218,5,0,221,0,318,0,3,5,0,10,0,15,0,0,0,0,0,0,0,96,220,16,0,234,0,335,9,0,0,0,0,0,10,2812,281,16,0,295,4,3104,3511,60,0,0
LGA36300,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA36370,2735,54,0,0,51,0,2793,78,265,16,0,279,0,360,5,13,22,0,36,0,42,0,0,0,0,0,0,0,85,279,33,0,322,0,399,4,0,0,0,0,0,6,2822,329,39,0,375,0,3197,2934,47,0,0,47,0,2984,71,295,22,0,315,0,384,4,15,30,0,43,0,46,0,0,0,0,0,0,0,75,304,47,0,357,3,435,6,0,0,0,0,4,16,3020,353,47,0,404,3,3433,1724,22,0,0,19,0,1744,37,137,0,0,144,0,179,0,10,17,0,30,0,30,0,0,0,0,0,0,0,37,152,24,0,175,0,213,0,0,0,0,0,0,6,1762,176,22,0,197,0,1964,1157,7,0,0,7,0,1164,22,82,4,0,85,0,107,3,6,11,0,18,0,23,0,0,0,0,0,0,0,22,90,17,0,101,0,126,0,0,0,0,0,0,0,1181,97,17,0,112,0,1293,1234,9,0,0
LGA36510,1399,27,3,0,36,3,1436,55,31,0,0,34,0,86,0,3,0,0,7,0,7,0,0,0,0,0,0,0,55,34,3,0,39,0,90,3,0,0,0,0,4,12,1455,65,7,0,73,9,1535,1620,24,0,0,26,6,1648,65,36,0,0,36,0,98,0,4,0,0,4,0,4,0,0,0,0,0,0,0,65,38,0,0,40,0,102,3,0,0,0,0,4,11,1686,65,4,0,67,8,1762,1113,14,0,0,14,0,1120,38,27,0,0,27,0,66,0,3,0,0,3,0,3,0,0,0,0,0,0,0,38,28,0,0,30,0,66,0,0,0,0,0,0,0,1146,42,0,0,40,0,1192,746,14,0,0,14,0,756,13,14,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,14,0,28,0,0,0,0,0,0,0,761,27,0,0,27,0,786,912,10,0,0
