LGA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA37300,0,0,70,5,11,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,12,0,0,0,0,0,0,0,71,11,0,0,11,0,84,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,14,0,0,14,5,698,43,68,0,0,68,0,116,3,4,0,0,4,0,6,0,0,0,0,0,0,0,49,73,0,0,73,0,120,0,0,0,0,0,7,7,737,85,0,0,85,7,823
LGA37310,10,0,584,6,29,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,0,32,0,38,0,0,0,0,0,0,0,584,33,0,0,36,0,620,53,0,0,0,0,0,53,0,8,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,11,0,0,0,0,0,0,0,52,8,0,0,6,0,61,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,4857,32,0,0,32,0,4892,90,255,14,0,263,0,356,0,4,5,0,6,0,6,5,0,0,0,3,0,4,96,255,11,3,272,0,369,11,0,0,0,0,0,15,4959,290,11,3,304,0,5264
LGA37340,6,0,536,16,30,0,0,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,29,0,43,4,0,0,0,0,0,4,543,34,0,0,30,0,577,48,0,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,47,3,0,0,3,0,47,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4230,71,0,0,71,3,4304,151,172,12,0,178,5,337,6,19,10,0,28,0,33,0,0,0,0,0,0,0,155,186,25,0,207,5,365,10,0,0,0,0,7,21,4397,252,25,0,277,13,4688
LGA37400,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,4,4,99,4,0,0,4,4,108
LGA37550,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,0,98,8,0,0,8,0,104
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,3,15,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,22,0,0,0,0,0,0,0,39,15,0,0,15,0,52
LGA37600,0,0,9,0,39,0,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,39,0,0,0,0,0,0,0,9,39,0,0,39,0,50,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,8,0,56,0,339,0,0,339,0,339,0,0,0,0,0,0,0,0,4,0,12,17,0,17,0,337,0,12,354,0,354,0,0,0,0,0,0,0,49,345,0,12,361,0,407
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,76,12,34,3,0,33,0,48,0,0,0,0,6,0,6,0,0,0,0,0,0,0,12,34,5,0,39,0,51,0,0,0,0,0,0,0,85,35,5,0,40,0,130,61,0,0,0,0,0,63,5,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,18,0,0,0,0,0,0,0,66,9,0,0,9,0,81,30,0,0,0,0,0,30,0,8,6,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,0,11,0,0,0,0,0,0,0,28,3,3,0,11,0,41,618,28,0,0,28,0,644,98,408,30,0,436,0,537,0,33,15,0,51,0,51,0,5,0,0,5,0,5,98,447,46,0,488,0,588,0,0,0,0,0,4,0,715,472,46,0,514,4,1235
LGA40120,13,0,1184,24,49,0,0,50,0,75,0,0,0,0,7,0,3,0,0,0,0,0,0,0,26,48,4,0,52,0,82,3,0,0,0,0,0,3,1207,59,4,0,64,0,1269,482,4,0,0,4,0,480,15,39,0,0,39,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,39,0,57,3,0,0,0,0,0,3,503,39,0,0,39,0,545,235,5,0,0,5,0,238,3,16,0,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,17,0,27,0,0,0,0,0,0,0,244,22,0,0,24,0,265,7269,140,0,0,140,3,7416,272,360,11,0,366,0,634,3,5,4,0,5,0,15,0,0,0,0,0,0,0,275,358,11,0,375,0,650,9,0,0,0,0,8,18,7556,502,14,0,511,15,8083
LGA40150,4,0,216,4,10,0,0,6,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,11,0,15,0,0,0,0,0,0,0,216,9,0,0,12,0,228,58,0,0,0,0,0,60,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,58,4,0,0,4,0,63,23,0,0,0,0,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,23,6,0,0,6,0,30,1549,25,0,0,25,0,1573,32,58,9,0,64,0,95,0,6,0,0,9,0,9,0,0,0,0,0,0,0,32,65,6,0,74,0,104,0,0,0,0,0,3,3,1583,89,6,0,95,4,1681
LGA40220,6,0,493,16,8,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,8,0,22,0,0,0,0,0,0,0,504,17,0,0,16,0,522,123,0,0,0,0,0,126,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,128,3,0,0,3,0,130,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,54,3421,41,0,0,43,0,3459,96,82,4,0,88,0,177,3,0,0,0,0,0,5,0,0,0,0,0,0,0,96,80,4,0,87,0,184,9,0,0,0,0,4,14,3525,118,3,0,127,4,3656
LGA40250,0,0,0,0,22,0,0,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,23,0,23,0,0,0,0,0,0,0,0,22,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,17,3,0,0,3,0,18,3,316,4,0,322,0,327,0,0,15,0,13,0,11,0,0,0,16,16,0,16,10,314,22,12,354,0,358,0,0,0,0,0,0,0,24,317,22,12,353,0,375
LGA40310,0,0,595,9,6,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,8,0,16,0,0,0,0,0,0,0,600,10,0,0,10,0,615,161,5,0,0,5,0,160,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,10,0,0,0,0,0,0,0,158,13,0,0,13,0,169,56,0,0,0,0,0,56,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,56,3,0,0,3,0,57,4002,32,0,0,32,0,4041,67,74,0,0,74,0,142,0,11,0,0,13,0,13,0,0,0,0,0,0,0,67,83,0,0,80,0,153,4,0,0,0,0,4,5,4070,117,0,0,119,4,4191
LGA40430,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,311,5,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,8,0,0,0,0,0,0,0,314,4,0,0,4,0,321
LGA40520,7,0,169,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,26,0,0,0,0,0,0,0,158,36,0,0,36,0,195,20,0,0,0,0,0,23,0,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,12,0,0,0,0,0,0,0,24,8,0,0,8,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1102,30,0,0,30,0,1136,29,123,0,0,124,0,152,0,8,0,0,7,0,7,0,0,0,0,0,0,0,29,127,8,0,132,0,157,0,0,0,0,0,3,3,1125,162,8,0,166,3,1297
LGA40700,38,0,1007,62,330,16,0,346,0,414,0,20,16,0,30,0,30,0,0,0,0,0,0,0,62,348,36,0,384,0,449,0,0,0,0,0,0,0,1030,388,36,0,422,0,1450,667,17,0,0,17,0,685,29,182,8,0,188,0,220,0,9,7,0,21,0,21,0,0,0,0,0,0,0,29,189,16,0,206,0,239,0,0,0,0,0,0,0,698,212,16,0,226,0,922,329,9,0,0,9,0,337,17,82,3,0,86,0,105,0,4,7,0,11,0,11,0,0,0,0,0,0,0,17,88,16,0,99,0,114,0,0,0,0,0,0,0,347,96,16,0,106,0,451,5477,200,0,0,200,0,5679,517,2800,132,9,2937,0,3455,0,119,86,0,209,0,209,3,0,0,0,0,0,3,516,2924,217,9,3149,0,3661,6,0,0,0,0,3,10,5994,3129,217,9,3350,3,9350
LGA40910,33,0,725,46,316,19,0,336,0,381,0,19,17,0,33,0,40,0,0,0,0,0,0,0,45,337,33,0,371,0,420,0,0,0,0,0,0,5,740,370,33,0,407,0,1149,373,11,0,0,11,0,380,32,243,16,0,257,0,287,0,18,9,0,31,0,31,0,0,0,0,0,0,0,32,260,26,0,289,0,316,0,0,0,0,0,0,0,404,273,26,0,300,0,696,246,10,0,0,10,0,257,28,125,6,0,131,0,152,0,15,6,0,22,0,22,0,0,0,0,0,0,0,28,141,13,0,152,0,178,0,0,0,0,0,0,0,269,148,13,0,160,0,430,4895,268,0,0,268,9,5168,442,3393,173,0,3569,0,4012,6,177,105,0,281,0,285,0,0,0,0,0,0,0,450,3572,275,0,3852,0,4300,0,4,0,0,3,11,18,5347,3848,280,0,4126,17,9486
LGA41010,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,40,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,422,11,0,0,14,0,436,17,43,0,0,43,0,61,0,0,0,0,0,0,0,0,0,0,3,10,0,10,18,46,0,3,50,0,67,0,0,0,0,0,5,5,440,59,0,10,65,5,509
LGA41060,52,0,1493,70,541,28,0,569,0,645,3,52,40,0,96,0,95,0,0,0,0,0,0,0,76,594,67,0,668,0,738,0,0,0,0,0,0,0,1514,648,67,0,724,0,2235,768,34,0,0,34,0,803,49,327,27,0,351,0,400,0,45,37,0,85,0,82,0,0,0,0,0,0,0,52,372,65,0,434,0,482,0,0,0,0,0,0,0,819,407,65,0,466,0,1286,397,12,0,0,12,0,412,22,179,18,0,197,0,220,0,31,31,0,55,0,55,0,0,0,0,0,0,0,22,213,46,0,259,0,276,0,0,0,0,0,0,0,417,222,46,0,272,0,686,11234,567,3,0,578,3,11812,820,4689,211,5,4909,0,5726,24,445,244,0,688,0,716,0,11,0,7,12,0,12,844,5147,451,9,5608,0,6450,9,10,0,0,10,10,25,12077,5725,454,8,6198,18,18290
LGA41140,0,0,159,5,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,7,0,0,0,0,0,0,0,160,0,0,0,0,0,168,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1261,3,0,0,8,0,1270,13,23,0,0,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,23,0,33,0,0,0,0,0,0,0,1270,31,0,0,30,3,1311
LGA41190,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,296,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,6,6,297,4,0,0,4,6,303
LGA41330,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,7,0,75,8,28,0,0,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,28,0,40,0,0,0,0,0,8,8,77,34,0,0,34,8,116
LGA41560,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,201,0,0,0,0,0,205,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,1402,22,0,0,22,3,1429,18,41,0,0,41,0,60,0,9,0,0,9,0,6,3,0,0,0,0,0,3,23,46,0,0,46,0,72,0,0,0,0,0,3,9,1424,68,0,0,68,6,1506
LGA41750,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,3,165
