LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA56580,0,5,0,5,..,54,0,54,0,54,..,4,0,4,0,4,..,18,0,18,0,18,..,78,0,77,0,77,..,39,0,38,0,38,..,36,0,36,0,36,..,8,0,8,0,6,..,0,0,0,0,0,..,30,0,35,0,35,..,135,7,142,0,143,..,1448,105,1548,13,1560,..,27,3,33,300,337,9023,1471,108,1581,316,10920,9016,..,..,..,..,9016,..,28,0,28,0,28,..,31,0,31,0,25,..,4,0,4,0,4,..,163,8,175,3,173,..,405,85,491,4,494,..,57,4,62,0,62,..,622,103,725,9,728,..,13,0,11,0,11,..,71,0,75,0,75,..,62,0,64,0,64,..,35,0,37,0,37,..,13,0,13,0,13,..,11,0,8,0,8,..,41,3,42,0,42,..,0,0,0,0,0,..,15,0,15,0,15,..,28,0,27,0,27,..,15,0,16,0,16,..,9,0,6
LGA56620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,467,42,512,4,521,..,473,42,513,9,522,..,12,9,18,42,59,73,486,47,534,52,656,64,..,..,..,..,64,..,0,0,0,0,0,..,0,0,0,0,0,..,529,34,562,13,574,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56730,0,28,0,28,..,5,0,8,0,8,..,34,0,34,0,34,..,0,0,0,0,0,..,69,0,76,0,76,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,6,0,6,..,40,6,46,0,45,..,249,23,272,9,275,..,19,0,19,863,882,4585,270,23,290,870,5744,4752,..,..,..,..,4752,..,13,0,15,0,15,..,4,0,8,0,8,..,19,0,17,0,17,..,3,9,6,0,6,..,6,5,12,0,12,..,0,0,0,0,0,..,11,8,18,0,18,..,3,0,3,0,3,..,9,0,9,0,9,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,5,0,7,0,7,..,0,0,0
LGA56790,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,28,3,28,0,29,..,11,0,11,230,241,1434,37,3,42,232,1708,1277,..,..,..,..,1277,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,8,..,0,0,0,27,27,105,4,0,3,27,136,88,..,..,..,..,88,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56930,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,64,0,64,0,64,..,0,0,0,24,28,592,64,0,64,24,684,780,..,..,..,..,780,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,20,8,24,0,24,..,0,0,0,0,0,..,21,7,26,0,26,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0
LGA57000,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,20,0,27,0,27,..,0,0,0,133,137,232,21,0,24,133,390,168,..,..,..,..,168,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57080,0,56,0,56,..,177,21,192,0,199,..,62,0,63,0,63,..,46,4,53,0,53,..,346,22,368,0,372,..,320,18,337,5,337,..,97,3,101,4,103,..,71,11,80,0,80,..,12,0,12,0,12,..,131,26,158,0,153,..,364,40,411,8,418,..,4609,477,5084,47,5132,..,55,5,62,1585,1651,8214,4662,480,5143,1630,14996,6717,..,..,..,..,6717,..,56,0,56,0,62,..,110,9,119,5,124,..,14,0,12,0,12,..,311,60,370,6,374,..,1098,189,1292,3,1295,..,63,8,72,0,72,..,1471,265,1736,6,1744,..,20,4,22,0,22,..,119,4,126,0,124,..,47,0,48,0,52,..,27,0,27,0,27,..,72,3,79,0,79,..,40,0,47,0,47,..,172,10,184,0,179,..,94,6,97,0,96,..,44,0,40,0,40,..,51,0,55,0,55,..,80,0,82,3,86,..,47,6,54
LGA57140,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,23,0,23,0,23,..,0,0,0,22,23,485,23,0,27,22,534,442,..,..,..,..,442,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57210,0,14,0,14,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,23,0,23,0,23,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,64,27,86,0,86,..,139,33,167,0,167,..,7,0,12,354,361,2244,143,31,176,354,2775,2181,..,..,..,..,2181,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,5,5,8,0,8,..,0,0,0,0,0,..,5,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,23,0,23,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57280,0,73,0,73,..,26,0,29,0,27,..,101,0,102,0,102,..,118,10,133,3,131,..,314,12,331,9,338,..,13,0,14,0,14,..,11,0,11,0,11,..,19,5,25,0,25,..,3,0,3,0,6,..,16,0,14,0,14,..,317,29,342,11,354,..,1044,65,1113,17,1127,..,99,3,107,1284,1388,5708,1150,70,1214,1303,8229,5200,..,..,..,..,5200,..,44,0,47,0,47,..,10,0,10,0,10,..,150,11,166,5,169,..,9,0,9,0,9,..,35,9,43,0,40,..,3,0,3,0,3,..,49,10,55,0,54,..,3,0,3,0,3,..,8,0,11,0,11,..,21,0,20,0,19,..,3,4,8,0,8,..,0,0,0,0,0,..,30,6,39,0,43,..,19,0,19,0,19,..,3,0,3,0,3,..,11,0,15,0,15,..,10,4,16,0,16,..,8,0,8,0,8,..,5,0,5
LGA57350,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,7,..,7,0,7,117,122,324,20,0,20,119,459,364,..,..,..,..,364,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57420,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,61,3,66,0,66,..,5,0,5,115,122,911,66,3,71,115,1095,843,..,..,..,..,843,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57490,0,146,3,152,..,96,5,102,0,102,..,241,8,249,0,251,..,99,10,108,0,108,..,590,22,610,0,613,..,195,18,208,5,217,..,63,0,63,0,65,..,96,4,100,6,101,..,8,0,10,0,10,..,82,32,115,0,115,..,1063,128,1185,23,1210,..,4477,428,4909,59,4967,..,252,15,270,4304,4574,57543,4731,447,5174,4360,67085,59190,..,..,..,..,59190,..,472,12,481,5,485,..,100,7,111,6,116,..,67,3,73,0,73,..,63,18,85,0,85,..,218,54,269,0,270,..,10,0,14,0,14,..,290,78,368,0,369,..,73,14,84,0,82,..,125,6,132,0,131,..,202,10,215,0,216,..,27,0,28,0,28,..,25,0,25,0,27,..,16,3,22,0,22,..,74,4,80,0,80,..,28,7,34,0,34,..,190,19,208,3,215,..,19,6,17,0,17,..,29,3,34,0,34,..,7,0,7
LGA57630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,24,24,45,0,0,0,24,70,26,..,..,..,..,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57700,0,35,0,35,..,19,3,17,0,17,..,74,0,79,4,78,..,21,0,20,0,20,..,149,7,156,4,159,..,25,0,23,0,23,..,47,3,49,0,49,..,9,0,8,0,8,..,3,0,3,0,3,..,12,5,11,0,11,..,406,34,445,12,456,..,1523,118,1643,21,1660,..,54,7,62,1098,1154,13250,1579,124,1705,1114,16069,13646,..,..,..,..,13646,..,130,0,125,0,130,..,14,3,22,0,22,..,12,0,12,0,12,..,15,4,17,0,17,..,60,10,74,0,74,..,5,0,5,0,5,..,81,14,98,0,98,..,0,0,3,0,3,..,39,0,37,0,41,..,30,0,31,0,32,..,7,0,10,0,10,..,11,0,11,0,11,..,30,0,30,0,30,..,44,0,44,0,49,..,0,0,0,0,0,..,243,34,277,4,281,..,17,4,23,0,23,..,43,0,43,0,43,..,7,0,7
LGA57770,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,16,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,7,0,7,0,7,..,36,3,43,0,43,..,7,0,7,78,84,391,44,3,48,78,520,370,..,..,..,..,370,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57840,0,36,0,37,..,195,15,205,6,208,..,33,0,32,0,32,..,53,0,52,0,52,..,310,19,331,5,335,..,175,6,185,0,181,..,68,0,63,0,71,..,41,8,49,0,49,..,26,0,29,0,29,..,99,16,119,0,123,..,445,48,494,15,511,..,3720,349,4072,53,4126,..,119,5,123,993,1116,16000,3839,359,4200,1041,21244,16311,..,..,..,..,16311,..,60,0,60,4,66,..,119,17,142,0,139,..,13,0,13,0,13,..,303,35,344,7,348,..,731,142,874,9,882,..,91,9,101,0,101,..,1135,187,1318,6,1329,..,27,0,32,0,33,..,140,8,140,0,140,..,71,0,71,0,71,..,65,0,63,0,63,..,21,5,27,0,27,..,36,4,39,0,39,..,90,0,92,0,89,..,63,4,64,0,68,..,42,5,48,0,48,..,59,4,56,0,56,..,34,4,39,0,39,..,41,0,49
LGA57910,0,145,6,148,..,242,19,266,4,267,..,362,11,372,3,374,..,167,20,187,3,194,..,911,56,967,19,984,..,745,76,822,12,829,..,186,0,186,0,191,..,179,24,208,3,209,..,110,29,139,0,139,..,1650,551,2192,14,2206,..,4840,760,5599,96,5692,..,25490,3551,29037,332,29370,..,595,89,682,5219,5899,74596,26086,3635,29718,5547,109870,78415,..,..,..,..,78415,..,305,3,314,5,310,..,959,276,1239,7,1246,..,67,6,72,0,69,..,1074,343,1412,9,1424,..,2103,610,2715,14,2725,..,228,42,263,0,267,..,3397,992,4390,25,4414,..,433,55,494,3,490,..,546,22,565,17,579,..,453,11,465,8,478,..,623,83,707,7,715,..,82,10,91,4,93,..,944,113,1057,6,1065,..,596,57,649,8,653,..,337,28,364,0,364,..,838,65,908,13,917,..,249,7,259,0,265,..,348,38,387,4,391,..,113,5,119
LGA57980,0,13,0,13,..,24,0,27,0,27,..,9,0,6,0,6,..,10,0,10,0,10,..,47,3,48,0,48,..,63,5,70,0,74,..,20,0,20,0,19,..,8,0,10,0,10,..,5,0,5,0,5,..,33,3,38,0,38,..,161,10,173,3,180,..,1214,93,1314,16,1326,..,31,3,35,408,447,6441,1248,103,1351,424,8219,6970,..,..,..,..,6970,..,21,0,21,0,29,..,34,0,38,0,38,..,0,0,0,0,0,..,93,13,102,0,102,..,242,49,288,0,292,..,19,4,19,0,19,..,348,63,411,0,416,..,13,3,12,0,12,..,98,0,107,0,107,..,48,0,48,0,46,..,21,0,20,3,24,..,6,0,6,0,6,..,0,0,0,0,0,..,14,0,17,0,17,..,6,0,3,0,3,..,11,0,11,0,11,..,6,0,6,0,6,..,7,0,9,0,9,..,12,0,12
LGA58050,15,623,3,630,..,136,14,153,0,156,..,891,33,923,4,931,..,284,19,299,0,300,..,1916,74,1996,15,2013,..,230,19,252,4,251,..,287,16,305,6,312,..,111,14,125,0,125,..,22,3,25,0,25,..,1068,354,1423,14,1436,..,3395,567,3959,72,4035,..,14917,1903,16818,194,17018,..,404,54,459,3784,4246,54733,15319,1958,17280,3984,75992,54701,..,..,..,..,54701,..,428,9,444,3,444,..,772,175,947,0,949,..,158,0,158,0,158,..,332,122,449,4,453,..,572,179,755,9,763,..,73,16,88,0,89,..,980,312,1293,16,1305,..,198,37,237,0,237,..,285,15,302,5,300,..,175,8,183,0,181,..,91,12,104,0,104,..,62,14,69,0,69,..,578,78,654,14,665,..,501,42,548,4,553,..,96,16,111,3,116,..,1281,172,1450,21,1467,..,180,15,192,4,199,..,143,15,164,4,164,..,70,8,77
LGA58190,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,27,32,184,0,0,3,27,217,142,..,..,..,..,142,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA58260,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,45,45,247,9,0,9,45,296,221,..,..,..,..,221,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA58330,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,24,0,24,..,66,9,71,0,68,..,10,0,10,287,292,2006,76,9,79,287,2370,1925,..,..,..,..,1925,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA58400,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,19,19,130,6,0,6,19,151,115,..,..,..,..,115,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
