LGA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,24,17,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18050,0,0,5,168,4,6,6,11,0,202,0,27,34,195,89,75,49,33,20,519,0,0,0,8,9,3,3,3,5,36,0,0,0,4,0,4,22,20,15,68,18,90,158,1676,342,175,131,104,36,2727,0,0,0,8,10,13,5,0,0,46,0,12,31,341,25,13,17,4,5,460,0,8,12,179,30,33,33,23,19,338,0,5,0,14,5,10,29,40,27,133,3,21,14,55,31,16,3,10,4,160,0,3,4,67,13,24,21,24,7,162,0,4,11,52,15,18,14,11,4,120,0,0,3,42,7,16,12,3,3,79,0,0,0,0,4,0,4,0,4,15,0,0,15,414,56,29,13,15,0,540,0,0,25,241,21,14,29,48,30,410,0,7,9,60,59,23,13,4,5,172,0,4,7,83,21,3,4,0,0,133,0,0,0,8,13,13,7,0,0,46,0,5,5,37,22,24,16,9,0,121
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,10,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13
LGA18250,0,0,0,21,5,12,6,4,0,41,20,207,300,2087,842,664,494,215,97,4928,0,0,0,11,13,26,41,41,22,149,0,8,0,12,0,11,15,22,11,79,10,108,108,237,252,185,142,87,53,1184,0,0,0,20,13,11,15,10,3,76,0,6,6,39,8,7,9,7,3,88,0,4,4,39,23,15,27,16,11,130,0,0,0,0,4,6,20,34,16,82,19,121,105,464,246,233,270,76,31,1562,20,163,51,701,89,61,46,20,16,1161,0,7,35,223,70,42,30,18,10,439,0,11,5,107,45,41,51,16,22,292,0,0,4,9,0,3,3,0,0,19,0,5,4,34,26,18,12,12,8,110,0,0,0,34,9,22,53,76,46,238,14,71,42,309,222,119,31,18,3,828,4,36,82,415,199,101,63,15,9,915,0,0,3,9,31,27,45,16,10,136,0,24,27,223,148,97,92,47,11,675
LGA18350,0,0,0,3,3,9,6,6,0,27,0,5,11,33,18,21,10,12,7,115,0,0,0,5,3,8,12,3,0,32,0,0,0,0,0,7,4,6,0,12,0,19,32,123,168,291,434,298,120,1493,0,0,0,11,9,3,11,3,0,37,0,0,0,14,9,7,7,3,0,48,0,0,0,20,14,29,52,30,17,163,0,0,0,0,3,7,13,4,0,30,0,10,5,10,3,9,8,3,0,52,0,9,10,109,15,13,5,14,3,177,0,0,5,14,5,3,4,4,0,29,0,0,0,6,4,3,0,6,0,18,0,0,0,0,0,3,0,0,0,6,0,0,5,9,10,14,11,13,3,63,0,3,3,6,6,15,27,18,16,87,0,0,0,12,3,0,11,0,0,30,0,0,4,7,3,0,3,0,0,16,0,0,0,6,4,4,3,0,0,20,0,6,0,6,12,9,5,3,0,34
LGA18400,0,0,0,10,11,4,4,0,0,33,0,3,6,23,25,17,7,3,0,78,0,0,0,4,0,23,11,3,0,42,0,0,0,5,3,0,3,7,0,14,0,13,12,97,152,236,234,148,40,923,0,0,0,7,11,6,3,6,0,27,0,0,0,0,3,8,3,0,0,15,0,0,3,13,8,18,37,19,4,106,0,0,0,0,0,5,15,4,3,24,0,0,0,0,0,8,0,0,0,10,0,0,0,15,3,4,7,3,3,47,0,0,0,11,3,0,0,0,0,21,0,0,0,3,0,0,6,0,0,7,0,0,0,9,6,6,3,0,0,29,0,0,0,16,8,10,10,8,0,62,0,0,0,0,14,21,21,20,6,88,0,0,0,3,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,12,14,15,9,0,0,61,0,0,0,4,5,4,3,0,0,15
LGA18450,0,0,3,33,57,49,68,60,7,287,3,34,84,477,156,119,67,28,13,982,0,0,0,51,53,73,81,87,36,390,4,5,3,21,4,7,12,5,9,75,3,107,160,495,547,946,826,743,283,4104,0,0,4,39,23,29,18,10,7,122,0,5,8,32,17,24,13,4,10,112,0,0,9,77,46,62,187,110,68,565,0,5,7,8,6,45,91,117,81,357,0,5,8,40,19,24,15,0,0,106,8,53,125,528,79,46,43,23,11,921,0,8,22,62,42,20,21,7,5,187,0,7,15,82,15,22,4,0,0,150,0,33,36,79,36,28,16,7,0,234,0,29,13,44,36,38,33,30,11,244,0,7,8,51,39,147,334,349,296,1237,0,0,11,51,30,14,20,8,0,139,0,6,11,87,36,16,3,4,0,176,0,9,8,85,75,80,55,22,6,348,4,16,23,57,37,29,17,9,3,190
LGA18500,0,0,0,15,5,3,3,3,0,36,3,37,45,252,117,104,49,33,16,664,0,0,0,8,7,3,8,8,0,33,0,0,0,4,0,6,25,18,6,57,13,86,125,605,243,207,165,128,58,1624,0,0,0,9,13,4,4,3,3,44,0,4,11,100,24,14,15,3,11,186,0,0,5,55,30,20,43,28,28,213,0,0,0,0,0,14,24,24,13,85,3,59,43,74,41,42,29,10,0,306,0,8,3,46,21,21,16,21,5,144,0,4,5,29,13,10,4,0,3,79,0,0,0,40,5,11,8,3,0,75,0,0,0,8,0,4,4,0,6,14,0,0,3,93,28,18,10,14,5,173,0,0,5,55,17,14,40,25,13,166,4,7,11,45,25,20,7,8,4,127,0,0,5,37,21,10,0,0,0,79,0,0,0,6,3,5,0,6,0,28,0,0,3,46,27,33,30,11,3,165
LGA18710,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,4,4,0,0,18,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,6,0,5,7,36,64,64,80,42,8,310,0,0,0,5,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,10,0,11,12,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,6,0,0,0,23,0,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,3,4,0,23,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,4,0,4,0,13
LGA19399,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,7,0,0,5,0,0,9,0,0,0,29,8,6,0,0,0,53,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,12,43,7,37,19,9,0,131,0,0,3,10,3,0,0,0,0,14,0,0,8,11,8,0,0,0,0,23,0,0,5,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,0,0,16,0,0,5,17,3,0,4,0,0,25,0,0,0,9,0,0,0,0,0,16,0,0,3,5,5,0,0,0,0,16,0,0,3,5,0,0,0,0,0,5,0,0,0,11,0,4,0,0,0,20,0,0,0,8,4,0,0,0,0,16,3,0,0,6,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,7,18,3,5,0,0,0,41
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,3,0,8,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,32,29,48,58,43,14,243,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,3,0,0,0,6,0,0,0,6,4,9,21,17,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,3,0,13,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,10,34,47,23,122,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,6,0,0,16
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,9,6,18,24,32,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,6,32,0,0,4,0,0,43,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
LGA20570,0,6,0,0,5,0,0,0,0,13,0,16,29,205,56,40,37,5,0,383,0,0,0,0,7,12,15,17,8,61,0,0,4,4,0,4,4,3,0,16,5,63,48,159,145,228,307,201,99,1253,0,4,4,14,8,8,3,4,0,43,0,0,4,12,7,3,5,3,0,30,0,0,9,23,15,21,56,30,17,177,0,0,0,0,0,0,7,11,3,28,0,3,5,7,3,3,0,0,0,35,3,52,140,527,48,30,19,11,0,831,0,3,8,22,10,0,7,0,3,53,0,0,7,16,3,0,5,0,0,35,0,0,4,11,8,0,0,0,0,21,0,4,6,28,18,9,19,3,10,91,0,0,0,4,4,10,20,6,20,71,0,0,3,27,17,4,3,0,7,66,0,0,3,20,5,5,0,0,0,37,0,0,0,0,0,3,0,0,0,4,0,8,12,50,26,25,9,0,0,141
LGA20660,0,6,6,16,5,11,4,3,0,52,6,79,115,990,329,327,171,48,25,2086,0,0,0,14,19,43,61,37,21,199,0,0,0,22,9,23,38,19,9,114,10,69,88,316,252,298,259,248,118,1664,0,0,0,15,12,6,4,3,0,42,0,0,7,25,15,5,10,4,0,68,3,5,11,57,30,22,72,72,33,289,0,10,11,16,25,92,158,157,76,538,0,20,17,115,44,42,34,12,0,284,11,71,96,641,120,86,56,22,15,1116,0,6,13,104,35,24,14,5,4,201,0,9,19,246,39,20,16,7,0,364,0,0,0,20,13,3,3,0,0,35,0,12,4,64,26,29,35,17,16,216,0,10,3,49,19,125,275,288,227,998,3,11,14,82,52,18,17,0,0,199,0,9,11,88,33,11,7,0,0,159,0,0,4,22,28,52,34,22,8,172,0,20,41,240,90,109,114,31,3,648
LGA20740,0,0,0,0,5,9,3,4,0,19,0,4,0,20,6,10,7,0,0,55,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,3,4,0,16,0,9,11,80,103,279,328,221,85,1103,0,0,0,3,3,0,0,0,0,10,0,0,0,10,0,7,8,3,0,25,0,3,0,16,5,28,35,30,7,119,0,0,0,0,0,6,7,17,0,41,0,0,0,3,0,3,3,0,0,11,0,3,10,54,3,13,10,3,0,97,0,3,0,9,5,0,4,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,17,13,0,53,0,0,0,9,3,12,31,25,18,104,0,0,0,12,4,4,0,0,0,24,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,14,7,10,3,0,0,31
LGA20830,0,0,0,3,5,0,0,0,0,10,0,3,4,41,19,17,3,3,0,90,0,0,0,0,4,5,9,10,0,20,0,0,0,0,0,0,10,0,0,9,0,22,36,94,125,260,268,184,58,1043,0,0,0,6,4,5,3,0,0,18,0,0,0,7,3,0,0,0,0,10,0,0,0,20,14,18,45,28,14,135,0,0,0,0,0,0,3,7,0,13,0,0,0,6,0,0,0,0,0,14,0,11,10,94,15,8,6,5,0,152,0,0,0,15,6,0,0,0,0,28,0,0,0,0,3,0,0,0,0,8,0,5,0,4,0,0,0,0,0,10,0,0,3,11,4,3,10,0,4,38,0,0,0,3,0,3,20,29,15,70,0,0,3,8,4,5,0,0,0,22,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,13,9,0,0,30
LGA20910,0,0,0,24,20,12,10,5,0,70,4,125,109,534,319,193,76,41,18,1420,0,0,0,9,10,19,18,23,9,90,0,0,0,16,9,24,37,24,11,122,14,281,231,511,582,498,385,300,131,2930,0,3,0,13,15,8,6,0,0,42,0,15,7,42,32,16,21,3,3,134,0,11,14,70,74,51,72,75,33,408,0,0,0,12,22,66,96,122,59,379,6,33,21,40,22,23,22,5,3,172,0,22,15,172,68,60,60,34,16,447,4,3,13,49,21,6,9,3,3,111,0,0,0,61,12,11,6,4,0,90,0,0,0,9,0,8,0,0,0,13,0,5,8,145,51,47,29,23,13,336,0,3,4,30,27,41,78,92,91,363,4,14,14,64,42,21,9,3,6,177,0,0,6,28,14,9,7,0,0,64,0,0,0,12,20,17,6,4,4,59,0,9,14,76,49,45,45,22,6,260
LGA21010,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,34,59,52,15,197,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,9,23,11,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,35,4,0,0,0,0,53,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,0,16,0,0,0,0,5,0,4,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
LGA21110,0,7,0,36,4,12,8,4,4,74,37,584,859,2864,1551,1059,545,197,99,7800,0,3,0,11,8,25,16,19,11,104,0,3,12,34,13,25,29,22,17,140,20,178,198,409,320,372,322,262,115,2193,0,0,5,27,23,17,5,4,4,89,0,16,12,54,30,21,6,3,4,150,0,12,12,60,35,26,79,70,29,337,0,0,5,17,35,119,181,344,159,870,9,121,90,294,198,179,160,35,22,1109,12,125,152,963,236,152,122,76,19,1857,0,9,44,228,63,39,55,17,3,470,0,17,38,194,69,32,29,13,0,405,0,4,0,20,11,5,3,0,0,41,0,15,9,67,32,47,35,18,18,240,0,5,10,56,38,69,190,220,156,745,0,9,21,97,77,36,23,18,6,289,3,23,42,179,79,33,18,4,3,383,0,0,0,6,11,12,9,10,6,63,4,67,103,580,416,371,344,125,42,2059
LGA21180,0,0,3,44,64,84,95,48,9,345,0,24,65,474,240,222,121,42,26,1222,0,0,0,56,72,231,317,299,98,1066,3,15,36,65,47,96,102,60,32,465,6,30,29,117,83,184,137,116,48,749,0,10,16,105,75,62,38,14,8,327,0,0,3,17,7,9,10,6,5,57,0,0,11,33,24,31,168,106,38,418,0,10,17,31,44,136,302,389,149,1081,0,11,12,162,29,29,25,0,3,282,38,134,465,1900,302,252,203,93,35,3418,0,6,17,149,54,22,27,4,0,280,0,15,21,84,15,8,3,8,0,154,0,139,73,245,56,41,42,13,0,613,0,4,0,29,9,10,13,7,3,77,0,14,13,44,50,253,456,402,217,1443,0,7,10,56,16,4,4,0,0,101,5,4,3,52,14,4,5,0,0,88,4,11,13,88,88,107,58,21,4,394,11,117,26,255,45,64,55,15,0,591
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,12,13,0,44,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,6,0,0,26,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,10,0,3,4,22,31,83,96,82,27,342,0,0,5,3,0,0,0,0,0,9,0,0,0,7,0,6,0,0,0,14,0,4,0,10,0,6,12,11,4,39,0,0,0,0,0,3,3,3,0,8,0,0,0,4,0,0,0,0,0,5,0,7,9,45,0,0,0,0,4,71,0,0,0,5,5,0,0,0,0,9,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,5,3,25,0,0,0,3,0,4,23,20,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,17,7,7,0,0,0,32
LGA21450,0,0,4,29,25,22,17,3,0,105,0,16,22,183,60,44,26,9,0,353,0,0,0,9,10,18,25,11,4,87,0,15,16,57,21,3,13,12,3,137,5,52,109,303,343,469,476,299,100,2163,0,3,13,64,28,21,5,4,0,124,0,0,0,13,7,5,4,0,0,32,0,0,10,41,15,36,70,43,11,224,0,0,0,3,6,6,6,6,5,42,0,0,8,21,14,10,8,0,0,54,14,149,164,1725,156,127,82,25,4,2444,0,3,4,53,20,12,7,4,0,109,0,0,7,30,4,13,0,0,0,49,0,4,3,14,12,4,0,0,0,30,0,14,7,28,21,18,16,10,4,123,0,0,0,8,14,27,37,51,19,156,0,4,8,23,18,5,5,0,0,56,0,0,3,38,14,0,0,0,0,63,0,0,4,11,13,5,0,5,0,38,0,35,19,65,35,23,11,7,0,203
LGA21610,0,3,0,98,131,133,104,51,13,536,15,116,167,1521,574,543,276,99,27,3331,0,0,4,112,75,156,136,81,30,594,0,37,88,185,92,84,89,56,25,660,9,143,222,518,634,913,791,589,262,4078,0,20,72,489,275,224,89,49,14,1229,0,0,10,31,23,16,11,8,8,100,0,3,22,85,49,55,116,108,46,485,0,18,25,57,50,79,122,112,41,487,3,18,9,137,44,64,29,3,0,302,76,925,1319,9500,1710,1106,653,248,85,15621,0,33,43,248,127,54,45,13,3,574,4,125,229,418,63,46,8,4,0,897,0,30,46,162,59,53,17,16,4,398,0,50,7,62,38,39,51,44,13,301,0,8,10,49,39,143,245,181,108,782,0,10,11,79,26,9,5,0,0,134,0,23,39,203,95,23,10,4,0,401,0,8,20,93,103,106,49,5,3,390,11,67,117,415,197,176,146,30,12,1165
