LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA36510,0,0,0,0,0,0,0,0,0,0,991,2598,1899,3372,2214,2248,2027,1021,284,16657,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,15,11,11,6,6,0,50,0,0,0,3,4,0,0,0,0,7,0,3,0,5,0,6,5,0,0,21,0,0,0,0,0,10,0,0,0,10,0,0,0,3,0,0,4,0,0,8,0,23,40,94,159,230,253,173,42,1007,0,0,0,0,4,0,0,0,0,14,0,0,0,4,0,3,0,0,0,14,0,0,0,6,9,19,23,35,12,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,26,6,5,4,4,0,44,0,0,5,15,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4
LGA36580,0,0,0,0,0,0,0,0,0,0,582,1558,1165,1958,1261,1399,1336,612,111,9992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,32,46,122,113,80,13,409,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,8,3,6,22,12,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,3,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
LGA36630,0,0,0,0,0,0,0,0,0,0,777,1880,1503,2459,1572,1857,1962,1021,264,13292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,10,7,4,6,6,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,18,30,96,120,116,25,409,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,12,0,0,0,0,11,8,16,24,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,25,0,3,0,3,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36660,0,0,0,0,0,0,0,0,0,0,841,2140,1685,2675,1734,2078,2067,1064,294,14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,3,22,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,3,0,0,0,16,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,21,37,90,148,111,21,440,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,3,3,0,6,0,0,0,8,3,15,21,9,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,8,35,7,0,5,4,0,51,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3
LGA36720,0,0,0,7,4,0,0,0,0,21,8209,19074,15369,27253,15247,14664,13346,7302,2346,122808,0,3,0,18,5,0,0,0,0,29,0,0,0,11,6,7,0,3,0,24,0,14,13,318,25,10,10,0,0,388,0,10,7,0,0,0,0,0,0,16,12,55,33,174,109,77,78,49,3,586,6,3,7,20,16,7,3,7,3,74,5,35,28,108,36,27,17,10,3,272,0,5,0,4,9,18,24,25,10,89,0,4,0,18,3,7,18,8,4,69,46,493,704,1556,1630,1857,1781,1386,431,9888,0,10,14,52,30,31,21,9,5,163,0,15,16,93,44,33,29,17,0,250,0,25,29,119,94,128,203,189,57,845,0,0,0,7,5,7,16,24,16,76,3,20,19,37,10,21,12,7,0,130,15,82,127,758,113,47,48,40,13,1243,0,11,12,37,10,6,31,4,7,122,0,3,9,46,20,0,0,0,0,83
LGA36820,0,0,0,0,0,0,0,0,0,0,521,1541,1062,1757,1217,1476,1445,718,169,9907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,3,0,0,5,8,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,27,33,90,108,105,28,414,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,6,0,0,0,14,0,0,0,7,8,13,16,31,7,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,7,19,6,4,5,0,0,32,0,0,0,4,0,0,5,4,5,13,0,0,0,0,0,0,0,0,0,0
LGA36910,0,5,20,17,7,7,3,0,0,52,4809,10568,9140,15250,7727,7839,6888,4009,1273,67501,0,9,10,35,7,3,0,0,0,64,0,0,0,3,0,0,0,0,0,6,0,0,49,68,41,7,0,0,0,164,0,0,0,3,0,0,0,0,0,10,0,22,9,50,15,20,9,3,3,132,0,3,0,11,4,0,0,5,0,27,0,20,28,117,42,25,16,7,4,260,0,0,0,5,0,3,6,5,0,17,0,14,8,14,0,3,0,6,0,44,6,29,69,182,207,311,373,302,89,1556,0,6,12,40,18,14,12,3,0,101,0,0,4,14,9,8,6,0,0,36,0,0,3,20,19,34,57,42,11,197,0,0,0,0,0,9,6,0,0,11,0,4,9,22,8,10,0,6,0,61,6,55,130,738,92,24,27,7,0,1077,0,5,4,12,0,4,5,6,0,39,0,3,11,33,5,7,8,6,0,76
LGA36950,0,0,0,0,0,0,0,0,0,0,122,331,247,374,138,124,66,20,4,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,209,433,272,499,190,137,67,29,6,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,0,4,17,0,0,0,0,0,29,5475,11703,11417,20069,9125,8235,6083,2715,655,75485,3,5,7,15,6,0,0,0,0,44,0,0,0,4,0,3,0,0,0,3,0,4,3,31,3,0,4,0,0,38,0,4,0,3,0,0,0,0,0,12,5,7,19,77,31,22,23,9,0,194,0,0,4,10,6,0,7,0,0,17,0,11,16,75,30,20,12,6,7,186,0,0,0,0,4,5,3,5,0,18,0,9,7,18,0,3,3,0,0,42,5,86,136,380,354,580,525,323,68,2463,0,3,14,43,19,18,12,3,0,122,0,0,8,31,17,14,14,4,5,94,0,8,15,61,37,48,79,69,15,335,0,0,0,10,8,6,8,14,3,64,0,3,18,22,9,12,7,7,0,73,5,44,128,488,163,58,19,13,0,928,4,5,11,25,6,0,9,8,0,73,0,0,0,14,3,0,0,0,0,25
LGA37300,0,0,0,0,0,0,0,0,0,0,185,318,219,554,223,145,33,7,3,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,9,3,0,0,27,0,0,0,5,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,0,0,0,0,1063,2300,1702,3103,1739,1738,1434,705,181,13968,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,13,0,0,0,12,0,0,0,0,0,12,0,0,0,6,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,23,41,54,30,8,196,0,3,0,11,0,5,4,0,0,22,0,0,10,14,0,0,0,0,0,18,0,0,3,5,0,0,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,6,40,5,3,0,0,0,62,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA37340,0,0,0,0,0,0,0,0,0,0,906,2067,1580,3293,1801,1898,1493,632,144,13806,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,4,0,16,7,5,5,0,0,38,0,0,0,32,0,0,0,0,0,33,0,3,0,30,7,0,0,0,0,43,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,6,0,13,32,127,82,139,117,95,9,617,0,0,0,3,4,0,0,0,0,9,0,0,5,38,8,5,3,0,0,55,0,0,3,10,3,13,22,12,0,76,0,0,0,0,0,0,3,0,0,5,0,0,0,9,3,0,0,0,0,13,3,0,8,44,7,0,4,5,0,69,0,0,5,10,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,10
LGA37400,0,0,0,0,0,0,0,0,0,0,23,55,39,90,49,79,60,37,6,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,71,119,72,105,39,30,13,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,9,25,15,37,16,12,5,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,119,258,241,307,116,88,39,12,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,3,235,383,447,1358,627,826,806,159,12,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,22,0,0,0,9,0,0,0,0,0,11,0,0,0,11,4,0,0,0,0,16,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,18,56,27,87,89,45,4,329,0,0,0,5,0,0,5,0,0,11,0,0,4,27,0,3,0,0,0,37,0,0,5,17,11,11,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,15,0,0,0,0,0,24,0,0,0,9,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,4,14,0,0,0,0,0,19,204,336,981,2141,766,741,664,317,93,6240,0,0,9,21,5,0,0,0,0,33,0,0,0,0,3,0,0,0,0,6,0,4,3,52,5,0,0,0,0,60,0,0,3,10,3,0,0,0,0,20,0,0,6,23,4,7,4,4,0,45,0,0,0,6,0,0,0,0,0,4,0,22,724,581,44,15,17,4,0,1412,0,0,0,4,5,4,0,0,0,10,0,0,4,11,0,0,0,0,0,17,0,4,38,119,68,139,111,52,12,545,0,0,0,3,0,0,0,0,0,8,0,0,5,22,3,4,0,0,0,40,3,0,5,20,7,4,14,10,0,63,0,0,0,5,6,10,16,6,0,45,0,9,192,84,6,8,3,0,0,305,5,23,126,289,25,6,4,3,0,477,0,0,22,23,4,0,5,0,0,54,0,6,8,63,8,0,0,0,0,95
LGA40120,0,0,0,0,0,0,0,0,0,0,976,2477,2181,3308,2298,2153,1715,721,175,16006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,3,10,14,13,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,7,31,6,7,13,5,0,70,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,4,4,0,9,3,34,69,130,258,410,320,189,63,1477,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,4,0,0,0,17,0,4,4,18,29,28,49,41,7,178,0,0,0,0,0,3,12,3,0,16,0,5,5,14,0,0,3,3,0,29,0,3,4,21,11,3,0,6,0,47,0,0,0,4,0,0,0,0,3,7,0,0,0,9,0,6,3,0,0,22
LGA40150,0,0,0,0,0,0,0,0,0,0,302,629,556,1048,578,548,309,121,25,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,106,57,27,8,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40220,0,0,0,0,0,0,0,0,0,0,560,1364,1133,1998,1409,1561,1786,968,240,11025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,5,0,16,27,50,120,279,342,311,79,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,3,4,17,34,22,16,89,0,0,0,0,0,5,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,4,6,0,30,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA40250,0,0,0,0,0,0,0,0,0,0,87,168,209,325,113,66,28,12,5,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,0,0,0,0,0,574,1573,1274,2260,1383,1298,1222,613,187,10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,24,56,107,227,147,108,32,706,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,8,0,0,0,8,6,15,31,15,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40430,0,0,0,0,0,0,0,0,0,0,59,117,90,168,125,200,216,120,29,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,0,0,0,0,0,0,0,0,0,0,198,589,558,898,543,578,550,241,89,4250,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,5,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,30,41,19,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,3,0,3,12,4,0,20,0,0,0,4,5,12,12,17,21,62,0,0,0,0,0,0,0,0,0,0,0,0,11,52,18,11,4,5,0,100,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA40700,0,0,0,5,0,0,0,0,0,3,888,2299,2189,2518,1802,1757,1609,1004,322,14394,0,7,6,31,14,4,0,0,0,71,0,0,0,3,5,4,0,0,0,10,0,0,4,7,0,0,0,0,0,14,0,0,7,7,0,0,0,0,0,17,0,9,6,10,8,3,3,0,0,53,0,0,4,0,0,0,0,0,0,12,10,137,157,539,161,102,83,31,11,1216,0,0,0,0,6,0,3,11,0,17,0,4,13,12,7,6,0,9,0,53,0,49,84,92,162,216,210,155,57,1026,0,0,0,0,3,4,4,0,0,11,0,3,3,15,7,10,0,0,0,36,0,4,3,17,14,11,27,34,9,112,0,0,0,6,5,19,29,26,18,94,3,20,30,54,27,19,25,9,0,192,3,91,57,308,149,39,31,28,3,718,0,3,5,17,5,5,3,6,0,41,0,15,13,66,36,13,7,3,3,159
