SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL70230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,5,4,0,8
SAL70231,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,5,0,4,3,0,9,10,3,5,0,23,10,3,7,0,20,15,10,6,0,31,26,19,9,0,62,10,12,12,0,39,20,4,7,0,35,49,44,27,0,117,38,36,5,6,87,31,32,4,0,71,24,27,4,0,55,47,124,7,3,180,32,26,5,0,66,3,0,0,0,4,326,349,124,12,816
SAL70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,11
SAL70233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,3,0,0,8,0,0,6,3,7,0,4,3,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,13,3,43
SAL70234,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,11,0,3,3,0,6,7,0,11,0,18,12,0,7,0,24,11,11,15,4,32,18,16,13,0,43,16,16,22,0,51,22,31,11,0,60,50,83,32,3,166,46,73,12,6,130,38,76,7,0,123,18,50,0,0,69,39,123,13,0,166,25,81,12,0,108,4,8,0,0,7,297,554,172,13,1034
SAL70235,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,4,0,0,0,0,7,5,4,0,0,6,8,0,5,3,12,8,0,0,0,12,9,0,0,0,11,14,9,4,0,31,7,9,0,0,21,5,13,0,0,16,8,6,0,0,15,12,23,0,0,34,6,9,0,0,10,0,3,0,0,4,90,70,31,3,197
SAL70236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,3,0,0,19
SAL70237,0,0,0,0,5,0,0,0,0,0,0,0,9,0,13,0,3,8,0,10,6,5,6,0,15,0,4,0,0,10,5,3,6,0,12,12,5,11,0,29,11,22,18,0,51,4,17,17,0,36,8,4,12,0,22,5,15,6,0,24,31,34,3,0,74,14,37,10,4,59,25,34,0,0,61,9,12,4,0,29,8,28,3,0,44,8,20,8,4,46,0,0,8,0,13,166,244,132,11,554
SAL70238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,7,0,0,0,0,0,6,17,6,0,24,10,4,4,0,18,3,3,0,0,11,0,7,4,0,11,0,3,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,0,0,13,7,7,5,0,20,32,63,33,5,126
SAL70239,0,0,0,0,0,0,0,0,0,3,0,0,20,0,20,0,0,0,0,3,8,4,5,0,20,0,4,0,0,10,5,8,8,3,20,3,8,3,0,16,0,9,4,0,9,0,3,0,0,7,0,3,0,0,3,0,0,0,0,6,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,6,0,4,19,63,50,8,144
SAL70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,3,0,5,8,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,3,0,0,3,0,5,0,0,9,0,0,0,0,0,20,18,9,0,43
SAL70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,15
SAL70244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,5,0,4,0,13,0,0,0,0,0,0,0,4,0,10,0,3,0,0,3,0,5,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,8,8,0,0,11,4,5,0,0,7,7,8,0,0,10,4,4,0,0,6,4,5,0,0,8,0,5,4,0,4,0,0,0,0,3,31,37,23,6,100
SAL70245,0,3,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,5,0,0,3,0,11,4,5,7,0,14,7,9,4,0,26,15,9,6,0,36,30,14,7,0,54,19,21,8,0,46,18,25,13,4,58,61,59,21,6,142,77,41,7,0,126,59,31,3,0,94,33,34,0,0,70,92,91,6,7,197,54,40,17,0,116,0,0,4,0,10,491,385,117,21,1009
SAL70246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,11
SAL70247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,12,7,0,0,25
SAL70248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL70249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,3,0,17
SAL70251,3,3,5,0,10,6,0,9,0,11,4,0,23,0,34,0,3,17,0,20,10,13,19,3,43,0,6,17,4,28,19,3,11,5,36,9,16,8,5,38,6,17,22,5,47,5,14,14,3,41,13,9,4,0,26,10,14,3,0,27,26,18,11,0,58,19,19,4,0,42,21,15,0,0,37,13,15,0,0,26,27,29,7,4,60,14,30,11,5,59,11,5,3,0,28,209,251,185,22,662
SAL70252,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,0,6,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,5,0,46
SAL70253,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,0,0,6,0,8,0,0,4,0,4,0,6,0,0,10,7,0,5,0,17,3,7,9,0,23,6,13,5,0,16,7,4,3,0,19,4,10,8,0,18,38,35,6,0,78,31,35,4,0,72,23,15,0,0,42,4,12,5,0,20,13,14,3,0,33,16,11,3,3,27,0,0,4,0,6,160,159,71,7,399
SAL70254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,5,0,6,3,0,0,0,0,4,0,3,0,4,4,0,3,0,7,4,0,4,0,8,3,3,0,0,3,16,5,3,0,34,12,3,0,0,15,6,0,0,0,3,5,4,3,0,12,20,10,3,0,30,11,10,0,0,18,0,0,0,0,0,92,43,24,0,158
SAL70255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,9,4,0,0,0,4,6,3,5,0,14,6,0,0,0,10,6,6,0,0,9,5,0,4,0,9,9,5,0,0,18,0,9,0,0,17,6,3,0,0,9,3,8,4,0,13,10,8,5,0,28,3,11,0,0,15,0,0,0,0,0,72,58,28,0,160
SAL70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12
SAL70257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,5,0,3,5,0,5,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,9,22,13,3,43
SAL70258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,9,0,0,9,13,18,0,0,29,15,26,0,0,42,15,22,0,0,33,8,13,0,0,20,10,12,0,0,19,14,17,0,0,30,0,0,0,0,0,72,107,5,0,192
SAL70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10
SAL70260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,6,0,0,10,0,4,5,0,3,0,0,5,0,6,0,5,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,22,10,3,54
SAL70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70262,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,10,3,12,16,4,5,0,21,12,6,16,0,28,12,7,14,0,27,15,6,5,0,33,7,10,3,0,22,11,9,4,0,22,13,29,25,0,69,20,26,10,0,55,21,35,3,0,61,11,23,0,0,40,23,49,5,0,79,16,29,4,0,53,0,0,0,0,0,185,232,121,7,553
SAL70263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,10,17,4,0,34
SAL70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SAL70266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,4,0,5,0,4,0,0,4,4,0,0,0,4,0,5,5,0,13,3,4,0,0,4,0,0,0,0,0,3,0,0,0,6,4,9,0,0,10,9,0,3,0,8,0,0,0,0,0,26,27,12,0,66
SAL70267,0,0,0,0,0,8,6,9,7,24,0,8,7,0,17,0,0,0,0,0,5,10,0,0,13,0,0,0,0,3,0,3,0,0,10,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,3,0,12,27,43,27,7,105
SAL70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL70269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,12,7,3,0,0,8,0,4,0,0,9,0,0,0,0,0,5,0,0,0,10,6,7,0,0,8,0,0,0,0,0,17,23,5,0,48
SAL70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,4,0,0,7,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,23
SAL70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,13
SAL70274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,8,0,0,0,0,0,12,0,3,0,8,11,4,0,0,15,9,3,10,0,22,11,3,9,0,22,10,3,5,0,17,14,5,0,0,22,23,13,8,0,49,19,19,5,0,41,21,31,4,0,50,22,32,0,0,48,38,69,10,0,111,16,36,5,0,59,0,0,0,0,4,204,224,58,3,496
SAL70275,0,0,0,0,0,12,26,22,4,62,3,23,29,0,63,6,7,7,0,17,15,24,10,0,48,0,15,8,0,18,0,19,16,0,39,0,5,4,0,8,0,9,4,0,14,0,4,0,0,3,0,3,0,0,3,0,5,0,0,8,0,8,0,0,8,5,4,0,0,9,10,0,0,0,14,0,4,0,0,5,3,5,0,0,10,4,37,11,0,51,0,14,4,0,17,74,207,120,9,408
SAL70276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,7,0,4,0,16,0,0,4,0,9,4,0,0,0,8,5,5,0,0,11,0,0,0,0,4,0,0,0,0,6,8,0,0,0,12,6,3,0,0,9,5,3,0,0,7,0,0,0,0,3,5,4,0,0,12,9,6,0,0,18,0,0,0,0,0,68,29,13,4,119
SAL70277,0,5,4,0,12,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,3,0,3,0,12,5,4,4,0,16,7,3,8,0,19,6,7,6,0,18,8,10,7,0,25,10,13,15,0,38,18,12,8,0,34,13,13,4,0,28,34,36,9,3,81,15,27,4,0,50,10,27,9,0,43,3,18,0,0,25,11,40,8,0,57,8,32,8,0,47,0,6,3,0,13,164,251,106,8,529
SAL70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,19
SAL70280,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,14,0,3,0,14,7,0,9,0,17,7,6,3,0,17,15,6,5,6,28,9,5,5,3,18,5,8,6,0,19,22,30,6,3,62,16,31,5,3,50,17,25,4,0,47,6,25,5,0,34,17,64,8,0,88,12,21,12,0,43,0,3,0,0,3,148,228,76,11,465
SAL70281,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,4,5,8,3,0,22,0,6,0,0,7,6,9,0,0,12,0,9,0,0,8,3,8,0,0,12,3,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,3,7,0,0,6,30,48,29,0,107
SAL70282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,9,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,8,18,10,0,32
SAL70283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,5,5,0,14
SAL70284,0,0,0,0,0,4,4,0,0,8,4,3,10,0,17,0,0,0,0,3,8,16,0,6,29,0,9,5,0,18,6,20,4,0,32,0,8,0,0,10,0,7,0,0,14,0,3,0,0,3,0,0,0,0,3,0,0,0,0,10,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,5,4,0,0,15,31,106,28,7,173
SAL70285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,4,0,0,3,4,4,0,0,10,0,0,0,0,5,4,3,0,0,3,5,0,3,0,8,0,0,0,0,0,22,17,5,0,39
SAL70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,3,0,0,5,0,0,0,4,6,0,7,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,10,26,10,7,48
SAL70288,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,4,0,0,5,0,8,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,17
