SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL31907,48,2167,818,370,2517,0.7,2416,2.8
SAL31908,51,1300,713,190,1625,0.8,1640,2.6
SAL31909,41,1517,734,330,1773,0.8,1495,2.5
SAL31910,36,2000,973,360,2449,0.8,1864,2.3
SAL31911,37,1950,758,160,1812,0.7,1625,2.5
SAL31912,31,1300,1553,111,3327,0.8,3079,2.8
SAL31913,34,1560,708,345,1619,0.8,1442,2.7
SAL31914,43,1733,550,240,1125,0.8,949,2.6
SAL31915,37,1409,747,250,2036,0.9,1792,2.9
SAL31916,53,0,1999,0,3250,2,3250,2
SAL31917,30,4333,986,210,3749,0.9,1624,2
SAL31918,48,1825,697,300,1812,0.7,1562,2.6
SAL31919,57,1254,418,225,949,0.8,819,2.1
SAL31920,51,1500,675,0,2562,0.8,1125,2.8
SAL31921,50,3869,1042,0,2250,0.5,1875,1.9
SAL31922,34,2132,1202,430,2864,0.8,2280,2.3
SAL31923,35,1517,1100,245,2672,0.9,1925,2.1
SAL31924,53,1192,479,300,1375,0.7,850,2.1
SAL31925,50,390,495,110,1303,0.7,1015,2.2
SAL31926,40,0,754,350,2125,1.1,1874,3.1
SAL31927,44,1517,733,200,1767,0.8,1333,2.3
SAL31928,65,6500,549,0,450,0.7,649,1.8
SAL31929,43,1300,625,250,1450,0.8,1197,2.4
SAL31930,47,1800,439,180,1291,0.9,991,2.6
SAL31931,47,1512,623,315,1562,0.8,1437,2.6
SAL31932,55,3767,724,0,1812,0.8,1687,2.5
SAL31933,48,2167,905,241,2036,0.7,1833,2.7
SAL31934,54,1517,725,280,2023,0.8,1275,2.3
SAL31935,40,9070,949,150,2749,0.6,2083,2.3
SAL31936,53,1668,1442,500,3125,0.7,3050,2.3
SAL31937,48,1907,669,320,1837,0.8,1607,2.6
SAL31938,49,3467,700,175,1437,0.8,900,2.1
SAL31939,40,1481,640,300,1531,0.8,1231,2.4
SAL31940,45,1745,664,228,1458,0.8,1124,2.3
SAL31941,43,8000,599,250,1125,0.6,900,2.4
SAL31942,51,1350,575,250,1292,0.8,1187,2.3
SAL31943,57,0,1500,0,0,2,0,2
SAL31944,57,1171,675,177,1124,0.9,900,2.4
SAL31945,61,661,458,200,1042,0.8,674,1.8
SAL31946,47,1437,562,355,1542,0.9,1268,2.5
SAL31947,53,2197,725,180,1375,1,1292,2.5
SAL31948,62,856,528,175,1125,0.7,956,1.9
SAL31949,43,750,1226,0,1458,0.8,2250,4
SAL31950,44,1863,808,450,2100,0.8,1690,2.4
SAL31951,0,0,0,0,0,0,0,0
SAL31952,34,2100,1114,475,2715,0.8,2640,3.1
SAL31953,42,2095,1021,478,3145,0.8,2993,3.1
SAL31954,45,1200,762,175,1625,0.9,1625,3.1
SAL31955,60,1387,787,110,2250,0.7,1875,2.4
SAL31956,37,1866,567,250,1542,1.2,1593,3.1
SAL31957,48,2159,550,260,1312,0.6,1042,2
SAL31958,0,0,0,0,0,0,0,0
SAL31959,53,0,725,180,1624,0.7,1624,2.5
SAL31960,41,9999,949,0,2125,1,2250,3.4
SAL31961,43,1717,743,380,1875,0.8,1771,2.8
SAL31962,51,900,423,88,1187,1,784,2.1
SAL31963,49,1689,687,225,2200,0.8,1874,2.5
SAL31964,35,0,669,0,1375,0.8,1375,3.6
SAL31965,50,797,489,185,1312,0.9,921,2.4
SAL31966,56,1083,474,0,1499,0.9,949,2.2
SAL31967,49,1950,888,363,2154,0.8,1924,2.2
SAL31968,36,2001,938,380,2438,0.8,1875,2.3
SAL31969,35,2041,946,400,2464,0.8,2055,2.6
SAL31970,50,1560,586,333,1769,0.7,1600,2.6
SAL31971,47,0,687,0,1708,0.7,1708,2.5
SAL31972,40,0,849,0,1624,0.8,1624,2.8
SAL31973,55,1517,866,239,1875,0.6,1666,1.9
SAL31974,35,1250,1812,175,4812,1,4727,3.2
SAL31975,31,1421,1358,110,3249,0.9,2437,2.2
SAL31976,45,1733,760,300,2457,0.9,2187,2.9
SAL31977,45,1600,785,360,1887,0.8,1645,2.5
SAL31978,42,1855,974,315,2338,0.8,2147,2.8
SAL31979,46,1400,695,310,1797,0.8,1762,2.7
SAL31980,29,1733,952,350,2094,0.7,2091,2.9
SAL31981,42,1300,645,190,1728,0.8,1268,2.3
SAL31982,42,1062,474,275,1249,0.8,1249,2.5
SAL31983,53,0,649,250,1749,1.2,1874,3.3
SAL31984,43,1733,965,340,2520,0.7,2002,2.4
SAL31985,34,1626,945,350,2286,0.7,2072,2.8
SAL31986,29,1733,1052,370,2353,0.8,2259,3
SAL31987,39,1950,515,295,1874,0.9,1874,3.1
SAL31988,31,540,1041,0,1374,0.7,1374,2.7
SAL31989,0,0,0,0,0,0,0,0
SAL31990,53,972,428,263,942,1,879,2.3
SAL31991,39,2167,749,375,1968,0.9,2083,3.1
SAL31992,32,1517,691,438,2062,0.9,2031,3.3
SAL31993,53,1387,559,279,1375,0.8,1187,2.4
SAL31994,46,1748,749,200,2555,0.9,2416,2.7
SAL31995,46,2500,487,120,900,0.8,900,2.3
SAL31996,52,1746,626,305,1692,0.7,1476,2.4
SAL31997,52,1668,714,420,1951,0.8,1947,2.7
SAL31998,43,0,150,0,1000,0.7,1125,3
SAL31999,53,2383,703,270,1875,0.7,1812,2.5
SAL32000,54,1300,532,250,1416,0.9,1031,2.1
SAL32001,52,758,462,200,1066,0.8,779,2
SAL32002,49,0,900,0,2999,0.4,1625,1.8
SAL32003,52,1800,900,265,2250,0.6,1718,2.1
SAL32004,36,0,824,0,1874,0.7,900,1.3
SAL32005,22,0,900,0,0,0,0,0
SAL32006,43,2165,787,300,2624,0.8,2208,2.8
SAL32007,40,2435,943,600,2506,0.8,2465,3.2
SAL32008,48,1929,896,288,2272,0.8,1771,2.3
SAL32009,48,2316,853,540,2724,0.7,2361,2.8
SAL32010,42,1451,629,228,1857,0.9,1770,2.8
SAL32011,47,1733,725,250,2125,1,1687,2.5
SAL32012,54,867,477,196,1163,0.8,963,2.2
SAL32013,30,1582,1011,450,2206,0.7,2096,2.9
SAL32014,41,1668,853,390,2133,0.7,1686,2.4
SAL32015,46,2167,806,400,2222,0.9,2077,2.8
SAL32016,32,0,575,0,2374,0.7,1625,2.3
SAL32017,39,1950,934,320,2470,0.8,2440,3.2
SAL32018,0,0,0,0,0,0,0,0
SAL32019,47,2392,846,435,2708,0.8,2750,3.1
SAL32020,37,1542,857,390,2018,0.8,1826,2.7
SAL32021,42,0,1331,205,1687,1.1,949,1.4
SAL32022,51,0,1050,330,2624,0.6,2250,2.2
SAL32023,44,2000,524,0,1274,0.5,1274,2
SAL32024,23,0,1404,0,0,0,0,0
SAL32025,51,1478,850,400,2124,0.4,1625,1.8
SAL32026,48,834,591,150,933,1.1,875,2.1
SAL32027,55,1733,825,200,1875,0.8,1800,2.4
SAL32028,45,650,442,250,966,0.7,939,2.4
SAL32029,41,624,850,0,3249,0.7,2124,2.7
SAL32030,42,1706,609,340,1542,0.8,1424,2.9
SAL32031,56,1300,450,250,1274,0.8,725,2
SAL32032,44,1575,752,255,2549,0.7,1437,2.4
SAL32033,40,1300,659,240,1437,0.9,1325,3
SAL32034,47,1000,674,205,2250,0.9,900,2.3
SAL32035,44,1928,592,330,1325,0.9,1343,3.1
SAL32036,45,1489,680,250,1374,0.8,1875,3.5
SAL32037,41,1600,735,340,1824,0.7,1496,2.5
SAL32038,50,1733,662,250,1937,0.7,1437,2.3
SAL32039,47,0,849,200,1937,0.6,1437,2.1
SAL32040,55,660,487,0,1437,0.6,1375,2.4
SAL32041,37,1950,857,500,2062,0.8,1911,2.8
SAL32042,34,1062,882,225,2186,0.8,1787,2.5
SAL32043,44,1127,700,250,1571,0.8,1309,2.3
SAL32044,48,1300,671,250,1699,0.7,1275,2.3
SAL32045,43,2050,896,300,2078,1,1458,2.5
SAL32046,66,0,612,60,1499,0.7,1625,1.8
SAL32047,46,2084,612,300,1312,0.8,1281,2.7
SAL32048,47,1684,675,330,1687,0.8,1625,2.6
SAL32049,58,0,724,250,1625,0.7,1187,2.1
SAL32050,39,1993,776,500,2063,0.8,1893,2.9
SAL32051,44,2045,831,460,1984,0.8,1763,2.6
SAL32052,40,0,762,0,1649,1,1649,3
SAL32053,55,1733,710,408,1674,0.7,1474,2.5
SAL32054,38,2100,855,420,2237,0.7,2045,2.8
SAL32055,48,2427,912,510,2250,0.8,2625,3.1
SAL32056,23,0,1499,0,2750,0.5,2750,2
SAL32057,46,741,608,150,1406,0.8,1166,2.3
SAL32058,49,1682,575,288,1575,0.7,1521,2.6
SAL32059,37,2340,900,280,2750,0.7,2249,2.5
SAL32060,51,825,469,250,1416,1,1458,2.6
SAL32061,42,1820,909,0,2374,0.7,2250,2.7
SAL32062,49,1993,944,225,2583,0.8,2166,2.3
SAL32063,26,0,537,0,874,1.2,1625,5
SAL32064,43,1413,727,270,1970,0.8,1344,2.2
SAL32065,43,1300,670,280,1593,0.7,1312,2.5
SAL32066,39,2167,860,560,2237,0.8,2255,3.2
SAL32067,49,1307,512,170,1208,0.8,1125,2.4
SAL32068,39,1029,742,220,1521,0.8,1241,2.3
SAL32069,35,3333,1140,0,1687,0.9,1708,3.1
SAL32070,50,0,717,110,1875,0.8,966,2.2
SAL32071,37,0,780,0,2249,0.6,1875,2.8
SAL32072,58,1362,514,200,1291,0.8,1062,1.9
SAL32073,49,1300,636,250,1728,0.8,1513,2.6
SAL32074,39,1073,908,180,2050,0.7,1416,2.3
SAL32075,46,1725,515,108,1312,0.7,1125,2.3
SAL32076,60,0,250,0,0,0.8,250,2
SAL32077,48,1755,410,113,850,0.7,833,2.5
SAL32078,53,1205,433,200,762,0.8,899,2.2
SAL32079,29,1066,619,235,1791,1,1437,2.8
SAL32080,42,1950,820,460,2364,0.8,2378,3.1
SAL32081,35,2167,1120,450,2661,0.8,2362,2.6
SAL32082,48,867,546,220,1265,0.7,984,2.2
SAL32083,42,1517,694,290,1883,0.8,1740,2.9
SAL32084,22,0,1302,107,0,1,1325,1
SAL32085,42,0,396,150,1062,1,857,2.8
SAL32086,46,2029,657,150,1625,0.9,1625,3
SAL32087,39,1237,844,260,1791,0.9,1718,2.8
SAL32088,54,0,537,260,1375,0.8,1375,3
SAL32089,39,1863,857,360,2138,0.7,1827,2.7
SAL32090,55,0,1125,0,2899,0.5,3124,2.3
SAL32091,53,1000,586,380,1562,0.9,1292,2.6
SAL32092,38,1500,739,250,1875,0.9,1612,2.7
SAL32093,44,2016,842,300,2111,0.8,1593,2.8
SAL32094,45,2000,778,80,1625,0.7,1042,2.4
SAL32095,56,4100,1062,0,2124,0.5,2124,2.3
SAL32096,48,1544,812,295,2091,1.1,1906,2.7
SAL32097,43,1700,1051,298,2625,0.7,2020,2.5
SAL32098,53,1723,630,350,1528,0.8,1468,2.7
SAL32099,40,1560,641,340,1529,0.8,1224,2.3
SAL32100,53,1000,472,220,1143,0.7,865,2.1
SAL32101,35,0,916,265,2250,0.9,2250,3.3
SAL32102,56,0,916,0,1875,0.9,3250,3.4
SAL32103,38,0,900,0,2750,1.6,2750,5
SAL32104,44,563,778,125,1687,0.8,1625,3.1
SAL32105,43,1625,791,225,1924,1,1699,2.7
SAL32106,29,2100,1480,530,3120,1,2715,2.8
SAL32107,33,1900,889,415,2283,0.8,2207,3.1
SAL32108,50,1000,1083,140,2999,0.6,1999,2.1
SAL32109,28,1950,589,300,2213,0.8,1682,2.3
SAL32110,51,2400,824,229,2062,0.9,1625,2.4
SAL32111,58,0,674,0,2125,0.9,1624,1.8
SAL32112,50,3000,317,0,575,0.6,825,2.3
SAL32113,37,1300,1083,279,2355,0.7,1981,2.4
SAL32114,51,737,435,200,1125,0.8,817,1.9
SAL32115,56,1470,634,300,1382,0.7,1003,2
SAL32116,57,1500,677,175,1406,0.8,1292,2.3
SAL32117,40,1733,704,390,1803,0.8,1423,2.5
SAL32118,42,2600,828,720,2625,0.9,2374,3.4
SAL32119,46,1357,622,268,1531,0.9,1333,2.7
SAL32120,48,1300,537,0,1149,1.3,1562,3
SAL32121,45,1434,446,220,1166,1.1,780,2.7
SAL32122,44,0,1249,0,450,1.4,450,3.5
SAL32123,48,1094,558,350,1395,0.9,1375,2.6
SAL32124,58,2383,593,260,1281,0.8,1156,2.3
SAL32125,60,800,417,0,1125,0.7,1125,2.2
SAL32126,33,1612,860,300,2277,0.7,2009,2.7
SAL32127,35,2289,1035,550,2683,0.8,2779,3.5
SAL32128,91,0,225,0,0,0,0,0
SAL32129,39,2264,1226,405,3173,0.9,2069,1.9
SAL32130,43,1526,661,340,1674,0.9,1521,2.8
SAL32131,25,1242,402,125,977,1.3,924,3.4
SAL32132,52,1083,396,400,866,1,900,2.2
SAL32133,55,1636,711,280,1388,0.7,1182,2
SAL32134,40,0,1600,0,2874,0.8,2624,3.3
SAL32135,33,2167,1038,383,3094,0.8,2251,2.5
SAL32136,43,2470,1009,530,2562,0.7,2418,2.8
SAL32137,33,2000,1536,490,3086,1,2325,1.7
SAL32138,40,1517,844,295,2130,0.8,1753,2.5
SAL32139,35,1254,688,289,1507,0.8,1200,2.2
SAL32140,0,0,0,0,0,0,0,0
SAL32141,26,0,675,0,949,1.6,1125,3.4
SAL32142,39,1747,740,390,1783,0.7,1660,2.8
SAL32143,43,2167,1093,150,3107,0.8,3035,3.2
SAL32144,44,1972,710,475,1870,0.8,1711,2.9
SAL32145,45,1625,612,210,1208,0.9,1208,2.7
SAL32146,43,1799,758,256,1916,0.7,1792,2.6
SAL32147,62,1430,1125,0,1375,1,1187,1.6
SAL32148,43,1733,635,370,1675,0.7,1473,2.7
SAL32149,27,1842,953,510,2066,0.8,1997,2.9
SAL32150,36,0,833,0,1812,0.7,1375,2.6
SAL32151,40,1539,837,270,1625,0.8,1437,2.5
SAL32152,33,0,575,0,2250,1.3,2250,5.5
SAL32153,52,1560,725,225,2062,0.8,1875,2.5
SAL32154,0,0,0,0,0,0,0,0
SAL32155,46,1300,594,265,1537,0.8,1215,2.5
SAL32156,47,0,949,0,2250,0.8,1749,1.3
SAL32157,52,1733,782,274,1830,0.9,1452,2.3
SAL32158,32,0,1208,0,2374,0.8,2374,3.5
SAL32159,32,0,1055,179,1792,1,1625,3.3
SAL32160,54,2167,909,550,2228,0.7,1843,2.3
SAL32161,55,2200,624,500,1781,0.7,1125,2.1
SAL32162,56,1991,749,490,1799,0.7,1399,2.2
SAL32163,37,1625,836,300,2124,0.7,1770,2.6
SAL32164,35,2600,1306,450,3439,0.8,2879,2.6
SAL32165,31,992,750,170,1718,1.1,1691,3
SAL32166,57,1083,464,200,1292,0.6,900,1.9
SAL32167,44,1975,707,350,1947,0.8,1816,2.9
SAL32168,33,1300,637,295,1426,0.8,1327,2.6
SAL32169,53,0,483,120,1125,0.8,1062,2
SAL32170,44,1770,1031,85,3333,0.6,2250,2.5
SAL32171,35,1000,668,0,1312,0.5,1187,2.2
SAL32172,52,1408,653,300,1463,0.8,1382,2.4
SAL32173,31,1400,927,265,2416,0.8,2062,2.8
SAL32174,43,1517,833,269,2250,0.9,1312,2.8
SAL32175,38,1300,693,300,1843,0.8,1422,2.4
SAL32176,59,1200,466,250,1208,0.9,971,2.3
SAL32177,54,1047,660,0,1825,0.7,1649,2.7
SAL32178,35,1950,885,420,2258,0.8,2092,2.9
SAL32179,40,1448,786,300,1828,0.8,1375,2.2
SAL32180,41,1725,1125,146,1899,0.7,1125,2.6
SAL32181,41,1820,630,450,1780,0.8,1732,3
SAL32182,61,1701,763,350,1903,0.7,1608,2.3
SAL32183,47,2678,614,237,1525,1,1104,2.1
SAL32184,45,532,671,170,1624,0.7,875,2
SAL32185,36,1519,854,253,2194,0.7,1812,2.5
SAL32186,37,1408,718,285,1702,0.8,1256,2.2
SAL32187,40,1744,997,285,2377,0.8,1500,1.8
SAL32188,35,2100,998,360,2627,0.8,2041,2.4
SAL32189,36,0,850,0,1499,1.2,2750,6
SAL32190,44,1130,580,280,1367,0.7,1094,2.2
SAL32191,43,1997,694,300,1875,0.8,1562,2.8
SAL32192,42,0,933,298,2249,0.8,2249,3.4
SAL32193,37,2167,1126,488,2885,0.8,2620,2.7
SAL32194,47,2100,895,455,3023,0.8,2200,2.6
SAL32195,55,1863,675,150,1437,0.7,1187,2.5
SAL32196,40,2384,685,225,1875,0.8,1666,2.7
SAL32197,35,1733,1061,375,2438,0.9,1769,2
SAL32198,46,1000,484,280,966,0.9,900,2.6
SAL32199,38,1503,437,0,725,1,899,3.6
SAL32200,0,0,0,0,0,0,0,0
SAL32201,48,1863,469,0,1124,0.8,1437,2.8
SAL32202,53,1900,1375,0,3749,0.7,2250,2.2
SAL32203,43,1733,1012,340,2454,0.8,2333,2.9
SAL32204,32,0,1050,162,0,0.8,1625,1.7
SAL32205,57,2000,806,450,1875,0.7,1687,2.3
SAL32206,44,1777,796,323,2117,0.9,2083,3
SAL32207,58,800,725,250,1562,0.8,1562,2.5
SAL32208,39,1830,777,435,2374,1,2367,3.2
SAL32209,40,1238,651,265,1463,0.8,1213,2.5
SAL32210,57,273,350,140,0,0.3,449,1
SAL32211,39,1517,767,345,1959,0.8,1837,2.8
SAL32212,52,1131,379,265,725,0.8,774,3.3
SAL32213,60,1222,502,215,1170,0.9,780,2
SAL32214,53,3029,695,250,1625,0.7,1416,2.3
SAL32215,33,1000,900,0,2250,1,2250,3.3
SAL32216,49,1300,713,253,2091,0.9,1437,2.6
SAL32217,52,1517,682,360,2250,0.8,2049,2.5
SAL32218,50,2175,941,350,2338,0.8,2184,2.6
SAL32219,51,1000,624,80,2050,0.7,1062,2.1
SAL32220,50,1972,388,170,866,0.9,875,2.6
SAL32221,47,0,849,106,1562,0.8,1125,2.3
SAL32222,45,890,518,69,1312,0.7,1166,2.4
SAL32223,52,2167,900,200,1374,0.8,1749,2.3
SAL32224,37,1153,577,280,1423,0.8,1173,2.5
SAL32225,34,0,1125,150,2166,0.8,2083,2.8
SAL32226,31,1430,931,320,1955,0.7,1510,2.1
SAL32227,35,1820,996,440,2428,0.7,2248,2.7
SAL32228,55,3950,687,0,899,0.8,687,1.6
SAL32229,35,0,1125,9,2874,0.7,1999,2.5
SAL32230,39,1767,936,375,1792,0.9,1541,3
SAL32231,45,2059,1097,280,2625,0.7,2356,2.7
SAL32232,31,1680,1125,0,2250,1.3,2250,4
SAL32233,32,0,619,300,1583,0.8,1224,3.1
SAL32234,33,1950,863,445,2169,0.8,2067,3.1
SAL32235,32,2076,988,450,2355,0.8,2297,3.1
SAL32236,47,2000,811,450,2333,0.7,1913,2.6
SAL32237,46,1305,818,190,2036,0.7,1437,2.5
SAL32238,53,1274,562,90,1312,0.7,1062,2.7
SAL32239,47,1278,661,260,1637,0.8,1542,2.6
SAL32240,42,1517,866,165,2349,0.9,1687,2.5
SAL32241,37,1800,808,435,2065,0.8,1832,2.8
SAL32242,41,350,850,0,1625,0.7,1562,2.6
SAL32243,35,1993,969,400,2490,0.8,2168,2.7
SAL32244,54,1700,449,0,1749,1,762,2.2
SAL32245,55,1300,474,270,1095,0.9,972,2.4
SAL32246,45,1839,857,445,2146,0.7,1960,2.7
SAL32247,46,1600,654,400,1551,0.8,1340,2.3
SAL32248,34,1980,836,470,2131,0.8,2090,3.1
SAL32249,45,1300,955,300,2625,0.9,2399,3
SAL32250,34,2708,1283,470,3742,0.8,2775,2.5
SAL32251,38,1504,739,225,1916,0.9,1571,2.6
SAL32252,45,1950,843,263,1812,1.1,1199,2
SAL32253,41,2167,575,231,1437,0.9,1174,2.6
SAL32254,45,1403,450,243,1499,0.8,1125,2.4
SAL32255,31,2100,990,460,2270,0.8,2283,3.1
SAL32256,45,1733,1155,320,2678,0.7,2290,2.5
SAL32257,39,2093,873,445,2219,0.9,1721,2.3
SAL32258,53,1733,797,365,2048,0.7,1527,2.1
SAL32259,52,1415,612,250,1499,0.8,928,2.1
SAL32260,27,2167,384,125,898,1.2,973,3.7
SAL32261,50,0,774,0,1875,0.7,1062,1.8
SAL32262,51,0,1437,0,2374,0.6,2374,2
SAL32263,55,1700,596,218,1666,0.9,1312,2.1
SAL32264,29,2000,1001,510,2324,0.8,2306,3
SAL32265,43,1878,746,430,1991,0.8,1738,2.7
SAL32266,47,1517,887,300,2277,0.8,2218,2.8
SAL32267,58,1517,812,160,2124,0.7,1350,2
SAL32268,40,1200,857,243,2124,0.8,1875,3
SAL32269,53,2253,843,450,2198,0.7,1688,2.2
SAL32270,36,1300,697,260,1655,0.8,1281,2.4
SAL32271,30,1733,764,370,1632,0.8,1418,2.6
SAL32272,46,1800,706,453,1961,0.7,1965,3.1
SAL32273,32,1842,981,360,2489,0.8,2227,2.9
SAL32274,37,1950,845,450,2258,0.8,2188,3.1
SAL32275,43,1517,655,380,1833,0.7,1520,2.5
SAL32276,40,1500,1071,200,2624,1,2624,3.4
SAL32277,31,1428,1214,320,2714,0.9,2347,2.5
SAL32278,37,1894,736,538,2103,0.8,2064,3
SAL32279,33,1300,758,290,1530,0.9,1211,2.1
SAL32280,52,2000,773,490,1900,0.7,1467,2.2
SAL32281,30,5866,1051,550,1875,0.7,2124,3
SAL32282,54,1300,440,95,1374,0.9,899,3.1
SAL32283,41,1350,459,283,1062,1.1,1083,2.9
SAL32284,47,1733,486,250,1125,0.8,1025,2.5
SAL32285,35,1322,599,130,1562,1.2,1562,3.3
SAL32286,46,1930,667,325,1899,0.8,1721,2.8
SAL32287,41,1322,769,355,2125,0.8,1937,3
SAL32288,41,1733,835,290,1958,0.8,1826,3
SAL32289,50,1310,714,220,2041,0.9,1541,2.4
SAL32290,0,0,0,0,0,0,0,0
SAL32291,50,1517,707,290,1638,0.8,1488,2.5
SAL32292,56,1820,524,0,1875,0.7,1875,2.3
SAL32293,30,5200,900,364,1937,0.9,1875,3
SAL32294,55,2200,671,540,1717,0.7,1552,2.5
SAL32295,50,210,451,105,887,0.8,751,2
SAL32296,0,0,0,0,0,0,0,0
SAL32297,45,1577,545,200,1312,1,900,2.5
SAL32298,42,2167,881,500,2226,0.8,1896,2.6
SAL32299,39,2100,813,530,2026,0.8,1836,2.8
SAL32300,52,1820,754,300,1833,1,1791,2.6
SAL32301,54,2068,674,350,1600,0.7,1562,2.6
SAL32302,66,347,374,0,849,0.8,700,1.6
SAL32303,38,1725,811,360,2086,0.8,1853,2.7
SAL32304,31,2665,1062,435,3143,0.9,2401,2.3
SAL32305,37,2000,749,0,2250,0.8,1708,3.3
SAL32306,54,303,537,0,1687,0.6,1125,2.1
SAL32307,50,1300,529,310,1198,0.7,932,2.1
SAL32308,40,4333,1050,0,2416,0.9,2333,3.4
SAL32309,59,1469,644,250,1319,0.7,870,1.8
SAL32310,46,1595,683,310,1822,0.8,1635,2.7
SAL32311,44,1550,687,290,1708,1.1,1583,3
SAL32312,43,1500,949,420,2625,0.7,2374,2.3
SAL32313,42,1250,875,102,774,0.8,850,2.1
SAL32314,67,0,349,0,450,0.6,450,1.3
SAL32315,48,1300,471,0,1166,0.9,1041,2.4
SAL32316,54,1517,787,266,1437,0.8,1312,2.4
SAL32317,39,1354,738,240,1910,0.8,1128,2
SAL32318,29,1978,856,440,1906,0.8,1863,3
SAL32319,52,1650,537,120,1125,0.6,899,2.3
SAL32320,47,1527,850,248,1791,0.8,1604,2.6
SAL32321,50,1733,697,345,1718,0.8,1625,2.6
SAL32322,43,1517,687,200,1874,0.9,1656,2.6
SAL32323,44,1300,703,250,1687,0.9,1449,2.6
SAL32324,33,2800,725,0,1624,1.1,1624,2.8
SAL32325,42,2100,985,400,2706,0.8,2604,3.1
SAL32326,58,975,454,268,1062,0.8,1042,2.7
SAL32327,29,550,924,200,2583,1.1,2624,3.9
SAL32328,70,2184,822,490,2562,0.7,1562,2.4
SAL32329,49,1517,776,350,2071,0.8,1812,2.5
SAL32330,40,1500,848,350,1946,0.8,1666,2.1
SAL32331,48,1300,718,250,1774,0.8,1142,2.4
SAL32332,29,2500,924,176,1833,1,1958,3.2
SAL32333,27,1500,745,210,1684,1,1664,2.9
SAL32334,58,1246,478,175,1024,0.7,780,2
SAL32335,38,1690,711,230,2025,0.8,1812,3
SAL32336,43,1300,651,275,1661,0.8,1290,2.5
SAL32337,24,0,725,47,899,1.4,1062,2.9
SAL32338,43,1517,742,350,2043,0.7,1965,2.9
SAL32339,48,2167,675,280,1937,0.8,1249,2.3
SAL32340,37,1500,722,360,1798,0.7,1601,2.7
SAL32341,40,1672,912,303,2250,0.8,2050,2.8
SAL32342,47,2200,892,393,1937,0.8,1547,2.2
SAL32343,55,1833,753,350,1714,0.7,1368,2.1
SAL32344,52,1300,534,340,1250,0.7,1077,2.3
SAL32345,49,1733,643,420,1631,0.8,1384,2.6
SAL32346,46,0,2500,0,5500,0.7,5499,2.3
SAL32347,66,975,416,250,859,0.8,775,1.9
SAL32348,34,0,1625,0,2124,0.6,4499,3.6
SAL32349,34,0,351,120,947,1.2,1071,3.4
SAL32350,62,0,0,0,0,1,0,2
SAL32351,41,1043,695,250,1687,0.9,1156,2.4
SAL32352,44,1474,824,350,1784,0.8,1370,2.1
SAL32353,49,0,0,0,0,0,0,1
SAL32354,35,1760,491,280,1708,1,749,1.9
SAL32355,31,0,559,130,1292,0.9,1399,3.3
SAL32356,46,1634,628,300,1671,0.8,1394,2.6
SAL32357,44,1127,606,220,1275,0.9,1136,2.5
SAL32358,44,5001,900,44,2049,0.8,1562,2.6
SAL32359,54,867,419,210,955,1.1,809,2.2
SAL32360,47,1083,424,270,1062,0.8,900,2.5
SAL32361,46,1733,725,300,1912,0.8,1775,2.7
SAL32362,40,2167,1087,420,2666,0.8,2472,3.1
SAL32363,47,1517,792,200,2031,0.9,1803,2.5
SAL32364,48,2925,881,575,2916,0.8,3187,3.5
SAL32365,47,2167,1142,413,2852,0.7,2446,2.6
SAL32366,60,1791,550,138,899,1,630,2.2
SAL32367,48,500,1218,150,2749,1.2,2250,2.6
SAL32368,42,1300,668,260,1612,0.8,1175,2.4
SAL32369,39,2000,918,243,2349,0.9,2100,2.9
SAL32370,54,624,452,180,918,0.9,764,2
SAL32371,43,3033,1198,685,4289,0.7,4149,3.2
SAL32372,52,13,749,230,2125,0.8,1562,2.5
SAL32373,35,1300,833,120,1375,1.5,1062,1.5
SAL32374,44,2009,735,300,1897,0.8,1710,2.8
SAL32375,47,620,850,0,2250,0.6,2125,1.8
SAL32376,38,1040,671,209,1602,0.7,1231,2.3
SAL32377,39,884,876,140,1921,0.8,1303,2.3
SAL32378,41,1160,645,180,1281,0.8,1062,2.7
SAL32379,48,1428,747,320,1866,0.7,1619,2.5
SAL32380,42,1733,806,345,1968,0.9,1850,2.9
SAL32381,35,1349,728,315,1743,0.8,1432,2.6
SAL32382,57,1357,885,250,2374,0.6,1874,1.9
SAL32383,47,1000,478,175,1050,0.8,1125,2.4
SAL32384,36,1430,877,300,2033,0.8,1529,2.2
SAL32385,56,1605,602,280,1271,0.7,972,2
SAL32386,42,2418,929,370,2613,0.9,2480,3
SAL32387,0,0,0,0,0,0,0,0
SAL32388,63,0,274,0,1249,0.9,450,1.7
SAL32389,35,0,880,150,1875,0.8,1474,2.8
SAL32390,44,1586,834,340,2164,0.7,1689,2.4
SAL32391,45,1733,965,400,2511,0.8,2511,3
SAL32392,41,2327,850,455,2981,1,3166,3.6
SAL32393,32,1343,722,263,1618,0.8,1420,2.7
SAL32394,52,1300,614,230,1525,0.8,1109,2.4
SAL32395,55,1200,655,249,1708,0.8,1375,2.3
SAL32396,52,1000,483,250,1116,0.8,859,2.2
SAL32397,51,800,718,140,1458,0.8,860,2
SAL32398,0,0,0,0,0,0,0,0
SAL32399,32,0,866,0,1999,1,1999,3.4
